vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15000000000000002V	ig_vg = 0.15000000000000002V	is_vg = 0.15000000000000002V	iavdd_vg = 0.15000000000000002V	ignd_vg = 0.15000000000000002V	id_vg = 0.30000000000000004V	ig_vg = 0.30000000000000004V	is_vg = 0.30000000000000004V	iavdd_vg = 0.30000000000000004V	ignd_vg = 0.30000000000000004V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6000000000000001V	ig_vg = 0.6000000000000001V	is_vg = 0.6000000000000001V	iavdd_vg = 0.6000000000000001V	ignd_vg = 0.6000000000000001V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0.0	-7.21236e-08	-3.85e-12	4.16e-12	3.8748e-07	-3.1478e-07	-7.120219999999999e-08	4.731e-11	4.13e-12	3.851e-07	-3.1378e-07	-7.037719999999999e-08	1.3762e-10	2.9100000000000003e-12	3.8422e-07	-3.1376e-07	-7.082719999999999e-08	3.434e-10	-3.77e-12	3.8384e-07	-3.137e-07	-7.224979999999999e-08	6.47e-10	-2.5800000000000003e-12	3.8552e-07	-3.1376e-07	-7.4065e-08	1.0989e-09	-6.790000000000001e-12	3.8688e-07	-3.1372e-07	-7.73226e-08	1.7755e-09	7.72e-12	3.902e-07	-3.1452e-07
0.005	-7.107839999999999e-08	-5.010000000000001e-12	8.03e-12	3.8584e-07	-3.1472e-07	-7.01748e-08	3.1590000000000004e-11	6.65e-12	3.8332e-07	-3.1374e-07	-6.93258e-08	1.3127e-10	1.022e-11	3.8292e-07	-3.1372e-07	-6.96748e-08	3.2941e-10	5.860000000000001e-12	3.8304e-07	-3.1378e-07	-7.094199999999999e-08	6.2353e-10	8.01e-12	3.841e-07	-3.1376e-07	-7.2741e-08	1.0823e-09	-3.0400000000000004e-12	3.8546e-07	-3.131e-07	-7.58358e-08	1.7489e-09	7.370000000000001e-12	3.8858e-07	-3.1446e-07
0.01	-6.972779999999999e-08	-5.980000000000001e-12	1.74e-12	3.8444e-07	-3.148e-07	-6.898379999999999e-08	3.248e-11	1.36e-12	3.8264e-07	-3.137e-07	-6.811759999999999e-08	1.1239e-10	2.1500000000000003e-12	3.8166e-07	-3.1378e-07	-6.836619999999999e-08	3.216e-10	6e-12	3.8178e-07	-3.137e-07	-6.95578e-08	6.1873e-10	2.9400000000000004e-12	3.8272e-07	-3.1378e-07	-7.13578e-08	1.0663e-09	7.240000000000001e-12	3.8404e-07	-3.1372e-07	-7.430799999999998e-08	1.7231e-09	-4.26e-12	3.8706e-07	-3.1452e-07
0.015	-6.83986e-08	-3.81e-12	-9.27e-12	3.8346e-07	-3.1502e-07	-6.77552e-08	2.837e-11	-9.35e-12	3.815e-07	-3.137e-07	-6.68444e-08	1.3081e-10	-4.650000000000001e-12	3.8048e-07	-3.1382e-07	-6.71002e-08	3.0906e-10	1.12e-12	3.7988e-07	-3.131e-07	-6.8158e-08	5.9974e-10	-3.87e-12	3.8082e-07	-3.1372e-07	-6.992339999999999e-08	1.0441e-09	5.9200000000000014e-12	3.8262e-07	-3.1376e-07	-7.277919999999999e-08	1.7025e-09	-7.380000000000001e-12	3.8562e-07	-3.1448e-07
0.02	-6.710399999999999e-08	3.3100000000000002e-12	-3.2200000000000004e-12	3.819e-07	-3.1478e-07	-6.65378e-08	3.427e-11	-4.08e-12	3.8026e-07	-3.1378e-07	-6.55252e-08	1.0307e-10	-1.7200000000000001e-12	3.7924e-07	-3.131e-07	-6.57244e-08	3.0978000000000004e-10	-1.74e-12	3.7914e-07	-3.1376e-07	-6.680299999999999e-08	5.9981e-10	-9.33e-12	3.8002e-07	-3.1378e-07	-6.849859999999999e-08	1.0294e-09	-3.1100000000000007e-12	3.8114e-07	-3.1368e-07	-7.127779999999999e-08	1.68e-09	2.52e-12	3.842e-07	-3.1452e-07
0.025	-6.581879999999999e-08	-1.7e-13	4.62e-12	3.8064e-07	-3.1478e-07	-6.537679999999999e-08	2.823e-11	2.49e-12	3.791e-07	-3.1372e-07	-6.436879999999999e-08	1.2616e-10	-5.14e-12	3.7804e-07	-3.1374e-07	-6.452479999999999e-08	2.8747000000000004e-10	-4.87e-12	3.7728e-07	-3.1318e-07	-6.550379999999999e-08	5.8172e-10	-2.39e-12	3.7872e-07	-3.1386e-07	-6.71166e-08	1.0159e-09	-6.540000000000001e-12	3.7996e-07	-3.1376e-07	-6.98222e-08	1.6528e-09	8.800000000000001e-12	3.8268e-07	-3.1452e-07
0.03	-6.452299999999999e-08	-5.660000000000001e-12	8.45e-12	3.7934e-07	-3.1474e-07	-6.418059999999999e-08	2.529e-11	7.21e-12	3.7792e-07	-3.1364e-07	-6.31474e-08	1.0269e-10	-1.046e-11	3.7656e-07	-3.1374e-07	-6.32172e-08	2.9395e-10	-3.2100000000000007e-12	3.7668e-07	-3.1374e-07	-6.41494e-08	5.7381e-10	5.060000000000001e-12	3.7746e-07	-3.1372e-07	-6.575539999999999e-08	1.0023e-09	-2.3500000000000007e-12	3.7852e-07	-3.1378e-07	-6.833639999999999e-08	1.6252e-09	5.58e-12	3.8112e-07	-3.1448e-07
0.035	-6.332939999999999e-08	-1.152e-11	9.8e-13	3.7802e-07	-3.1466e-07	-6.306699999999999e-08	1.9970000000000003e-11	-2.14e-12	3.7612e-07	-3.1376e-07	-6.19332e-08	1.1748000000000002e-10	-7.65e-12	3.7556e-07	-3.1378e-07	-6.19972e-08	2.9660000000000004e-10	9.26e-12	3.754e-07	-3.1374e-07	-6.28938e-08	5.5747e-10	7.790000000000001e-12	3.7608e-07	-3.1368e-07	-6.440579999999999e-08	9.7732e-10	2.6100000000000004e-12	3.7716e-07	-3.1376e-07	-6.69424e-08	1.6046e-09	-8.21e-12	3.7984e-07	-3.1454e-07
0.04	-6.20682e-08	-4.6400000000000004e-12	-7.63e-12	3.7688e-07	-3.1468e-07	-6.18736e-08	2.872e-11	-7.64e-12	3.7502e-07	-3.1378e-07	-6.07542e-08	9.514e-11	-7.240000000000001e-12	3.745e-07	-3.1376e-07	-6.075279999999999e-08	2.8189000000000005e-10	3.07e-12	3.7426e-07	-3.1374e-07	-6.165279999999999e-08	5.450700000000001e-10	5.160000000000001e-12	3.7478e-07	-3.1376e-07	-6.3095e-08	9.5985e-10	-3.51e-12	3.7598e-07	-3.1372e-07	-6.553319999999999e-08	1.5879e-09	-4.050000000000001e-12	3.7852e-07	-3.1452e-07
0.045	-6.08102e-08	-7.12e-12	-6.45e-12	3.756e-07	-3.1472e-07	-6.073639999999999e-08	2.8450000000000003e-11	-3.4100000000000002e-12	3.745e-07	-3.1372e-07	-5.96168e-08	1.0613e-10	-1.055e-11	3.73e-07	-3.1376e-07	-5.956819999999999e-08	2.6046e-10	1.26e-12	3.7304e-07	-3.1378e-07	-6.038519999999999e-08	5.435e-10	-3.13e-12	3.7364e-07	-3.1372e-07	-6.17998e-08	9.5125e-10	-8.080000000000003e-12	3.7464e-07	-3.1376e-07	-6.41438e-08	1.5629e-09	3.1200000000000004e-12	3.771e-07	-3.1448e-07
