gm,Vd=0V	gm,Vd=0.15V	gm,Vd=0.3V	gm,Vd=0.45V	gm,Vd=0.6V	gm,Vd=0.75V	gm,Vd=0.9V
-4.32400000000018e-08	-5.62800000000018e-08	-3.94800000000009e-08	-1.02000000000005e-08	-4.82000000000001e-09	-1.90000000000004e-09	5.99999999999949e-10
-7.12199999999991e-08	-6.05200000000001e-08	-2.96800000000004e-08	-9.70000000000008e-09	-4.58999999999996e-09	-2.33999999999998e-09	-8.00000000000093e-11
-9.74799999999995e-08	-4.33199999999994e-08	-1.79399999999999e-08	-1.242e-08	-5.42000000000003e-09	-2.22999999999999e-09	-6.09999999999976e-10
-1.0002e-07	-2.79200000000001e-08	-1.44800000000002e-08	-7.48000000000032e-09	-4.33000000000009e-09	-2.07e-09	-8.69999999999967e-10
-8.44999999999987e-08	-3.478e-08	-8.53999999999978e-09	-5.0600000000001e-09	-2.23000000000006e-09	-2.32999999999999e-09	-8.50000000000002e-10
-8.36199999999988e-08	-3.22599999999994e-08	-1.86399999999998e-08	-4.41999999999992e-09	-2.87999999999996e-09	-1.51e-09	-9.79999999999998e-10
-9.55799999999999e-08	-2.28199999999996e-08	-1.93399999999999e-08	-2.08000000000006e-09	-2.75999999999992e-09	-8.20000000000003e-10	-7.79999999999974e-10
-7.78800000000001e-08	-1.20600000000004e-08	-4.19999999999949e-09	-5.10000000000018e-09	-1.72000000000004e-09	-1.21999999999999e-09	-3.89999999999987e-10
-7.31400000000004e-08	-1.97000000000008e-08	-8.20000000000014e-09	-5.04000000000024e-09	-4.40000000000031e-10	-2.20000000000002e-09	-9.50000000000005e-10
-8.05600000000005e-08	-2.98799999999998e-08	-1.45200000000003e-08	-6.56000000000001e-09	-2.8999999999999e-09	-2.46000000000002e-09	-1.21e-09
-7.33199999999992e-08	-2.25599999999995e-08	-1.26399999999998e-08	-4.83999999999994e-09	-5.53999999999994e-09	-1.24999999999997e-09	-7.20000000000001e-10
-7.88599999999996e-08	-2.01799999999999e-08	-1.32999999999998e-08	-3.89999999999976e-09	-3.85e-09	-6.39999999999983e-10	-2.39999999999989e-10
-7.35600000000001e-08	-2.77399999999999e-08	-1.38600000000003e-08	-1.23600000000001e-08	-1.94999999999995e-09	-5.49999999999995e-10	-7.49999999999991e-10
-6.06999999999998e-08	-3.27599999999999e-08	-7.52000000000039e-09	-1.01800000000004e-08	-3.20999999999998e-09	-3.10000000000009e-10	-8.80000000000028e-10
-6.02200000000003e-08	-2.57200000000003e-08	-1.01399999999998e-08	1.17999999999999e-09	-3.66999999999997e-09	-1.31000000000001e-09	-4.09999999999998e-10
-5.33800000000011e-08	-1.74800000000006e-08	-1.11399999999998e-08	-9.59999999999984e-10	-1.65e-09	-1.75000000000004e-09	0
-4.93999999999992e-08	-2.26199999999994e-08	-7.43999999999993e-09	-6.69999999999995e-09	-3.20999999999999e-09	-1.23000000000001e-09	-3.39999999999967e-10
-5.12399999999994e-08	-2.19199999999999e-08	-9.56000000000013e-09	-5.17999999999978e-09	-2.07999999999999e-09	-1.78e-09	-8.89999999999982e-10
-6.27799999999998e-08	-1.82400000000002e-08	-1.14600000000003e-08	-5.35999999999991e-09	-1.58999999999998e-09	-1.65000000000003e-09	-7.70000000000031e-10
-6.06600000000003e-08	-1.848e-08	-8.21999999999969e-09	-1.30000000000003e-08	-3.31999999999992e-09	-9.1000000000001e-10	-5.39999999999997e-10
-4.61800000000011e-08	-1.886e-08	-6.9799999999995e-09	-7.04000000000007e-09	-3.68999999999991e-09	-1.60999999999998e-09	-6.39999999999984e-10
-4.39799999999999e-08	-3.00200000000002e-08	-7.65999999999989e-09	-2.06e-09	-7.49999999999934e-10	-2.48e-09	-3.79999999999981e-10
-4.88800000000001e-08	-2.96199999999997e-08	-5.14e-09	-3.69999999999997e-09	6.2e-10	-1.51000000000001e-09	-3.79999999999981e-10
-5.54000000000007e-08	-9.93999999999989e-09	-8.60000000000056e-09	-3.84000000000027e-09	-2.54000000000004e-09	-3.09999999999991e-10	-7.5000000000002e-10
