gds,Vg=0V	gds,Vg=0.15V	gds,Vg=0.3V	gds,Vg=0.45V	gds,Vg=0.6V	gds,Vg=0.75V	gds,Vg=0.9V
0.000106	8.92000000000001e-05	7.76000000000001e-05	8.92000000000001e-05	7.83999999999998e-05	8.56e-05	7.80000000000003e-05
0.0001126	0.000105	0.0001046	0.0001064	0.0001058	0.0001032	9.84000000000001e-05
0.0001216	0.0001184	0.0001222	0.000122	0.0001236	0.0001182	0.0001264
0.0001194	0.0001114	0.0001154	0.000116	0.0001186	0.0001158	0.0001156
0.00013076	0.00013031	0.0001312	0.00013028	0.00012893	0.00013486	0.00012836
0.00011035	0.0001123	0.00011107	0.00010405	0.00010455	0.00011106	0.00010821
8.862e-05	8.41899999999999e-05	8.85900000000001e-05	7.97000000000001e-05	8.539e-05	8.42699999999999e-05	8.08599999999999e-05
9.53000000000001e-05	9.498e-05	9.66100000000001e-05	0.00010037	9.36899999999999e-05	9.72499999999999e-05	9.898e-05
8.78700000000001e-05	9.15700000000001e-05	8.958e-05	9.453e-05	9.369e-05	8.84700000000001e-05	8.70100000000001e-05
8.80199999999999e-05	8.45399999999999e-05	8.17299999999999e-05	8.27500000000001e-05	8.80000000000001e-05	8.93900000000001e-05	8.31099999999999e-05
8.487e-05	7.768e-05	8.044e-05	8.158e-05	7.729e-05	8.005e-05	8.319e-05
7.69200000000001e-05	7.59100000000001e-05	7.73300000000001e-05	7.504e-05	7.222e-05	6.79e-05	7.18600000000001e-05
7.10099999999999e-05	7.263e-05	7.25e-05	6.579e-05	7.382e-05	7.08e-05	6.727e-05
6.91699999999999e-05	6.96899999999999e-05	6.84099999999999e-05	6.68999999999999e-05	6.967e-05	7.005e-05	7.33799999999999e-05
6.65100000000001e-05	6.663e-05	6.528e-05	6.389e-05	6.231e-05	6.512e-05	6.716e-05
6.06300000000001e-05	5.902e-05	5.995e-05	6.12900000000001e-05	5.996e-05	6.118e-05	6.207e-05
5.68599999999999e-05	5.615e-05	5.293e-05	5.876e-05	5.618e-05	5.97199999999999e-05	6.00899999999999e-05
5.731e-05	5.713e-05	6.001e-05	5.501e-05	5.58700000000001e-05	5.259e-05	5.61900000000001e-05
5.34e-05	5.285e-05	5.605e-05	5.29900000000001e-05	5.236e-05	5.12800000000001e-05	5.08500000000001e-05
5.018e-05	5.20699999999999e-05	4.474e-05	5.15399999999999e-05	4.92799999999999e-05	5.028e-05	4.80799999999999e-05
4.68400000000001e-05	4.943e-05	4.658e-05	4.655e-05	4.597e-05	4.628e-05	5.15100000000001e-05
4.258e-05	4.292e-05	4.583e-05	4.32900000000001e-05	4.29500000000001e-05	4.655e-05	4.46300000000001e-05
4.12599999999999e-05	4.229e-05	4.241e-05	4.30599999999999e-05	4.202e-05	4.26399999999999e-05	4.11499999999999e-05
3.922e-05	4.061e-05	4.058e-05	4.085e-05	4.016e-05	3.801e-05	4.101e-05
3.869e-05	3.64e-05	3.678e-05	3.777e-05	3.894e-05	3.808e-05	3.76e-05
