Vg	Id,Vd=0V	Ig,Vd=0V	Is,Vd=0V	Iavdd,Vd=0V	Ignd,Vd=0V	Id,Vd=0.15V	Ig,Vd=0.15V	Is,Vd=0.15V	Iavdd,Vd=0.15V	Ignd,Vd=0.15V	Id,Vd=0.3V	Ig,Vd=0.3V	Is,Vd=0.3V	Iavdd,Vd=0.3V	Ignd,Vd=0.3V	Id,Vd=0.45V	Ig,Vd=0.45V	Is,Vd=0.45V	Iavdd,Vd=0.45V	Ignd,Vd=0.45V	Id,Vd=0.6V	Ig,Vd=0.6V	Is,Vd=0.6V	Iavdd,Vd=0.6V	Ignd,Vd=0.6V	Id,Vd=0.75V	Ig,Vd=0.75V	Is,Vd=0.75V	Iavdd,Vd=0.75V	Ignd,Vd=0.75V	Id,Vd=0.9V	Ig,Vd=0.9V	Is,Vd=0.9V	Iavdd,Vd=0.9V	Ignd,Vd=0.9V
1.2	-7.49278e-08	2.4081e-09	2.3689e-09	3.8326e-07	-3.129e-07	-4.34406e-08	2.2908e-09	1.1991e-09	3.5482e-07	-3.1492e-07	-2.40084e-08	2.1526e-09	5.8723e-10	3.3578e-07	-3.1464e-07	-1.23096e-08	2.0487e-09	2.8869e-10	3.2428e-07	-3.1432e-07	-5.473e-09	1.963e-09	1.3935e-10	3.1736e-07	-3.14e-07	-1.779e-09	1.9107e-09	6.309e-11	3.1352e-07	-3.1368e-07	4.8597e-10	1.8668e-09	-6.41e-12	3.1108e-07	-3.1338e-07
1.195	-7.5204e-08	2.2373e-09	2.6261e-09	3.8322e-07	-3.1296e-07	-4.33994e-08	2.093e-09	1.3308e-09	3.5472e-07	-3.1476e-07	-2.38446e-08	1.9538e-09	6.5145e-10	3.3578e-07	-3.1454e-07	-1.22948e-08	1.8498e-09	3.2158e-10	3.243e-07	-3.142e-07	-5.4912e-09	1.7762e-09	1.5706e-10	3.1752e-07	-3.1392e-07	-1.7991e-09	1.7202e-09	7.298e-11	3.1364e-07	-3.1366e-07	4.7111e-10	1.6914e-09	-7.17e-12	3.1122e-07	-3.1334e-07
1.19	-7.54336e-08	2.0653e-09	2.9151e-09	3.8338e-07	-3.1296e-07	-4.34496e-08	1.9168e-09	1.4773e-09	3.5472e-07	-3.146e-07	-2.39146e-08	1.7793e-09	7.2957e-10	3.3586e-07	-3.144e-07	-1.23172e-08	1.681e-09	3.622e-10	3.2444e-07	-3.1416e-07	-5.4998e-09	1.6052e-09	1.7795e-10	3.1766e-07	-3.1394e-07	-1.8073e-09	1.552e-09	8.369e-11	3.1382e-07	-3.136e-07	4.7266e-10	1.5231e-09	-3.74e-12	3.1134e-07	-3.1336e-07
1.185	-7.55488e-08	1.9016e-09	3.2362e-09	3.834e-07	-3.129e-07	-4.35534e-08	1.7569e-09	1.6397e-09	3.5484e-07	-3.1442e-07	-2.39738e-08	1.6275e-09	8.121e-10	3.3584e-07	-3.1432e-07	-1.23552e-08	1.5295e-09	4.0509e-10	3.2454e-07	-3.1404e-07	-5.5171e-09	1.4547e-09	1.9979e-10	3.1776e-07	-3.139e-07	-1.8178e-09	1.4053e-09	9.657e-11	3.1394e-07	-3.1358e-07	4.6657e-10	1.3794e-09	-3.03e-12	3.1154e-07	-3.1336e-07
1.18	-7.58086e-08	1.7617e-09	3.5816e-09	3.835e-07	-3.1296e-07	-4.36878e-08	1.6167e-09	1.8255e-09	3.5472e-07	-3.1438e-07	-2.40144e-08	1.4825e-09	9.0679e-10	3.3598e-07	-3.143e-07	-1.23942e-08	1.3882e-09	4.533e-10	3.2462e-07	-3.1402e-07	-5.5316e-09	1.3159e-09	2.2431e-10	3.178e-07	-3.1382e-07	-1.8344e-09	1.2685e-09	1.0766e-10	3.1404e-07	-3.1354e-07	4.6931e-10	1.2428e-09	-2.05e-12	3.117e-07	-3.1334e-07
1.175	-7.60006e-08	1.6454e-09	3.9708e-09	3.8338e-07	-3.1288e-07	-4.37538e-08	1.4878e-09	2.0291e-09	3.5458e-07	-3.1432e-07	-2.41042e-08	1.3559e-09	1.01075e-09	3.3592e-07	-3.143e-07	-1.24452e-08	1.2678e-09	5.0814e-10	3.2462e-07	-3.1394e-07	-5.5533e-09	1.1981e-09	2.5274e-10	3.1792e-07	-3.1376e-07	-1.8415e-09	1.1483e-09	1.2376e-10	3.1418e-07	-3.135e-07	4.6744e-10	1.1254e-09	-1.35e-12	3.1174e-07	-3.1332e-07
1.17	-7.6188e-08	1.5293e-09	4.4231e-09	3.8344e-07	-3.129e-07	-4.38662e-08	1.3667e-09	2.2621e-09	3.5436e-07	-3.1418e-07	-2.41774e-08	1.2423e-09	1.13035e-09	3.3594e-07	-3.141e-07	-1.24506e-08	1.1501e-09	5.688e-10	3.2468e-07	-3.1388e-07	-5.5863e-09	1.0836e-09	2.8329e-10	3.1792e-07	-3.1374e-07	-1.8615e-09	1.0379e-09	1.393e-10	3.1422e-07	-3.1356e-07	4.6998e-10	1.013e-09	1.2e-13	3.1182e-07	-3.1336e-07
1.165	-7.67982e-08	1.427e-09	4.9081e-09	3.8314e-07	-3.1288e-07	-4.42122e-08	1.268e-09	2.521e-09	3.547e-07	-3.1414e-07	-2.42954e-08	1.1406e-09	1.2602e-09	3.36e-07	-3.1426e-07	-1.2543e-08	1.0513e-09	6.382e-10	3.2472e-07	-3.1388e-07	-5.6162e-09	9.8511e-10	3.1993e-10	3.18e-07	-3.1372e-07	-1.8733e-09	9.4255e-10	1.5728e-10	3.1432e-07	-3.1352e-07	4.6796e-10	9.1541e-10	6.2e-13	3.1196e-07	-3.1334e-07
1.16	-7.73324e-08	1.3265e-09	5.4559e-09	3.8354e-07	-3.1296e-07	-4.44746e-08	1.1702e-09	2.8084e-09	3.5462e-07	-3.1412e-07	-2.4408e-08	1.0482e-09	1.4097e-09	3.3596e-07	-3.1398e-07	-1.26064e-08	9.6207e-10	7.1705e-10	3.2482e-07	-3.1384e-07	-5.6529e-09	8.9643e-10	3.6009e-10	3.1814e-07	-3.137e-07	-1.8913e-09	8.5011e-10	1.7905e-10	3.1436e-07	-3.1344e-07	4.6904e-10	8.2827e-10	1.73e-12	3.1206e-07	-3.1334e-07
1.155	-7.76658e-08	1.2441e-09	6.0767e-09	3.8346e-07	-3.1288e-07	-4.47076e-08	1.0865e-09	3.1256e-09	3.5456e-07	-3.1398e-07	-2.45546e-08	9.6521e-10	1.5774e-09	3.3602e-07	-3.1398e-07	-1.2685e-08	8.7862e-10	8.0272e-10	3.2482e-07	-3.1378e-07	-5.6941e-09	8.1338e-10	4.03e-10	3.1818e-07	-3.1368e-07	-1.9257e-09	7.7345e-10	2.0194e-10	3.1448e-07	-3.135e-07	4.6666e-10	7.4795e-10	3.11e-12	3.1216e-07	-3.133e-07
