Vsg	Vsd = 150	Vsd = 300	Vsd = 450	Vsd = 600	Vsd = 750	Vsd = 900
-0.3	-2.32000000000002e-09	-1.5800000000001e-09	1.56000000000002e-08	8.91999999999945e-09	4.41599999999999e-08	-1.10000000000021e-08
-0.295	-1.45333333333332e-09	8.16666666666594e-10	1.165e-08	1.24766666666663e-08	2.91866666666661e-08	4.53333333333247e-09
-0.29	-6.09999999999993e-10	-1.3000000000028e-11	8.13399999999997e-09	9.60799999999982e-09	2.23679999999997e-08	5.88599999999955e-09
-0.285	-1.84999999999991e-10	8.43999999999981e-10	5.67999999999995e-09	8.24599999999992e-09	1.57059999999998e-08	9.58199999999987e-09
-0.28	1.34e-10	1.288e-09	3.35600000000002e-09	6.474e-09	9.78600000000009e-09	1.3104e-08
-0.275	2.61000000000001e-10	6.92000000000013e-10	2.15599999999998e-09	5.69599999999996e-09	8.30400000000009e-09	1.30179999999998e-08
-0.27	2.66999999999999e-10	8.25999999999996e-10	1.93999999999998e-09	6.58999999999992e-09	9.57000000000006e-09	1.21599999999997e-08
-0.265	4.65999999999996e-10	1.642e-09	1.54400000000001e-09	7.07199999999998e-09	9.67999999999998e-09	1.3466e-08
-0.26	7.56999999999998e-10	1.22000000000003e-09	7.57999999999992e-10	7.688e-09	8.28399999999987e-09	1.50860000000001e-08
-0.255	8.46e-10	4.57000000000028e-10	5.24000000000011e-10	8.33200000000002e-09	7.40199999999989e-09	1.4348e-08
-0.25	8.13000000000001e-10	7.86000000000017e-10	4.58000000000049e-10	5.98600000000009e-09	6.70200000000002e-09	1.1176e-08
-0.245	7.09000000000002e-10	9.63000000000026e-10	-3.03999999999994e-10	2.97600000000005e-09	5.87600000000009e-09	9.04799999999996e-09
-0.24	4.93000000000002e-10	5.22000000000019e-10	-2.52000000000027e-10	2.78199999999995e-09	6.1600000000001e-09	9.31799999999986e-09
-0.235	3.18000000000002e-10	6.63999999999994e-10	1.126e-09	2.91600000000001e-09	7.96000000000014e-09	8.60400000000009e-09
-0.23	2.23e-10	8.30999999999991e-10	1.83799999999995e-09	1.5360000000001e-09	9.72800000000012e-09	6.21200000000032e-09
-0.225	1.90999999999998e-10	7.30000000000006e-10	1.64599999999996e-09	1.05800000000013e-09	9.65800000000011e-09	6.62200000000038e-09
-0.22	2.39e-10	9.20999999999994e-10	1.67200000000004e-09	1.34400000000011e-09	7.78600000000007e-09	8.96400000000036e-09
-0.215	1.88000000000003e-10	8.16999999999995e-10	1.21000000000008e-09	2.74000000000085e-10	5.59800000000001e-09	8.45400000000018e-09
-0.21	1.34000000000002e-10	6.2800000000001e-10	4.000000000051e-12	-1.28799999999996e-09	4.37199999999996e-09	7.85199999999987e-09
-0.205	3.48000000000001e-10	6.45000000000003e-10	-3.33999999999928e-10	-1.27000000000005e-09	4.82599999999996e-09	9.76599999999974e-09
-0.2	5.70999999999999e-10	2.9199999999999e-10	4.40000000000035e-10	2.47999999999844e-10	5.6459999999999e-09	9.8999999999997e-09
-0.195	5.60999999999996e-10	4.69999999999937e-11	8.95999999999976e-10	1.96399999999986e-09	4.56999999999995e-09	7.50599999999982e-09
-0.19	5.29999999999997e-10	7.39999999999978e-11	8.97999999999985e-10	3.06599999999995e-09	3.42600000000003e-09	6.80799999999993e-09
-0.185	4.96999999999999e-10	-6.69999999999998e-11	6.75999999999992e-10	3.19599999999997e-09	3.01599999999996e-09	7.19799999999984e-09
-0.18	2.7e-10	9.99999999999477e-12	1.75999999999988e-10	3.11399999999997e-09	1.67799999999994e-09	6.05199999999982e-09
-0.175	-6.0999999999998e-11	2.98999999999988e-10	3.20000000000032e-10	2.43800000000008e-09	1.20200000000001e-09	4.75599999999988e-09
-0.17	-3.26999999999997e-10	5.14999999999988e-10	8.64000000000066e-10	3.16000000000146e-10	2.82199999999999e-09	4.52799999999986e-09
-0.165	-4.91999999999997e-10	6.28999999999982e-10	6.94000000000039e-10	-1.46399999999995e-09	3.89399999999999e-09	2.04199999999991e-09
-0.16	-5.46e-10	5.43999999999984e-10	5.86000000000022e-10	-7.64000000000018e-10	4.21000000000007e-09	-2.33599999999992e-09
-0.155	-5.73000000000002e-10	4.30000000000008e-10	7.72000000000021e-10	4.74000000000021e-10	3.39400000000009e-09	-2.94599999999982e-09
-0.15	-5.81000000000002e-10	2.24000000000019e-10	3.99999999998466e-12	3.55999999999994e-10	8.08000000000016e-10	-3.27999999999868e-10
-0.145	-5.49000000000003e-10	-1.72999999999991e-10	-9.28000000000052e-10	1.85999999999933e-10	5.99999999999952e-10	9.46000000000066e-10
-0.14	-5.97000000000003e-10	-4.96999999999991e-10	-9.82000000000061e-10	5.21999999999969e-10	3.15399999999995e-09	3.52000000000015e-09
-0.135	-7.19000000000001e-10	-8.28999999999993e-10	-9.92000000000039e-10	4.00000000000456e-11	3.04e-09	6.12000000000018e-09
-0.13	-9.25e-10	-1.43900000000002e-09	-1.63800000000003e-09	-1.05799999999997e-09	1.20400000000005e-09	2.56800000000002e-09
-0.125	-1.247e-09	-1.94300000000003e-09	-2.36200000000004e-09	-1.59800000000005e-09	1.71400000000004e-09	-2.33199999999997e-09
-0.12	-1.532e-09	-2.097e-09	-2.42e-09	-1.99600000000006e-09	6.73999999999982e-10	-3.81999999999983e-09
-0.115	-1.83e-09	-2.414e-09	-2.49599999999994e-09	-3.13600000000003e-09	-3.34400000000003e-09	-6.59400000000001e-09
