Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-1.2596e-05	-5.9e-12	1.2442e-05	4.7854e-07	-4.3284e-07	-1.2368e-05	-2.62e-12	1.2296e-05	4.7812e-07	-4.3254e-07	-1.2408e-05	1.57e-12	1.2416e-05	4.782e-07	-4.327e-07	-1.2356e-05	-8.3e-13	1.2288e-05	4.7802e-07	-4.3246e-07	-1.2352e-05	-1.2e-12	1.2306e-05	4.7808e-07	-4.3246e-07	-1.2374e-05	4e-14	1.2312e-05	4.7792e-07	-4.3236e-07	-1.2354e-05	2.33e-12	1.2358e-05	4.7828e-07	-4.3264e-07
0.005	-1.2066e-05	1.82e-12	1.1812e-05	4.777e-07	-4.3282e-07	-1.1922e-05	2.53e-12	1.1728e-05	4.7738e-07	-4.3246e-07	-1.202e-05	-2.27e-12	1.1712e-05	4.7726e-07	-4.3252e-07	-1.191e-05	1.61e-12	1.1728e-05	4.7712e-07	-4.3236e-07	-1.196e-05	1.82e-12	1.1708e-05	4.7726e-07	-4.3248e-07	-1.1946e-05	-8e-14	1.1708e-05	4.771e-07	-4.323e-07	-1.1964e-05	-8.6e-13	1.1714e-05	4.7732e-07	-4.325e-07
0.01	-1.147e-05	-2.25e-12	1.1172e-05	4.7692e-07	-4.3284e-07	-1.1318e-05	-3.77e-12	1.1068e-05	4.7652e-07	-4.3246e-07	-1.1362e-05	1.31e-12	1.112e-05	4.765e-07	-4.3258e-07	-1.1292e-05	1.91e-12	1.106e-05	4.7652e-07	-4.3242e-07	-1.1294e-05	-2.2e-12	1.1042e-05	4.7638e-07	-4.3248e-07	-1.1342e-05	-1.55e-12	1.1086e-05	4.7638e-07	-4.3234e-07	-1.137e-05	1.7e-12	1.1106e-05	4.7664e-07	-4.3264e-07
0.015	-1.085e-05	-7.8e-13	1.0614e-05	4.7606e-07	-4.3282e-07	-1.0738e-05	2.4e-13	1.0512e-05	4.758e-07	-4.3248e-07	-1.0798e-05	-1.2e-13	1.053e-05	4.757e-07	-4.324e-07	-1.069e-05	-2.01e-12	1.0472e-05	4.7576e-07	-4.3246e-07	-1.0724e-05	1.57e-12	1.0436e-05	4.7578e-07	-4.3252e-07	-1.0764e-05	3.41e-12	1.0538e-05	4.757e-07	-4.3242e-07	-1.07e-05	2.78e-12	1.0472e-05	4.759e-07	-4.3264e-07
0.02	-1.0276e-05	3.19e-12	1.0026e-05	4.754e-07	-4.3274e-07	-1.0204e-05	1.79e-12	9.881e-06	4.7494e-07	-4.3258e-07	-1.0208e-05	-1.65e-12	9.9627e-06	4.7484e-07	-4.3248e-07	-1.0132e-05	8.8e-13	9.8472e-06	4.7494e-07	-4.3244e-07	-1.0108e-05	5.4e-13	9.8688e-06	4.7522e-07	-4.3268e-07	-1.0184e-05	-2.3e-13	9.9082e-06	4.749e-07	-4.3236e-07	-1.0214e-05	-2.55e-12	9.8911e-06	4.7516e-07	-4.3258e-07
0.025	-9.5424e-06	8.6e-13	9.458e-06	4.747e-07	-4.3296e-07	-9.4349e-06	3.26e-12	9.3685e-06	4.7426e-07	-4.3246e-07	-9.486e-06	-2.52e-12	9.4014e-06	4.7426e-07	-4.3254e-07	-9.3872e-06	-1.52e-12	9.3301e-06	4.7416e-07	-4.3238e-07	-9.4347e-06	2.61e-12	9.3419e-06	4.7438e-07	-4.3264e-07	-9.4154e-06	1.76e-12	9.3753e-06	4.742e-07	-4.3234e-07	-9.4164e-06	-5e-14	9.3498e-06	4.7436e-07	-4.3258e-07
0.03	-9.1725e-06	2.85e-12	8.981e-06	4.7384e-07	-4.3274e-07	-9.081e-06	-1.46e-12	8.8892e-06	4.7352e-07	-4.3248e-07	-9.0973e-06	5.4e-13	8.9329e-06	4.7352e-07	-4.3252e-07	-9.0915e-06	2.45e-12	8.9017e-06	4.7342e-07	-4.3242e-07	-9.0625e-06	-6.4e-13	8.8533e-06	4.7374e-07	-4.3264e-07	-9.0734e-06	-9.4e-13	8.8766e-06	4.7336e-07	-4.3234e-07	-9.1319e-06	-5e-13	8.9458e-06	4.7348e-07	-4.3268e-07
0.035	-8.6562e-06	-3.46e-12	8.4977e-06	4.7296e-07	-4.3272e-07	-8.593e-06	-2.53e-12	8.3873e-06	4.7282e-07	-4.3256e-07	-8.6001e-06	2.99e-12	8.418e-06	4.7284e-07	-4.326e-07	-8.5902e-06	1.6e-13	8.365e-06	4.7272e-07	-4.3242e-07	-8.5808e-06	-2.63e-12	8.3871e-06	4.7292e-07	-4.3254e-07	-8.5727e-06	-1.11e-12	8.3834e-06	4.7256e-07	-4.3226e-07	-8.6078e-06	2.14e-12	8.4299e-06	4.7266e-07	-4.323e-07
0.04	-8.2195e-06	-2.2e-12	8.0501e-06	4.726e-07	-4.3298e-07	-8.1312e-06	2.31e-12	7.9628e-06	4.7212e-07	-4.3256e-07	-8.1312e-06	-9.3e-13	7.9471e-06	4.7218e-07	-4.3282e-07	-8.0878e-06	-2.65e-12	7.917e-06	4.72e-07	-4.3246e-07	-8.1256e-06	1.92e-12	7.9471e-06	4.7216e-07	-4.3266e-07	-8.1009e-06	2.24e-12	7.9076e-06	4.7196e-07	-4.324e-07	-8.1421e-06	1e-13	7.9837e-06	4.72e-07	-4.325e-07
0.045	-7.7775e-06	3.41e-12	7.6058e-06	4.7192e-07	-4.3298e-07	-7.6773e-06	1.9e-13	7.514e-06	4.7132e-07	-4.3248e-07	-7.7043e-06	-1.71e-12	7.5589e-06	4.7132e-07	-4.3248e-07	-7.6449e-06	1.78e-12	7.4753e-06	4.713e-07	-4.324e-07	-7.6439e-06	1.54e-12	7.502e-06	4.714e-07	-4.3252e-07	-7.688e-06	1.14e-12	7.5097e-06	4.7126e-07	-4.3234e-07	-7.7377e-06	-1.94e-12	7.5913e-06	4.7136e-07	-4.3244e-07
0.05	-7.3393e-06	-2.73e-12	7.1951e-06	4.7096e-07	-4.328e-07	-7.2858e-06	-2.46e-12	7.1459e-06	4.7072e-07	-4.3248e-07	-7.3139e-06	1.87e-12	7.1644e-06	4.7064e-07	-4.3258e-07	-7.2603e-06	1.17e-12	7.1091e-06	4.706e-07	-4.3238e-07	-7.2456e-06	-1.67e-12	7.1185e-06	4.7054e-07	-4.3252e-07	-7.207e-06	-2.8e-12	7.069e-06	4.7054e-07	-4.3236e-07	-7.311e-06	7.8e-13	7.1196e-06	4.707e-07	-4.3236e-07
0.055	-6.9288e-06	-2.08e-12	6.7853e-06	4.7028e-07	-4.3274e-07	-6.9005e-06	-7.8e-13	6.7671e-06	4.6996e-07	-4.3246e-07	-6.8999e-06	7.3e-13	6.7571e-06	4.699e-07	-4.3256e-07	-6.8291e-06	-1.86e-12	6.6852e-06	4.699e-07	-4.325e-07	-6.871e-06	3e-13	6.7323e-06	4.6992e-07	-4.3244e-07	-6.8875e-06	6.4e-13	6.7533e-06	4.698e-07	-4.323e-07	-6.9058e-06	3.2e-12	6.7485e-06	4.6994e-07	-4.324e-07
0.06	-6.5701e-06	2.04e-12	6.4265e-06	4.6962e-07	-4.3282e-07	-6.5267e-06	2.11e-12	6.3832e-06	4.6916e-07	-4.3242e-07	-6.5406e-06	-3.97e-12	6.3905e-06	4.6926e-07	-4.3252e-07	-6.5099e-06	6.3e-13	6.3849e-06	4.6924e-07	-4.3246e-07	-6.5234e-06	1.81e-12	6.3555e-06	4.6922e-07	-4.3246e-07	-6.528e-06	1.57e-12	6.3647e-06	4.6912e-07	-4.323e-07	-6.5924e-06	-3.49e-12	6.4551e-06	4.6918e-07	-4.3246e-07
0.065	-6.2187e-06	-3.9e-13	6.0889e-06	4.6898e-07	-4.328e-07	-6.1742e-06	-5.3e-13	6.0267e-06	4.6878e-07	-4.3276e-07	-6.1749e-06	3e-14	6.0553e-06	4.685e-07	-4.3248e-07	-6.1712e-06	1.9e-12	6.0288e-06	4.6858e-07	-4.3236e-07	-6.1328e-06	-1.67e-12	6.0027e-06	4.6874e-07	-4.326e-07	-6.1795e-06	-1.54e-12	6.0236e-06	4.6852e-07	-4.324e-07	-6.2331e-06	5.1e-13	6.0783e-06	4.6878e-07	-4.327e-07
0.07	-5.8784e-06	-2.85e-12	5.7373e-06	4.6826e-07	-4.3278e-07	-5.8298e-06	-2.16e-12	5.6983e-06	4.6808e-07	-4.3268e-07	-5.8565e-06	2.53e-12	5.7141e-06	4.6786e-07	-4.3246e-07	-5.8409e-06	-4.5e-13	5.69e-06	4.6794e-07	-4.3244e-07	-5.8267e-06	-1.33e-12	5.6752e-06	4.6784e-07	-4.3242e-07	-5.8275e-06	-9.9e-13	5.7027e-06	4.6798e-07	-4.3244e-07	-5.8586e-06	4.89e-12	5.7249e-06	4.6808e-07	-4.325e-07
0.075	-5.5536e-06	1.59e-12	5.4381e-06	4.676e-07	-4.3272e-07	-5.5079e-06	1.85e-12	5.4004e-06	4.6744e-07	-4.3274e-07	-5.5221e-06	-2.38e-12	5.4126e-06	4.6724e-07	-4.3248e-07	-5.5323e-06	-2.27e-12	5.4071e-06	4.6726e-07	-4.324e-07	-5.5097e-06	2.37e-12	5.3982e-06	4.6738e-07	-4.3246e-07	-5.5283e-06	1.84e-12	5.3929e-06	4.6716e-07	-4.324e-07	-5.5615e-06	-1.02e-12	5.4371e-06	4.6746e-07	-4.327e-07
0.08	-5.2721e-06	3e-12	5.1496e-06	4.6704e-07	-4.3284e-07	-5.2396e-06	-1.2e-13	5.1072e-06	4.6686e-07	-4.3258e-07	-5.257e-06	-1.6e-13	5.1362e-06	4.6656e-07	-4.325e-07	-5.228e-06	3.23e-12	5.0977e-06	4.6654e-07	-4.3246e-07	-5.2271e-06	1e-14	5.1284e-06	4.667e-07	-4.3238e-07	-5.2157e-06	4.5e-13	5.1051e-06	4.6656e-07	-4.3242e-07	-5.2379e-06	-3.13e-12	5.1195e-06	4.6672e-07	-4.326e-07
0.085	-4.985e-06	-2.46e-12	4.8613e-06	4.6634e-07	-4.3278e-07	-4.9464e-06	-2.59e-12	4.8172e-06	4.6626e-07	-4.3268e-07	-4.9928e-06	2.66e-12	4.8485e-06	4.6606e-07	-4.3262e-07	-4.9447e-06	6e-14	4.8497e-06	4.6596e-07	-4.3252e-07	-4.9479e-06	-2.71e-12	4.8236e-06	4.6596e-07	-4.3256e-07	-4.9311e-06	-3.44e-12	4.8323e-06	4.6578e-07	-4.3234e-07	-4.9606e-06	3.7e-12	4.841e-06	4.6618e-07	-4.3258e-07
0.09	-4.699e-06	-2.45e-12	4.5853e-06	4.6566e-07	-4.3276e-07	-4.6683e-06	3.1e-13	4.5538e-06	4.6558e-07	-4.327e-07	-4.6569e-06	-1.2e-13	4.58e-06	4.654e-07	-4.327e-07	-4.6779e-06	-3.15e-12	4.5635e-06	4.654e-07	-4.3226e-07	-4.6684e-06	6.3e-13	4.5717e-06	4.6544e-07	-4.325e-07	-4.6898e-06	2.73e-12	4.5677e-06	4.653e-07	-4.3242e-07	-4.676e-06	2.58e-12	4.5787e-06	4.6554e-07	-4.3268e-07
