Vg	Id,Vd=0V	Ig,Vd=0V	Is,Vd=0V	Iavdd,Vd=0V	Ignd,Vd=0V	Id,Vd=0.15V	Ig,Vd=0.15V	Is,Vd=0.15V	Iavdd,Vd=0.15V	Ignd,Vd=0.15V	Id,Vd=0.3V	Ig,Vd=0.3V	Is,Vd=0.3V	Iavdd,Vd=0.3V	Ignd,Vd=0.3V	Id,Vd=0.45V	Ig,Vd=0.45V	Is,Vd=0.45V	Iavdd,Vd=0.45V	Ignd,Vd=0.45V	Id,Vd=0.6V	Ig,Vd=0.6V	Is,Vd=0.6V	Iavdd,Vd=0.6V	Ignd,Vd=0.6V	Id,Vd=0.75V	Ig,Vd=0.75V	Is,Vd=0.75V	Iavdd,Vd=0.75V	Ignd,Vd=0.75V	Id,Vd=0.9V	Ig,Vd=0.9V	Is,Vd=0.9V	Iavdd,Vd=0.9V	Ignd,Vd=0.9V
1.2	-1.241e-05	1.36e-12	1.2322e-05	4.7886e-07	-4.328e-07	-2.2935e-06	-4.5e-13	2.2679e-06	4.5908e-07	-4.3248e-07	-4.3188e-07	7.6e-13	4.1832e-07	4.4672e-07	-4.3236e-07	-8.61548e-08	-2.6e-13	7.93358e-08	4.3964e-07	-4.3266e-07	-1.67872e-08	2.65e-12	1.33962e-08	4.3546e-07	-4.3244e-07	-3.1843e-09	1.99e-12	1.9046e-09	4.3344e-07	-4.3216e-07	-8.86e-12	-2.3e-13	1.087e-11	4.3228e-07	-4.323e-07
1.195	-1.2296e-05	7.4e-13	1.2276e-05	4.7888e-07	-4.3278e-07	-2.295e-06	6.3e-13	2.2651e-06	4.5904e-07	-4.3248e-07	-4.3296e-07	1.3e-13	4.1806e-07	4.469e-07	-4.3258e-07	-8.65358e-08	-5.3e-13	7.95302e-08	4.3964e-07	-4.3252e-07	-1.65442e-08	1.42e-12	1.34304e-08	4.355e-07	-4.324e-07	-2.9333e-09	-1.11e-12	1.894e-09	4.3334e-07	-4.3224e-07	-8.54e-12	1.86e-12	7.97e-12	4.3226e-07	-4.3224e-07
1.19	-1.2346e-05	-1.17e-12	1.2258e-05	4.7896e-07	-4.3274e-07	-2.2981e-06	1.94e-12	2.2747e-06	4.5898e-07	-4.3252e-07	-4.3388e-07	6.8e-13	4.196e-07	4.468e-07	-4.324e-07	-8.62492e-08	-1.58e-12	7.91578e-08	4.3958e-07	-4.3262e-07	-1.65816e-08	1.71e-12	1.34698e-08	4.3556e-07	-4.323e-07	-2.9346e-09	8e-14	1.8927e-09	4.3354e-07	-4.3244e-07	-4.06e-12	-8.3e-13	1.088e-11	4.3226e-07	-4.323e-07
1.185	-1.2334e-05	3.06e-12	1.2318e-05	4.7876e-07	-4.3256e-07	-2.2944e-06	9e-14	2.2701e-06	4.5898e-07	-4.3246e-07	-4.3442e-07	2.29e-12	4.1926e-07	4.4678e-07	-4.323e-07	-8.6268e-08	-6.5e-13	7.93822e-08	4.3946e-07	-4.3238e-07	-1.6558e-08	1e-12	1.34724e-08	4.3552e-07	-4.3242e-07	-2.934e-09	1.92e-12	1.8925e-09	4.334e-07	-4.323e-07	-1.028e-11	1.5e-13	9.83e-12	4.3226e-07	-4.3224e-07
1.18	-1.2332e-05	1.5e-13	1.2252e-05	4.788e-07	-4.327e-07	-2.3021e-06	-9.6e-13	2.2707e-06	4.5904e-07	-4.3246e-07	-4.3404e-07	-1.01e-12	4.202e-07	4.4672e-07	-4.3228e-07	-8.66552e-08	-8.9e-13	7.95436e-08	4.3942e-07	-4.3232e-07	-1.66062e-08	2.49e-12	1.34846e-08	4.3542e-07	-4.324e-07	-2.9333e-09	1.03e-12	1.8933e-09	4.3344e-07	-4.323e-07	-6.84e-12	2.17e-12	1.03e-11	4.3232e-07	-4.323e-07
1.175	-1.2294e-05	1.69e-12	1.2222e-05	4.7874e-07	-4.3264e-07	-2.301e-06	3.07e-12	2.2758e-06	4.5894e-07	-4.3246e-07	-4.3544e-07	2.56e-12	4.2174e-07	4.4694e-07	-4.3248e-07	-8.67222e-08	1.1e-13	7.94724e-08	4.3944e-07	-4.324e-07	-1.66184e-08	1.29e-12	1.34876e-08	4.3554e-07	-4.3236e-07	-2.9323e-09	-1.07e-12	1.8958e-09	4.334e-07	-4.3234e-07	-8.73e-12	4.3e-13	8.54e-12	4.3226e-07	-4.3226e-07
1.17	-1.2308e-05	1.38e-12	1.2276e-05	4.7876e-07	-4.324e-07	-2.3008e-06	-3.9e-13	2.2691e-06	4.5894e-07	-4.3242e-07	-4.3454e-07	2.4e-13	4.195e-07	4.4692e-07	-4.3246e-07	-8.66706e-08	-1.74e-12	7.98098e-08	4.3952e-07	-4.3242e-07	-1.65936e-08	9e-13	1.3473e-08	4.3544e-07	-4.3244e-07	-2.9348e-09	3.3e-13	1.8951e-09	4.3338e-07	-4.323e-07	-5.58e-12	-1.49e-12	7.15e-12	4.3232e-07	-4.3234e-07
1.165	-1.2386e-05	-1.67e-12	1.2352e-05	4.7872e-07	-4.3254e-07	-2.2983e-06	-7.4e-13	2.2735e-06	4.5904e-07	-4.324e-07	-4.3534e-07	-5.2e-13	4.2008e-07	4.4672e-07	-4.322e-07	-8.68094e-08	-1.98e-12	7.96962e-08	4.3942e-07	-4.3234e-07	-1.6579e-08	9.1e-13	1.34622e-08	4.3554e-07	-4.3238e-07	-2.9375e-09	2.78e-12	1.8957e-09	4.3332e-07	-4.3226e-07	-1.207e-11	8.6e-13	9.4e-12	4.3228e-07	-4.3228e-07
1.16	-1.2342e-05	2.57e-12	1.2304e-05	4.7858e-07	-4.3254e-07	-2.2946e-06	3.13e-12	2.2715e-06	4.5908e-07	-4.3254e-07	-4.3444e-07	1.91e-12	4.204e-07	4.4668e-07	-4.3224e-07	-8.65622e-08	-8.9e-13	7.9847e-08	4.3964e-07	-4.326e-07	-1.66054e-08	2.9e-13	1.3494e-08	4.3552e-07	-4.324e-07	-2.946e-09	1.1e-12	1.9027e-09	4.3338e-07	-4.3224e-07	-8.94e-12	1.68e-12	8.58e-12	4.3244e-07	-4.3244e-07
1.155	-1.2352e-05	-2.6e-13	1.2288e-05	4.787e-07	-4.3252e-07	-2.3064e-06	2.4e-13	2.2769e-06	4.5904e-07	-4.3248e-07	-4.3558e-07	-1.26e-12	4.2058e-07	4.4672e-07	-4.323e-07	-8.67952e-08	-1.5e-12	7.97534e-08	4.397e-07	-4.3264e-07	-1.65978e-08	6.7e-13	1.3492e-08	4.3562e-07	-4.3242e-07	-2.9426e-09	-1.86e-12	1.9006e-09	4.3332e-07	-4.3236e-07	-5.13e-12	-1.01e-12	1.165e-11	4.3244e-07	-4.3252e-07
