Vgs	Gm_Vds=0.15V	Gm_Vds=0.3V	Gm_Vds=0.45V	Gm_Vds=0.6V	Gm_Vds=0.75V	Gm_Vds=0.9V
-0.3	-6.596e-08	-6.82199999999999e-08	-6.38199999999999e-08	-5.45399999999999e-08	-3.51000000000001e-08	-5.26800000000001e-08
-0.295	-4.94133333333333e-08	-5.01516666666666e-08	-4.70566666666666e-08	-4.09399999999999e-08	-2.8775e-08	-4.74433333333334e-08
-0.29	-3.4643e-08	-3.491e-08	-3.3108e-08	-2.9129e-08	-2.3148e-08	-3.2956e-08
-0.285	-2.3024e-08	-2.3024e-08	-2.2373e-08	-2.0506e-08	-1.6376e-08	-2.438e-08
-0.28	-1.3799e-08	-1.3703e-08	-1.3773e-08	-1.353e-08	-1.1134e-08	-1.6378e-08
-0.275	-9.73600000000002e-09	-9.73500000000003e-09	-9.89000000000003e-09	-1.0263e-08	-8.67500000000003e-09	-9.19999999999998e-09
-0.27	-8.4721e-09	-8.30700000000001e-09	-8.82000000000001e-09	-8.66900000000001e-09	-6.76700000000003e-09	-6.02599999999997e-09
-0.265	-7.69809999999999e-09	-7.08799999999999e-09	-7.899e-09	-6.91899999999999e-09	-6.547e-09	-4.77999999999997e-09
-0.26	-7.25259999999999e-09	-6.42299999999999e-09	-6.70899999999999e-09	-5.689e-09	-7.28899999999998e-09	-3.70199999999998e-09
-0.255	-6.6695e-09	-5.86899999999999e-09	-5.92199999999999e-09	-4.691e-09	-6.868e-09	-4.37800000000001e-09
-0.25	-5.7978e-09	-5.17099999999999e-09	-5.46499999999999e-09	-3.95699999999999e-09	-6.17800000000001e-09	-5.50200000000002e-09
-0.245	-4.8956e-09	-4.66699999999999e-09	-4.58599999999999e-09	-3.846e-09	-5.09300000000001e-09	-6.32800000000002e-09
-0.24	-4.1517e-09	-4.372e-09	-3.61099999999999e-09	-3.972e-09	-3.39800000000001e-09	-6.66000000000002e-09
-0.235	-3.6389e-09	-3.925e-09	-3.137e-09	-4.06e-09	-2.636e-09	-5.14400000000002e-09
-0.23	-3.309e-09	-3.404e-09	-2.936e-09	-3.884e-09	-2.76199999999998e-09	-2.056e-09
-0.225	-3.1028e-09	-3.093e-09	-2.68e-09	-3.462e-09	-1.64799999999998e-09	-4.03999999999995e-10
-0.22	-2.9297e-09	-2.843e-09	-2.628e-09	-3.314e-09	-4.31999999999984e-10	-1.09999999999992e-10
-0.215	-2.704e-09	-2.655e-09	-2.892e-09	-2.782e-09	-1.92999999999997e-10	1.58000000000008e-10
-0.21	-2.4952e-09	-2.677e-09	-2.907e-09	-1.70799999999999e-09	-7.29000000000015e-10	-6.73999999999999e-10
-0.205	-2.2688e-09	-2.69e-09	-2.505e-09	-1.661e-09	-2.26800000000002e-09	-1.90199999999999e-09
-0.2	-2.0601e-09	-2.535e-09	-2.313e-09	-1.67700000000001e-09	-3.19200000000002e-09	-1.77599999999998e-09
-0.195	-2.0708e-09	-2.504e-09	-2.298e-09	-8.23000000000008e-10	-3.32500000000001e-09	-1.39599999999998e-09
-0.19	-2.1958e-09	-2.493e-09	-2.133e-09	-8.48000000000003e-10	-4.17599999999999e-09	-2.49599999999999e-09
-0.185	-2.0875e-09	-2.054e-09	-2.002e-09	-1.43500000000001e-09	-4.22299999999998e-09	-2.73399999999999e-09
-0.18	-1.9555e-09	-1.596e-09	-1.93499999999999e-09	-1.353e-09	-1.92699999999999e-09	1.42000000000001e-09
-0.175	-2.1294e-09	-1.687e-09	-1.75599999999999e-09	-1.19899999999999e-09	-1.33699999999998e-09	8.23399999999999e-09
-0.17	-2.2302e-09	-1.96e-09	-1.63e-09	-1.647e-09	-2.15999999999998e-09	1.1744e-08
-0.165	-2.0276e-09	-1.902e-09	-1.735e-09	-2.357e-09	-3.65999999999989e-10	1.1386e-08
-0.16	-1.957e-09	-1.728e-09	-1.938e-09	-2.753e-09	1.13800000000001e-09	1.1336e-08
-0.155	-1.9262e-09	-1.718e-09	-1.98900000000001e-09	-2.51100000000001e-09	4.01999999999998e-10	8.55399999999998e-09
-0.15	-1.4582e-09	-1.617e-09	-1.90900000000001e-09	-2.23300000000001e-09	-6.43000000000016e-10	7.69999999999977e-10
-0.145	-1.0518e-09	-1.228e-09	-1.794e-09	-2.224e-09	-2.02500000000002e-09	-3.70999999999999e-09
-0.14	-1.2551e-09	-1.038e-09	-1.439e-09	-1.832e-09	-3.49400000000002e-09	-2.15599999999998e-09
-0.135	-1.5424e-09	-1.359e-09	-1.07099999999999e-09	-1.30099999999999e-09	-3.98900000000002e-09	-1.07400000000001e-09
-0.13	-1.5107e-09	-1.503e-09	-1.049e-09	-1.12799999999998e-09	-3.135e-09	-2.44399999999999e-09
-0.125	-1.5157e-09	-1.219e-09	-1.053e-09	-1.59599999999998e-09	-1.20899999999997e-09	-2.40199999999997e-09
-0.12	-1.4655e-09	-1.157e-09	-8.62000000000004e-10	-2.118e-09	1.15000000000032e-10	-1.236e-09
-0.115	-9.99300000000002e-10	-1.202e-09	-1.026e-09	-1.60700000000001e-09	-2.5999999999998e-10	-2.30400000000003e-09
-0.11	-6.05800000000002e-10	-9.5e-10	-1.541e-09	-6.73000000000012e-10	-3.5e-10	-2.83400000000002e-09
-0.105	-7.42600000000001e-10	-8.20999999999999e-10	-1.549e-09	-7.72000000000004e-10	-2.03000000000009e-10	-8.38000000000019e-10
-0.1	-8.918e-10	-1.028e-09	-1.139e-09	-9.56000000000003e-10	-2.22400000000002e-09	3.83999999999968e-10
-0.095	-8.62399999999999e-10	-1.076e-09	-1.086e-09	-1.00000000000005e-10	-3.41000000000003e-09	3.61999999999986e-10
-0.09	-1.1077e-09	-7.98999999999997e-10	-1.175e-09	1.72000000000003e-10	-2.01000000000002e-09	1.08600000000001e-09
-0.085	-1.2525e-09	-7.83999999999999e-10	-9.02000000000003e-10	-5.45999999999994e-10	-1.30499999999999e-09	1.36000000000002e-09
-0.08	-9.35799999999999e-10	-1.142e-09	-8.84000000000002e-10	-2.67000000000004e-10	-1.36999999999998e-09	2.06000000000022e-10
-0.075	-7.95899999999999e-10	-1.194e-09	-1.395e-09	2.34999999999993e-10	-1.24999999999977e-10	-7.19999999999989e-10
-0.07	-8.568e-10	-8.93000000000001e-10	-1.435e-09	-1.041e-09	8.90000000000017e-10	-1.254e-09
-0.065	-6.18800000000001e-10	-9.56e-10	-8.35000000000004e-10	-2.16199999999999e-09	-1.69999999999923e-11	-1.03399999999999e-09
-0.06	-4.83900000000001e-10	-1.024e-09	-4.78000000000002e-10	-1.81799999999999e-09	-8.06999999999995e-10	-7.06000000000009e-10
-0.055	-7.30000000000001e-10	-4.95000000000003e-10	-4.06e-10	-1.59099999999999e-09	-6.15000000000019e-10	-2.01000000000001e-09
-0.05	-7.83600000000002e-10	-2.80000000000001e-10	-2.35999999999998e-10	-1.64799999999999e-09	-1.24500000000004e-09	-3.57599999999999e-09
-0.045	-5.81700000000001e-10	-7.54000000000002e-10	-2.24999999999999e-10	-6.80999999999998e-10	-8.86000000000016e-10	-2.72199999999998e-09
-0.04	-6.599e-10	-8.72000000000001e-10	-4.33000000000001e-10	8.06999999999995e-10	1.45400000000001e-09	-9.99999999999994e-10
-0.035	-7.87099999999999e-10	-6.68999999999996e-10	-5.81e-10	7.40999999999991e-10	9.18999999999996e-10	-5.63999999999992e-10
-0.03	-5.68399999999998e-10	-9.38999999999996e-10	-4.24000000000002e-10	-5.5700000000001e-10	-1.877e-09	7.32000000000008e-10
-0.025	-5.16399999999997e-10	-1.041e-09	-2.62999999999998e-10	-3.74000000000007e-10	-6.29999999999986e-10	1.906e-09
-0.02	-6.96999999999999e-10	-5.95999999999999e-10	-6.37999999999993e-10	2.57e-10	9.73999999999993e-10	5.53999999999996e-10
-0.015	-5.95799999999999e-10	-5.16999999999999e-10	-1.029e-09	-1.108e-09	-1.68800000000002e-09	-8.34e-10
-0.01	-5.31099999999999e-10	-7.34e-10	-1.168e-09	-1.50600000000001e-09	-2.919e-09	-5.82000000000005e-10
-0.005	-8.08600000000001e-10	-4.92999999999998e-10	-1.568e-09	-2.43000000000004e-10	-1.56899999999999e-09	-1.19000000000001e-09
0	-8.71400000000001e-10	-3.10999999999998e-10	-1.684e-09	-9.44e-10	-1.90799999999999e-09	-5.70000000000018e-10
0.005	-6.56099999999999e-10	-6.17999999999999e-10	-1.102e-09	-1.788e-09	-3.05399999999997e-09	1.05399999999997e-09
0.01	-6.37299999999999e-10	-6.77999999999999e-10	-7.03999999999997e-10	-3.93000000000001e-10	-2.28899999999996e-09	-7.62000000000027e-10
0.015	-5.904e-10	-4.16000000000001e-10	-4.98999999999996e-10	1.10000000000009e-10	4.40000000000019e-10	-1.914e-09
0.02	-3.01500000000001e-10	-4.56000000000005e-10	-1.28999999999998e-10	-6.11999999999989e-10	2.76500000000001e-09	-9.01999999999987e-10
0.025	-1.88600000000001e-10	-5.62000000000005e-10	-1.00000000000031e-11	-3.49999999999982e-11	1.892e-09	-1.77799999999999e-09
0.03	-4.16500000000002e-10	-2.92000000000003e-10	-1.52000000000005e-10	1.38000000000001e-10	4.39999999999796e-11	-2.316e-09
0.035	-4.51900000000001e-10	-1.47000000000004e-10	-2.32000000000001e-10	-9.7899999999999e-10	-5.07000000000036e-10	-9.99999999999992e-10
0.04	-2.773e-10	-4.48000000000003e-10	-3.40999999999997e-10	-9.58999999999992e-10	-1.20900000000003e-09	-6.69999999999982e-10
0.045	-5.063e-10	-5.73999999999998e-10	-5.70000000000001e-10	-2.89999999999998e-10	-2.02800000000001e-09	-2.85999999999996e-10
0.05	-8.60800000000001e-10	-4.41999999999997e-10	-7.62000000000002e-10	-3.02999999999998e-10	-1.73700000000001e-09	3.25999999999993e-10
0.055	-7.174e-10	-6.26e-10	-7.20999999999998e-10	-3.67000000000001e-10	-5.7e-10	-3.54e-10
0.06	-3.90499999999999e-10	-8.36e-10	-5.73999999999998e-10	-1.76000000000004e-10	7.06000000000011e-10	-9.99999999999962e-11
0.065	-3.75499999999999e-10	-6.15999999999999e-10	-5.28000000000001e-10	-1.78000000000005e-10	3.77000000000005e-10	1.28000000000008e-10
0.07	-3.03299999999999e-10	-4.82999999999999e-10	-3.18999999999999e-10	-3.40000000000005e-10	-9.85000000000007e-10	1.06000000000009e-10
0.075	-1.48999999999983e-11	-5.39e-10	-1.67999999999998e-10	-5.44999999999998e-10	-2.30999999999999e-10	6.92000000000015e-10
0.08	-7.08999999999989e-11	-2.99999999999999e-10	-4.15000000000003e-10	-5.42999999999989e-10	1.21900000000001e-09	-1.41799999999997e-09
0.085	-4.95e-10	-1.99999999999861e-12	-5.95000000000005e-10	-4.84999999999996e-10	1.08099999999999e-09	-6.13799999999997e-09
0.09	-6.446e-10	-6.19999999999984e-11	-3.69999999999998e-10	-1.00800000000001e-09	1.18999999999983e-10	-1.1126e-08
0.095	-4.96300000000001e-10	-3.04e-10	-3.03999999999994e-10	-1.47500000000002e-09	-1.30000000000087e-11	-1.3008e-08
0.1	-5.116e-10	-4.49000000000003e-10	-5.39999999999996e-10	-1.28400000000001e-09	5.49999999999951e-11	-1.0552e-08
0.105	-4.286e-10	-4.69000000000003e-10	-4.95999999999995e-10	-9.12000000000007e-10	-1.237e-09	-8.06400000000003e-09
0.11	-7.72000000000004e-11	-5.16000000000001e-10	-2.57999999999996e-10	-6.81000000000006e-10	-1.816e-09	-6.50200000000002e-09
0.115	1.04499999999999e-10	-6.30000000000001e-10	-2.83000000000004e-10	9.09999999999987e-11	-8.42999999999991e-10	2.60000000000105e-11
0.12	8.31999999999995e-11	-5.33e-10	-5.44000000000005e-10	1.21400000000001e-09	-1.03599999999999e-09	8.45800000000001e-09
0.125	1.024e-10	-3.72999999999996e-10	-4.69000000000003e-10	1.581e-09	-1.73999999999999e-09	9.72399999999999e-09
0.13	-1.90700000000001e-10	-5.07999999999994e-10	-1.98000000000003e-10	8.41999999999983e-10	-1.06699999999999e-09	9.98599999999998e-09
0.135	-7.99400000000001e-10	-5.86999999999996e-10	-3.29999999999998e-10	6.19999999999826e-11	-1.24399999999998e-09	1.3308e-08
0.14	-9.457e-10	-3.03999999999998e-10	-5.51999999999995e-10	-2.82000000000007e-10	-2.02899999999998e-09	9.98199999999995e-09
0.145	-6.086e-10	-1.48999999999999e-10	-3.8e-10	-1.268e-09	-4.38999999999981e-10	1.37199999999997e-09
0.15	-4.27800000000001e-10	-2.28e-10	-2.66000000000003e-10	-1.99999999999999e-09	2.04200000000002e-09	-1.44399999999999e-09
0.155	-2.70800000000001e-10	-1.08000000000002e-10	-4.68000000000003e-10	-1.14799999999998e-09	1.92500000000001e-09	-2.55999999999994e-10
0.16	1.158e-10	-7.30000000000018e-11	-4.62000000000005e-10	-5.93999999999975e-10	1.01399999999998e-09	-1.6199999999999e-10
0.165	1.14899999999999e-10	-3.57000000000002e-10	-3.54000000000005e-10	-1.12299999999999e-09	2.13899999999997e-09	1.34800000000002e-09
0.17	-1.80700000000001e-10	-4.55000000000003e-10	-4.73e-10	-8.45e-10	1.58699999999997e-09	3.10799999999999e-09
0.175	7.59999999999918e-12	-2.65000000000001e-10	-5.45999999999998e-10	-3.08000000000005e-10	-2.03100000000004e-09	3.04999999999998e-09
0.18	4.07199999999999e-10	-2.54e-10	-2.11999999999999e-10	-4.38000000000003e-10	-3.55900000000003e-09	1.218e-09
0.185	4.49499999999999e-10	-3.93000000000003e-10	1.07e-10	-2.83000000000001e-10	-2.573e-09	-1.94599999999999e-09
0.19	4.062e-10	-3.32000000000003e-10	-3.9e-11	-1.93999999999994e-10	-2.89099999999999e-09	-4.50799999999999e-09
0.195	3.69500000000001e-10	-2.04999999999999e-10	-6.19999999999992e-11	-5.78999999999985e-10	-2.10299999999999e-09	-6.76199999999999e-09
0.2	-5.79999999999901e-12	-3.39999999999999e-10	2.12999999999998e-10	-6.4899999999999e-10	1.76900000000002e-09	-9.95599999999998e-09
0.205	-4.31299999999999e-10	-5.14e-10	-1.77000000000001e-10	-3.8900000000001e-10	3.39600000000003e-09	-1.1156e-08
0.21	-5.521e-10	-2.99999999999999e-10	-8.81999999999998e-10	-1.82000000000017e-10	1.81000000000002e-09	-9.26199999999999e-09
0.215	-4.853e-10	-1.3999999999998e-11	-7.10999999999999e-10	5.89999999999877e-11	1.366e-09	-7.29399999999999e-09
0.22	-2.381e-10	-7.20000000000015e-11	-5.96e-10	8.09999999999863e-11	1.52499999999999e-09	-3.516e-09
0.225	2.65999999999996e-11	-2.47000000000004e-10	-1.036e-09	-4.25000000000013e-10	-7.30000000000051e-11	-4.42000000000004e-10
0.23	-9.60999999999988e-11	-2.81000000000002e-10	-6.68000000000003e-10	-1.069e-09	-1.03e-09	-2.05999999999999e-09
0.235	-1.99499999999998e-10	-3.56e-10	1.98999999999994e-10	-1.472e-09	-2.10000000000055e-11	-3.32599999999999e-09
0.24	-8.69999999999871e-12	-5.79e-10	3.03999999999997e-10	-1.316e-09	4.18999999999997e-10	-2.196e-09
0.245	-1.863e-10	-5.6e-10	2.96999999999999e-10	-3.89000000000001e-10	-4.03999999999989e-10	-2.62000000000001e-09
0.25	-4.917e-10	-2.89e-10	4.96000000000003e-10	6.45999999999999e-10	-1.44699999999999e-09	-2.13600000000001e-09
0.255	-1.95900000000001e-10	-2.13999999999999e-10	1.20000000000078e-11	8.66999999999996e-10	-1.26600000000002e-09	7.77999999999982e-10
0.26	1.26399999999999e-10	-2.78e-10	-7.61999999999993e-10	9.50999999999997e-10	1.12000000000001e-10	1.21799999999998e-09
0.265	-1.40800000000001e-10	-2.29000000000002e-10	-8.46999999999999e-10	8.25e-10	5.93000000000037e-10	1.13399999999999e-09
0.27	-3.54000000000002e-10	-2.80000000000001e-10	-6.1e-10	-3.69000000000005e-10	-4.0199999999997e-10	6.06e-10
0.275	-1.00100000000001e-10	-3.91000000000001e-10	-6.06999999999999e-10	-1.303e-09	-7.0899999999998e-10	-2.04199999999999e-09
0.28	1.87999999999995e-11	-2.33000000000002e-10	-4.51000000000001e-10	-1.013e-09	-2.79999999999832e-11	-1.44399999999998e-09
