vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0.0	-1.3046e-10	5.300000000000002e-13	-9.3e-13	3.2538e-07	-3.253e-07	-4.752e-09	-1.7e-13	-3.600000000000001e-13	3.2516e-07	-3.2108e-07	-4.8695e-09	-1.5000000000000004e-13	2.2000000000000002e-13	3.2506e-07	-3.2088e-07	-4.98e-09	2.24e-12	-4.500000000000001e-13	3.2508e-07	-3.2088e-07	-4.9683e-09	1.0600000000000001e-12	-4e-13	3.2502e-07	-3.2074e-07	-5.2858e-09	2.3300000000000004e-12	-6.500000000000002e-13	3.2498e-07	-3.2046e-07	-3.7069e-09	1.37e-12	1.0000000000000002e-14	3.2492e-07	-3.216e-07
0.005	-4.994e-11	-2.0000000000000003e-14	5e-14	3.2538e-07	-3.2532e-07	-3.7294e-09	3.1700000000000004e-12	-7.5e-13	3.2506e-07	-3.2142e-07	-3.8679e-09	-7.900000000000001e-13	-1.9000000000000002e-13	3.2508e-07	-3.213e-07	-3.9497e-09	1.08e-12	2.8e-13	3.2506e-07	-3.212e-07	-3.9507e-09	1.41e-12	-6.200000000000001e-13	3.2504e-07	-3.2118e-07	-4.1503e-09	-3.000000000000001e-13	-5.9e-13	3.249e-07	-3.209e-07	-3.139e-09	7.900000000000001e-13	0.0	3.2492e-07	-3.2176e-07
0.01	1.6580000000000002e-11	-1.8900000000000002e-12	-2.300000000000001e-13	3.2534e-07	-3.254e-07	-3.398e-09	-1.04e-12	6.500000000000002e-13	3.2512e-07	-3.218e-07	-3.5262e-09	1.8700000000000003e-12	-4.600000000000002e-13	3.2508e-07	-3.2148e-07	-3.6059e-09	-6.200000000000001e-13	-9.000000000000001e-13	3.2502e-07	-3.2154e-07	-3.616e-09	8.400000000000001e-13	4e-13	3.2502e-07	-3.215e-07	-3.771e-09	1.13e-12	-6.8e-13	3.2498e-07	-3.213e-07	-2.9127e-09	1.03e-12	3.2000000000000005e-13	3.2488e-07	-3.2192e-07
0.015	8.543000000000001e-11	-4.2000000000000003e-13	-3.5e-13	3.254e-07	-3.2546e-07	-3.1092e-09	-1.0000000000000002e-14	-6.900000000000001e-13	3.252e-07	-3.2208e-07	-3.2446e-09	5.300000000000002e-13	-2.4000000000000004e-13	3.2508e-07	-3.2184e-07	-3.3012e-09	4.2000000000000003e-13	-2.2000000000000002e-13	3.2508e-07	-3.2178e-07	-3.3202e-09	-8.500000000000002e-13	5.300000000000002e-13	3.2504e-07	-3.2174e-07	-3.4585e-09	2.37e-12	4.600000000000002e-13	3.2492e-07	-3.215e-07	-2.7081e-09	-4.1e-13	6.000000000000001e-14	3.2484e-07	-3.2216e-07
0.02	1.3246e-10	7.400000000000001e-13	-7.700000000000001e-13	3.2546e-07	-3.255e-07	-2.8565e-09	2.2000000000000002e-13	2.0000000000000003e-14	3.2514e-07	-3.2236e-07	-2.9921e-09	-4.3000000000000004e-13	-1.3e-13	3.2506e-07	-3.222e-07	-3.0393e-09	1.96e-12	-6.8e-13	3.2506e-07	-3.2204e-07	-3.0667e-09	5.300000000000002e-13	-7.400000000000001e-13	3.2504e-07	-3.2202e-07	-3.1933e-09	1.26e-12	-3.600000000000001e-13	3.2498e-07	-3.218e-07	-2.522e-09	-1e-12	-7.400000000000001e-13	3.2484e-07	-3.2236e-07
0.025	1.7341000000000002e-10	-7.900000000000001e-13	-2.900000000000001e-13	3.2542e-07	-3.2556e-07	-2.6314e-09	9.200000000000001e-13	-4.800000000000001e-13	3.252e-07	-3.2258e-07	-2.7618e-09	-2.5e-13	-7.900000000000001e-13	3.2508e-07	-3.2238e-07	-2.823e-09	-3.800000000000001e-13	-1.2000000000000002e-13	3.2506e-07	-3.2228e-07	-2.8378e-09	8.600000000000001e-13	8.000000000000001e-14	3.2498e-07	-3.2216e-07	-2.9461e-09	-3.000000000000001e-13	-2.8e-13	3.2496e-07	-3.2198e-07	-2.3559e-09	1.69e-12	-8.400000000000001e-13	3.2486e-07	-3.225e-07
0.03	2.2415e-10	-9.600000000000002e-13	2e-13	3.2534e-07	-3.2556e-07	-2.4294e-09	-1.5000000000000004e-13	-2e-13	3.2524e-07	-3.2284e-07	-2.569e-09	1.9900000000000002e-12	-7.700000000000001e-13	3.251e-07	-3.225e-07	-2.6229e-09	-1.5000000000000004e-13	-1.13e-12	3.2508e-07	-3.2248e-07	-2.6369e-09	-1.1000000000000002e-12	8.2e-13	3.2504e-07	-3.224e-07	-2.7276e-09	6.000000000000002e-13	-5.9e-13	3.2494e-07	-3.2228e-07	-2.2054e-09	7.100000000000001e-13	-7.100000000000001e-13	3.248e-07	-3.2266e-07
0.035	2.7332000000000004e-10	4e-13	-1.3e-13	3.2538e-07	-3.256e-07	-2.2473e-09	-2.2000000000000002e-13	-7.400000000000001e-13	3.2516e-07	-3.2292e-07	-2.3798e-09	-1.51e-12	-2.300000000000001e-13	3.2506e-07	-3.2266e-07	-2.4345e-09	1.79e-12	-8.500000000000002e-13	3.2502e-07	-3.2268e-07	-2.4416e-09	-5.500000000000001e-13	-7.600000000000002e-13	3.25e-07	-3.2262e-07	-2.5385e-09	1.04e-12	-1.3e-13	3.2498e-07	-3.2234e-07	-2.0711e-09	-6.400000000000001e-13	-1.03e-12	3.2484e-07	-3.228e-07
0.04	3.0346e-10	8.400000000000001e-13	-1.6000000000000005e-13	3.253e-07	-3.2556e-07	-2.0744e-09	1.13e-12	2.2000000000000002e-13	3.2514e-07	-3.231e-07	-2.2113e-09	-5.6e-13	-8.100000000000001e-13	3.2502e-07	-3.2278e-07	-2.2651e-09	1.07e-12	-7.200000000000002e-13	3.2504e-07	-3.2272e-07	-2.2735e-09	1.1500000000000001e-12	-9.9e-13	3.2508e-07	-3.2276e-07	-2.3615e-09	1.0000000000000002e-14	3.000000000000001e-13	3.2492e-07	-3.226e-07	-1.9232e-09	1.2800000000000002e-12	-8.100000000000001e-13	3.2488e-07	-3.2296e-07
0.045	3.5025e-10	-1.9900000000000002e-12	-2.5e-13	3.253e-07	-3.2564e-07	-1.9224e-09	6.000000000000001e-14	3.800000000000001e-13	3.2528e-07	-3.234e-07	-2.0453e-09	1.1100000000000001e-12	-6.6e-13	3.2506e-07	-3.23e-07	-2.1005e-09	-9.700000000000001e-13	-1.0000000000000002e-14	3.25e-07	-3.2296e-07	-2.1258e-09	-4.500000000000001e-13	-2.300000000000001e-13	3.2504e-07	-3.2292e-07	-2.1964e-09	-9.000000000000001e-13	-7.200000000000002e-13	3.2494e-07	-3.2278e-07	-1.8033e-09	1e-12	-1.9000000000000002e-13	3.2492e-07	-3.2308e-07
