|Vgs|	Gm_|Vds|=0.15V	Gm_|Vds|=0.3V	Gm_|Vds|=0.45V	Gm_|Vds|=0.6V	Gm_|Vds|=0.75V	Gm_|Vds|=0.9V
-0.3	-3.20000000000022e-10	-1.60000000000052e-10	-1.30800000000002e-08	-5.00800000000012e-08	-1.00400000000002e-07	-6.65200000000038e-08
-0.295	-8.03333333333339e-10	-1.09166666666669e-09	-1.09166666666666e-08	-3.75300000000002e-08	-8.06566666666668e-08	-8.61366666666683e-08
-0.29	-1.022e-09	-1.78200000000002e-09	-8.73000000000001e-09	-2.71320000000002e-08	-6.0976e-08	-9.39900000000008e-08
-0.285	-1.102e-09	-2.14700000000001e-09	-7.24399999999997e-09	-1.95339999999999e-08	-4.72479999999996e-08	-1.01194e-07
-0.28	-1.049e-09	-2.206e-09	-5.83600000000002e-09	-1.3508e-08	-3.58719999999999e-08	-1.0418e-07
-0.275	-8.94999999999999e-10	-2.26399999999999e-09	-4.95600000000003e-09	-1.08800000000001e-08	-3.0498e-08	-1.00922e-07
-0.27	-9.28999999999999e-10	-2.31299999999998e-09	-4.64800000000002e-09	-1.02420000000001e-08	-2.931e-08	-9.739e-08
-0.265	-1.14e-09	-2.24499999999999e-09	-4.368e-09	-9.69000000000006e-09	-2.83920000000001e-08	-9.4258e-08
-0.26	-1.32e-09	-2.227e-09	-3.922e-09	-9.36400000000004e-09	-2.6804e-08	-8.95419999999998e-08
-0.255	-1.314e-09	-2.39500000000001e-09	-3.624e-09	-9.52599999999999e-09	-2.51459999999999e-08	-8.54819999999997e-08
-0.25	-1.165e-09	-2.27400000000001e-09	-3.70199999999998e-09	-9.52399999999995e-09	-2.3998e-08	-8.26519999999998e-08
-0.245	-8.89000000000001e-10	-1.841e-09	-3.93799999999999e-09	-9.43999999999994e-09	-2.30820000000001e-08	-7.94859999999999e-08
-0.24	-6.32000000000001e-10	-1.56200000000001e-09	-4.012e-09	-9.36799999999995e-09	-2.2166e-08	-7.60939999999999e-08
-0.235	-6.14000000000007e-10	-1.73000000000001e-09	-4.13600000000001e-09	-8.66999999999999e-09	-2.13580000000001e-08	-7.36280000000002e-08
-0.23	-8.48000000000004e-10	-1.84400000000001e-09	-4.37400000000001e-09	-7.95400000000002e-09	-2.10500000000001e-08	-7.22560000000003e-08
-0.225	-1.001e-09	-1.86700000000002e-09	-4.25000000000002e-09	-7.88600000000005e-09	-2.10180000000001e-08	-6.97260000000002e-08
-0.22	-8.70000000000006e-10	-2.11100000000002e-09	-3.728e-09	-7.93400000000003e-09	-2.05520000000001e-08	-6.65740000000001e-08
-0.215	-9.48000000000009e-10	-2.026e-09	-3.344e-09	-8.00599999999999e-09	-1.9918e-08	-6.45140000000002e-08
-0.21	-1.078e-09	-1.71899999999999e-09	-3.00400000000001e-09	-7.80999999999995e-09	-2.01059999999999e-08	-6.175e-08
-0.205	-1.052e-09	-1.681e-09	-2.66e-09	-7.29399999999997e-09	-1.99899999999999e-08	-5.80200000000001e-08
-0.2	-1.137e-09	-1.78799999999999e-09	-2.67799999999998e-09	-7.35400000000001e-09	-1.857e-08	-5.44460000000002e-08
-0.195	-1.218e-09	-1.70999999999999e-09	-3.00799999999999e-09	-7.48400000000002e-09	-1.7264e-08	-5.16420000000001e-08
-0.19	-1.07e-09	-1.592e-09	-3.24200000000001e-09	-7.19200000000002e-09	-1.67760000000001e-08	-4.989e-08
-0.185	-8.08999999999997e-10	-1.51099999999999e-09	-3.386e-09	-7.25200000000002e-09	-1.65520000000001e-08	-4.916e-08
-0.18	-7.48999999999998e-10	-1.33799999999999e-09	-3.418e-09	-7.38800000000003e-09	-1.60980000000001e-08	-4.8626e-08
-0.175	-8.25999999999998e-10	-1.31099999999999e-09	-3.34e-09	-6.96999999999999e-09	-1.5896e-08	-4.7674e-08
-0.17	-9.53999999999998e-10	-1.512e-09	-3.27599999999999e-09	-6.45999999999994e-09	-1.598e-08	-4.64519999999999e-08
-0.165	-9.35999999999997e-10	-1.75299999999999e-09	-3.11599999999998e-09	-6.09199999999996e-09	-1.56519999999999e-08	-4.45279999999999e-08
-0.16	-7.33999999999999e-10	-1.806e-09	-2.97599999999997e-09	-6.00799999999999e-09	-1.42999999999999e-08	-4.1556e-08
-0.155	-4.43000000000001e-10	-1.51300000000001e-09	-2.87199999999999e-09	-5.95599999999995e-09	-1.32839999999999e-08	-3.879e-08
-0.15	-1.39999999999999e-10	-1.055e-09	-2.64600000000001e-09	-5.69599999999996e-09	-1.3572e-08	-3.74439999999999e-08
