|Vgs|	Gm_|Vds|=0.15V	Gm_|Vds|=0.3V	Gm_|Vds|=0.45V	Gm_|Vds|=0.6V	Gm_|Vds|=0.75V	Gm_|Vds|=0.9V
-0.3	-2.60000000000007e-09	-5.02000000000007e-09	-1.28600000000002e-08	-3.94800000000009e-08	-8.40800000000021e-08	-1.68840000000001e-07
-0.295	-2.15000000000001e-09	-4.57833333333334e-09	-1.31183333333333e-08	-3.27566666666668e-08	-7.45433333333336e-08	-1.69093333333333e-07
-0.29	-2.53800000000001e-09	-4.76900000000001e-09	-1.1721e-08	-2.6558e-08	-6.42520000000002e-08	-1.62748e-07
-0.285	-2.47299999999999e-09	-4.686e-09	-1.0842e-08	-2.19279999999999e-08	-5.64379999999997e-08	-1.57277999999999e-07
-0.28	-2.527e-09	-4.63100000000001e-09	-9.55599999999999e-09	-1.8206e-08	-4.9632e-08	-1.50274e-07
-0.275	-2.711e-09	-4.68300000000001e-09	-8.303e-09	-1.6628e-08	-4.5426e-08	-1.42824e-07
-0.27	-2.634e-09	-4.55399999999999e-09	-7.66000000000001e-09	-1.6102e-08	-4.30639999999999e-08	-1.36262e-07
-0.265	-2.415e-09	-4.25199999999999e-09	-7.249e-09	-1.5388e-08	-4.11819999999999e-08	-1.30506e-07
-0.26	-2.409e-09	-4.10499999999999e-09	-6.961e-09	-1.484e-08	-3.89159999999999e-08	-1.25904e-07
-0.255	-2.385e-09	-3.88699999999999e-09	-6.93800000000001e-09	-1.43399999999999e-08	-3.6416e-08	-1.21142e-07
-0.25	-2.238e-09	-3.592e-09	-6.824e-09	-1.3608e-08	-3.4786e-08	-1.15484e-07
-0.245	-2.05e-09	-3.42800000000001e-09	-6.69499999999996e-09	-1.3278e-08	-3.35700000000001e-08	-1.11136e-07
-0.24	-1.917e-09	-3.28800000000001e-09	-6.67599999999996e-09	-1.3412e-08	-3.229e-08	-1.07618e-07
-0.235	-1.716e-09	-3.16700000000001e-09	-6.52700000000002e-09	-1.30960000000001e-08	-3.169e-08	-1.02908e-07
-0.23	-1.461e-09	-3.19600000000001e-09	-6.22900000000002e-09	-1.24360000000001e-08	-3.1406e-08	-9.88000000000004e-08
-0.225	-1.322e-09	-3.26100000000001e-09	-5.94400000000001e-09	-1.194e-08	-3.0446e-08	-9.55400000000004e-08
-0.22	-1.193e-09	-3.103e-09	-5.54100000000002e-09	-1.1098e-08	-2.90320000000001e-08	-9.08040000000004e-08
-0.215	-1.049e-09	-2.844e-09	-5.03100000000002e-09	-1.0286e-08	-2.77520000000002e-08	-8.61520000000003e-08
