vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15000000000000002V	ig_vg = 0.15000000000000002V	is_vg = 0.15000000000000002V	iavdd_vg = 0.15000000000000002V	ignd_vg = 0.15000000000000002V	id_vg = 0.30000000000000004V	ig_vg = 0.30000000000000004V	is_vg = 0.30000000000000004V	iavdd_vg = 0.30000000000000004V	ignd_vg = 0.30000000000000004V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6000000000000001V	ig_vg = 0.6000000000000001V	is_vg = 0.6000000000000001V	iavdd_vg = 0.6000000000000001V	ignd_vg = 0.6000000000000001V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0.0	-0.02464	-5.1877e-09	0.024652	3.7914e-07	-3.1814e-07	-0.013614	-3.3371e-09	0.013644	3.8268e-07	-3.1692e-07	-0.00489	-1.8922e-09	0.0048906	3.8576e-07	-3.1574e-07	-0.00052624	-6.1766e-10	0.00052614	3.8662e-07	-3.1434e-07	-7.982800000000001e-06	1.362e-11	7.8242e-06	3.861e-07	-3.1338e-07	-1.3306e-07	2.6688e-10	5.95104e-08	3.8694e-07	-3.1404e-07	-7.439899999999999e-08	4.6194000000000006e-10	4.3576000000000005e-10	3.8732e-07	-3.1382e-07
0.005	-0.024612	-5.1856e-09	0.02463	3.7824e-07	-3.1816e-07	-0.013614	-3.3401e-09	0.01364	3.8146e-07	-3.168e-07	-0.004887	-1.9018e-09	0.0048868	3.8446e-07	-3.1564e-07	-0.00052508	-6.257900000000001e-10	0.00052576	3.853e-07	-3.1424e-07	-7.9229e-06	1.316e-11	7.8744e-06	3.8488e-07	-3.134e-07	-1.3142e-07	2.6369e-10	5.95656e-08	3.8566e-07	-3.134e-07	-7.306279999999999e-08	4.5745000000000006e-10	4.4587e-10	3.8594e-07	-3.138e-07
0.01	-0.024596	-5.1913e-09	0.02462	3.771e-07	-3.1812e-07	-0.013606	-3.3325e-09	0.013632	3.8036e-07	-3.1692e-07	-0.0048838	-1.9061e-09	0.0048836	3.832e-07	-3.1566e-07	-0.0005246	-6.2645e-10	0.00052522	3.8404e-07	-3.1434e-07	-7.949000000000001e-06	-4.500000000000001e-13	7.878600000000001e-06	3.8418e-07	-3.14e-07	-1.3002e-07	2.5246e-10	5.92392e-08	3.8434e-07	-3.1388e-07	-7.1723e-08	4.4952e-10	4.3251e-10	3.8474e-07	-3.1382e-07
0.015	-0.024586	-5.1881e-09	0.024608	3.7608e-07	-3.1826e-07	-0.013602	-3.3387e-09	0.013624	3.7918e-07	-3.169e-07	-0.0048808	-1.9143e-09	0.0048806	3.819e-07	-3.1592e-07	-0.00052444	-6.270900000000001e-10	0.00052462	3.8268e-07	-3.143e-07	-7.9372e-06	1.061e-11	7.8574e-06	3.8286e-07	-3.1408e-07	-1.2828e-07	2.4508e-10	5.953759999999999e-08	3.8236e-07	-3.1324e-07	-7.04284e-08	4.3934000000000006e-10	4.4433000000000006e-10	3.8326e-07	-3.1378e-07
0.02	-0.024574	-5.2006e-09	0.024598	3.75e-07	-3.1828e-07	-0.013592	-3.3443e-09	0.013616	3.7798e-07	-3.1692e-07	-0.0048782	-1.9057e-09	0.0048786	3.807e-07	-3.1566e-07	-0.00052414	-6.3434e-10	0.00052394	3.8144e-07	-3.142e-07	-7.8897e-06	-7.07e-12	7.809100000000001e-06	3.8104e-07	-3.134e-07	-1.2738e-07	2.4201e-10	5.95544e-08	3.8174e-07	-3.1392e-07	-6.907579999999999e-08	4.4022000000000006e-10	4.3289e-10	3.8198e-07	-3.1382e-07
0.025	-0.024562	-5.1883e-09	0.024588	3.7392e-07	-3.1834e-07	-0.013588	-3.3438e-09	0.013612	3.7682e-07	-3.1682e-07	-0.0048742	-1.9036e-09	0.0048746	3.795e-07	-3.1568e-07	-0.00052354	-6.281900000000001e-10	0.00052384	3.8016e-07	-3.142e-07	-7.8776e-06	5.8700000000000014e-12	7.8304e-06	3.8038e-07	-3.1402e-07	-1.2662e-07	2.4072e-10	5.955239999999999e-08	3.8042e-07	-3.1388e-07	-6.778099999999999e-08	4.3734e-10	4.4274e-10	3.807e-07	-3.1376e-07
0.03	-0.024548	-5.201e-09	0.024574	3.7274e-07	-3.1828e-07	-0.013578	-3.3456e-09	0.013604	3.7572e-07	-3.1696e-07	-0.0048704	-1.9073e-09	0.0048704	3.7826e-07	-3.1564e-07	-0.000523	-6.373600000000001e-10	0.00052354	3.784e-07	-3.136e-07	-7.915600000000001e-06	-9.96e-12	7.8696e-06	3.7904e-07	-3.1404e-07	-1.2482e-07	2.3564000000000003e-10	5.94272e-08	3.7912e-07	-3.139e-07	-6.64922e-08	4.2315e-10	4.3223e-10	3.7942e-07	-3.1374e-07
0.035	-0.024536	-5.1971e-09	0.024562	3.7168e-07	-3.1828e-07	-0.013572	-3.3452e-09	0.013596	3.746e-07	-3.1696e-07	-0.004867	-1.9075e-09	0.0048676	3.7632e-07	-3.1494e-07	-0.00052286	-6.3978e-10	0.00052316	3.7766e-07	-3.1426e-07	-7.8967e-06	1.78e-12	7.8436e-06	3.7788e-07	-3.1404e-07	-1.24e-07	2.3935e-10	5.922639999999999e-08	3.7786e-07	-3.1384e-07	-6.521739999999999e-08	4.1685e-10	4.4037000000000005e-10	3.7826e-07	-3.1384e-07
0.04	-0.024526	-5.1964e-09	0.02455	3.707e-07	-3.1838e-07	-0.013562	-3.3464e-09	0.013588	3.7348e-07	-3.1688e-07	-0.004865	-1.9071e-09	0.0048654	3.7514e-07	-3.149e-07	-0.00052248	-6.3514e-10	0.0005227	3.7642e-07	-3.1424e-07	-7.8738e-06	-1.0950000000000002e-11	7.816000000000001e-06	3.7662e-07	-3.1406e-07	-1.225e-07	2.2964e-10	5.92654e-08	3.7672e-07	-3.1388e-07	-6.399219999999999e-08	4.1565e-10	4.3429000000000006e-10	3.77e-07	-3.1384e-07
0.045	-0.024514	-5.2016e-09	0.024536	3.696e-07	-3.1834e-07	-0.013556	-3.3523e-09	0.01358	3.724e-07	-3.1696e-07	-0.0048608	-1.9121e-09	0.0048612	3.74e-07	-3.1488e-07	-0.00052206	-6.443400000000001e-10	0.00052218	3.7518e-07	-3.143e-07	-7.891100000000001e-06	-1.001e-11	7.8065e-06	3.7538e-07	-3.1394e-07	-1.2084e-07	2.212e-10	5.9108e-08	3.7558e-07	-3.1388e-07	-6.2755e-08	3.9617e-10	4.4058e-10	3.7574e-07	-3.1376e-07
0.05	-0.024502	-5.1996e-09	0.024524	3.6892e-07	-3.1858e-07	-0.013548	-3.3526e-09	0.01357	3.7132e-07	-3.1692e-07	-0.0048572	-1.9087e-09	0.0048572	3.7272e-07	-3.1478e-07	-0.00052168	-6.435100000000001e-10	0.0005221	3.741e-07	-3.1428e-07	-7.893200000000001e-06	-2.2060000000000003e-11	7.811300000000001e-06	3.7336e-07	-3.1324e-07	-1.197e-07	2.1231e-10	5.9177e-08	3.7436e-07	-3.1318e-07	-6.156779999999999e-08	4.015e-10	4.3563e-10	3.7394e-07	-3.1376e-07
0.055	-0.024488	-5.1992e-09	0.02451	3.6768e-07	-3.184e-07	-0.013542	-3.3516e-09	0.013564	3.7026e-07	-3.1692e-07	-0.0048546	-1.9136e-09	0.0048546	3.7168e-07	-3.1488e-07	-0.00052112	-6.443500000000001e-10	0.00052152	3.7224e-07	-3.1356e-07	-7.820000000000001e-06	-2.395e-11	7.755800000000001e-06	3.73e-07	-3.1396e-07	-1.1828e-07	2.1524e-10	5.90462e-08	3.7314e-07	-3.14e-07	-6.036879999999999e-08	3.9755e-10	4.4172000000000005e-10	3.7342e-07	-3.1378e-07
0.06	-0.024476	-5.2122e-09	0.024502	3.6668e-07	-3.1842e-07	-0.013534	-3.3449e-09	0.01356	3.691e-07	-3.1688e-07	-0.0048512	-1.9303e-09	0.0048524	3.7058e-07	-3.149e-07	-0.00052068	-6.4295e-10	0.0005208	3.7164e-07	-3.1416e-07	-7.873900000000001e-06	-1.7400000000000003e-11	7.819900000000001e-06	3.7184e-07	-3.1406e-07	-1.1744e-07	2.0567000000000002e-10	5.91118e-08	3.7122e-07	-3.1382e-07	-5.92044e-08	3.8617e-10	4.3516e-10	3.721e-07	-3.1376e-07
0.065	-0.024462	-5.2113e-09	0.02449	3.657e-07	-3.1836e-07	-0.013526	-3.3503e-09	0.013552	3.6806e-07	-3.1696e-07	-0.0048478	-1.911e-09	0.0048482	3.6944e-07	-3.1476e-07	-0.00052024	-6.4948e-10	0.00052048	3.6998e-07	-3.1424e-07	-7.863900000000001e-06	-2.957e-11	7.818300000000001e-06	3.7012e-07	-3.1408e-07	-1.1628e-07	2.0249e-10	5.9229e-08	3.708e-07	-3.1394e-07	-5.80448e-08	3.876e-10	4.4082e-10	3.7096e-07	-3.1378e-07
0.07	-0.024452	-5.2102e-09	0.024478	3.6482e-07	-3.1836e-07	-0.013518	-3.3573e-09	0.013544	3.6716e-07	-3.1694e-07	-0.0048446	-1.9205e-09	0.0048442	3.6834e-07	-3.1492e-07	-0.00051982	-6.3556e-10	0.00052012	3.6944e-07	-3.1422e-07	-7.799800000000001e-06	-3.227e-11	7.7477e-06	3.6956e-07	-3.1406e-07	-1.157e-07	1.9586e-10	5.907719999999999e-08	3.6908e-07	-3.1328e-07	-5.689139999999999e-08	3.7496e-10	4.3536e-10	3.6992e-07	-3.1378e-07
0.075	-0.024442	-5.2132e-09	0.024464	3.6378e-07	-3.1832e-07	-0.013508	-3.349e-09	0.013534	3.6612e-07	-3.1692e-07	-0.0048412	-1.9164e-09	0.0048416	3.6732e-07	-3.1416e-07	-0.00051962	-6.668200000000001e-10	0.0005197	3.6774e-07	-3.1342e-07	-7.795400000000002e-06	-3.005e-11	7.762900000000002e-06	3.685e-07	-3.1402e-07	-1.1436e-07	1.9701000000000003e-10	5.93016e-08	3.6856e-07	-3.1388e-07	-5.576099999999999e-08	3.6822000000000005e-10	4.4111e-10	3.6876e-07	-3.1376e-07
