vd	id_vg = 0V	ig_vg = 0V	is_vg = 0V	iavdd_vg = 0V	ignd_vg = 0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	-2.4956e-09	4.7e-13	2.4754e-09	3.2158e-07	-3.216e-07	-2.1742e-07	5.889e-11	2.4316e-07	3.2142e-07	-3.2136e-07	-1.2712e-05	4.1363e-10	1.5666e-05	3.2038e-07	-3.2024e-07	-2.7352e-05	2.0748e-09	5.6068e-05	3.2082e-07	-3.2088e-07	-0.00014116	7.8315e-09	0.00014148	3.2166e-07	-3.2164e-07	-0.00015678	2.79356e-08	0.0001555	3.2328e-07	-3.2312e-07	-0.00016356	1.1036e-07	0.00016224	3.2368e-07	-3.2352e-07
0.005	1.37242e-08	-7.79e-12	-1.37646e-08	3.2182e-07	-3.2182e-07	6.6296e-07	5.596e-11	-1.3772e-06	3.214e-07	-3.2158e-07	5.6802e-05	4.0096e-10	-8.767e-05	3.2088e-07	-3.2086e-07	4.7824e-05	2.0173e-09	-0.00058236	3.2098e-07	-3.2076e-07	0.00084802	7.6227e-09	-0.0008475	3.217e-07	-3.2166e-07	0.00093294	2.71674e-08	-0.00093464	3.2314e-07	-3.23e-07	0.00097396	1.0686e-07	-0.000975	3.2406e-07	-3.2402e-07
0.01	2.74896e-08	-1.56e-12	-2.75042e-08	3.2166e-07	-3.216e-07	2.7844e-06	5.309e-11	-2.7815e-06	3.2146e-07	-3.2134e-07	0.00018298	3.9292e-10	-0.00018278	3.2086e-07	-3.2072e-07	0.00125	1.9529e-09	-0.0012482	3.207e-07	-3.2052e-07	0.001842	7.421e-09	-0.001838	3.2152e-07	-3.2146e-07	0.0020388	2.63904e-08	-0.0020396	3.2278e-07	-3.2268e-07	0.0021206	1.035e-07	-0.0021206	3.2366e-07	-3.2362e-07
0.015	3.89118e-08	-6.78e-12	-3.892e-08	3.2172e-07	-3.2164e-07	3.9512e-06	5.128e-11	-3.9516e-06	3.215e-07	-3.2144e-07	0.00026386	3.8471e-10	-0.00026368	3.2088e-07	-3.209e-07	0.001884	1.9003e-09	-0.0018848	3.2082e-07	-3.2014e-07	0.0028114	7.225e-09	-0.0028104	3.2148e-07	-3.2142e-07	0.0031208	2.56522e-08	-0.0031246	3.2208e-07	-3.2204e-07	0.0032568	1.0038e-07	-0.0032552	3.236e-07	-3.2354e-07
0.02	4.86952e-08	-5.47e-12	-4.8683e-08	3.2166e-07	-3.2168e-07	4.9578e-06	5.274e-11	-4.9543e-06	3.2144e-07	-3.2148e-07	0.00033682	3.7608e-10	-0.00033618	3.2086e-07	-3.2078e-07	0.0025048	1.8461e-09	-0.002505	3.2088e-07	-3.2082e-07	0.0037854	7.0311e-09	-0.0037878	3.2124e-07	-3.214e-07	0.0042226	2.49336e-08	-0.0042204	3.2256e-07	-3.2252e-07	0.0044028	9.71688e-08	-0.0044006	3.235e-07	-3.235e-07
0.025	5.68622e-08	-5.28e-12	-5.68038e-08	3.216e-07	-3.2162e-07	5.7998e-06	4.88e-11	-5.792e-06	3.2148e-07	-3.2134e-07	0.0003988	3.6199e-10	-0.00039834	3.2028e-07	-3.2028e-07	0.0030932	1.7864e-09	-0.0030918	3.2012e-07	-3.202e-07	0.0047422	6.8525e-09	-0.0047384	3.2144e-07	-3.2144e-07	0.0052976	2.42492e-08	-0.0052984	3.2206e-07	-3.219e-07	0.0055282	9.41974e-08	-0.0055298	3.2342e-07	-3.2288e-07
0.03	6.38402e-08	-4.88e-12	-6.38202e-08	3.2168e-07	-3.2166e-07	6.5237e-06	4.738e-11	-6.5242e-06	3.2146e-07	-3.2148e-07	0.0004539	3.5239e-10	-0.00045398	3.2086e-07	-3.2084e-07	0.0036642	1.7409e-09	-0.0036638	3.2088e-07	-3.2086e-07	0.0056974	6.6735e-09	-0.0056996	3.215e-07	-3.209e-07	0.0063876	2.35824e-08	-0.006387	3.2252e-07	-3.2254e-07	0.0066708	9.13104e-08	-0.0066744	3.2332e-07	-3.2336e-07
0.035	6.97696e-08	-8.28e-12	-6.97298e-08	3.2166e-07	-3.2162e-07	7.1397e-06	4.719e-11	-7.1384e-06	3.2148e-07	-3.2148e-07	0.00050242	3.5108e-10	-0.00050192	3.2086e-07	-3.2086e-07	0.0042062	1.6936e-09	-0.0042038	3.2086e-07	-3.2082e-07	0.0066352	6.5036e-09	-0.006638	3.2132e-07	-3.2154e-07	0.0074592	2.29328e-08	-0.0074584	3.224e-07	-3.2242e-07	0.007797	8.85318e-08	-0.0078008	3.2326e-07	-3.233e-07
0.04	7.48322e-08	-5.1e-12	-7.47836e-08	3.2168e-07	-3.217e-07	7.6724e-06	4.708e-11	-7.6723e-06	3.2152e-07	-3.2144e-07	0.00054404	3.446e-10	-0.00054442	3.209e-07	-3.2088e-07	0.0047216	1.6398e-09	-0.0047204	3.2088e-07	-3.209e-07	0.0075642	6.3318e-09	-0.007559	3.2098e-07	-3.2144e-07	0.0085248	2.2335e-08	-0.0085262	3.2242e-07	-3.2238e-07	0.0089194	8.59046e-08	-0.0089218	3.2264e-07	-3.2266e-07
0.045	7.92644e-08	-5.73e-12	-7.92016e-08	3.2158e-07	-3.216e-07	8.1316e-06	4.555e-11	-8.1288e-06	3.2146e-07	-3.2148e-07	0.0005818	3.3598e-10	-0.00058168	3.2028e-07	-3.2028e-07	0.0052206	1.5973e-09	-0.00522	3.2022e-07	-3.2082e-07	0.0084894	6.1636e-09	-0.0084886	3.2148e-07	-3.2148e-07	0.009606	2.16962e-08	-0.009604	3.224e-07	-3.2244e-07	0.010062	8.32488e-08	-0.0100622	3.2248e-07	-3.2254e-07
0.05	8.30434e-08	-9.8e-12	-8.29712e-08	3.2162e-07	-3.2154e-07	8.5283e-06	4.284e-11	-8.5307e-06	3.2152e-07	-3.2152e-07	0.0006153	3.3266e-10	-0.00061494	3.2082e-07	-3.208e-07	0.005686	1.5577e-09	-0.0056886	3.2082e-07	-3.2088e-07	0.009396	6.0079e-09	-0.0093954	3.209e-07	-3.2082e-07	0.0106632	2.11512e-08	-0.0106636	3.2156e-07	-3.216e-07	0.011184	8.08236e-08	-0.0111784	3.2314e-07	-3.2312e-07
0.055	8.6369e-08	-8.83e-12	-8.62852e-08	3.2166e-07	-3.2164e-07	8.8803e-06	4.187e-11	-8.8739e-06	3.2148e-07	-3.2144e-07	0.00064416	3.2013e-10	-0.00064412	3.2056e-07	-3.2094e-07	0.006137	1.5127e-09	-0.0061372	3.2026e-07	-3.2028e-07	0.0103058	5.8521e-09	-0.010305	3.2142e-07	-3.2146e-07	0.01176	2.0561e-08	-0.01174	3.2218e-07	-3.2228e-07	0.012344	7.8355e-08	-0.012328	3.2296e-07	-3.23e-07
0.06	8.92608e-08	-7.24e-12	-8.91642e-08	3.2164e-07	-3.2164e-07	9.187e-06	4.614e-11	-9.1818e-06	3.217e-07	-3.2174e-07	0.00066978	3.1817e-10	-0.00066954	3.2028e-07	-3.204e-07	0.006558	1.474e-09	-0.0065574	3.209e-07	-3.2092e-07	0.011186	5.7004e-09	-0.0111888	3.213e-07	-3.2142e-07	0.012812	2.0022e-08	-0.0128	3.2216e-07	-3.2218e-07	0.01346	7.60606e-08	-0.013438	3.2296e-07	-3.2294e-07
0.065	9.1823e-08	-1.161e-11	-9.1743e-08	3.2162e-07	-3.216e-07	9.4617e-06	4.2e-11	-9.455e-06	3.2134e-07	-3.2154e-07	0.00069304	3.1736e-10	-0.00069274	3.2086e-07	-3.209e-07	0.0069614	1.4392e-09	-0.0069602	3.2028e-07	-3.2036e-07	0.0121	5.5495e-09	-0.01208	3.214e-07	-3.2138e-07	0.013872	1.94876e-08	-0.013856	3.222e-07	-3.2218e-07	0.014596	7.37212e-08	-0.014572	3.2298e-07	-3.2294e-07
