vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.15V	ig_vd = 0.15V	is_vd = 0.15V	iavdd_vd = 0.15V	ignd_vd = 0.15V	id_vd = 0.3V	ig_vd = 0.3V	is_vd = 0.3V	iavdd_vd = 0.3V	ignd_vd = 0.3V	id_vd = 0.45V	ig_vd = 0.45V	is_vd = 0.45V	iavdd_vd = 0.45V	ignd_vd = 0.45V	id_vd = 0.6V	ig_vd = 0.6V	is_vd = 0.6V	iavdd_vd = 0.6V	ignd_vd = 0.6V	id_vd = 0.75V	ig_vd = 0.75V	is_vd = 0.75V	iavdd_vd = 0.75V	ignd_vd = 0.75V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
-0.3	7.04e-11	-4.6417e-10	-5.747e-11	3.122e-07	-3.1438e-07	1.3213e-09	-8.2437e-10	-3.7924e-10	3.1194e-07	-3.1224e-07	2.3243e-09	-1.5865e-09	-2.9033e-10	3.1268e-07	-3.1172e-07	2.9673e-09	-2.6242e-09	-3.0129e-10	3.1134e-07	-3.1324e-07	3.7315e-09	-4.4813e-09	3.7994e-10	3.1294e-07	-3.13e-07	7.0421e-09	-7.4733e-09	-5.4360000000000007e-11	3.1142e-07	-3.139e-07	1.33058e-08	-1.2651e-08	-2.1135000000000002e-10	3.1304e-07	-3.1154e-07
-0.295	1.1237e-09	-2.7386e-10	-2.9739000000000005e-10	3.1158e-07	-3.1346e-07	8.563e-10	-8.3543e-10	-3.5692000000000005e-10	3.1228e-07	-3.1206e-07	1.0571e-09	-1.5686e-09	-2.201e-10	3.1294e-07	-3.1132e-07	3.3029e-09	-2.623e-09	-3.6135000000000005e-10	3.1162e-07	-3.1306e-07	4.5932e-09	-4.3753e-09	3.0233000000000003e-10	3.1262e-07	-3.1344e-07	8.3004e-09	-7.3767e-09	-1.5747e-10	3.1128e-07	-3.1362e-07	1.19092e-08	-1.2371999999999998e-08	2.4348e-10	3.1372e-07	-3.115e-07
-0.29	9.667e-10	-3.0319e-10	-3.5140000000000005e-10	3.119e-07	-3.1342e-07	1.2752e-09	-5.3035e-10	1.1127e-10	3.1166e-07	-3.1386e-07	7.627e-10	-1.527e-09	-1.2395000000000002e-10	3.133e-07	-3.1128e-07	3.0852e-09	-2.6304e-09	-3.906e-10	3.1188e-07	-3.1258e-07	4.7528e-09	-4.2704e-09	2.2695000000000003e-10	3.1216e-07	-3.1372e-07	8.2228e-09	-7.2829e-09	-2.5624000000000004e-10	3.1118e-07	-3.1342e-07	1.1363e-08	-1.19764e-08	3.1408e-10	3.1272e-07	-3.1332e-07
-0.285	8.187e-10	-3.3979e-10	-3.7386e-10	3.1194e-07	-3.1292e-07	1.3723e-09	-5.374e-10	4.48e-12	3.117e-07	-3.1388e-07	1.6734e-09	-1.184e-09	2.1394e-10	3.1222e-07	-3.1358e-07	2.8264e-09	-2.6202e-09	-3.8186e-10	3.122e-07	-3.123e-07	4.8452e-09	-4.2032e-09	1.4308e-10	3.12e-07	-3.139e-07	8.0357e-09	-7.2071e-09	-3.2481000000000004e-10	3.1162e-07	-3.132e-07	1.1977999999999998e-08	-1.1743799999999998e-08	-1.6751000000000002e-10	3.1128e-07	-3.1362e-07
-0.28	1.0922e-09	-2.4047e-10	-2.9647e-10	3.1174e-07	-3.1354e-07	1.468e-09	-5.4068e-10	-1.0511e-10	3.1132e-07	-3.1396e-07	1.8232e-09	-1.1506e-09	1.1911000000000002e-10	3.1186e-07	-3.1386e-07	2.5397e-09	-2.5892e-09	-3.2794e-10	3.1236e-07	-3.119e-07	4.9353e-09	-4.1379e-09	2.324e-11	3.1166e-07	-3.1396e-07	7.757e-09	-7.1503e-09	-3.6432e-10	3.115e-07	-3.1286e-07	1.2462e-08	-1.1716999999999998e-08	-3.7337e-10	3.1208e-07	-3.1218e-07
-0.275	9.541e-10	-2.6275e-10	-3.4697000000000004e-10	3.1168e-07	-3.1334e-07	1.5197e-09	-5.503400000000001e-10	-2.0587e-10	3.1146e-07	-3.1384e-07	1.952e-09	-1.1469e-09	-4.400000000000001e-12	3.1158e-07	-3.1396e-07	2.1717e-09	-2.5569e-09	-2.5176e-10	3.1268e-07	-3.1142e-07	4.9719e-09	-4.0894e-09	-9.566000000000001e-11	3.1134e-07	-3.1382e-07	7.4486e-09	-7.0807e-09	-3.8743e-10	3.118e-07	-3.1252e-07	1.16694e-08	-1.15998e-08	2.099e-11	3.1348e-07	-3.1082e-07
-0.27	8.28e-10	-2.9944e-10	-3.7216e-10	3.1186e-07	-3.1318e-07	1.4785e-09	-5.7344e-10	-2.7652000000000004e-10	3.1138e-07	-3.1338e-07	2.0635e-09	-1.1509e-09	-1.3966e-10	3.1134e-07	-3.1372e-07	1.861e-09	-2.5096e-09	-1.7460000000000002e-10	3.1298e-07	-3.1138e-07	5.0141e-09	-4.0531e-09	-2.2506e-10	3.1146e-07	-3.1366e-07	7.1213e-09	-7.0037e-09	-3.6356e-10	3.1204e-07	-3.119e-07	1.054e-08	-1.1252e-08	3.8114e-10	3.132e-07	-3.1224e-07
-0.265	1.0875e-09	-1.9258e-10	-2.7965e-10	3.118e-07	-3.1358e-07	1.3272e-09	-5.9934e-10	-3.3584e-10	3.1156e-07	-3.1328e-07	2.1088e-09	-1.1524e-09	-2.3837e-10	3.1132e-07	-3.1362e-07	1.6351999999999999e-09	-2.4506e-09	-7.242e-11	3.1346e-07	-3.113e-07	4.9017e-09	-4.0337e-09	-3.1186000000000005e-10	3.1136e-07	-3.132e-07	6.7517e-09	-6.8988e-09	-2.9806e-10	3.1234e-07	-3.117e-07	1.06678e-08	-1.09366e-08	1.4294e-10	3.1192e-07	-3.138e-07
-0.26	9.697e-10	-2.1405000000000003e-10	-3.3216e-10	3.1174e-07	-3.1362e-07	1.1937e-09	-6.2052e-10	-3.6663e-10	3.1158e-07	-3.1284e-07	2.0304e-09	-1.172e-09	-3.1147e-10	3.1156e-07	-3.1328e-07	1.4616e-09	-2.3668e-09	3.628e-11	3.1336e-07	-3.1094e-07	4.6647e-09	-4.0005e-09	-3.5957000000000003e-10	3.117e-07	-3.1284e-07	6.331e-09	-6.7898e-09	-2.2883000000000003e-10	3.1292e-07	-3.114e-07	1.1417599999999998e-08	-1.08364e-08	-3.4345000000000004e-10	3.1144e-07	-3.1302e-07
-0.255	8.23e-10	-2.5519e-10	-3.6275e-10	3.1174e-07	-3.1304e-07	1.0391e-09	-6.4836e-10	-3.8705e-10	3.1182e-07	-3.1244e-07	1.8468e-09	-1.1989e-09	-3.611e-10	3.118e-07	-3.1312e-07	1.3385e-09	-2.3006e-09	1.4719e-10	3.1352e-07	-3.1132e-07	4.4553e-09	-3.9762e-09	-3.8295e-10	3.1192e-07	-3.1272e-07	5.9746e-09	-6.6784e-09	-1.379e-10	3.1302e-07	-3.1128e-07	1.14122e-08	-1.08502e-08	-2.3047e-10	3.127e-07	-3.1146e-07
-0.25	1.0761e-09	-1.5637000000000002e-10	-2.7093e-10	3.1164e-07	-3.1378e-07	8.599e-10	-6.6685e-10	-3.7943000000000005e-10	3.12e-07	-3.1226e-07	1.6559e-09	-1.2257e-09	-3.8956000000000005e-10	3.1178e-07	-3.1244e-07	1.3096e-09	-2.2171e-09	2.2507000000000003e-10	3.1366e-07	-3.1136e-07	4.1912e-09	-3.9463e-09	-3.7758000000000005e-10	3.1188e-07	-3.1218e-07	5.7108e-09	-6.5475e-09	-4.4050000000000006e-11	3.132e-07	-3.1116e-07	1.0188399999999998e-08	-1.06092e-08	2.3765e-10	3.1382e-07	-3.1156e-07
