vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	-1.566e-10	-2.75e-11	5.5e-13	3.262e-07	-3.2608e-07	-5.2697e-10	3.3566e-10	-1.5e-13	3.2596e-07	-3.257e-07	-8.4705e-10	6.7041e-10	-1.7e-13	3.2588e-07	-3.2572e-07	-2.0457e-09	1.8801e-09	-3.3e-13	3.2588e-07	-3.2578e-07	-5.9307e-09	5.787e-09	-1.09e-12	3.2582e-07	-3.2564e-07	-1.8726e-08	1.86158e-08	-1.6e-13	3.2428e-07	-3.2418e-07	-6.7696e-08	6.7647e-08	3e-14	3.2434e-07	-3.2414e-07
0.005	-1.2684e-10	-3.015e-11	-5e-13	3.2626e-07	-3.2606e-07	-4.7113e-10	3.2072e-10	-1.4e-13	3.2606e-07	-3.2584e-07	-7.7275e-10	6.4214e-10	3.8e-13	3.2588e-07	-3.2572e-07	-1.9165e-09	1.7938e-09	-2.4e-13	3.2582e-07	-3.2566e-07	-5.6532e-09	5.5469e-09	-3.2e-13	3.2578e-07	-3.2574e-07	-1.79152e-08	1.78506e-08	-2.8e-13	3.2436e-07	-3.2422e-07	-6.46646e-08	6.45976e-08	-1.1e-13	3.2428e-07	-3.2422e-07
0.01	-1.0348e-10	-3.424e-11	7e-14	3.2628e-07	-3.2606e-07	-4.316e-10	3.0789e-10	-1.04e-12	3.26e-07	-3.2588e-07	-7.1912e-10	6.1614e-10	-6.1e-13	3.2588e-07	-3.2578e-07	-1.8083e-09	1.7154e-09	-3.2e-13	3.259e-07	-3.2572e-07	-5.4092e-09	5.3308e-09	-7.2e-13	3.2592e-07	-3.2572e-07	-1.71786e-08	1.71296e-08	-2.3e-13	3.2424e-07	-3.2418e-07	-6.175e-08	6.1741e-08	-4.7e-13	3.2426e-07	-3.2418e-07
0.015	-8.351e-11	-3.741e-11	-1.2e-13	3.2616e-07	-3.2606e-07	-4.0151e-10	2.9301e-10	-6.8e-13	3.2598e-07	-3.2586e-07	-6.8025e-10	5.8897e-10	-8.9e-13	3.259e-07	-3.258e-07	-1.7112e-09	1.637e-09	-7.9e-13	3.2588e-07	-3.2574e-07	-5.1737e-09	5.117e-09	-1.9e-13	3.258e-07	-3.2576e-07	-1.64476e-08	1.64382e-08	-1.3e-13	3.2428e-07	-3.242e-07	-5.89948e-08	5.90094e-08	-5.8e-13	3.243e-07	-3.243e-07
0.02	-5.42e-11	-3.871e-11	-3.2e-13	3.2618e-07	-3.2604e-07	-3.6836e-10	2.8007e-10	-5e-13	3.2596e-07	-3.2588e-07	-6.3256e-10	5.6678e-10	-5.7e-13	3.259e-07	-3.2578e-07	-1.6218e-09	1.5673e-09	-6.3e-13	3.2588e-07	-3.2582e-07	-4.952e-09	4.9145e-09	-9.8e-13	3.258e-07	-3.258e-07	-1.57814e-08	1.57814e-08	6.6e-13	3.2422e-07	-3.2434e-07	-5.63764e-08	5.63768e-08	-1.3e-13	3.2428e-07	-3.243e-07
0.025	-3.906e-11	-4.294e-11	-7.5e-13	3.2618e-07	-3.2612e-07	-3.3315e-10	2.7161e-10	-4e-14	3.2596e-07	-3.259e-07	-5.8634e-10	5.439e-10	-4.8e-13	3.2592e-07	-3.2586e-07	-1.5276e-09	1.495e-09	-6.5e-13	3.259e-07	-3.2588e-07	-4.7378e-09	4.7127e-09	-1.4e-13	3.2582e-07	-3.2578e-07	-1.51276e-08	1.51482e-08	-2.5e-13	3.2426e-07	-3.243e-07	-5.38384e-08	5.3868e-08	-3.9e-13	3.2428e-07	-3.2436e-07
0.03	-1.902e-11	-4.585e-11	-4e-13	3.2612e-07	-3.2612e-07	-3.0922e-10	2.6015e-10	3e-14	3.26e-07	-3.2594e-07	-5.5512e-10	5.2448e-10	-3e-14	3.2582e-07	-3.2582e-07	-1.4379e-09	1.4301e-09	-2.5e-13	3.2588e-07	-3.2582e-07	-4.5243e-09	4.5307e-09	2.5e-13	3.2578e-07	-3.2584e-07	-1.45052e-08	1.4531e-08	-7.8e-13	3.2428e-07	-3.2434e-07	-5.14636e-08	5.15146e-08	-2.2e-13	3.2416e-07	-3.243e-07
0.035	5.9e-12	-4.817e-11	-5.5e-13	3.2612e-07	-3.2608e-07	-2.8466e-10	2.5029e-10	-6.3e-13	3.26e-07	-3.2598e-07	-5.1703e-10	5.0238e-10	-1e-14	3.2584e-07	-3.2582e-07	-1.3591e-09	1.3651e-09	-7.9e-13	3.2578e-07	-3.2584e-07	-4.3277e-09	4.3442e-09	-2.7e-13	3.2578e-07	-3.2578e-07	-1.39024e-08	1.39492e-08	-8e-13	3.2426e-07	-3.2428e-07	-4.91804e-08	4.92478e-08	-2e-14	3.2426e-07	-3.243e-07
0.04	2.501e-11	-5.07e-11	-1.12e-12	3.2614e-07	-3.2602e-07	-2.5099e-10	2.4075e-10	8e-13	3.2598e-07	-3.2608e-07	-4.7812e-10	4.8599e-10	6e-14	3.2586e-07	-3.2594e-07	-1.2847e-09	1.3056e-09	-7e-14	3.259e-07	-3.2588e-07	-4.1428e-09	4.1759e-09	-6.1e-13	3.2578e-07	-3.2588e-07	-1.33262e-08	1.33982e-08	-1.13e-12	3.2426e-07	-3.2434e-07	-4.70238e-08	4.7119e-08	-2.3e-13	3.2428e-07	-3.2436e-07
0.045	3.949e-11	-5.559e-11	-4.3e-13	3.2618e-07	-3.2612e-07	-2.2644e-10	2.3396e-10	-7e-13	3.2594e-07	-3.2602e-07	-4.4413e-10	4.6872e-10	-8.9e-13	3.259e-07	-3.2586e-07	-1.2073e-09	1.249e-09	-1.5e-13	3.2584e-07	-3.259e-07	-3.9544e-09	4.0063e-09	-4e-13	3.2578e-07	-3.2596e-07	-1.27712e-08	1.2861e-08	-1.27e-12	3.2436e-07	-3.2436e-07	-4.49252e-08	4.50504e-08	-6.7e-13	3.243e-07	-3.2436e-07
