Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	1.02581e-08	1.36789e-08	2.4679e-08	5.374e-08	1.58394e-07	5.98846e-07
0.005	9.5162e-09	1.27042e-08	2.3639e-08	5.2342e-08	1.55352e-07	5.89192e-07
0.01	8.5986e-09	1.15369e-08	2.2172e-08	5.0173e-08	1.50092e-07	5.73236e-07
0.015	7.64e-09	1.02784e-08	2.0679e-08	4.7709e-08	1.43622e-07	5.52672e-07
0.02	6.6458e-09	8.9806e-09	1.9245e-08	4.5322e-08	1.36946e-07	5.28292e-07
0.025	6.0631e-09	8.2394e-09	1.8035e-08	4.3228e-08	1.30838e-07	5.03112e-07
0.03	5.899e-09	7.9478e-09	1.7167e-08	4.1409e-08	1.25292e-07	4.79628e-07
0.035	5.6959e-09	7.4774e-09	1.6446e-08	3.9953e-08	1.20256e-07	4.57298e-07
0.04	5.5007e-09	7.0216e-09	1.5565e-08	3.8534e-08	1.1548e-07	4.35368e-07
0.045	5.3994e-09	6.9183e-09	1.4672e-08	3.6832e-08	1.10714e-07	4.1486e-07
0.05	5.1222e-09	6.6957e-09	1.41026e-08	3.534e-08	1.05936e-07	3.95736e-07
0.055	4.7134e-09	6.2197e-09	1.36392e-08	3.4191e-08	1.01376e-07	3.7704e-07
0.06	4.4257e-09	6.0163e-09	1.30031e-08	3.2857e-08	9.7262e-08	3.59208e-07
0.065	4.3049e-09	6.0519e-09	1.25233e-08	3.1492e-08	9.3249e-08	3.42902e-07
0.07	4.2862e-09	5.8868e-09	1.22651e-08	3.0546e-08	8.9375e-08	3.27322e-07
0.075	4.2744e-09	5.7257e-09	1.17862e-08	2.9693e-08	8.5989e-08	3.12408e-07
0.08	4.3189e-09	5.7222e-09	1.12229e-08	2.8603e-08	8.2712e-08	2.98582e-07
0.085	4.3467e-09	5.4793e-09	1.09154e-08	2.7553e-08	7.9465e-08	2.85164e-07
0.09	4.1503e-09	5.0721e-09	1.05682e-08	2.6786e-08	7.6658e-08	2.72318e-07
0.095	4.0633e-09	4.9626e-09	1.01137e-08	2.6047e-08	7.3868e-08	2.60444e-07
0.1	4.268e-09	4.9808e-09	9.8621e-09	2.5076e-08	7.1018e-08	2.48864e-07
0.105	4.3604e-09	4.838e-09	9.6372e-09	2.4184e-08	6.851e-08	2.37704e-07
0.11	4.3412e-09	4.8732e-09	9.3444e-09	2.3566e-08	6.5888e-08	2.27266e-07
0.115	4.434e-09	5.032e-09	9.2039e-09	2.2799e-08	6.3175e-08	2.16856e-07
0.12	4.4688e-09	4.8874e-09	8.9361e-09	2.1924e-08	6.1016e-08	2.0714e-07
0.125	4.2849e-09	4.9522e-09	8.4106e-09	2.1377e-08	5.9116e-08	1.98404e-07
0.13	4.1664e-09	5.3525e-09	8.0676e-09	2.0899e-08	5.6804e-08	1.89752e-07
0.135	4.2056e-09	5.1695e-09	7.9402e-09	2.017e-08	5.4394e-08	1.81638e-07
0.14	4.1044e-09	4.8894e-09	7.6646e-09	1.9494e-08	5.2403e-08	1.74234e-07
0.145	3.9457e-09	5.161e-09	7.3379e-09	1.9009e-08	5.0422e-08	1.66602e-07
0.15	4.0968e-09	4.957e-09	7.3199e-09	1.847e-08	4.8321e-08	1.59284e-07
0.155	4.3455e-09	4.3007e-09	7.1814e-09	1.78815e-08	4.6778e-08	1.5275e-07
0.16	4.435e-09	4.4045e-09	6.8365e-09	1.7451e-08	4.5574e-08	1.46292e-07
0.165	4.696e-09	4.5968e-09	7.017e-09	1.71117e-08	4.3916e-08	1.40092e-07
0.17	4.9803e-09	4.2238e-09	7.3471e-09	1.65848e-08	4.2211e-08	1.3427e-07
0.175	4.7721e-09	4.3214e-09	7.1295e-09	1.5978e-08	4.0896e-08	1.28648e-07
0.18	4.4671e-09	4.8448e-09	6.9574e-09	1.54992e-08	3.9637e-08	1.23494e-07
0.185	4.6513e-09	5.0914e-09	7.0125e-09	1.49268e-08	3.8376e-08	1.18758e-07
0.19	4.7417e-09	5.2388e-09	6.5315e-09	1.42599e-08	3.7273e-08	1.14054e-07
0.195	4.5861e-09	5.4767e-09	6.1175e-09	1.37214e-08	3.6202e-08	1.09486e-07
0.2	5.0665e-09	5.5238e-09	6.3498e-09	1.33992e-08	3.5001e-08	1.0509e-07
0.205	5.5731e-09	5.3887e-09	6.5517e-09	1.32525e-08	3.3787e-08	1.00677e-07
0.21	5.3066e-09	5.313e-09	6.4117e-09	1.30845e-08	3.2839e-08	9.6537e-08
0.215	5.2756e-09	5.2999e-09	6.2782e-09	1.2803e-08	3.199e-08	9.2961e-08
0.22	5.3558e-09	5.2345e-09	6.2635e-09	1.24376e-08	3.096e-08	8.9547e-08
0.225	4.9662e-09	5.2236e-09	6.2243e-09	1.20433e-08	2.9941e-08	8.6066e-08
0.23	5.1798e-09	5.5119e-09	6.2666e-09	1.15917e-08	2.9075e-08	8.2832e-08
0.235	5.899e-09	5.6623e-09	6.3023e-09	1.12087e-08	2.8288e-08	7.9663e-08
0.24	5.9475e-09	5.5735e-09	6.3873e-09	1.12572e-08	2.7437e-08	7.6505e-08
0.245	6.0013e-09	5.6899e-09	6.2977e-09	1.13807e-08	2.6787e-08	7.3942e-08
0.25	6.4143e-09	5.8038e-09	6.023e-09	1.102e-08	2.6402e-08	7.1726e-08
0.255	6.1631e-09	5.4777e-09	6.0616e-09	1.08348e-08	2.5736e-08	6.9186e-08
0.26	5.6473e-09	5.3516e-09	6.2721e-09	1.09126e-08	2.4808e-08	6.6667e-08
0.265	5.7549e-09	5.9084e-09	6.3759e-09	1.03218e-08	2.40144e-08	6.4498e-08
0.27	6.1522e-09	6.2552e-09	6.6299e-09	9.6653e-09	2.34082e-08	6.2104e-08
0.275	6.3512e-09	6.1875e-09	6.9832e-09	9.6349e-09	2.28456e-08	5.9548e-08
0.28	6.59e-09	6.3419e-09	6.7509e-09	9.4639e-09	2.21409e-08	5.742e-08
0.285	6.9063e-09	6.5981e-09	6.4153e-09	9.1733e-09	2.14959e-08	5.5384e-08
0.29	7.0338e-09	6.5232e-09	6.7133e-09	9.2404e-09	2.10694e-08	5.335e-08
0.295	6.9874e-09	6.1283e-09	7.0371e-09	9.4886e-09	2.04957e-08	5.1515e-08
0.3	7.0847e-09	6.1157e-09	7.1032e-09	9.6213e-09	1.97475e-08	4.9842e-08
0.305	7.2791e-09	6.8449e-09	7.3802e-09	9.4285e-09	1.94301e-08	4.863e-08
0.31	7.3282e-09	7.1735e-09	7.6796e-09	9.2308e-09	1.95388e-08	4.777e-08
0.315	7.397e-09	7.003e-09	7.4455e-09	9.2464e-09	1.92466e-08	4.642e-08
0.32	7.403e-09	7.3286e-09	7.1964e-09	9.0469e-09	1.8469e-08	4.4875e-08
0.325	7.444e-09	7.5618e-09	7.2616e-09	8.7254e-09	1.78588e-08	4.374e-08
0.33	7.736e-09	7.107e-09	7.4073e-09	8.7552e-09	1.7585e-08	4.227e-08
0.335	7.974e-09	6.927e-09	7.5629e-09	8.9953e-09	1.69609e-08	4.0498e-08
0.34	8.019e-09	7.284e-09	7.2983e-09	9.1666e-09	1.6308e-08	3.9142e-08
0.345	8.232e-09	7.726e-09	7.168e-09	9.3017e-09	1.62324e-08	3.8043e-08
0.35	8.555e-09	7.992e-09	7.579e-09	9.3979e-09	1.5969e-08	3.6837e-08
0.355	8.595e-09	8.037e-09	7.672e-09	9.2097e-09	1.55409e-08	3.5735e-08
0.36	8.46e-09	8.238e-09	7.767e-09	8.827e-09	1.55211e-08	3.4744e-08
0.365	8.446e-09	8.209e-09	8.478e-09	9.779e-09	1.55003e-08	3.3877e-08
0.37	8.543e-09	7.623e-09	9.307e-09	1.1038e-08	1.53357e-08	3.3234e-08
0.375	8.492e-09	7.571e-09	9.467e-09	1.0252e-08	1.51951e-08	3.26275e-08
0.38	8.559e-09	8.312e-09	9.032e-09	9.439e-09	1.46551e-08	3.20519e-08
0.385	8.727e-09	8.518e-09	8.771e-09	9.612e-09	1.40243e-08	3.14802e-08
0.39	9.021e-09	8.624e-09	8.715e-09	8.739e-09	1.39023e-08	3.07572e-08
0.395	9.759e-09	9.218e-09	8.324e-09	7.712e-09	1.4055e-08	3.0177e-08
0.4	9.929e-09	9.385e-09	8.008e-09	8.546e-09	1.4129e-08	2.97402e-08
0.405	9.077e-09	9.459e-09	8.599e-09	9.963e-09	1.3507e-08	2.88752e-08
0.41	9.005e-09	9.965e-09	9.345e-09	1.0695e-08	1.2782e-08	2.80309e-08
0.415	1.004e-08	1.0111e-08	9.643e-09	1.0877e-08	1.3054e-08	2.73166e-08
0.42	1.0283e-08	1.0277e-08	9.895e-09	1.1181e-08	1.3204e-08	2.63046e-08
0.425	1.046e-08	1.0835e-08	1.0294e-08	1.1327e-08	1.2879e-08	2.54147e-08
0.43	1.1471e-08	1.0662e-08	1.0442e-08	1.0408e-08	1.3366e-08	2.50862e-08
0.435	1.1328e-08	1.0313e-08	1.0211e-08	9.796e-09	1.3963e-08	2.49688e-08
0.44	1.0135e-08	1.08e-08	1.026e-08	9.785e-09	1.3599e-08	2.47878e-08
0.445	1.0137e-08	1.0893e-08	1.0447e-08	9.487e-09	1.3213e-08	2.47921e-08
0.45	1.058e-08	1.0413e-08	1.0406e-08	9.934e-09	1.3317e-08	2.4597e-08
0.455	1.0567e-08	1.0761e-08	1.053e-08	1.1016e-08	1.3458e-08	2.40189e-08
0.46	1.1384e-08	1.137e-08	1.1067e-08	1.1423e-08	1.3674e-08	2.34641e-08
0.465	1.2298e-08	1.1639e-08	1.1712e-08	1.1535e-08	1.4056e-08	2.27894e-08
0.47	1.2428e-08	1.2093e-08	1.2125e-08	1.1839e-08	1.4252e-08	2.19443e-08
0.475	1.2672e-08	1.2616e-08	1.2274e-08	1.2119e-08	1.4e-08	2.17036e-08
0.48	1.3037e-08	1.2842e-08	1.2459e-08	1.2334e-08	1.3554e-08	2.17178e-08
0.485	1.3033e-08	1.2892e-08	1.2346e-08	1.2198e-08	1.3434e-08	2.1255e-08
0.49	1.2881e-08	1.2839e-08	1.1548e-08	1.2153e-08	1.328e-08	2.1237e-08
0.495	1.2763e-08	1.3005e-08	1.1766e-08	1.2493e-08	1.2384e-08	2.1422e-08
0.5	1.2579e-08	1.3306e-08	1.3409e-08	1.2515e-08	1.2111e-08	2.0828e-08
0.505	1.261e-08	1.3364e-08	1.3951e-08	1.2455e-08	1.3468e-08	2.0185e-08
0.51	1.2756e-08	1.3456e-08	1.2866e-08	1.281e-08	1.4046e-08	2.0183e-08
0.515	1.313e-08	1.3353e-08	1.2757e-08	1.3375e-08	1.3752e-08	2.0266e-08
0.52	1.3776e-08	1.323e-08	1.323e-08	1.3779e-08	1.4737e-08	1.9984e-08
0.525	1.4119e-08	1.3711e-08	1.2312e-08	1.3779e-08	1.5482e-08	1.9732e-08
0.53	1.4259e-08	1.4184e-08	1.2229e-08	1.3798e-08	1.4784e-08	1.9802e-08
0.535	1.4978e-08	1.4437e-08	1.4137e-08	1.3978e-08	1.4577e-08	1.9704e-08
0.54	1.5647e-08	1.5225e-08	1.5701e-08	1.3691e-08	1.5423e-08	1.9198e-08
0.545	1.5838e-08	1.626e-08	1.5987e-08	1.3537e-08	1.6129e-08	1.9045e-08
0.55	1.6499e-08	1.6468e-08	1.5936e-08	1.4481e-08	1.6234e-08	1.9561e-08
0.555	1.6083e-08	1.5616e-08	1.564e-08	1.5586e-08	1.6183e-08	1.978e-08
0.56	1.5099e-08	1.4798e-08	1.5525e-08	1.577e-08	1.6052e-08	1.9271e-08
0.565	1.5846e-08	1.471e-08	1.5584e-08	1.547e-08	1.5509e-08	1.9176e-08
0.57	1.6515e-08	1.4811e-08	1.5195e-08	1.5208e-08	1.5363e-08	1.9372e-08
0.575	1.6159e-08	1.4726e-08	1.5384e-08	1.5121e-08	1.5708e-08	1.8742e-08
0.58	1.7305e-08	1.5655e-08	1.6253e-08	1.5674e-08	1.5659e-08	1.8395e-08
0.585	1.9124e-08	1.7235e-08	1.6627e-08	1.6697e-08	1.5816e-08	1.8978e-08
0.59	1.9145e-08	1.806e-08	1.6762e-08	1.7594e-08	1.6439e-08	1.9637e-08
0.595	1.8787e-08	1.834e-08	1.7236e-08	1.7915e-08	1.6802e-08	2.0149e-08
0.6	1.917e-08	1.8084e-08	1.7609e-08	1.7627e-08	1.7459e-08	2.0172e-08
0.605	1.9707e-08	1.7344e-08	1.7904e-08	1.7275e-08	1.8473e-08	2.0291e-08
0.61	1.989e-08	1.6695e-08	1.8675e-08	1.7261e-08	1.8808e-08	2.0887e-08
0.615	2.0131e-08	1.6388e-08	1.9591e-08	1.7769e-08	1.8274e-08	2.0881e-08
0.62	2.0854e-08	1.5795e-08	1.9622e-08	1.8107e-08	1.7739e-08	2.0718e-08
0.625	2.1771e-08	1.5737e-08	1.9678e-08	1.8182e-08	1.8035e-08	2.1197e-08
0.63	2.2472e-08	1.753e-08	2.0736e-08	1.9855e-08	1.8584e-08	2.1446e-08
0.635	2.2513e-08	1.9567e-08	2.0745e-08	2.1704e-08	1.8812e-08	2.122e-08
0.64	2.2236e-08	2.0535e-08	1.9479e-08	2.0862e-08	1.9844e-08	2.089e-08
0.645	2.2271e-08	2.1426e-08	1.9275e-08	2.0583e-08	2.1541e-08	2.0697e-08
0.65	2.2905e-08	2.1827e-08	2.0251e-08	2.1798e-08	2.1658e-08	2.1669e-08
0.655	2.3378e-08	2.1562e-08	2.1016e-08	2.026e-08	2.0826e-08	2.1975e-08
0.66	2.3192e-08	2.0988e-08	2.1485e-08	1.8667e-08	2.1271e-08	2.1028e-08
0.665	2.3082e-08	1.9495e-08	2.1645e-08	2.066e-08	2.1709e-08	2.1378e-08
0.67	2.3369e-08	1.9396e-08	2.1581e-08	2.1967e-08	2.1149e-08	2.169e-08
0.675	2.3504e-08	2.1501e-08	2.2891e-08	2.1597e-08	2.163e-08	2.0439e-08
0.68	2.339e-08	2.2341e-08	2.3546e-08	2.2432e-08	2.2916e-08	2.0125e-08
0.685	2.3827e-08	2.2694e-08	2.1997e-08	2.3208e-08	2.2939e-08	2.218e-08
0.69	2.4997e-08	2.448e-08	2.1378e-08	2.3088e-08	2.2826e-08	2.3555e-08
0.695	2.6313e-08	2.528e-08	2.1703e-08	2.3696e-08	2.3345e-08	2.3405e-08
0.7	2.6741e-08	2.4996e-08	1.9743e-08	2.5713e-08	2.3332e-08	2.4652e-08
0.705	2.6879e-08	2.4851e-08	1.8222e-08	2.7634e-08	2.3323e-08	2.612e-08
0.71	2.8136e-08	2.3692e-08	2.0998e-08	2.675e-08	2.3895e-08	2.5304e-08
0.715	2.9886e-08	2.3335e-08	2.3495e-08	2.4155e-08	2.4282e-08	2.4698e-08
0.72	2.9879e-08	2.517e-08	2.3288e-08	2.4637e-08	2.4465e-08	2.4997e-08
0.725	2.8129e-08	2.62e-08	2.3443e-08	2.6847e-08	2.5291e-08	2.4565e-08
0.73	2.8411e-08	2.6892e-08	2.4287e-08	2.6191e-08	2.6478e-08	2.4893e-08
0.735	3.0056e-08	2.8824e-08	2.4577e-08	2.6066e-08	2.6979e-08	2.5491e-08
0.74	2.9429e-08	2.9094e-08	2.5533e-08	2.873e-08	2.6842e-08	2.5091e-08
0.745	2.9654e-08	2.6909e-08	2.7319e-08	2.912e-08	2.7358e-08	2.5692e-08
0.75	3.2538e-08	2.6174e-08	2.8091e-08	2.5722e-08	2.7753e-08	2.6884e-08
0.755	3.3527e-08	2.7679e-08	2.9281e-08	2.4359e-08	2.719e-08	2.7332e-08
0.76	3.3414e-08	2.9016e-08	3.0306e-08	2.7322e-08	2.7638e-08	2.8104e-08
0.765	3.4111e-08	3.0285e-08	2.9053e-08	2.8848e-08	2.8667e-08	2.8846e-08
0.77	3.3539e-08	3.1753e-08	2.8889e-08	2.7807e-08	2.8098e-08	2.9066e-08
0.775	3.2651e-08	3.1984e-08	3.0008e-08	2.7727e-08	2.7674e-08	2.8727e-08
0.78	3.234e-08	3.0874e-08	2.9065e-08	2.7485e-08	2.9353e-08	2.7488e-08
0.785	3.1636e-08	3.0148e-08	2.7554e-08	2.6487e-08	2.9766e-08	2.744e-08
0.79	3.2316e-08	2.9968e-08	2.7984e-08	2.7886e-08	2.9158e-08	2.951e-08
0.795	3.4243e-08	3.0928e-08	2.9022e-08	2.9541e-08	3.1427e-08	3.0544e-08
0.8	3.5358e-08	3.4367e-08	3.0066e-08	2.9893e-08	3.3518e-08	3.0564e-08
0.805	3.7361e-08	3.5498e-08	3.151e-08	3.2243e-08	3.3068e-08	3.1809e-08
0.81	3.9501e-08	3.3337e-08	3.2273e-08	3.3402e-08	3.3674e-08	3.2912e-08
0.815	3.9855e-08	3.4393e-08	3.2914e-08	3.1616e-08	3.5376e-08	3.3481e-08
0.82	4.0657e-08	3.6495e-08	3.3453e-08	3.1669e-08	3.4769e-08	3.4751e-08
0.825	4.2243e-08	3.4981e-08	3.2994e-08	3.3045e-08	3.3134e-08	3.6326e-08
0.83	4.2136e-08	3.4336e-08	3.2393e-08	3.5292e-08	3.248e-08	3.6689e-08
0.835	4.1152e-08	3.7774e-08	3.3174e-08	3.8015e-08	3.199e-08	3.5575e-08
0.84	4.0959e-08	3.9497e-08	3.3864e-08	3.6041e-08	3.1228e-08	3.445e-08
0.845	4.1285e-08	3.7607e-08	3.3785e-08	3.3238e-08	3.1965e-08	3.4416e-08
0.85	4.1858e-08	3.7738e-08	3.4862e-08	3.4204e-08	3.5554e-08	3.4456e-08
0.855	4.2768e-08	4.0551e-08	3.5538e-08	3.3697e-08	3.8434e-08	3.4682e-08
0.86	4.409e-08	4.1893e-08	3.5721e-08	3.2393e-08	3.9938e-08	3.6363e-08
0.865	4.5118e-08	4.1387e-08	3.7353e-08	3.6416e-08	4.124e-08	3.7784e-08
0.87	4.456e-08	4.159e-08	3.8562e-08	4.1074e-08	3.9891e-08	3.8442e-08
0.875	4.4064e-08	4.2958e-08	3.8615e-08	4.093e-08	3.7568e-08	3.8524e-08
0.88	4.565e-08	4.4214e-08	3.9525e-08	3.8809e-08	3.9143e-08	3.8656e-08
0.885	4.7486e-08	4.2824e-08	4.0725e-08	3.69e-08	4.1937e-08	3.9536e-08
0.89	4.903e-08	3.9804e-08	4.1334e-08	3.531e-08	4.3744e-08	4.0196e-08
