Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.389052	0.3997	0.4595
20	0.393649	0.3949	0.4586
30	0.39781	0.4065	0.2907
40	0.401591	0.3975	0.2904
50	0.405242	0.4049	0.2912
60	0.408756	0.404	0.4598
70	0.411941	0.4031	0.475
80	0.414924	0.3973	0.3794
90	0.417563	0.4086	0.3616
100	0.420118	0.4035	0.3839
150	0.429993	0.4007	0.3751
300	0.43854	0.4073	0.3679
450	0.438382	0.4068	0.3707
600	0.437473	0.4152	0.3785
750	0.436364	0.4019	0.3769
900	0.43509	0.397	0.3725
