Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-0.100004	-1.2088e-09	0.100006	4.9464e-07	-4.6248e-07	-0.100008	-9.927e-10	0.100004	4.968e-07	-4.6412e-07	-0.072128	-5.8231e-10	0.072186	4.9998e-07	-4.624e-07	-0.033126	-1.363e-11	0.033102	5.0462e-07	-4.6028e-07	-0.0073492	7.6237e-10	0.0073334	5.071e-07	-4.5818e-07	-0.00048966	1.7324e-09	0.00048862	5.075e-07	-4.5746e-07	-1.783e-05	3.0053e-09	1.7772e-05	5.091e-07	-4.5728e-07
0.005	-0.100008	-1.2159e-09	0.100004	4.9452e-07	-4.6252e-07	-0.100008	-9.991e-10	0.100004	4.9678e-07	-4.6424e-07	-0.071996	-5.8507e-10	0.071992	4.9946e-07	-4.6252e-07	-0.03296	-2.508e-11	0.03296	5.0354e-07	-4.6026e-07	-0.0072696	7.4466e-10	0.0072692	5.0604e-07	-4.5818e-07	-0.0004816	1.6983e-09	0.00048162	5.0634e-07	-4.5728e-07	-1.751e-05	2.9592e-09	1.7462e-05	5.0802e-07	-4.5726e-07
0.01	-0.100008	-1.2246e-09	0.100004	4.9382e-07	-4.6256e-07	-0.10001	-1.0047e-09	0.100006	4.9616e-07	-4.6432e-07	-0.071808	-5.8984e-10	0.071808	4.989e-07	-4.6276e-07	-0.032818	-3.077e-11	0.03281	5.027e-07	-4.602e-07	-0.0072034	7.2463e-10	0.007203	5.0492e-07	-4.5816e-07	-0.00047442	1.6727e-09	0.00047446	5.0516e-07	-4.572e-07	-1.7196e-05	2.9097e-09	1.7134e-05	5.0698e-07	-4.5736e-07
0.015	-0.100006	-1.2307e-09	0.100006	4.934e-07	-4.6264e-07	-0.100008	-1.0094e-09	0.100004	4.9556e-07	-4.645e-07	-0.071624	-5.9723e-10	0.071624	4.9828e-07	-4.6278e-07	-0.03268	-4.223e-11	0.032668	5.0182e-07	-4.6024e-07	-0.0071408	7.0143e-10	0.0071408	5.0398e-07	-4.5814e-07	-0.00046772	1.6399e-09	0.00046774	5.0422e-07	-4.5732e-07	-1.6884e-05	2.8708e-09	1.682e-05	5.0594e-07	-4.5728e-07
0.02	-0.100006	-1.2386e-09	0.100004	4.927e-07	-4.625e-07	-0.10001	-1.0155e-09	0.100004	4.9514e-07	-4.6448e-07	-0.071424	-5.9927e-10	0.071428	4.975e-07	-4.628e-07	-0.032536	-5.437e-11	0.032532	5.0094e-07	-4.603e-07	-0.0070766	6.865e-10	0.0070778	5.0294e-07	-4.5814e-07	-0.0004606	1.6107e-09	0.00046046	5.0342e-07	-4.5734e-07	-1.657e-05	2.8251e-09	1.6532e-05	5.0494e-07	-4.5728e-07
0.025	-0.100006	-1.2469e-09	0.100004	4.9218e-07	-4.6252e-07	-0.10001	-1.0194e-09	0.100006	4.9442e-07	-4.6454e-07	-0.07124	-6.0407e-10	0.071234	4.9678e-07	-4.6294e-07	-0.032382	-6.166e-11	0.03238	5.0008e-07	-4.602e-07	-0.0070132	6.6757e-10	0.0070144	5.0198e-07	-4.5818e-07	-0.00045392	1.5841e-09	0.00045392	5.0236e-07	-4.5728e-07	-1.6274e-05	2.7801e-09	1.6216e-05	5.0388e-07	-4.5726e-07
0.03	-0.100008	-1.2562e-09	0.100004	4.9158e-07	-4.628e-07	-0.10001	-1.028e-09	0.100004	4.9382e-07	-4.6444e-07	-0.071042	-6.0927e-10	0.071046	4.9624e-07	-4.6294e-07	-0.032244	-7.285e-11	0.03224	4.9922e-07	-4.6026e-07	-0.0069506	6.4589e-10	0.0069522	5.0098e-07	-4.581e-07	-0.00044752	1.5547e-09	0.00044728	5.0136e-07	-4.5728e-07	-1.5962e-05	2.7402e-09	1.5922e-05	5.0292e-07	-4.573e-07
0.035	-0.100008	-1.257e-09	0.100004	4.9106e-07	-4.6276e-07	-0.100008	-1.0306e-09	0.100002	4.9336e-07	-4.646e-07	-0.070848	-6.1036e-10	0.070848	4.9546e-07	-4.6282e-07	-0.032098	-8.344e-11	0.0321	4.9844e-07	-4.603e-07	-0.0068888	6.331e-10	0.0068892	5.0008e-07	-4.5806e-07	-0.00044062	1.5258e-09	0.00044034	5.0056e-07	-4.5732e-07	-1.5688e-05	2.6976e-09	1.561e-05	5.019e-07	-4.5726e-07
0.04	-0.100004	-1.2636e-09	0.100004	4.9032e-07	-4.6272e-07	-0.10001	-1.0329e-09	0.100004	4.928e-07	-4.6468e-07	-0.07066	-6.1553e-10	0.070658	4.9486e-07	-4.629e-07	-0.031954	-8.68e-11	0.031956	4.9758e-07	-4.6026e-07	-0.0068274	6.1459e-10	0.0068274	4.9914e-07	-4.581e-07	-0.00043396	1.4998e-09	0.00043374	4.9972e-07	-4.5744e-07	-1.5368e-05	2.6522e-09	1.5336e-05	5.0092e-07	-4.5732e-07
0.045	-0.100004	-1.2726e-09	0.100006	4.8992e-07	-4.6266e-07	-0.10001	-1.0368e-09	0.100002	4.9218e-07	-4.6472e-07	-0.070472	-6.2343e-10	0.07046	4.944e-07	-4.6302e-07	-0.031812	-9.652e-11	0.0318	4.9676e-07	-4.6026e-07	-0.006766	5.936e-10	0.006765	4.9826e-07	-4.581e-07	-0.00042752	1.4694e-09	0.00042742	4.9872e-07	-4.5722e-07	-1.5112e-05	2.6146e-09	1.5068e-05	4.9994e-07	-4.574e-07
