gm,Vd=0V	gm,Vd=0.15V	gm,Vd=0.3V	gm,Vd=0.45V	gm,Vd=0.6V	gm,Vd=0.75V	gm,Vd=0.9V
3.40000000000006e-07	1.17280000000003e-07	7.44000000000012e-08	5.2400000000001e-08	2.72600000000006e-08	1.29200000000003e-08	1.02400000000002e-09
4.05999999999998e-07	2.02399999999998e-07	1.06099999999999e-07	5.83999999999997e-08	2.96199999999999e-08	1.414e-08	-6.76999999999961e-10
5.06000000000001e-07	2.9546e-07	1.484e-07	7.22400000000001e-08	3.57700000000001e-08	1.682e-08	-1.84899999999998e-09
5.65999999999999e-07	3.19859999999999e-07	1.6916e-07	8.50999999999999e-08	4.07199999999999e-08	1.86299999999999e-08	-1.89499999999999e-09
6.49999999999999e-07	3.663e-07	1.916e-07	9.62800000000001e-08	4.594e-08	2.21500000000001e-08	-9.67999999999967e-10
7.27999999999999e-07	4.07459999999999e-07	2.18219999999999e-07	1.0796e-07	5.30699999999999e-08	2.56e-08	-9.74999999999965e-10
8.64000000000002e-07	4.76500000000001e-07	2.5188e-07	1.2352e-07	6.03500000000001e-08	2.843e-08	-1.48499999999998e-09
1.004e-06	5.513e-07	2.8108e-07	1.3976e-07	6.90799999999998e-08	3.24099999999999e-08	-7.39999999999993e-10
1.092e-06	6.08e-07	3.0832e-07	1.5754e-07	7.772e-08	3.745e-08	-1.55000000000001e-09
1.274e-06	6.86459999999998e-07	3.47959999999999e-07	1.7872e-07	8.73399999999997e-08	4.145e-08	-1.11500000000002e-09
1.466e-06	7.7494e-07	3.9844e-07	1.9986e-07	9.915e-08	4.70200000000001e-08	-1.14900000000002e-09
1.606e-06	8.66379999999999e-07	4.4554e-07	2.257e-07	1.1221e-07	5.49399999999999e-08	-1.10300000000002e-09
1.82e-06	9.73900000000001e-07	5.026e-07	2.5844e-07	1.2619e-07	6.211e-08	-9.5700000000002e-10
2.056e-06	1.09124e-06	5.65779999999999e-07	2.90139999999999e-07	1.4216e-07	6.99299999999999e-08	-7.12000000000025e-10
