gds,Vg=0V	gds,Vg=0.15V	gds,Vg=0.3V	gds,Vg=0.45V	gds,Vg=0.6V	gds,Vg=0.75V	gds,Vg=0.9V
0.0123999999999999	0.00399999999999984	0.00480000000000029	0.00195999999999998	0.000106800000000001	1.77999999999996e-06	1.12039999999999e-07
0.00979999999999939	0.00420000000000004	0.00460000000000009	0.00178000000000001	8.92000000000004e-05	1.53999999999999e-06	1.4228e-07
0.00679999999999986	0.0057999999999999	0.00400000000000001	0.00164000000000002	9.6599999999999e-05	1.51000000000001e-06	2.217e-07
0.00660000000000036	0.00639999999999981	0.00400000000000001	0.00171999999999998	0.0001044	1.44e-06	2.5928e-07
0.00640000000000015	0.0060000000000001	0.00419999999999986	0.00155999999999997	7.94000000000006e-05	1.32999999999999e-06	1.88260000000001e-07
0.00739999999999977	0.00640000000000016	0.00420000000000004	0.00146	7.87999999999993e-05	1.63e-06	1.3598e-07
0.00759999999999997	0.0052	0.00420000000000004	0.00158000000000003	9.87999999999998e-05	1.52000000000001e-06	1.8924e-07
0.00640000000000015	0.00539999999999985	0.00459999999999992	0.00156000000000002	9.25999999999997e-05	1.53000000000001e-06	2.3122e-07
0.00700000000000007	0.00639999999999981	0.00460000000000009	0.00165999999999999	8.69999999999997e-05	1.69e-06	1.9906e-07
0.00739999999999977	0.0057999999999999	0.00400000000000001	0.00163999999999997	8.48000000000003e-05	1.058e-06	1.4968e-07
0.00719999999999957	0.0062000000000003	0.00419999999999986	0.00151999999999999	8.06000000000005e-05	1.15400000000001e-06	1.5278e-07
0.00720000000000027	0.00619999999999996	0.00420000000000004	0.00158000000000003	8.78000000000001e-05	1.64599999999999e-06	1.9708e-07
0.00700000000000006	0.0055999999999997	0.00400000000000001	0.00156000000000002	9.37999999999997e-05	1.50999999999999e-06	2.00199999999999e-07
0.00739999999999976	0.0062000000000003	0.00459999999999991	0.00153999999999996	8.50000000000006e-05	1.32599999999999e-06	1.6314e-07
0.00720000000000026	0.0062000000000003	0.00460000000000009	0.00146	8.51999999999999e-05	1.23000000000001e-06	1.44060000000001e-07
0.00780000000000017	0.00599999999999976	0.00440000000000007	0.00162000000000001	9.87999999999999e-05	1.43800000000001e-06	1.6476e-07
0.00780000000000016	0.00619999999999995	0.00439999999999989	0.00163999999999997	8.45999999999998e-05	1.41599999999999e-06	1.8526e-07
0.00660000000000036	0.00619999999999996	0.00420000000000004	0.00154000000000001	8.63999999999998e-05	1.304e-06	1.6994e-07
0.00679999999999987	0.00599999999999976	0.00440000000000007	0.0016	4.92000000000009e-05	1.486e-06	1.4786e-07
0.00719999999999956	0.00640000000000015	0.00439999999999989	0.00159999999999999	9.57999999999999e-05	1.436e-06	1.49339999999999e-07
0.00719999999999957	0.00619999999999996	0.00420000000000004	0.00154000000000001	8.2399999999999e-05	1.35e-06	1.5782e-07
0.00740000000000047	0.0057999999999999	0.00440000000000007	0.00144000000000004	6.76000000000004e-05	1.402e-06	1.57720000000001e-07
0.00759999999999996	0.00580000000000024	0.00499999999999997	0.00151999999999999	0.000119000000000001	1.224e-06	1.506e-07
0.00739999999999977	0.00640000000000016	0.00440000000000007	0.00161999999999996	9.59999999999992e-05	1.234e-06	1.431e-07
0.00820000000000057	0.00660000000000001	0.00359999999999996	0.00170000000000001	0.000107199999999999	1.53600000000001e-06	1.4436e-07
0.00759999999999996	0.0060000000000001	0.00400000000000001	0.00152000000000004	9.07999999999998e-05	1.39e-06	1.4504e-07
0.00759999999999996	0.0063999999999998	0.00440000000000006	0.00148000000000001	7.52000000000008e-05	1.06999999999999e-06	1.4438e-07
0.00840000000000007	0.00599999999999975	0.00439999999999989	0.00159999999999999	5.82000000000002e-05	1.336e-06	1.39979999999999e-07
0.00739999999999978	0.00619999999999997	0.00459999999999993	0.00152	8.31999999999997e-05	1.27600000000001e-06	1.33880000000001e-07
0.00739999999999978	0.00680000000000022	0.00440000000000007	0.00141999999999998	9.50000000000012e-05	1.258e-06	1.3316e-07
0.00879999999999977	0.0068000000000002	0.00460000000000009	0.00148000000000001	7.48e-05	1.278e-06	1.2946e-07
0.00780000000000016	0.0063999999999998	0.00440000000000006	0.00164000000000002	4.57999999999987e-05	1.25800000000001e-06	1.3016e-07
0.00720000000000026	0.0063999999999998	0.00440000000000006	0.00159999999999999	8.50000000000006e-05	1.44999999999999e-06	1.3058e-07
0.00780000000000016	0.0068000000000002	0.00459999999999991	0.00149999999999998	8.40000000000012e-05	1.316e-06	1.2854e-07
0.00780000000000019	0.00660000000000002	0.00400000000000002	0.00149999999999999	7.34e-05	1.25800000000001e-06	1.278e-07
0.00819999999999989	0.00619999999999997	0.00440000000000007	0.00156000000000002	0.0001092	1.26e-06	1.2638e-07
0.00799999999999967	0.0066	0.00479999999999994	0.00154	8.33999999999998e-05	1.09599999999999e-06	1.22859999999999e-07
0.00819999999999987	0.00619999999999995	0.00479999999999994	0.00154	9.28000000000001e-05	9.97999999999998e-07	1.184e-07
0.00840000000000007	0.00619999999999995	0.00439999999999989	0.00154	8.21999999999999e-05	1.24e-06	1.1352e-07
0.00840000000000007	0.00700000000000006	0.00379999999999998	0.00149999999999998	6.51999999999993e-05	1.39599999999999e-06	1.1668e-07
0.00840000000000009	0.00720000000000028	0.00420000000000005	0.00161999999999999	8.69999999999999e-05	1.122e-06	1.15080000000001e-07
0.009	0.00660000000000002	0.0046000000000001	0.00156	9.64000000000002e-05	1.13800000000001e-06	1.126e-07
0.00859999999999957	0.00599999999999975	0.00440000000000006	0.00144000000000001	7.68000000000003e-05	1.246e-06	1.13019999999999e-07
