Vgs	Gm_Vds=0.15V	Gm_Vds=0.3V	Gm_Vds=0.45V	Gm_Vds=0.6V	Gm_Vds=0.75V	Gm_Vds=0.9V
-0.3	-7.93999999999986e-09	-1.408e-08	-2.294e-08	-2.45599999999999e-08	-4.84400000000001e-08	-7.48399999999996e-08
-0.295	-6.3733333333333e-09	-1.28933333333333e-08	-2.18766666666667e-08	-2.77833333333333e-08	-4.92866666666667e-08	-7.71099999999999e-08
-0.29	-6.87099999999998e-09	-1.2031e-08	-2.1023e-08	-2.92320000000001e-08	-4.79140000000001e-08	-8.00300000000001e-08
-0.285	-6.019e-09	-1.1454e-08	-2.0298e-08	-2.83660000000001e-08	-4.7514e-08	-8.10040000000001e-08
-0.28	-5.36500000000001e-09	-1.1182e-08	-1.9591e-08	-2.71720000000001e-08	-4.7194e-08	-8.07900000000002e-08
-0.275	-5.677e-09	-1.1458e-08	-1.8864e-08	-2.8598e-08	-4.67280000000001e-08	-7.92300000000002e-08
-0.27	-5.68300000000001e-09	-1.1807e-08	-1.8172e-08	-2.9742e-08	-4.62640000000001e-08	-7.7404e-08
-0.265	-5.20200000000001e-09	-1.1715e-08	-1.79e-08	-2.96099999999999e-08	-4.5936e-08	-7.5528e-08
-0.26	-5.45800000000001e-09	-1.1109e-08	-1.7767e-08	-3.12219999999999e-08	-4.5566e-08	-7.3262e-08
-0.255	-5.85199999999999e-09	-1.0468e-08	-1.751e-08	-3.24259999999999e-08	-4.4648e-08	-7.28019999999999e-08
-0.25	-5.21899999999997e-09	-9.97699999999999e-09	-1.7478e-08	-2.8296e-08	-4.3356e-08	-7.31759999999998e-08
-0.245	-4.66599999999998e-09	-9.32399999999999e-09	-1.7393e-08	-2.443e-08	-4.2252e-08	-7.17559999999999e-08
-0.24	-5.045e-09	-9.017e-09	-1.7031e-08	-2.56300000000001e-08	-4.1644e-08	-7.02859999999999e-08
-0.235	-4.901e-09	-8.918e-09	-1.7029e-08	-2.68060000000001e-08	-4.1754e-08	-6.92399999999999e-08
-0.23	-4.20500000000002e-09	-8.555e-09	-1.7014e-08	-2.68060000000001e-08	-4.1454e-08	-6.6998e-08
-0.225	-4.33100000000004e-09	-8.975e-09	-1.6725e-08	-2.86480000000001e-08	-4.0912e-08	-6.50220000000001e-08
-0.22	-4.41100000000003e-09	-9.747e-09	-1.6849e-08	-3.0144e-08	-4.09819999999999e-08	-6.4038e-08
-0.215	-4.00700000000002e-09	-9.597e-09	-1.6847e-08	-2.8188e-08	-4.02519999999999e-08	-6.36920000000001e-08
-0.21	-4.44400000000003e-09	-9.452e-09	-1.5908e-08	-2.6314e-08	-3.9036e-08	-6.459e-08
-0.205	-5.01500000000001e-09	-9.651e-09	-1.5228e-08	-2.5844e-08	-3.8772e-08	-6.41739999999999e-08
-0.2	-4.90599999999999e-09	-8.724e-09	-1.5284e-08	-2.5142e-08	-3.8472e-08	-6.209e-08
-0.195	-4.79699999999999e-09	-7.432e-09	-1.4864e-08	-2.4412e-08	-3.8156e-08	-6.0268e-08
-0.19	-4.15199999999998e-09	-7.487e-09	-1.4206e-08	-2.3818e-08	-3.8332e-08	-5.82539999999999e-08
-0.185	-3.15499999999997e-09	-7.985e-09	-1.3866e-08	-2.3098e-08	-3.7374e-08	-5.6074e-08
-0.18	-2.86499999999997e-09	-7.689e-09	-1.3524e-08	-2.2442e-08	-3.6506e-08	-5.51460000000001e-08
-0.175	-2.86799999999999e-09	-7.256e-09	-1.3182e-08	-2.2662e-08	-3.6678e-08	-5.48620000000001e-08
-0.17	-2.75599999999999e-09	-7.187e-09	-1.3058e-08	-2.3166e-08	-3.54560000000001e-08	-5.40580000000001e-08
-0.165	-2.92499999999999e-09	-6.843e-09	-1.294e-08	-2.3146e-08	-3.42920000000001e-08	-5.27180000000001e-08
-0.16	-3.181e-09	-6.427e-09	-1.2853e-08	-2.2896e-08	-3.46620000000001e-08	-5.1496e-08
-0.155	-3.25600000000001e-09	-6.278e-09	-1.2669e-08	-2.2416e-08	-3.38340000000001e-08	-5.11299999999999e-08
-0.15	-3.22200000000002e-09	-6.358e-09	-1.21e-08	-2.1392e-08	-3.2132e-08	-5.01619999999999e-08
-0.145	-3.23600000000003e-09	-6.61699999999999e-09	-1.1556e-08	-2.0462e-08	-3.2268e-08	-4.96139999999999e-08
-0.14	-3.44500000000002e-09	-6.586e-09	-1.123e-08	-2.0016e-08	-3.2764e-08	-5.1106e-08
-0.135	-3.397e-09	-6.395e-09	-1.0954e-08	-1.9818e-08	-3.19819999999999e-08	-5.21280000000001e-08
-0.13	-3.105e-09	-6.324e-09	-1.0852e-08	-1.9788e-08	-3.13979999999999e-08	-5.10100000000001e-08
-0.125	-3.03499999999998e-09	-6.079e-09	-1.1098e-08	-1.972e-08	-3.10079999999999e-08	-4.9586e-08
-0.12	-2.86999999999998e-09	-5.59900000000001e-09	-1.1094e-08	-1.9352e-08	-3.0986e-08	-4.8182e-08
-0.115	-2.29899999999999e-09	-5.40900000000001e-09	-1.0771e-08	-1.87e-08	-3.1232e-08	-4.607e-08
-0.11	-1.84600000000001e-09	-5.01600000000001e-09	-1.0764e-08	-1.8246e-08	-3.0356e-08	-4.4258e-08
