|Vgs|	Gm_|Vds|=0.01V	Gm_|Vds|=0.02V	Gm_|Vds|=0.03V	Gm_|Vds|=0.04V	Gm_|Vds|=0.05V	Gm_|Vds|=0.06V	Gm_|Vds|=0.07V	Gm_|Vds|=0.08V	Gm_|Vds|=0.09V	Gm_|Vds|=0.1V
-0.3	3.08000000000002e-09	2.38000000000004e-09	2.14000000000004e-09	4.4000000000002e-10	1.20000000000002e-09	-9.44000000000033e-10	-2.30000000000013e-10	-4.5800000000001e-10	2.82400000000006e-09	6.87200000000015e-09
-0.295	2.34999999999999e-09	1.37666666666667e-09	9.60000000000008e-10	-2.26666666666665e-10	-6.99999999999963e-11	-1.89566666666667e-09	-1.426e-09	-1.9835e-09	3.36466666666667e-09	6.41683333333335e-09
-0.29	1.522e-09	4.53000000000003e-10	-2.26999999999994e-10	-1.171e-09	-1.40399999999999e-09	-2.7679e-09	-2.6442e-09	-3.3214e-09	4.218e-09	6.85910000000001e-09
-0.285	8.12999999999994e-10	-3.13000000000006e-10	-1.338e-09	-2.095e-09	-2.5738e-09	-3.5867e-09	-3.8738e-09	-4.479e-09	5.05559999999999e-09	7.22829999999998e-09
-0.28	1.89000000000004e-10	-1.096e-09	-2.32799999999999e-09	-3.001e-09	-3.7129e-09	-4.4737e-09	-5.16699999999999e-09	-5.7424e-09	6.13429999999999e-09	8.02069999999999e-09
-0.275	-2.76000000000002e-10	-1.71e-09	-3.04599999999999e-09	-3.84399999999999e-09	-4.65559999999999e-09	-5.2828e-09	-6.19899999999999e-09	-6.2051e-09	7.37589999999999e-09	9.11189999999999e-09
-0.27	-6.80000000000005e-10	-2.212e-09	-3.781e-09	-4.74899999999999e-09	-5.648e-09	-6.35579999999999e-09	-7.30129999999999e-09	-4.8292e-09	8.70689999999999e-09	1.0331e-08
-0.265	-1.054e-09	-2.819e-09	-4.52299999999999e-09	-5.71499999999999e-09	-6.7574e-09	-7.75759999999999e-09	-8.67499999999999e-09	-1.6532e-09	1.02436e-08	1.17576e-08
-0.26	-1.43e-09	-3.58e-09	-5.21999999999999e-09	-6.75699999999999e-09	-7.95439999999999e-09	-9.15829999999999e-09	-1.00768e-08	2.5323e-09	1.19952e-08	1.33151e-08
-0.255	-1.844e-09	-4.36399999999999e-09	-6.15e-09	-8.004e-09	-9.35479999999999e-09	-1.06788e-08	-1.15575e-08	6.93259999999999e-09	1.37703e-08	1.50333e-08
-0.25	-2.343e-09	-5.19099999999999e-09	-7.356e-09	-9.4761e-09	-1.09483e-08	-1.24695e-08	-1.13439e-08	1.17603e-08	1.56733e-08	1.71013e-08
-0.245	-2.919e-09	-6.21899999999999e-09	-8.64599999999999e-09	-1.10133e-08	-1.26512e-08	-1.4298e-08	-7.09569999999999e-09	1.63089e-08	1.79448e-08	1.93873e-08
-0.24	-3.539e-09	-7.39799999999999e-09	-1.0153e-08	-1.25652e-08	-1.44418e-08	-1.61969e-08	-1.70799999999999e-10	1.91219e-08	2.0499e-08	2.19857e-08
-0.235	-4.29300000000003e-09	-8.62900000000004e-09	-1.19360000000001e-08	-1.44070000000001e-08	-1.64070000000001e-08	-1.62707e-08	7.62570000000011e-09	2.16474000000001e-08	2.33025000000001e-08	2.51624000000001e-08
-0.23	-5.22700000000002e-09	-9.97600000000004e-09	-1.37940000000001e-08	-1.66052000000001e-08	-1.87476000000001e-08	-1.14533e-08	1.64219000000001e-08	2.54481000000001e-08	2.66143000000001e-08	2.87502000000001e-08
-0.225	-6.24800000000002e-09	-1.1505e-08	-1.57331000000001e-08	-1.89208000000001e-08	-2.10775000000001e-08	-2.44100000000005e-09	2.45339000000001e-08	2.88311000000001e-08	3.03876000000001e-08	3.26649000000001e-08
-0.22	-7.28800000000002e-09	-1.322e-08	-1.78704000000001e-08	-2.15632000000001e-08	-1.96466000000001e-08	8.49889999999994e-09	2.98905000000001e-08	3.17079000000001e-08	3.45131000000001e-08	3.72040000000001e-08
-0.215	-8.39400000000001e-09	-1.5125e-08	-2.04073000000001e-08	-2.47314000000001e-08	-1.14173000000001e-08	2.05712999999999e-08	3.40577000000001e-08	3.62065000000001e-08	3.92270000000001e-08	4.23048000000001e-08
-0.21	-9.59299999999999e-09	-1.7266e-08	-2.33952e-08	-2.57371e-08	9.922e-10	3.17769e-08	3.88896e-08	4.14007e-08	4.46365e-08	4.7942e-08
-0.205	-1.0924e-08	-1.97591e-08	-2.65533e-08	-2.00526e-08	1.52714e-08	3.97921e-08	4.44036e-08	4.66814e-08	5.07528e-08	5.4429e-08
-0.2	-1.2438e-08	-2.26173e-08	-2.98971e-08	-7.61069999999999e-09	3.11063e-08	4.57871e-08	5.05212e-08	5.34496e-08	5.7738e-08	6.17189999999999e-08
-0.195	-1.4303e-08	-2.58313e-08	-3.01699e-08	8.40059999999999e-09	4.49901e-08	5.20313e-08	5.72931e-08	6.12854999999999e-08	6.5662e-08	6.98209999999999e-08
-0.19	-1.6595e-08	-2.94579e-08	-2.16984e-08	2.67613e-08	5.41475e-08	5.94409e-08	6.49018999999999e-08	6.95129999999999e-08	7.45709999999999e-08	7.91609999999999e-08
-0.185	-1.912e-08	-3.35204e-08	-5.43369999999999e-09	4.51366e-08	6.15069999999999e-08	6.82183999999999e-08	7.35858999999999e-08	7.89719999999999e-08	8.45759999999999e-08	8.98249999999999e-08
-0.18	-2.1866e-08	-3.60221e-08	1.43072e-08	5.92847999999999e-08	6.98278999999999e-08	7.79885999999999e-08	8.35689999999999e-08	8.98679999999999e-08	9.57289999999999e-08	1.01845e-07
-0.175	-2.4991e-08	-3.08988e-08	3.67045e-08	6.93525999999999e-08	7.93890999999999e-08	8.84393999999999e-08	9.49099999999999e-08	1.01974e-07	1.08389e-07	1.15579e-07
-0.17	-2.85148e-08	-1.5216e-08	5.84533e-08	7.88428999999999e-08	9.02556999999999e-08	1.00025e-07	1.07886e-07	1.15927e-07	1.23034e-07	1.31101e-07
-0.165	-3.24266e-08	6.54099999999999e-09	7.41226999999999e-08	8.93572999999999e-08	1.02404e-07	1.13252e-07	1.22721e-07	1.31785e-07	1.39721e-07	1.48523e-07
-0.16	-3.68552e-08	3.11953e-08	8.52978999999999e-08	1.013205e-07	1.16132e-07	1.27935e-07	1.3935e-07	1.49494e-07	1.58566e-07	1.68327e-07
-0.155	-4.20001e-08	5.72061999999999e-08	9.66100999999999e-08	1.1511e-07	1.31713e-07	1.44504e-07	1.57568e-07	1.69666e-07	1.80046e-07	1.90957e-07
-0.15	-4.13277e-08	7.88710999999999e-08	1.094617e-07	1.30823e-07	1.49387e-07	1.63963e-07	1.77863e-07	1.92527e-07	2.04528e-07	2.16762e-07
-0.145	-2.70391e-08	9.35742999999999e-08	1.24138e-07	1.48635e-07	1.69665e-07	1.86523e-07	2.01982e-07	2.18234e-07	2.32139e-07	2.46241e-07
-0.14	-3.2695e-09	1.062399e-07	1.41084e-07	1.68995e-07	1.92874e-07	2.12227e-07	2.30522e-07	2.47661e-07	2.63428e-07	2.79822e-07
-0.135	2.4108e-08	1.207081e-07	1.60635e-07	1.92165e-07	2.19133e-07	2.41533e-07	2.62675e-07	2.81287e-07	2.99001e-07	3.17747e-07
-0.13	5.48621e-08	1.37321e-07	1.82635e-07	2.18269e-07	2.48946e-07	2.74684e-07	2.99087e-07	3.19417e-07	3.39511e-07	3.60616e-07
-0.125	8.33536999999999e-08	1.5604e-07	2.0726e-07	2.47836e-07	2.82715e-07	3.12014e-07	3.40676e-07	3.6301e-07	3.85695e-07	4.09351e-07
-0.12	1.026019e-07	1.77158e-07	2.35488e-07	2.81497e-07	3.20932e-07	3.5439e-07	3.86728e-07	4.12549e-07	4.38013e-07	4.64762e-07
-0.115	1.170071e-07	2.01395e-07	2.6784e-07	3.19919e-07	3.64695e-07	4.02604e-07	4.37895e-07	4.68276e-07	4.97402e-07	5.27584e-07
-0.11	1.327572e-07	2.29063e-07	3.04420000000001e-07	3.63844000000001e-07	4.14719000000001e-07	4.57464000000001e-07	4.96716000000001e-07	5.31690000000001e-07	5.65282000000001e-07	5.99286000000001e-07
-0.105	1.50962e-07	2.60196e-07	3.45779000000001e-07	4.13701000000001e-07	4.71336000000001e-07	5.19750000000001e-07	5.64220000000001e-07	6.04104000000001e-07	6.42420000000001e-07	6.80902000000001e-07
-0.1	1.71901e-07	2.95537e-07	3.92808000000001e-07	4.70162000000001e-07	5.35480000000001e-07	5.90476000000001e-07	6.40684000000001e-07	6.86162000000001e-07	7.29396000000001e-07	7.73038000000001e-07
-0.095	1.95917e-07	3.35946e-07	4.4618e-07	5.34238000000001e-07	6.08064000000001e-07	6.70754000000001e-07	7.27440000000001e-07	7.79164000000001e-07	8.28006000000001e-07	8.77652000000001e-07
-0.09	2.23485e-07	3.81905e-07	5.06926e-07	6.06798e-07	6.90206000000001e-07	7.61840000000001e-07	8.26444000000001e-07	8.85036000000001e-07	9.40242000000001e-07	9.97062000000001e-07
-0.085	2.54195e-07	4.33782e-07	5.76064e-07	6.89003999999999e-07	7.83743999999999e-07	8.65237999999999e-07	9.38681999999999e-07	1.005234e-06	1.067596e-06	1.132252e-06
-0.08	2.88418e-07	4.92634e-07	6.54872e-07	7.82795999999999e-07	8.90277999999999e-07	9.82831999999999e-07	1.06551e-06	1.141342e-06	1.213056e-06	1.285584e-06
-0.075	3.27459e-07	5.60017999999999e-07	7.44507999999999e-07	8.89547999999999e-07	1.011642e-06	1.11673e-06	1.210286e-06	1.296702e-06	1.379324e-06	1.460918e-06
