Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	6.769212e-06	0.0004414972	0.01849946	0.03832388	0.05348246	0.06268138
0.005	6.358326e-06	0.0004971908	0.01846577	0.04520004	0.06631384	0.07927688
0.01	5.707488e-06	0.0005595236	0.01822813	0.05411432	0.08323968	0.1012909
0.015	4.924456e-06	0.0006058824	0.01772148	0.062656	0.09991712	0.1231569
0.02	4.107562e-06	0.0005834042	0.01673394	0.06613764	0.1079405	0.1341592
0.025	3.392958e-06	0.0004740298	0.01527346	0.06224032	0.1030044	0.1287592
0.03	2.814754e-06	0.000374978	0.013873	0.0581338	0.0976764	0.122858
0.035	2.344992e-06	0.000316662	0.0126978	0.0563316	0.09637	0.122048
0.04	1.959224e-06	0.00026746	0.0116008	0.054532	0.095036	0.121184
0.045	1.634628e-06	0.0002258	0.0105772	0.052728	0.093708	0.120318
0.05	1.364e-06	0.0001904	0.0096134	0.050918	0.092318	0.119368
0.055	1.1408e-06	0.00016048	0.0087106	0.04914	0.090916	0.11838
0.06	9.556e-07	0.00013548	0.0078736	0.047372	0.089526	0.11745
0.065	8.056e-07	0.00011462	0.0070968	0.045602	0.088084	0.116536
0.07	6.852e-07	9.722e-05	0.0063844	0.043876	0.086638	0.115594
0.075	5.856e-07	8.282e-05	0.005736	0.042176	0.085264	0.114702
0.08	5.042e-07	7.092e-05	0.0051454	0.040448	0.08385	0.113804
0.085	4.362e-07	6.064e-05	0.0046058	0.038738	0.08235	0.113026
0.09	3.742e-07	5.176e-05	0.004115	0.03709	0.080858	0.112498
0.095	3.18e-07	4.432e-05	0.0036748	0.035444	0.07934	0.111712
0.1	2.75e-07	3.826e-05	0.0032818	0.033822	0.077796	0.110608
0.105	2.438e-07	3.318e-05	0.0029234	0.032252	0.076252	0.1095
0.11	2.152e-07	2.87e-05	0.0026048	0.030686	0.074716	0.108206
0.115	1.928e-07	2.48e-05	0.002323	0.029112	0.073122	0.106588
0.12	1.784e-07	2.152e-05	0.0020606	0.027614	0.071728	0.10516
0.125	1.64e-07	1.892e-05	0.001832	0.026176	0.070576	0.10404
0.13	1.51e-07	1.684e-05	0.0016416	0.024754	0.069188	0.10288
0.135	1.428e-07	1.53e-05	0.0014682	0.023408	0.067582	0.10166
0.14	1.328e-07	1.414e-05	0.001319	0.022136	0.066034	0.10048
0.145	1.196e-07	1.33e-05	0.0011948	0.020872	0.064288	0.09934
0.15	1.096e-07	1.268e-05	0.001074	0.019618	0.062284	0.09814
0.155	1.044e-07	1.196e-05	0.0009614	0.018418	0.06046	0.09694
0.16	9.92e-08	1.118e-05	0.0008644	0.017278	0.05884	0.09576
0.165	9.46e-08	1.06e-05	0.0007768	0.016202	0.05724	0.09448
0.17	9.42e-08	9.96e-06	0.0007008	0.015174	0.0556	0.09312
0.175	9.26e-08	9.08e-06	0.0006392	0.014214	0.05396	0.0918
