Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-0.099992	-7.6959e-10	0.100004	5.1634e-07	-4.6146e-07	-0.099992	-5.8297e-10	0.100004	5.3406e-07	-4.761e-07	-0.071192	-3.0431e-10	0.071264	5.3712e-07	-4.727e-07	-0.032126	4.896e-11	0.032118	5.3596e-07	-4.6266e-07	-0.0066998	5.2773e-10	0.0066848	5.3392e-07	-4.5476e-07	-0.00038718	1.1488e-09	0.00038676	5.3254e-07	-4.5236e-07	-1.2764e-05	1.9643e-09	1.2668e-05	5.339e-07	-4.5212e-07
0.005	-0.099992	-7.7424e-10	0.100006	5.1782e-07	-4.62e-07	-0.099994	-5.8073e-10	0.100006	5.3478e-07	-4.7642e-07	-0.071082	-3.0398e-10	0.071092	5.3736e-07	-4.729e-07	-0.031976	4.986e-11	0.031988	5.3446e-07	-4.627e-07	-0.0066286	5.1681e-10	0.0066282	5.3226e-07	-4.5482e-07	-0.00038132	1.1306e-09	0.00038116	5.3098e-07	-4.5234e-07	-1.2518e-05	1.931e-09	1.244e-05	5.323e-07	-4.5218e-07
0.01	-0.099992	-7.8007e-10	0.100006	5.174e-07	-4.6246e-07	-0.099996	-5.8623e-10	0.100004	5.3414e-07	-4.7688e-07	-0.070898	-3.0384e-10	0.070908	5.364e-07	-4.7312e-07	-0.031842	4.627e-11	0.031846	5.332e-07	-4.627e-07	-0.0065674	5.0662e-10	0.0065702	5.307e-07	-4.5474e-07	-0.0003756	1.1144e-09	0.0003759	5.2964e-07	-4.5232e-07	-1.2326e-05	1.904e-09	1.2216e-05	5.3072e-07	-4.5212e-07
0.015	-0.099994	-7.8601e-10	0.100006	5.1674e-07	-4.6272e-07	-0.09999	-5.9344e-10	0.100004	5.3354e-07	-4.7706e-07	-0.07072	-3.1175e-10	0.070728	5.3552e-07	-4.7338e-07	-0.0317	3.785e-11	0.03171	5.3194e-07	-4.6272e-07	-0.006513	4.9142e-10	0.0065142	5.293e-07	-4.5474e-07	-0.00037046	1.094e-09	0.00037038	5.2814e-07	-4.5242e-07	-1.2104e-05	1.8824e-09	1.204e-05	5.2926e-07	-4.5218e-07
0.02	-0.099992	-7.7526e-10	0.100006	5.1638e-07	-4.632e-07	-0.099996	-5.9239e-10	0.100006	5.3274e-07	-4.774e-07	-0.070528	-3.1281e-10	0.07054	5.3458e-07	-4.7354e-07	-0.031562	3.155e-11	0.031574	5.305e-07	-4.627e-07	-0.0064552	4.845e-10	0.0064548	5.2796e-07	-4.547e-07	-0.0003649	1.0738e-09	0.00036496	5.2668e-07	-4.5238e-07	-1.1902e-05	1.8529e-09	1.1816e-05	5.278e-07	-4.5224e-07
0.025	-0.099994	-7.8624e-10	0.100004	5.1578e-07	-4.6366e-07	-0.099996	-5.9752e-10	0.100004	5.3194e-07	-4.7752e-07	-0.070346	-3.1453e-10	0.070358	5.334e-07	-4.737e-07	-0.031432	2.888e-11	0.031438	5.294e-07	-4.627e-07	-0.0063982	4.7274e-10	0.0063978	5.2648e-07	-4.5462e-07	-0.00035964	1.0613e-09	0.00035958	5.253e-07	-4.5226e-07	-1.1694e-05	1.8286e-09	1.162e-05	5.2666e-07	-4.522e-07
0.03	-0.099994	-7.934e-10	0.100006	5.1526e-07	-4.638e-07	-0.099996	-5.9804e-10	0.100002	5.3118e-07	-4.777e-07	-0.070154	-3.2245e-10	0.070174	5.3268e-07	-4.7376e-07	-0.031296	2.225e-11	0.031298	5.2816e-07	-4.627e-07	-0.0063414	4.6485e-10	0.0063406	5.2502e-07	-4.5464e-07	-0.00035456	1.0395e-09	0.00035456	5.2406e-07	-4.5232e-07	-1.1472e-05	1.7998e-09	1.1394e-05	5.2506e-07	-4.522e-07
0.035	-0.099992	-7.9803e-10	0.100004	5.1458e-07	-4.6404e-07	-0.099996	-6.0029e-10	0.100004	5.3036e-07	-4.779e-07	-0.069976	-3.2338e-10	0.069988	5.3164e-07	-4.739e-07	-0.031162	1.699e-11	0.031168	5.2702e-07	-4.6276e-07	-0.0062866	4.5139e-10	0.006285	5.238e-07	-4.5476e-07	-0.00034924	1.026e-09	0.00034968	5.2264e-07	-4.5228e-07	-1.1288e-05	1.78e-09	1.1206e-05	5.2368e-07	-4.5228e-07
0.04	-0.099994	-8.0075e-10	0.100002	5.1412e-07	-4.6438e-07	-0.099994	-6.0364e-10	0.100002	5.2976e-07	-4.7802e-07	-0.069802	-3.2434e-10	0.0698	5.3068e-07	-4.7396e-07	-0.03102	9.78e-12	0.03103	5.258e-07	-4.6276e-07	-0.00623	4.4538e-10	0.0062306	5.2248e-07	-4.5474e-07	-0.00034426	1.0053e-09	0.00034464	5.2152e-07	-4.5238e-07	-1.1088e-05	1.7494e-09	1.1022e-05	5.2238e-07	-4.523e-07
0.045	-0.099992	-8.031e-10	0.100004	5.1346e-07	-4.6452e-07	-0.099996	-6.0369e-10	0.100006	5.2886e-07	-4.7818e-07	-0.069614	-3.2735e-10	0.069622	5.2976e-07	-4.7402e-07	-0.03088	-1.79e-12	0.030892	5.2474e-07	-4.6272e-07	-0.006174	4.3108e-10	0.0061738	5.2116e-07	-4.546e-07	-0.00033958	9.9002e-10	0.0003395	5.203e-07	-4.5234e-07	-1.088e-05	1.724e-09	1.0822e-05	5.2108e-07	-4.5226e-07
0.05	-0.099992	-8.108e-10	0.100004	5.1264e-07	-4.6476e-07	-0.099996	-6.1188e-10	0.100004	5.2818e-07	-4.7834e-07	-0.069424	-3.2946e-10	0.069432	5.2886e-07	-4.7398e-07	-0.030748	1.76e-12	0.030756	5.2344e-07	-4.6272e-07	-0.0061168	4.1887e-10	0.00612	5.1996e-07	-4.5466e-07	-0.00033444	9.7263e-10	0.00033462	5.1902e-07	-4.5232e-07	-1.0694e-05	1.6989e-09	1.0662e-05	5.1978e-07	-4.5228e-07
0.055	-0.099992	-8.108e-10	0.100006	5.1218e-07	-4.6492e-07	-0.099996	-6.036e-10	0.100004	5.2738e-07	-4.7854e-07	-0.06924	-3.2643e-10	0.069244	5.2802e-07	-4.74e-07	-0.030616	-4.34e-12	0.030616	5.224e-07	-4.6274e-07	-0.006066	4.1467e-10	0.0060638	5.187e-07	-4.5456e-07	-0.0003296	9.5991e-10	0.0003296	5.1768e-07	-4.5232e-07	-1.051e-05	1.674e-09	1.044e-05	5.1848e-07	-4.5232e-07
0.06	-0.099992	-8.1451e-10	0.100008	5.1152e-07	-4.6498e-07	-0.099996	-6.0531e-10	0.100004	5.2668e-07	-4.7854e-07	-0.069054	-3.3238e-10	0.069066	5.2714e-07	-4.7402e-07	-0.03048	-8.61e-12	0.030488	5.213e-07	-4.6272e-07	-0.006009	4.0106e-10	0.0060108	5.1748e-07	-4.546e-07	-0.00032504	9.3732e-10	0.0003249	5.1648e-07	-4.5242e-07	-1.0324e-05	1.6499e-09	1.0274e-05	5.1726e-07	-4.5236e-07
0.065	-0.099994	-8.1888e-10	0.100004	5.1076e-07	-4.652e-07	-0.099994	-6.1719e-10	0.100004	5.2592e-07	-4.7868e-07	-0.068866	-3.3533e-10	0.068882	5.2608e-07	-4.7402e-07	-0.030342	-1.407e-11	0.03035	5.2038e-07	-4.6278e-07	-0.0059554	3.9454e-10	0.0059548	5.1634e-07	-4.5468e-07	-0.00032002	9.2719e-10	0.00032016	5.1552e-07	-4.5232e-07	-1.016e-05	1.6234e-09	1.0094e-05	5.1614e-07	-4.5232e-07
0.07	-0.099996	-8.2386e-10	0.100004	5.102e-07	-4.6528e-07	-0.099994	-6.1911e-10	0.100002	5.251e-07	-4.7862e-07	-0.068682	-3.3875e-10	0.068688	5.2524e-07	-4.7404e-07	-0.0302	-1.696e-11	0.030212	5.1936e-07	-4.6276e-07	-0.005903	3.8408e-10	0.0059012	5.1524e-07	-4.5452e-07	-0.00031532	9.1225e-10	0.00031556	5.1424e-07	-4.524e-07	-9.9823e-06	1.6028e-09	9.9153e-06	5.1492e-07	-4.5232e-07
0.075	-0.099996	-8.2364e-10	0.100004	5.095e-07	-4.6544e-07	-0.099996	-6.2292e-10	0.100004	5.2428e-07	-4.7864e-07	-0.068498	-3.3885e-10	0.068504	5.243e-07	-4.7406e-07	-0.030068	-2.105e-11	0.030076	5.1812e-07	-4.6266e-07	-0.0058476	3.775e-10	0.005846	5.1412e-07	-4.545e-07	-0.00031066	8.9317e-10	0.0003107	5.1302e-07	-4.5252e-07	-9.7959e-06	1.581e-09	9.7353e-06	5.1376e-07	-4.5234e-07
0.08	-0.099996	-8.3136e-10	0.100006	5.0892e-07	-4.6548e-07	-0.099992	-6.2347e-10	0.100004	5.235e-07	-4.787e-07	-0.068312	-3.353e-10	0.06832	5.2342e-07	-4.7404e-07	-0.029932	-2.761e-11	0.029936	5.171e-07	-4.626e-07	-0.0057912	3.6654e-10	0.0057958	5.13e-07	-4.5462e-07	-0.0003063	8.81e-10	0.00030626	5.1196e-07	-4.5238e-07	-9.6298e-06	1.5569e-09	9.5534e-06	5.1254e-07	-4.5232e-07
0.085	-0.099994	-8.3294e-10	0.100006	5.083e-07	-4.6564e-07	-0.099992	-6.2914e-10	0.100006	5.2286e-07	-4.7872e-07	-0.068114	-3.3466e-10	0.068126	5.2252e-07	-4.7402e-07	-0.0298	-3.07e-11	0.029804	5.161e-07	-4.6258e-07	-0.0057382	3.5827e-10	0.0057422	5.1182e-07	-4.545e-07	-0.0003016	8.6385e-10	0.00030172	5.1076e-07	-4.5248e-07	-9.4516e-06	1.5369e-09	9.3976e-06	5.1138e-07	-4.5238e-07
0.09	-0.099992	-8.4008e-10	0.100004	5.0762e-07	-4.6568e-07	-0.099996	-6.2781e-10	0.100004	5.2214e-07	-4.7878e-07	-0.067928	-3.3949e-10	0.067938	5.2158e-07	-4.739e-07	-0.029654	-3.332e-11	0.02967	5.1502e-07	-4.6258e-07	-0.0056872	3.4761e-10	0.0056882	5.108e-07	-4.5448e-07	-0.00029728	8.5156e-10	0.00029742	5.0964e-07	-4.524e-07	-9.2998e-06	1.5111e-09	9.244e-06	5.1058e-07	-4.5238e-07
0.095	-0.099992	-8.3254e-10	0.100002	5.0694e-07	-4.6574e-07	-0.099992	-6.3581e-10	0.100006	5.2128e-07	-4.7878e-07	-0.067748	-3.3637e-10	0.067748	5.2068e-07	-4.7396e-07	-0.029524	-3.731e-11	0.029532	5.143e-07	-4.6258e-07	-0.0056328	3.4415e-10	0.0056344	5.0968e-07	-4.545e-07	-0.00029288	8.3275e-10	0.00029282	5.0864e-07	-4.5242e-07	-9.1281e-06	1.4872e-09	9.0692e-06	5.0926e-07	-4.5236e-07
0.1	-0.099996	-8.4959e-10	0.1	5.0628e-07	-4.6576e-07	-0.099992	-6.3493e-10	0.100004	5.2058e-07	-4.7896e-07	-0.067556	-3.4964e-10	0.067566	5.2002e-07	-4.738e-07	-0.02939	-4.483e-11	0.029402	5.131e-07	-4.6252e-07	-0.005583	3.2949e-10	0.005584	5.0866e-07	-4.5438e-07	-0.00028852	8.2041e-10	0.00028858	5.0762e-07	-4.525e-07	-8.9347e-06	1.4689e-09	8.8801e-06	5.0824e-07	-4.5236e-07
0.105	-0.099996	-8.5298e-10	0.100004	5.056e-07	-4.658e-07	-0.099992	-6.373e-10	0.100006	5.2002e-07	-4.788e-07	-0.067366	-3.5046e-10	0.067378	5.1888e-07	-4.7378e-07	-0.029252	-4.69e-11	0.029266	5.1214e-07	-4.6244e-07	-0.0055326	3.2264e-10	0.0055318	5.0764e-07	-4.5436e-07	-0.00028432	8.0563e-10	0.00028436	5.0664e-07	-4.5246e-07	-8.8081e-06	1.444e-09	8.7557e-06	5.0726e-07	-4.5242e-07
0.11	-0.099992	-8.5676e-10	0.100002	5.0502e-07	-4.6578e-07	-0.099996	-6.4528e-10	0.100004	5.1912e-07	-4.7884e-07	-0.067174	-3.5304e-10	0.067198	5.1808e-07	-4.7364e-07	-0.029122	-4.849e-11	0.029134	5.1126e-07	-4.6246e-07	-0.0054796	3.1715e-10	0.005482	5.0666e-07	-4.5444e-07	-0.00028022	7.9565e-10	0.0002802	5.0564e-07	-4.5242e-07	-8.654e-06	1.4278e-09	8.5996e-06	5.0616e-07	-4.5242e-07
0.115	-0.099992	-8.5851e-10	0.100004	5.0438e-07	-4.66e-07	-0.099996	-6.4214e-10	0.100006	5.183e-07	-4.7876e-07	-0.06699	-3.5564e-10	0.067014	5.1722e-07	-4.7356e-07	-0.028988	-5.538e-11	0.028996	5.103e-07	-4.6242e-07	-0.0054272	3.0646e-10	0.0054298	5.0576e-07	-4.545e-07	-0.000276	7.7712e-10	0.00027606	5.0462e-07	-4.5246e-07	-8.4969e-06	1.4037e-09	8.4385e-06	5.0518e-07	-4.5244e-07
0.12	-0.099994	-8.5986e-10	0.100004	5.0366e-07	-4.6588e-07	-0.099992	-6.3827e-10	0.100004	5.1752e-07	-4.7868e-07	-0.066808	-3.5536e-10	0.066818	5.164e-07	-4.7346e-07	-0.028848	-5.851e-11	0.028858	5.095e-07	-4.6224e-07	-0.005376	2.9988e-10	0.0053788	5.046e-07	-4.5426e-07	-0.00027184	7.685e-10	0.00027204	5.0338e-07	-4.5232e-07	-8.3442e-06	1.3796e-09	8.3064e-06	5.0404e-07	-4.5242e-07
0.125	-0.099996	-8.6863e-10	0.100002	5.0306e-07	-4.6594e-07	-0.099994	-6.4772e-10	0.100004	5.1698e-07	-4.7864e-07	-0.066628	-3.5647e-10	0.066628	5.154e-07	-4.7336e-07	-0.02872	-7.202e-11	0.028722	5.0862e-07	-4.6242e-07	-0.0053272	2.8937e-10	0.0053264	5.0374e-07	-4.544e-07	-0.00026792	7.5467e-10	0.00026802	5.0246e-07	-4.5252e-07	-8.2037e-06	1.3611e-09	8.1539e-06	5.0318e-07	-4.524e-07
