Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	2.7544e-09	5.4654e-09	1.6655e-08	4.4462e-08	1.49974e-07	6.00904e-07
0.005	2.8152e-09	5.1447e-09	1.6103e-08	4.3819e-08	1.47742e-07	5.9166e-07
0.01	2.663e-09	4.9246e-09	1.5333e-08	4.3025e-08	1.44176e-07	5.76664e-07
0.015	2.514e-09	4.7331e-09	1.45481e-08	4.18e-08	1.39448e-07	5.56386e-07
0.02	2.4019e-09	4.2604e-09	1.37862e-08	4.0093e-08	1.33788e-07	5.31702e-07
0.025	1.948e-09	3.817e-09	1.3157e-08	3.8566e-08	1.27946e-07	5.06254e-07
0.03	1.719e-09	3.782e-09	1.26575e-08	3.7251e-08	1.22402e-07	4.82638e-07
0.035	1.8187e-09	3.6742e-09	1.21491e-08	3.5582e-08	1.1719e-07	4.6024e-07
0.04	1.5055e-09	3.3676e-09	1.15371e-08	3.4119e-08	1.12328e-07	4.38356e-07
0.045	1.4649e-09	3.3478e-09	1.09412e-08	3.3101e-08	1.0767e-07	4.17758e-07
0.05	1.8332e-09	3.4076e-09	1.06109e-08	3.1915e-08	1.03194e-07	3.987e-07
0.055	1.6728e-09	3.1428e-09	1.03096e-08	3.0665e-08	9.8968e-08	3.79796e-07
0.06	1.5968e-09	2.8551e-09	9.8707e-09	2.9676e-08	9.4626e-08	3.60954e-07
0.065	2.1348e-09	2.9104e-09	9.5989e-09	2.8656e-08	9.0267e-08	3.44212e-07
0.07	2.194e-09	2.8092e-09	9.2393e-09	2.7675e-08	8.64e-08	3.29184e-07
0.075	1.9854e-09	2.5386e-09	8.5504e-09	2.691e-08	8.2785e-08	3.14632e-07
0.08	2.1413e-09	2.6444e-09	8.0674e-09	2.589e-08	7.941e-08	3.00592e-07
0.085	2.0999e-09	2.7737e-09	7.9456e-09	2.4795e-08	7.6694e-08	2.87182e-07
0.09	1.803e-09	2.5607e-09	7.7302e-09	2.406e-08	7.4073e-08	2.74146e-07
0.095	1.7552e-09	2.4951e-09	7.3195e-09	2.3409e-08	7.1169e-08	2.61242e-07
0.1	1.8453e-09	2.64e-09	7.4221e-09	2.2363e-08	6.8584e-08	2.48576e-07
0.105	1.8507e-09	2.5289e-09	7.7418e-09	2.1505e-08	6.6098e-08	2.36878e-07
0.11	1.9551e-09	2.4959e-09	7.3139e-09	2.1105e-08	6.3337e-08	2.2654e-07
0.115	2.2343e-09	2.7587e-09	6.5817e-09	2.0416e-08	6.091e-08	2.1681e-07
0.12	2.4115e-09	2.7976e-09	6.1361e-09	1.9405e-08	5.8738e-08	2.0738e-07
0.125	2.3253e-09	2.6117e-09	5.8067e-09	1.8693e-08	5.6337e-08	1.98684e-07
0.13	2.3075e-09	2.6718e-09	5.6014e-09	1.8193e-08	5.414e-08	1.90422e-07
0.135	2.3187e-09	2.7628e-09	5.5259e-09	1.7506e-08	5.239e-08	1.81866e-07
0.14	2.1059e-09	2.5303e-09	5.3995e-09	1.70949e-08	5.053e-08	1.73624e-07
0.145	1.9621e-09	2.4487e-09	5.42e-09	1.66499e-08	4.8644e-08	1.6618e-07
0.15	2.2333e-09	2.786e-09	5.0777e-09	1.60046e-08	4.7118e-08	1.58878e-07
0.155	2.5085e-09	2.9154e-09	4.6465e-09	1.56054e-08	4.5439e-08	1.52002e-07
0.16	2.5176e-09	3.3482e-09	4.8748e-09	1.52377e-08	4.3304e-08	1.45954e-07
0.165	2.5356e-09	4.0787e-09	5.1682e-09	1.46896e-08	4.1497e-08	1.39856e-07
0.17	2.7009e-09	3.7095e-09	5.0687e-09	1.41417e-08	4.0261e-08	1.33786e-07
0.175	2.7912e-09	2.7309e-09	4.9895e-09	1.38283e-08	3.8905e-08	1.28296e-07
0.18	2.7917e-09	2.282e-09	4.8128e-09	1.34755e-08	3.7558e-08	1.22896e-07
0.185	2.9274e-09	2.0581e-09	4.4101e-09	1.28435e-08	3.6532e-08	1.17594e-07
0.19	3.0569e-09	1.7981e-09	4.4387e-09	1.21893e-08	3.5433e-08	1.127e-07
0.195	3.1182e-09	2.373e-09	4.5623e-09	1.19593e-08	3.4016e-08	1.08114e-07
0.2	3.2697e-09	3.4977e-09	4.3433e-09	1.18699e-08	3.2645e-08	1.0397e-07
0.205	3.3719e-09	3.9686e-09	4.2954e-09	1.14075e-08	3.1913e-08	9.9527e-08
0.21	3.3562e-09	3.6285e-09	4.4894e-09	1.10195e-08	3.1343e-08	9.4703e-08
0.215	3.4848e-09	3.47e-09	4.2913e-09	1.07722e-08	3.0078e-08	9.1014e-08
0.22	3.5664e-09	3.6856e-09	4.191e-09	1.02361e-08	2.8837e-08	8.8002e-08
0.225	3.5395e-09	3.4097e-09	4.4777e-09	9.7675e-09	2.8227e-08	8.4407e-08
0.23	3.7146e-09	3.2805e-09	4.5314e-09	9.8061e-09	2.7204e-08	8.1142e-08
0.235	3.9619e-09	3.7045e-09	4.3487e-09	9.8647e-09	2.5868e-08	7.8818e-08
0.24	3.9718e-09	3.8751e-09	4.326e-09	9.4823e-09	2.5365e-08	7.6221e-08
0.245	4.0431e-09	3.8121e-09	4.5327e-09	8.9085e-09	2.5052e-08	7.2927e-08
0.25	4.2992e-09	4.0714e-09	4.7179e-09	8.4112e-09	2.4174e-08	6.9998e-08
0.255	4.2525e-09	4.3323e-09	4.5374e-09	8.302e-09	2.3362e-08	6.778e-08
0.26	4.1474e-09	4.2482e-09	4.1528e-09	8.3818e-09	2.2915e-08	6.5335e-08
0.265	4.3906e-09	4.3139e-09	4.1509e-09	8.3819e-09	2.21836e-08	6.2683e-08
0.27	4.5677e-09	4.554e-09	4.3536e-09	8.3703e-09	2.12354e-08	6.0636e-08
0.275	4.5639e-09	4.5582e-09	4.5667e-09	8.4184e-09	2.07712e-08	5.8559e-08
0.28	4.5822e-09	4.2761e-09	4.8985e-09	8.3555e-09	2.03354e-08	5.616e-08
0.285	4.5287e-09	4.2207e-09	5.2746e-09	8.0893e-09	1.96459e-08	5.4284e-08
0.29	4.6483e-09	4.5309e-09	5.4226e-09	7.8465e-09	1.93204e-08	5.232e-08
0.295	4.9808e-09	4.7938e-09	5.2281e-09	7.9096e-09	1.90899e-08	5.0466e-08
0.3	5.1787e-09	4.8841e-09	4.9765e-09	7.8345e-09	1.83746e-08	4.9334e-08
0.305	5.4191e-09	5.1597e-09	5.0493e-09	7.2707e-09	1.76239e-08	4.7788e-08
0.31	5.9507e-09	5.3601e-09	5.3863e-09	6.9118e-09	1.69498e-08	4.5605e-08
0.315	6.3126e-09	4.9901e-09	5.5789e-09	6.635e-09	1.59989e-08	4.3756e-08
0.32	6.1505e-09	4.7625e-09	5.5379e-09	6.5336e-09	1.55537e-08	4.2097e-08
0.325	6.0231e-09	4.7949e-09	5.5806e-09	6.9254e-09	1.58286e-08	4.0118e-08
0.33	6.361e-09	5.0181e-09	5.7655e-09	6.9833e-09	1.5928e-08	3.8888e-08
0.335	6.4825e-09	5.3877e-09	5.7424e-09	6.6474e-09	1.58094e-08	3.853e-08
0.34	6.2291e-09	5.5472e-09	5.4906e-09	7.1583e-09	1.57542e-08	3.7956e-08
0.345	6.2138e-09	5.7246e-09	5.5724e-09	7.6513e-09	1.53959e-08	3.672e-08
0.35	6.519e-09	5.9215e-09	5.984e-09	7.0477e-09	1.48175e-08	3.5597e-08
0.355	6.817e-09	5.8295e-09	6.3165e-09	7.0101e-09	1.43857e-08	3.468e-08
