vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.15000000000000002V	ig_vd = 0.15000000000000002V	is_vd = 0.15000000000000002V	iavdd_vd = 0.15000000000000002V	ignd_vd = 0.15000000000000002V	id_vd = 0.30000000000000004V	ig_vd = 0.30000000000000004V	is_vd = 0.30000000000000004V	iavdd_vd = 0.30000000000000004V	ignd_vd = 0.30000000000000004V	id_vd = 0.45V	ig_vd = 0.45V	is_vd = 0.45V	iavdd_vd = 0.45V	ignd_vd = 0.45V	id_vd = 0.6000000000000001V	ig_vd = 0.6000000000000001V	is_vd = 0.6000000000000001V	iavdd_vd = 0.6000000000000001V	ignd_vd = 0.6000000000000001V	id_vd = 0.75V	ig_vd = 0.75V	is_vd = 0.75V	iavdd_vd = 0.75V	ignd_vd = 0.75V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
1.2	-9.23596e-08	3.4814e-09	-8.735e-11	4.0262e-07	-3.139e-07	-4.582e-08	2.4129e-09	-7.73e-11	3.6014e-07	-3.1684e-07	-2.18416e-08	1.6303e-09	-9.101e-11	3.3606e-07	-3.1582e-07	-1.00686e-08	1.0541e-09	-9.33e-11	3.2502e-07	-3.1596e-07	-4.2692e-09	6.4043e-10	-8.488e-11	3.1892e-07	-3.1514e-07	-1.5244e-09	3.7069e-10	-7.81e-11	3.1454e-07	-3.133e-07	-1.2574e-10	2.2302e-10	-8.463000000000001e-11	3.121e-07	-3.1274e-07
1.195	-9.17396e-08	3.4325e-09	-6.978e-11	4.0184e-07	-3.1366e-07	-4.52782e-08	2.3728e-09	-8.551000000000001e-11	3.5966e-07	-3.1662e-07	-2.16762e-08	1.6e-09	-7.431e-11	3.359e-07	-3.1574e-07	-9.9716e-09	1.0318e-09	-7.297e-11	3.2478e-07	-3.1578e-07	-4.2398e-09	6.2334e-10	-7.951e-11	3.188e-07	-3.1512e-07	-1.5141e-09	3.5858e-10	-8.87e-11	3.1454e-07	-3.133e-07	-1.6143e-10	2.0557e-10	-8.9e-11	3.128e-07	-3.1284e-07
1.19	-9.10694e-08	3.381e-09	-7.46e-11	4.0142e-07	-3.1364e-07	-4.50364e-08	2.3374e-09	-6.572000000000001e-11	3.5918e-07	-3.1638e-07	-2.1553e-08	1.5719e-09	-7.962e-11	3.3576e-07	-3.1562e-07	-1.00078e-08	1.0093e-09	-8.354e-11	3.2464e-07	-3.1568e-07	-4.236e-09	6.0367e-10	-6.961e-11	3.1878e-07	-3.15e-07	-1.4455e-09	3.4697000000000004e-10	-7.359e-11	3.1456e-07	-3.1328e-07	-9.087e-11	1.9436e-10	-9.11e-11	3.1286e-07	-3.1274e-07
1.185	-9.047559999999999e-08	3.3322e-09	-7.38e-11	4.0076e-07	-3.136e-07	-4.48712e-08	2.2994e-09	-7.372e-11	3.5886e-07	-3.1618e-07	-2.15036e-08	1.5428e-09	-7.047e-11	3.3558e-07	-3.155e-07	-9.926599999999997e-09	9.8818e-10	-7.445000000000001e-11	3.2442e-07	-3.1542e-07	-4.2516e-09	5.872800000000001e-10	-8.111e-11	3.1866e-07	-3.1506e-07	-1.4991e-09	3.3513e-10	-6.247e-11	3.1444e-07	-3.1322e-07	-9.898e-11	1.8932000000000002e-10	-7.768000000000001e-11	3.1274e-07	-3.1274e-07
1.1800000000000002	-8.98794e-08	3.288e-09	-5.89e-11	4.0032e-07	-3.1366e-07	-4.4702999999999993e-08	2.2627e-09	-5.994e-11	3.5858e-07	-3.1632e-07	-2.13884e-08	1.5145e-09	-6.572000000000001e-11	3.3548e-07	-3.1546e-07	-9.9012e-09	9.6553e-10	-7.157e-11	3.2438e-07	-3.1538e-07	-4.2261e-09	5.7009e-10	-8.243e-11	3.186e-07	-3.1488e-07	-1.4722e-09	3.2186e-10	-6.820000000000001e-11	3.1436e-07	-3.1324e-07	-9.641e-11	1.829e-10	-6.879e-11	3.1278e-07	-3.1274e-07
1.175	-8.92034e-08	3.2407e-09	-5.715e-11	3.9972e-07	-3.1364e-07	-4.451819999999999e-08	2.2301e-09	-6.81e-11	3.5858e-07	-3.1614e-07	-2.13956e-08	1.4867e-09	-6.084000000000001e-11	3.3534e-07	-3.1528e-07	-9.838799999999997e-09	9.4747e-10	-6.445000000000001e-11	3.2434e-07	-3.1526e-07	-4.1492e-09	5.5484e-10	-6.719e-11	3.1848e-07	-3.1482e-07	-1.4638e-09	3.1068e-10	-6.909e-11	3.1438e-07	-3.1316e-07	-6.965e-11	1.8003000000000002e-10	-7.344e-11	3.128e-07	-3.1276e-07
1.1700000000000002	-8.86692e-08	3.1953e-09	-5.364e-11	3.9922e-07	-3.1364e-07	-4.43032e-08	2.1955e-09	-5.442e-11	3.5792e-07	-3.1584e-07	-2.13216e-08	1.4634e-09	-6.184e-11	3.352e-07	-3.1526e-07	-9.859999999999997e-09	9.272e-10	-5.3040000000000005e-11	3.242e-07	-3.152e-07	-4.1452e-09	5.4227e-10	-6.65e-11	3.1852e-07	-3.1486e-07	-1.4604e-09	3.0146e-10	-5.2830000000000007e-11	3.1434e-07	-3.1318e-07	-1.0026e-10	1.7021000000000003e-10	-7.146e-11	3.1268e-07	-3.128e-07
1.165	-8.805979999999998e-08	3.1511e-09	-5.7050000000000006e-11	3.9868e-07	-3.1352e-07	-4.4109e-08	2.1639e-09	-6.019e-11	3.5762e-07	-3.156e-07	-2.13324e-08	1.4329e-09	-6.138e-11	3.3512e-07	-3.1524e-07	-9.8192e-09	9.077399999999999e-10	-6.337000000000001e-11	3.2418e-07	-3.1508e-07	-4.1272e-09	5.2955e-10	-6.727e-11	3.1844e-07	-3.1476e-07	-1.4358e-09	2.9079000000000004e-10	-5.354e-11	3.1438e-07	-3.1306e-07	-2.44e-11	1.6367000000000001e-10	-5.429000000000001e-11	3.127e-07	-3.1276e-07
1.16	-8.7545e-08	3.1099e-09	-3.71e-11	3.9812e-07	-3.1352e-07	-4.390899999999999e-08	2.1302e-09	-4.513e-11	3.5736e-07	-3.1548e-07	-2.12422e-08	1.409e-09	-4.65e-11	3.3504e-07	-3.151e-07	-9.803799999999999e-09	8.8754e-10	-5.305000000000001e-11	3.2412e-07	-3.1508e-07	-4.1557e-09	5.1575e-10	-5.1190000000000006e-11	3.1846e-07	-3.1478e-07	-1.451e-09	2.8217e-10	-6.155000000000001e-11	3.1436e-07	-3.1308e-07	-9.143e-11	1.5292e-10	-6.096e-11	3.1268e-07	-3.127e-07
1.155	-8.71286e-08	3.0693e-09	-4.0810000000000006e-11	3.9768e-07	-3.1354e-07	-4.37216e-08	2.0969e-09	-4.665e-11	3.5716e-07	-3.1544e-07	-2.12002e-08	1.3836e-09	-4.928e-11	3.3492e-07	-3.151e-07	-9.779599999999999e-09	8.6787e-10	-5.048e-11	3.2398e-07	-3.1504e-07	-4.1494e-09	5.0241e-10	-4.149e-11	3.1838e-07	-3.1506e-07	-1.4218e-09	2.7313e-10	-4.697000000000001e-11	3.1438e-07	-3.1312e-07	-1.1677e-10	1.415e-10	-6.933000000000001e-11	3.1274e-07	-3.1274e-07
1.15	-8.667559999999998e-08	3.0276999999999998e-09	-3.46e-11	3.9724e-07	-3.1372e-07	-4.36146e-08	2.0651e-09	-3.722e-11	3.5692e-07	-3.154e-07	-2.10968e-08	1.3601e-09	-3.89e-11	3.3486e-07	-3.1506e-07	-9.737399999999998e-09	8.4763e-10	-4.5070000000000006e-11	3.2386e-07	-3.15e-07	-4.1089e-09	4.904000000000001e-10	-4.75e-11	3.1842e-07	-3.1466e-07	-1.427e-09	2.662e-10	-4.264e-11	3.1436e-07	-3.131e-07	-9.586e-11	1.3388e-10	-5.802e-11	3.1272e-07	-3.127e-07
1.145	-8.62192e-08	2.9841e-09	-3.343e-11	3.9692e-07	-3.136e-07	-4.34582e-08	2.0333e-09	-2.9230000000000005e-11	3.568e-07	-3.1526e-07	-2.10424e-08	1.3322e-09	-4.8640000000000006e-11	3.348e-07	-3.1496e-07	-9.7082e-09	8.3068e-10	-4.0520000000000006e-11	3.2384e-07	-3.1496e-07	-4.0982e-09	4.753300000000001e-10	-4.408e-11	3.1832e-07	-3.1472e-07	-1.4275e-09	2.5556e-10	-4.924e-11	3.1436e-07	-3.131e-07	-9.982e-11	1.2740000000000002e-10	-4.8310000000000006e-11	3.1272e-07	-3.1274e-07
1.14	-8.58552e-08	2.9411e-09	-1.2570000000000002e-11	3.9652e-07	-3.1354e-07	-4.34008e-08	2.0056e-09	-3.121e-11	3.5662e-07	-3.1518e-07	-2.09666e-08	1.3121e-09	-2.753e-11	3.347e-07	-3.1496e-07	-9.7128e-09	8.168600000000001e-10	-3.066e-11	3.2382e-07	-3.1488e-07	-4.0621e-09	4.6153000000000006e-10	-2.917e-11	3.1832e-07	-3.147e-07	-1.4249e-09	2.4702000000000004e-10	-4.151e-11	3.1428e-07	-3.131e-07	-5.0860000000000006e-11	1.245e-10	-4.898e-11	3.1272e-07	-3.1274e-07
1.135	-8.53804e-08	2.8953e-09	-2.249e-11	3.9602e-07	-3.1358e-07	-4.31972e-08	1.9735e-09	-2.125e-11	3.5642e-07	-3.1506e-07	-2.09638e-08	1.2883e-09	-2.9070000000000003e-11	3.3464e-07	-3.1484e-07	-9.7205e-09	7.9458e-10	-3.795e-11	3.2378e-07	-3.1478e-07	-4.1151e-09	4.4778e-10	-3.625e-11	3.1834e-07	-3.1466e-07	-1.4122e-09	2.3756e-10	-2.728e-11	3.143e-07	-3.13e-07	-3.7530000000000005e-11	1.2049000000000002e-10	-5.084e-11	3.127e-07	-3.1268e-07
1.13	-8.5e-08	2.8529e-09	-1e-11	3.9568e-07	-3.1352e-07	-4.31366e-08	1.9421e-09	-2.316e-11	3.5616e-07	-3.1506e-07	-2.0917e-08	1.2674e-09	-1.425e-11	3.3468e-07	-3.1502e-07	-9.6789e-09	7.7786e-10	-2.833e-11	3.2372e-07	-3.1484e-07	-4.1167e-09	4.3548e-10	-3.8920000000000006e-11	3.1826e-07	-3.149e-07	-1.4131e-09	2.2844e-10	-2.953e-11	3.1422e-07	-3.1306e-07	-3.015e-11	1.1893e-10	-3.172e-11	3.1274e-07	-3.1264e-07
1.125	-8.459259999999999e-08	2.8135e-09	-1.18e-12	3.9538e-07	-3.1358e-07	-4.29134e-08	1.9098e-09	-5.160000000000001e-12	3.5608e-07	-3.1496e-07	-2.08894e-08	1.2445e-09	-2.15e-11	3.3448e-07	-3.148e-07	-9.6513e-09	7.5867e-10	-9.76e-12	3.2358e-07	-3.1474e-07	-4.1022e-09	4.2403e-10	-2.247e-11	3.1818e-07	-3.1452e-07	-1.4156e-09	2.1974e-10	-3.353e-11	3.1426e-07	-3.13e-07	-8.239000000000001e-11	1.1449e-10	-3.7710000000000005e-11	3.1278e-07	-3.127e-07
1.12	-8.417159999999999e-08	2.7737e-09	1.857e-11	3.9504e-07	-3.1362e-07	-4.28436e-08	1.881e-09	-8.24e-12	3.5578e-07	-3.1488e-07	-2.08428e-08	1.224e-09	-1.24e-11	3.3442e-07	-3.1472e-07	-9.6041e-09	7.4022e-10	-6.14e-12	3.2366e-07	-3.1468e-07	-4.0586e-09	4.1468e-10	-1.7340000000000002e-11	3.1824e-07	-3.1458e-07	-1.3923e-09	2.1178e-10	-2.022e-11	3.143e-07	-3.1304e-07	-8.906e-11	1.0898e-10	-4.945e-11	3.1272e-07	-3.1272e-07
1.115	-8.37868e-08	2.7363e-09	1.291e-11	3.9474e-07	-3.1366e-07	-4.26656e-08	1.8523e-09	1.3890000000000002e-11	3.557e-07	-3.149e-07	-2.07914e-08	1.2008e-09	-5.02e-12	3.3438e-07	-3.1476e-07	-9.6865e-09	7.2305e-10	-7.4e-12	3.236e-07	-3.1468e-07	-4.0229e-09	4.0362000000000005e-10	-1.5920000000000002e-11	3.182e-07	-3.145e-07	-1.4143e-09	2.0573e-10	-1.814e-11	3.1426e-07	-3.1304e-07	-5.601e-11	1.0117e-10	-4.41e-11	3.1272e-07	-3.1266e-07
1.11	-8.34686e-08	2.6955e-09	2.9070000000000003e-11	3.945e-07	-3.137e-07	-4.26202e-08	1.8242e-09	7.380000000000001e-12	3.5564e-07	-3.1482e-07	-2.07428e-08	1.1775e-09	6.620000000000001e-12	3.3426e-07	-3.147e-07	-9.5942e-09	7.0835e-10	5.23e-12	3.2352e-07	-3.146e-07	-4.0479e-09	3.9526e-10	-4.01e-12	3.182e-07	-3.1448e-07	-1.3863e-09	1.9863e-10	-2.4300000000000003e-11	3.142e-07	-3.1298e-07	-5.528e-11	9.467e-11	-3.211e-11	3.1262e-07	-3.1264e-07
1.105	-8.317359999999998e-08	2.6567e-09	4.182e-11	3.9414e-07	-3.1356e-07	-4.2478e-08	1.7921e-09	3.6800000000000005e-11	3.554e-07	-3.148e-07	-2.06696e-08	1.1568e-09	1.3180000000000002e-11	3.3422e-07	-3.147e-07	-9.5855e-09	6.9627e-10	1.025e-11	3.2358e-07	-3.1468e-07	-4.0016e-09	3.7973e-10	1.398e-11	3.1814e-07	-3.1452e-07	-1.3863e-09	1.9394e-10	-1.426e-11	3.142e-07	-3.1292e-07	-6.370000000000001e-12	8.564e-11	-3.1040000000000003e-11	3.1276e-07	-3.126e-07
1.1	-8.285639999999998e-08	2.6195e-09	6.572000000000001e-11	3.9362e-07	-3.1358e-07	-4.24108e-08	1.7641e-09	3.627e-11	3.5528e-07	-3.147e-07	-2.06588e-08	1.1365e-09	3.157e-11	3.3422e-07	-3.146e-07	-9.5323e-09	6.819800000000001e-10	8.26e-12	3.234e-07	-3.145e-07	-4.0899e-09	3.697e-10	8.93e-12	3.1812e-07	-3.144e-07	-1.3661e-09	1.8582e-10	-6.1e-13	3.1348e-07	-3.1228e-07	-1.2695e-10	8.346e-11	-3.595e-11	3.1274e-07	-3.1264e-07
1.095	-8.25596e-08	2.5837e-09	7.05e-11	3.935e-07	-3.1354e-07	-4.2270599999999993e-08	1.7372e-09	5.842e-11	3.5516e-07	-3.1476e-07	-2.06218e-08	1.1183e-09	4.276e-11	3.341e-07	-3.1458e-07	-9.4945e-09	6.6739e-10	2.391e-11	3.2346e-07	-3.146e-07	-4.065e-09	3.5572000000000004e-10	1.198e-11	3.1808e-07	-3.144e-07	-1.386e-09	1.7899000000000002e-10	-2.300000000000001e-13	3.142e-07	-3.129e-07	-5.975e-11	7.678e-11	-1.914e-11	3.1266e-07	-3.1258e-07
1.09	-8.2247e-08	2.5485e-09	9.198e-11	3.932e-07	-3.1344e-07	-4.22256e-08	1.7128e-09	6.316e-11	3.551e-07	-3.146e-07	-2.06226e-08	1.0968e-09	5.0350000000000006e-11	3.3408e-07	-3.1456e-07	-9.5694e-09	6.5436e-10	4.1100000000000005e-11	3.2346e-07	-3.1458e-07	-4.0703e-09	3.481e-10	3.0060000000000004e-11	3.1808e-07	-3.1446e-07	-1.4169e-09	1.6925e-10	7.000000000000001e-12	3.1412e-07	-3.1252e-07	-4.1970000000000005e-11	7.672e-11	-2.031e-11	3.1274e-07	-3.127e-07
