Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	0.0001907636	0.01379906	0.06314212	0.210659	0.2400678	0.251795
0.005	0.0001859124	0.01336816	0.07886208	0.2098308	0.2394944	0.2514224
0.01	0.0001774705	0.01264338	0.09905136	0.2082132	0.2384132	0.2506156
0.015	0.0001660205	0.01173079	0.1183726	0.2061956	0.237206	0.2498528
0.02	0.0001505799	0.0106846	0.1261711	0.2042054	0.2362154	0.2494252
0.025	0.0001331024	0.0096253	0.1169135	0.202286	0.2354352	0.249069
0.03	0.00011856	0.0087042	0.10718	0.200296	0.234702	0.248754
0.035	0.000107325	0.007941	0.102918	0.19836	0.23418	0.248794
0.04	9.7697e-05	0.0072586	0.098648	0.196356	0.233746	0.24886
0.045	8.941e-05	0.0066428	0.094294	0.194362	0.233012	0.248574
0.05	8.2495e-05	0.006133	0.09012	0.192496	0.232148	0.248224
0.055	7.7091e-05	0.0057036	0.086066	0.19035	0.231278	0.247858
0.06	7.2493e-05	0.005309	0.082028	0.18799	0.230146	0.247304
0.065	6.8238e-05	0.004975	0.078034	0.185498	0.228712	0.24638
0.07	6.4985e-05	0.0047062	0.074204	0.182684	0.22756	0.24554
0.075	6.2687e-05	0.0044514	0.07057	0.179654	0.22656	0.245
0.08	6.0236e-05	0.0042148	0.067052	0.17688	0.22544	0.24446
0.085	5.4314e-05	0.0040188	0.063732	0.17438	0.22446	0.24398
0.09	4.902e-05	0.0038458	0.060602	0.1718	0.22352	0.24366
0.095	5.0621e-05	0.0036904	0.057566	0.16886	0.22234	0.24328
0.1	5.2409e-05	0.003564	0.054496	0.16592	0.22106	0.24276
0.105	5.2094e-05	0.003464	0.051586	0.1633	0.2199	0.2422
0.11	5.5637e-05	0.0033734	0.04906	0.1604	0.21868	0.24154
0.115	5.8728e-05	0.0033052	0.046648	0.15736	0.21738	0.2409
