|Vgs|	Gm_|Vds|=0.15V	Gm_|Vds|=0.3V	Gm_|Vds|=0.45V	Gm_|Vds|=0.6V	Gm_|Vds|=0.75V	Gm_|Vds|=0.9V
-0.3	2.2000000000001e-10	4.95999999999997e-09	-8.87999999999993e-09	-3.12000000000016e-08	-1.30400000000013e-08	8.53200000000017e-08
-0.295	5.31833333333336e-10	4.19333333333328e-09	-4.22333333333321e-09	-1.91700000000006e-08	-7.90666666666731e-09	6.33566666666666e-08
-0.29	1.3808e-09	3.331e-09	5.3200000000006e-10	-8.01000000000041e-09	1.59599999999965e-09	5.31839999999999e-08
-0.285	1.9522e-09	3.049e-09	3.67800000000001e-09	1.97800000000002e-09	8.09799999999996e-09	4.58539999999997e-08
-0.28	2.5192e-09	3.23300000000003e-09	6.14199999999995e-09	9.13800000000006e-09	1.57820000000001e-08	4.24819999999999e-08
-0.275	2.8864e-09	3.83900000000001e-09	7.42599999999993e-09	1.2928e-08	2.2626e-08	4.8358e-08
-0.27	2.9202e-09	4.93199999999997e-09	8.16999999999993e-09	1.677e-08	2.7584e-08	6.05400000000002e-08
-0.265	2.8691e-09	6.09999999999996e-09	9.36599999999998e-09	1.987e-08	3.37319999999999e-08	7.39080000000001e-08
-0.26	3.2295e-09	6.76399999999997e-09	1.1252e-08	2.19659999999999e-08	4.09899999999999e-08	8.73879999999999e-08
-0.255	4.0229e-09	7.40199999999997e-09	1.386e-08	2.6016e-08	4.808e-08	1.0034e-07
-0.25	4.8441e-09	8.77299999999999e-09	1.6398e-08	3.1244e-08	5.6558e-08	1.12726e-07
-0.245	5.5669e-09	1.0391e-08	1.8706e-08	3.523e-08	6.5788e-08	1.25798e-07
-0.24	6.36699999999999e-09	1.1595e-08	2.176e-08	3.8992e-08	7.389e-08	1.39848e-07
-0.235	7.09450000000003e-09	1.28570000000001e-08	2.45760000000001e-08	4.46580000000003e-08	8.29460000000004e-08	1.57360000000001e-07
-0.23	7.66510000000003e-09	1.44570000000001e-08	2.67880000000001e-08	5.15740000000002e-08	9.43440000000004e-08	1.79452000000001e-07
-0.225	8.51460000000003e-09	1.6139e-08	3.01960000000001e-08	5.85280000000002e-08	1.07098e-07	2.03644000000001e-07
-0.22	9.75000000000003e-09	1.8073e-08	3.49480000000001e-08	6.66840000000001e-08	1.21786e-07	2.29750000000001e-07
-0.215	1.10393e-08	2.1038e-08	3.98040000000001e-08	7.64740000000001e-08	1.39232e-07	2.59310000000001e-07
-0.21	1.2322e-08	2.4673e-08	4.537e-08	8.55039999999998e-08	1.58512e-07	2.92004e-07
-0.205	1.3719e-08	2.8024e-08	5.2126e-08	9.46919999999998e-08	1.78578e-07	3.28904e-07
-0.2	1.5502e-08	3.1349e-08	5.92159999999999e-08	1.0737e-07	2.01362e-07	3.72904e-07
-0.195	1.7835e-08	3.4948e-08	6.61879999999999e-08	1.21704e-07	2.26726e-07	4.22124e-07
-0.19	2.0454e-08	3.9091e-08	7.3488e-08	1.36936e-07	2.5452e-07	4.75863999999999e-07
-0.185	2.3371e-08	4.448e-08	8.2512e-08	1.56062e-07	2.8704e-07	5.34905999999999e-07
-0.18	2.6813e-08	5.09709999999999e-08	9.38519999999999e-08	1.77206e-07	3.23954e-07	5.97689999999999e-07
-0.175	3.0595e-08	5.82249999999999e-08	1.0682e-07	1.98656e-07	3.64064e-07	6.6733e-07
-0.17	3.4674e-08	6.59939999999999e-08	1.21632e-07	2.2361e-07	4.1016e-07	7.46795999999999e-07
-0.165	3.9092e-08	7.39929999999999e-08	1.38668e-07	2.52752e-07	4.63087999999999e-07	8.35061999999999e-07
-0.16	4.3911e-08	8.30649999999999e-08	1.57234e-07	2.85628e-07	5.20117999999999e-07	9.35399999999999e-07
-0.155	4.9777e-08	9.39529999999999e-08	1.77398e-07	3.23512e-07	5.84802e-07	1.0534e-06
-0.15	5.66699999999999e-08	1.06283e-07	2.00042e-07	3.65918e-07	6.61165999999999e-07	1.1878e-06
-0.145	6.42709999999999e-08	1.20456e-07	2.25786e-07	4.13484e-07	7.46381999999999e-07	1.3386e-06
-0.14	7.301e-08	1.37302e-07	2.55294e-07	4.67474e-07	8.40647999999999e-07	1.5094e-06
-0.135	8.29199999999999e-08	1.56178e-07	2.88828e-07	5.27132e-07	9.48201999999999e-07	1.6982e-06
-0.13	9.38359999999999e-08	1.77054e-07	3.2664e-07	5.94126e-07	1.068422e-06	1.9088e-06
-0.125	1.06241e-07	2.00992e-07	3.69858e-07	6.70508e-07	1.202552e-06	2.1468e-06
-0.12	1.20358e-07	2.28266e-07	4.18804e-07	7.57083999999999e-07	1.356748e-06	2.4106e-06
-0.115	1.36429e-07	2.5856e-07	4.73926e-07	8.55751999999999e-07	1.530814e-06	2.7046e-06
-0.11	1.55138e-07	2.92648000000001e-07	5.36642000000001e-07	9.66964000000002e-07	1.725422e-06	3.04280000000001e-06
-0.105	1.76446e-07	3.31756000000001e-07	6.07198000000001e-07	1.092178e-06	1.94626e-06	3.42580000000001e-06
-0.1	2.00332e-07	3.76498e-07	6.86940000000001e-07	1.235498e-06	2.194438e-06	3.8478e-06
-0.095	2.2729e-07	4.27708e-07	7.78654000000001e-07	1.397386e-06	2.469e-06	4.324e-06
-0.09	2.58006e-07	4.86014e-07	8.82504000000001e-07	1.578814e-06	2.7804e-06	4.8656e-06
-0.085	2.92869e-07	5.51648e-07	9.99217999999999e-07	1.784092e-06	3.1384e-06	5.47419999999999e-06
-0.08	3.32062e-07	6.2559e-07	1.131858e-06	2.016092e-06	3.541e-06	6.15659999999999e-06
-0.075	3.76499e-07	7.09515999999999e-07	1.281136e-06	2.276396e-06	3.9942e-06	6.92359999999999e-06
-0.07	4.27694e-07	8.04549999999999e-07	1.449214e-06	2.57216e-06	4.5104e-06	7.79819999999999e-06
-0.0649999999999999	4.86074e-07	9.11991999999999e-07	1.641266e-06	2.90849e-06	5.093e-06	8.79079999999999e-06
-0.0599999999999999	5.51636e-07	1.03401e-06	1.859948e-06	3.2882e-06	5.74759999999999e-06	9.89439999999999e-06
-0.0549999999999999	6.25594e-07	1.172334e-06	2.106298e-06	3.72e-06	6.48399999999999e-06	1.11258e-05
-0.0499999999999999	7.10118000000002e-07	1.329862e-06	2.386294e-06	4.21180000000001e-06	7.31180000000001e-06	1.25312e-05
-0.0449999999999999	8.06258000000004e-07	1.50944000000001e-06	2.70488800000001e-06	4.76460000000002e-06	8.24880000000004e-06	1.41182000000001e-05
-0.0399999999999999	9.14272000000003e-07	1.71265000000001e-06	3.06498400000001e-06	5.38540000000002e-06	9.31140000000003e-06	1.58844000000001e-05
-0.035	1.037886e-06	1.94229000000001e-06	3.47151000000001e-06	6.09120000000002e-06	1.05064e-05	1.78396000000001e-05
-0.03	1.18086e-06	2.20396200000001e-06	3.93640000000001e-06	6.89420000000002e-06	1.1849e-05	2.00438000000001e-05
-0.025	1.342032e-06	2.50048e-06	4.468e-06	7.80160000000001e-06	1.33692e-05	2.25744e-05
-0.02	1.523558e-06	2.834012e-06	5.0616e-06	8.82599999999999e-06	1.50954e-05	2.54308e-05
-0.015	1.731574e-06	3.212606e-06	5.7282e-06	9.98479999999999e-06	1.70458e-05	2.86396e-05
-0.01	1.967414e-06	3.645218e-06	6.4912e-06	1.12924e-05	1.92178e-05	3.22914e-05
-0.005	2.231818e-06	4.13624e-06	7.35539999999999e-06	1.27732e-05	2.16306e-05	3.64008e-05
-0	2.534014e-06	4.6938e-06	8.32919999999999e-06	1.44538e-05	2.43926e-05	4.1006e-05
0.005	2.881592e-06	5.32579999999999e-06	9.44059999999999e-06	1.63606e-05	2.75772e-05	4.6171e-05
0.01	3.277e-06	6.04579999999999e-06	1.07124e-05	1.85342e-05	3.11518e-05	5.192e-05
0.015	3.72758e-06	6.86539999999999e-06	1.214e-05	2.09374e-05	3.5173e-05	5.84e-05
0.02	4.236536e-06	7.78779999999999e-06	1.3744e-05	2.3592e-05	3.97708e-05	6.5754e-05
0.025	4.8062e-06	8.83379999999999e-06	1.5566e-05	2.6633e-05	4.4904e-05	7.4038e-05
0.03	5.455e-06	1.00298e-05	1.76406e-05	3.0115e-05	5.0606e-05	8.33529999999999e-05
0.035	6.1924e-06	1.138e-05	1.9967e-05	3.40498e-05	5.7064e-05	9.37669999999999e-05
0.04	7.02499999999999e-06	1.29052e-05	2.25618e-05	3.85418e-05	6.43469999999999e-05	0.000105452
0.045	7.97579999999999e-06	1.46438e-05	2.55162e-05	4.36654e-05	7.25259999999999e-05	0.000118634
0.05	9.05699999999999e-06	1.6619e-05	2.88952e-05	4.9409e-05	8.17919999999999e-05	0.000133393
0.055	1.02784e-05	1.8851e-05	3.27294e-05	5.5854e-05	9.22589999999999e-05	0.000149783
0.0600000000000001	1.1669e-05	2.13516e-05	3.7101e-05	6.31579999999999e-05	0.000104029	0.000168291
0.0650000000000001	1.32418e-05	2.41688e-05	4.21222e-05	7.13859999999999e-05	0.000117301	0.00018925
0.0700000000000001	1.4989e-05	2.73686e-05	4.774e-05	8.05179999999999e-05	0.000132092	0.000212339
0.0750000000000001	1.69632e-05	3.10260000000001e-05	5.39970000000001e-05	9.08290000000002e-05	0.000148674	0.000238187
0.0800000000000001	1.91898000000001e-05	3.51808000000002e-05	6.11160000000003e-05	0.000102597	0.000167413000000001	0.000267622000000001
0.0850000000000001	2.16912000000001e-05	3.99044000000002e-05	6.92220000000003e-05	0.000115916	0.000188630000000001	0.000300609000000001
0.09	2.45814000000001e-05	4.53128000000002e-05	7.83030000000003e-05	0.000130877	0.000212492000000001	0.000337346000000001
0.095	2.79620000000001e-05	5.14370000000001e-05	8.85430000000003e-05	0.000147805	0.000239264000000001	0.000378477000000001
0.1	3.18236e-05	5.82730000000001e-05	0.000100215	0.000166847	0.00026941	0.00042422
0.105	3.62018e-05	6.59969999999999e-05	0.000113351	0.000188105	0.000303261	0.00047554
