Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	1.928999e-05	0.002335605	0.03328704	0.06459036	0.176143	0.1967876
0.005	1.818614e-05	0.002216744	0.03709976	0.0817368	0.175486	0.1963484
0.01	1.641313e-05	0.002024216	0.04170552	0.1041267	0.174404	0.1955028
0.015	1.425052e-05	0.001785948	0.04566548	0.1259426	0.173066	0.1944792
0.02	1.195634e-05	0.001528587	0.04595804	0.1358914	0.171581	0.1936236
0.025	9.913528e-06	0.00129352	0.04126316	0.1281616	0.170194	0.1929744
0.03	8.246e-06	0.00109484	0.0365844	0.119806	0.16884	0.192232
0.035	6.8738e-06	0.00092594	0.0336476	0.116918	0.16732	0.191464
0.04	5.7274e-06	0.00078274	0.0308786	0.114012	0.165734	0.190764
0.045	4.7698e-06	0.00066172	0.028232	0.111044	0.16422	0.190002
0.05	3.9768e-06	0.0005584	0.025716	0.107954	0.162484	0.18923
0.055	3.312e-06	0.00047038	0.023378	0.104836	0.160346	0.188708
0.06	2.7604e-06	0.00039752	0.021198	0.101762	0.158624	0.188058
0.065	2.3244e-06	0.00033688	0.019138	0.09865	0.157676	0.18708
0.07	1.9718e-06	0.00028518	0.01724	0.095534	0.15643	0.186132
0.075	1.6736e-06	0.0002426	0.015524	0.092498	0.154872	0.18516
0.08	1.432e-06	0.00020828	0.013962	0.089426	0.15364	0.183958
0.085	1.2286e-06	0.00017854	0.012536	0.086238	0.151944	0.1829
0.09	1.0438e-06	0.00015262	0.011222	0.08305	0.149336	0.18206
0.095	8.938e-07	0.00013134	0.010022	0.07988	0.1469	0.181
0.1	7.824e-07	0.00011334	0.00894	0.076968	0.14488	0.17984
0.105	6.882e-07	9.828e-05	0.007948	0.074252	0.14278	0.17872
0.11	6.108e-07	8.546e-05	0.007048	0.071266	0.14064	0.17758
0.115	5.518e-07	7.412e-05	0.006272	0.068074	0.13846	0.17632
0.12	4.924e-07	6.588e-05	0.005592	0.064922	0.13632	0.1751
0.125	4.256e-07	5.948e-05	0.004964	0.061618	0.13416	0.17404
0.13	3.736e-07	5.192e-05	0.004412	0.058236	0.13192	0.17286
0.135	3.41e-07	4.584e-05	0.003928	0.0552	0.12968	0.17152
0.14	3.148e-07	4.266e-05	0.00349	0.05242	0.12748	0.17042
0.145	2.994e-07	3.966e-05	0.003112	0.04966	0.12524	0.16938
0.15	2.934e-07	3.696e-05	0.0028	0.0469	0.12292	0.16804
0.155	2.804e-07	3.53e-05	0.002524	0.0442	0.12056	0.16674
0.16	2.606e-07	3.332e-05	0.002268	0.04162	0.1182	0.16552
0.165	2.458e-07	3.024e-05	0.002046	0.03912	0.11578	0.16408
0.17	2.344e-07	2.736e-05	0.001852	0.0367	0.11324	0.1626
0.175	2.236e-07	2.57e-05	0.001686	0.0344	0.11078	0.16122
0.18	2.186e-07	2.418e-05	0.001546	0.03214	0.10834	0.15982
0.185	2.16e-07	2.22e-05	0.001406	0.02994	0.10576	0.15842
0.19	2.062e-07	2.22e-05	0.001284	0.0279	0.10316	0.15686
0.195	1.97e-07	2.268e-05	0.001198	0.026	0.1006	0.15522
0.2	1.962e-07	2.15e-05	0.001108	0.02418	0.09792	0.15362
0.205	1.922e-07	2.196e-05	0.001026	0.02246	0.0952	0.1519
0.21	1.89e-07	2.322e-05	0.000998	0.02086	0.09256	0.15018
0.215	1.984e-07	2.24e-05	0.00097	0.01932	0.0899	0.14872
0.22	2.008e-07	2.154e-05	0.000908	0.01788	0.0872	0.14726
0.225	1.904e-07	2.104e-05	0.000862	0.01662	0.08458	0.1456
0.23	1.89e-07	1.978e-05	0.000814	0.01544	0.08204	0.14388
0.235	1.898e-07	1.97e-05	0.000752	0.0142	0.07942	0.1421
0.24	1.77e-07	1.948e-05	0.000722	0.01308	0.07672	0.14024
0.245	1.644e-07	1.86e-05	0.000708	0.01214	0.07404	0.13832
0.25	1.62e-07	1.926e-05	0.000668	0.01114	0.07138	0.13646
0.255	1.58e-07	1.916e-05	0.00065	0.01016	0.06866	0.13458
0.26	1.488e-07	1.788e-05	0.00067	0.00942	0.066	0.13264
0.265	1.536e-07	1.784e-05	0.000656	0.00882	0.06352	0.13068
0.27	1.754e-07	1.764e-05	0.000616	0.00818	0.06114	0.12864
0.275	1.882e-07	1.622e-05	0.000612	0.0076	0.05868	0.1266
0.28	1.872e-07	1.622e-05	0.000608	0.00714	0.05618	0.12472
0.285	1.874e-07	1.744e-05	0.00057	0.00662	0.0538	0.12278
0.29	1.806e-07	1.83e-05	0.000554	0.00606	0.05142	0.1207
0.295	1.636e-07	1.864e-05	0.000556	0.00564	0.04894	0.11872
0.3	1.54e-07	1.858e-05	0.000552	0.00526	0.04656	0.11664
0.305	1.52e-07	1.872e-05	0.00056	0.0049	0.0444	0.11434
0.31	1.552e-07	1.852e-05	0.000564	0.00468	0.04228	0.11206
0.315	1.58e-07	1.792e-05	0.000564	0.00446	0.04018	0.1098
0.32	1.542e-07	1.818e-05	0.00058	0.00422	0.0382	0.10746
0.325	1.512e-07	1.924e-05	0.000566	0.004	0.03624	0.10516
0.33	1.564e-07	1.896e-05	0.00051	0.00374	0.03424	0.10292
0.335	1.626e-07	1.766e-05	0.000488	0.00358	0.03234	0.1007
0.34	1.698e-07	1.698e-05	0.000496	0.00348	0.03056	0.09848
0.345	1.852e-07	1.616e-05	0.000486	0.00322	0.0288	0.09618
0.35	1.882e-07	1.542e-05	0.000482	0.00304	0.02714	0.09382
0.355	1.792e-07	1.59e-05	0.000498	0.00306	0.02564	0.0915
0.36	1.788e-07	1.658e-05	0.0005	0.003	0.02422	0.0892
0.365	1.726e-07	1.704e-05	0.00049	0.00286	0.02282	0.08688
0.37	1.56e-07	1.802e-05	0.000504	0.00274	0.02144	0.08448
0.375	1.646e-07	1.784e-05	0.00052	0.00264	0.02012	0.08208
0.38	1.82e-07	1.648e-05	0.000514	0.00258	0.01884	0.07978
0.385	1.644e-07	1.628e-05	0.0005	0.00252	0.01764	0.07738
0.39	1.52e-07	1.654e-05	0.00048	0.00244	0.01664	0.07494
0.395	1.666e-07	1.582e-05	0.000444	0.0024	0.0158	0.07272
0.4	1.646e-07	1.58e-05	0.000428	0.00242	0.01496	0.07056
0.405	1.558e-07	1.71e-05	0.000454	0.00238	0.01408	0.0683
0.41	1.698e-07	1.71e-05	0.000468	0.00228	0.01318	0.06606
0.415	1.778e-07	1.606e-05	0.000474	0.00228	0.01232	0.06378
0.42	1.604e-07	1.638e-05	0.0005	0.00234	0.01156	0.06148
0.425	1.55e-07	1.662e-05	0.0005	0.00228	0.01092	0.05932
0.43	1.63e-07	1.56e-05	0.000456	0.00218	0.01038	0.05718
0.435	1.588e-07	1.556e-05	0.00043	0.00212	0.00982	0.05498
0.44	1.572e-07	1.58e-05	0.000434	0.00202	0.0093	0.05286
0.445	1.698e-07	1.522e-05	0.000438	0.00196	0.00884	0.0508
0.45	1.742e-07	1.548e-05	0.000448	0.0019	0.00832	0.04866
0.455	1.624e-07	1.638e-05	0.000472	0.00182	0.0079	0.04658
0.46	1.566e-07	1.696e-05	0.000494	0.00188	0.00764	0.04462
0.465	1.558e-07	1.706e-05	0.000474	0.002	0.00724	0.04268
0.47	1.524e-07	1.644e-05	0.00044	0.00204	0.00678	0.04082
0.475	1.476e-07	1.58e-05	0.00043	0.00208	0.00654	0.039
0.48	1.426e-07	1.572e-05	0.000418	0.00206	0.0063	0.0372
0.485	1.406e-07	1.494e-05	0.000414	0.00188	0.00598	0.03558
0.49	1.47e-07	1.408e-05	0.00042	0.00176	0.00584	0.0341
0.495	1.562e-07	1.474e-05	0.000416	0.00178	0.00572	0.03254
0.5	1.606e-07	1.572e-05	0.000426	0.0018	0.0054	0.03098
0.505	1.648e-07	1.594e-05	0.000448	0.00186	0.00514	0.0295
0.51	1.684e-07	1.602e-05	0.000438	0.00196	0.00502	0.02794
0.515	1.622e-07	1.628e-05	0.000412	0.00196	0.00484	0.02638
0.52	1.558e-07	1.57e-05	0.000414	0.00188	0.00466	0.02504
0.525	1.616e-07	1.404e-05	0.000412	0.00178	0.00456	0.02386
0.53	1.646e-07	1.284e-05	0.000396	0.00174	0.00448	0.02266
0.535	1.628e-07	1.344e-05	0.00042	0.0018	0.00438	0.02156
0.54	1.688e-07	1.44e-05	0.00047	0.00178	0.0043	0.02058
0.545	1.692e-07	1.47e-05	0.00047	0.0017	0.00428	0.0195
0.55	1.536e-07	1.558e-05	0.00044	0.00174	0.00422	0.01844
0.555	1.47e-07	1.654e-05	0.000426	0.00178	0.00408	0.01752
0.56	1.548e-07	1.66e-05	0.00039	0.00172	0.00396	0.01658
0.565	1.588e-07	1.628e-05	0.000362	0.0017	0.00386	0.01564
0.57	1.56e-07	1.59e-05	0.000378	0.00174	0.00374	0.01482
0.575	1.548e-07	1.49e-05	0.000396	0.00174	0.00364	0.01406
0.58	1.608e-07	1.442e-05	0.000404	0.00166	0.00358	0.01336
0.585	1.584e-07	1.516e-05	0.000422	0.00162	0.00356	0.01276
0.59	1.442e-07	1.556e-05	0.000426	0.00168	0.0035	0.0122
0.595	1.442e-07	1.542e-05	0.000412	0.00172	0.00342	0.01164
0.6	1.598e-07	1.562e-05	0.000412	0.00172	0.00346	0.0111
0.605	1.674e-07	1.516e-05	0.00041	0.00172	0.00348	0.01058
0.61	1.716e-07	1.376e-05	0.0004	0.00166	0.00338	0.0101
0.615	1.79e-07	1.35e-05	0.0004	0.00158	0.00336	0.00964
0.62	1.792e-07	1.444e-05	0.000402	0.00156	0.00338	0.0092
0.625	1.724e-07	1.536e-05	0.0004	0.00156	0.00332	0.00876
0.63	1.586e-07	1.538e-05	0.000406	0.00158	0.00324	0.00832
0.635	1.486e-07	1.488e-05	0.000408	0.00162	0.00316	0.00796
0.64	1.488e-07	1.538e-05	0.000406	0.00162	0.0031	0.00764
0.645	1.498e-07	1.482e-05	0.000406	0.00154	0.00306	0.00734
0.65	1.47e-07	1.266e-05	0.000392	0.0015	0.00304	0.00708
0.655	1.47e-07	1.274e-05	0.000384	0.00158	0.0031	0.00692
0.66	1.532e-07	1.38e-05	0.000386	0.00162	0.00318	0.00682
0.665	1.68e-07	1.356e-05	0.000366	0.00162	0.00316	0.00666
0.67	1.804e-07	1.402e-05	0.000362	0.00168	0.00316	0.00646
0.675	1.788e-07	1.53e-05	0.000386	0.00166	0.00314	0.00624
0.68	1.796e-07	1.538e-05	0.000382	0.00152	0.00298	0.00596
0.685	1.832e-07	1.52e-05	0.000372	0.00146	0.00288	0.00568
0.69	1.748e-07	1.506e-05	0.000394	0.00148	0.00288	0.00552
0.695	1.632e-07	1.432e-05	0.000406	0.00146	0.0028	0.00544
0.7	1.698e-07	1.444e-05	0.00039	0.00148	0.00272	0.00536
0.705	1.778e-07	1.516e-05	0.000372	0.00154	0.00282	0.00524
0.71	1.692e-07	1.534e-05	0.00036	0.00156	0.00292	0.00506
0.715	1.628e-07	1.464e-05	0.000366	0.00154	0.00288	0.0049
0.72	1.686e-07	1.356e-05	0.000376	0.0015	0.0029	0.0048
0.725	1.74e-07	1.326e-05	0.000376	0.0014	0.00296	0.0047
0.73	1.732e-07	1.344e-05	0.000386	0.00132	0.00288	0.00462
0.735	1.782e-07	1.298e-05	0.000408	0.00136	0.00278	0.00464
0.74	1.81e-07	1.37e-05	0.000414	0.00142	0.0027	0.0046
0.745	1.768e-07	1.548e-05	0.000404	0.00148	0.00258	0.00442
0.75	1.756e-07	1.606e-05	0.000402	0.00154	0.00258	0.00432
0.755	1.778e-07	1.602e-05	0.000398	0.00158	0.00268	0.00434
0.76	1.824e-07	1.556e-05	0.000374	0.0016	0.0027	0.0043
0.765	1.9e-07	1.404e-05	0.000352	0.00152	0.0027	0.00418
0.77	1.892e-07	1.322e-05	0.000358	0.0014	0.00272	0.00416
0.775	1.81e-07	1.256e-05	0.00037	0.00146	0.0027	0.00416
