Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.112593	0.3301	0.3586
20	0.136566	0.333	0.361
30	0.157086	0.3379	0.3656
40	0.176189	0.3413	0.3625
50	0.194571	0.3453	0.3621
60	0.21405	0.3472	0.368
70	0.230424	0.3499	0.3674
80	0.244012	0.3546	0.3613
90	0.257954	0.3563	0.3672
100	0.270267	0.358	0.3651
150	0.321644	0.3644	0.3468
300	0.376492	0.3765	0.3427
450	0.376981	0.3523	0.3302
600	0.371476	0.3595	0.3211
750	0.365331	0.3517	0.316
900	0.357851	0.334	0.276
