Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.410386	0.4286	0.0587
20	0.414863	0.4242	0.0341
30	0.41826	0.4284	0.0151
40	0.421518	0.4318	-0.0057
50	0.424343	0.4379	-0.059
60	0.427167	0.4408	0.4216
70	0.42959	0.4444	0.4231
80	0.431919	0.4469	0.4271
90	0.43407	0.4515	0.4234
100	0.43583	0.4556	0.4202
150	0.442528	0.4724	0.4206
300	0.446963	0.5046	0.4017
450	0.445184	0.5021	0.4004
600	0.4427	0.5045	0.3929
750	0.440212	0.4999	0.387
900	0.437641	0.491	0.3815
