Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.401004	0.4158	-0.0894
20	0.405468	0.4151	-0.0246
30	0.409504	0.4215	0.0143
40	0.412927	0.4236	0.4201
50	0.416301	0.428	0.4196
60	0.41958	0.432	0.4193
70	0.422469	0.4354	0.4247
80	0.425132	0.4396	0.4214
90	0.427589	0.442	0.4238
100	0.429886	0.4452	0.4234
150	0.438062	0.4635	0.4101
300	0.444758	0.4935	0.4022
450	0.443418	0.4992	0.3942
600	0.441188	0.4915	0.3818
750	0.438739	0.4845	0.385
900	0.436594	0.4846	0.3789
