Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.246251	0.3331	-0.1411
20	0.25698	0.3371	-0.1676
30	0.266975	0.3416	-0.085
40	0.276461	0.3449	-0.1916
50	0.285782	0.3494	-0.1908
60	0.294302	0.3507	-0.0891
70	0.301934	0.3554	-0.0987
80	0.309462	0.3574	-0.094
90	0.316167	0.36	-0.1379
100	0.322346	0.3602	-0.1369
150	0.345454	0.3706	-0.094
300	0.366573	0.3624	0.3278
450	0.360467	0.3518	0.2969
600	0.349174	0.3316	0.2976
750	0.338339	0.34	0.2768
900	0.326408	0.3203	0.2595
