Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.365017	0.3963	0.4073
20	0.373374	0.402	0.4065
30	0.380277	0.4062	0.4068
40	0.386775	0.4098	0.4117
50	0.392765	0.4141	0.4119
60	0.398585	0.418	0.4156
70	0.403868	0.4222	0.4197
80	0.408696	0.4268	0.4183
90	0.412985	0.4303	0.4142
100	0.41695	0.4331	0.4144
150	0.4319	0.4496	0.4069
300	0.442256	0.4721	0.4022
450	0.43942	0.4809	0.3875
600	0.436007	0.4654	0.3899
750	0.432671	0.4637	0.3831
900	0.429295	0.4423	0.3848
