Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.250239	0.3285	0.2759
20	0.261335	0.3281	0.2766
30	0.271454	0.3231	0.274
40	0.28168	0.3265	0.2762
50	0.290715	0.3252	0.2726
60	0.298797	0.324	0.2734
70	0.30667	0.3224	0.2747
80	0.313771	0.3249	0.2739
90	0.320177	0.3272	0.2734
100	0.326125	0.3252	0.2726
150	0.348562	0.3253	0.2769
300	0.36764	0.3333	0.2758
450	0.360374	0.3054	0.2765
600	0.349576	0.3358	0.2738
750	0.338295	0.3358	0.2723
900	0.325522	0.3269	0.2751
