Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	6.284045e-06	0.0004411162	0.01659438	0.03791802	0.05481454	0.1320514
0.005	5.936718e-06	0.0004989	0.01715844	0.045289	0.06815252	0.1318516
0.01	5.37995e-06	0.0005635794	0.01774432	0.05493764	0.08583616	0.1314732
0.015	4.695204e-06	0.0006114328	0.0180596	0.06422088	0.103266	0.1308968
0.02	3.955905e-06	0.0005894778	0.01749124	0.06809268	0.1117757	0.1301844
0.025	3.279554e-06	0.0004783028	0.01584642	0.06407658	0.1068621	0.1293146
0.03	2.718726e-06	0.000376484	0.014243	0.0598054	0.1014198	0.128384
0.035	2.256498e-06	0.000317419	0.0130422	0.057937	0.100052	0.127498
0.04	1.873848e-06	0.0002687	0.0119072	0.056074	0.098636	0.126612
0.045	1.554992e-06	0.0002264	0.0108432	0.054248	0.097208	0.12569
0.05	1.2906e-06	0.00019048	0.0098602	0.052444	0.095854	0.12479
0.055	1.0766e-06	0.00016034	0.0089384	0.050612	0.094458	0.123852
0.06	9.022e-07	0.00013432	0.0080722	0.048756	0.09296	0.122858
0.065	7.546e-07	0.00011278	0.0072886	0.04693	0.09148	0.121888
0.07	6.268e-07	9.534e-05	0.006568	0.04513	0.09	0.12088
0.075	5.178e-07	8.12e-05	0.005897	0.043356	0.08848	0.119838
0.08	4.294e-07	6.972e-05	0.0052908	0.041612	0.08693	0.119102
0.085	3.612e-07	5.944e-05	0.0047362	0.03987	0.08536	0.118688
0.09	3.062e-07	5.038e-05	0.0042198	0.038074	0.083702	0.117836
0.095	2.654e-07	4.31e-05	0.0037568	0.036296	0.082052	0.116614
0.1	2.376e-07	3.684e-05	0.0033456	0.034618	0.08044	0.115496
0.105	2.1e-07	3.176e-05	0.0029786	0.033	0.078808	0.114036
0.11	1.748e-07	2.802e-05	0.002656	0.03141	0.077208	0.112202
0.115	1.438e-07	2.446e-05	0.0023706	0.02988	0.075994	0.11078
0.12	1.26e-07	2.062e-05	0.0021122	0.028396	0.07504	0.10968
