vg	id_vd = 0.8V	ig_vd = 0.8V	is_vd = 0.8V	iavdd_vd = 0.8V	ignd_vd = 0.8V	id_vd = 0.81V	ig_vd = 0.81V	is_vd = 0.81V	iavdd_vd = 0.81V	ignd_vd = 0.81V	id_vd = 0.82V	ig_vd = 0.82V	is_vd = 0.82V	iavdd_vd = 0.82V	ignd_vd = 0.82V	id_vd = 0.83V	ig_vd = 0.83V	is_vd = 0.83V	iavdd_vd = 0.83V	ignd_vd = 0.83V	id_vd = 0.84V	ig_vd = 0.84V	is_vd = 0.84V	iavdd_vd = 0.84V	ignd_vd = 0.84V	id_vd = 0.85V	ig_vd = 0.85V	is_vd = 0.85V	iavdd_vd = 0.85V	ignd_vd = 0.85V	id_vd = 0.86V	ig_vd = 0.86V	is_vd = 0.86V	iavdd_vd = 0.86V	ignd_vd = 0.86V	id_vd = 0.87V	ig_vd = 0.87V	is_vd = 0.87V	iavdd_vd = 0.87V	ignd_vd = 0.87V	id_vd = 0.88V	ig_vd = 0.88V	is_vd = 0.88V	iavdd_vd = 0.88V	ignd_vd = 0.88V	id_vd = 0.89V	ig_vd = 0.89V	is_vd = 0.89V	iavdd_vd = 0.89V	ignd_vd = 0.89V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
1.2	-7.81528e-08	-2.7e-13	1.07622e-08	3.8012e-07	-3.1202e-07	-9.09152e-08	5.49e-12	2.48038e-08	3.7822e-07	-3.118e-07	-9.7981e-08	5.17e-12	3.39812e-08	3.7582e-07	-3.117e-07	-1.0408e-07	5.96e-12	4.1348e-08	3.7394e-07	-3.1176e-07	-1.0666e-07	6.54e-12	4.62226e-08	3.7168e-07	-3.1176e-07	-1.0692e-07	1e-14	4.93792e-08	3.697e-07	-3.1176e-07	-1.0724e-07	-1.5e-13	5.14054e-08	3.6778e-07	-3.1176e-07	-1.0542e-07	3.24e-12	5.22752e-08	3.659e-07	-3.1174e-07	-1.0466e-07	2.22e-12	5.2263e-08	3.6388e-07	-3.1172e-07	-1.0244e-07	4.2e-12	5.1629e-08	3.6208e-07	-3.1172e-07	-9.94836e-08	2.7e-13	5.0577e-08	3.6028e-07	-3.1162e-07
1.195	-7.92088e-08	-2.09e-12	1.11956e-08	3.8006e-07	-3.12e-07	-9.1098e-08	1.17e-12	2.46796e-08	3.7822e-07	-3.118e-07	-9.79948e-08	7.3e-13	3.41538e-08	3.758e-07	-3.1168e-07	-1.0312e-07	6.1e-13	4.16168e-08	3.7394e-07	-3.1182e-07	-1.0602e-07	1.2e-12	4.62226e-08	3.7172e-07	-3.1172e-07	-1.0818e-07	1.31e-12	4.94576e-08	3.6936e-07	-3.1168e-07	-1.0772e-07	1.05e-12	5.14784e-08	3.6774e-07	-3.1166e-07	-1.067e-07	-2.08e-12	5.2162e-08	3.6594e-07	-3.1164e-07	-1.047e-07	4.59e-12	5.20394e-08	3.6344e-07	-3.1164e-07	-1.0232e-07	-1.23e-12	5.18102e-08	3.6208e-07	-3.1162e-07	-9.92336e-08	1.51e-12	5.05392e-08	3.602e-07	-3.1162e-07
1.19	-7.9009e-08	3.16e-12	1.13262e-08	3.7998e-07	-3.1202e-07	-9.1036e-08	2.62e-12	2.48164e-08	3.782e-07	-3.118e-07	-9.81402e-08	2.75e-12	3.42038e-08	3.7586e-07	-3.1174e-07	-1.0378e-07	1.85e-12	4.15098e-08	3.7376e-07	-3.1172e-07	-1.062e-07	3.48e-12	4.6248e-08	3.7176e-07	-3.1174e-07	-1.0736e-07	5.25e-12	4.92728e-08	3.697e-07	-3.1174e-07	-1.0802e-07	-8e-13	5.12712e-08	3.6782e-07	-3.1176e-07	-1.0676e-07	3.85e-12	5.21748e-08	3.6572e-07	-3.117e-07	-1.039e-07	7.2e-13	5.23462e-08	3.6384e-07	-3.117e-07	-1.018e-07	2.89e-12	5.17782e-08	3.6208e-07	-3.1164e-07	-9.9169e-08	3.57e-12	5.0746e-08	3.6036e-07	-3.117e-07
1.185	-7.9387e-08	1.23e-12	1.14278e-08	3.7964e-07	-3.1204e-07	-9.11024e-08	4.88e-12	2.48682e-08	3.781e-07	-3.1182e-07	-9.83104e-08	6.08e-12	3.39604e-08	3.7548e-07	-3.1168e-07	-1.0368e-07	-5.7e-13	4.142e-08	3.7392e-07	-3.1174e-07	-1.0624e-07	-8.2e-13	4.62958e-08	3.716e-07	-3.117e-07	-1.0824e-07	2.25e-12	4.92186e-08	3.696e-07	-3.117e-07	-1.0754e-07	1e-13	5.14922e-08	3.6776e-07	-3.117e-07	-1.063e-07	3.9e-12	5.21058e-08	3.6576e-07	-3.1164e-07	-1.0374e-07	5.79e-12	5.21616e-08	3.6382e-07	-3.1186e-07	-1.0186e-07	-2.46e-12	5.14922e-08	3.621e-07	-3.1164e-07	-9.93066e-08	5.66e-12	5.07142e-08	3.6018e-07	-3.1164e-07
1.18	-7.9577e-08	-1.66e-12	1.1571e-08	3.8e-07	-3.1198e-07	-9.12928e-08	2.01e-12	2.50634e-08	3.782e-07	-3.1186e-07	-9.82068e-08	-8.3e-13	3.41016e-08	3.7576e-07	-3.1166e-07	-1.0378e-07	5.74e-12	4.13064e-08	3.7392e-07	-3.117e-07	-1.0578e-07	2.03e-12	4.6204e-08	3.7132e-07	-3.1186e-07	-1.0708e-07	7.43e-12	4.94544e-08	3.696e-07	-3.117e-07	-1.0754e-07	2.51e-12	5.12448e-08	3.679e-07	-3.1168e-07	-1.063e-07	2.65e-12	5.21714e-08	3.6602e-07	-3.1166e-07	-1.0428e-07	-1.88e-12	5.23824e-08	3.6348e-07	-3.1162e-07	-1.023e-07	1.91e-12	5.16944e-08	3.6202e-07	-3.1162e-07	-9.9311e-08	-3.37e-12	5.06352e-08	3.6058e-07	-3.1162e-07
1.175	-7.97328e-08	1.1e-13	1.16992e-08	3.8002e-07	-3.1198e-07	-9.1278e-08	6.7e-13	2.49266e-08	3.7814e-07	-3.1184e-07	-9.82034e-08	3.54e-12	3.4121e-08	3.759e-07	-3.1172e-07	-1.0362e-07	-9.2e-13	4.15776e-08	3.74e-07	-3.1172e-07	-1.0574e-07	-1.48e-12	4.6408e-08	3.717e-07	-3.1168e-07	-1.0766e-07	2.48e-12	4.96212e-08	3.6968e-07	-3.1168e-07	-1.0736e-07	1.53e-12	5.16588e-08	3.678e-07	-3.1174e-07	-1.0602e-07	4.12e-12	5.2272e-08	3.6578e-07	-3.1166e-07	-1.0408e-07	5.12e-12	5.22698e-08	3.6374e-07	-3.1172e-07	-1.0124e-07	4.48e-12	5.1592e-08	3.6204e-07	-3.1164e-07	-9.92826e-08	2.28e-12	5.06328e-08	3.6036e-07	-3.117e-07
1.17	-7.98972e-08	1.1e-13	1.18576e-08	3.7998e-07	-3.1204e-07	-9.1252e-08	5.61e-12	2.50194e-08	3.7786e-07	-3.1182e-07	-9.8256e-08	-3e-14	3.41196e-08	3.7584e-07	-3.1186e-07	-1.0402e-07	-4e-14	4.1493e-08	3.7398e-07	-3.1164e-07	-1.0598e-07	4.52e-12	4.61752e-08	3.7164e-07	-3.1174e-07	-1.079e-07	-7e-13	4.98876e-08	3.6964e-07	-3.117e-07	-1.0698e-07	3.09e-12	5.13388e-08	3.6798e-07	-3.1174e-07	-1.0584e-07	7.1e-13	5.21742e-08	3.6564e-07	-3.1168e-07	-1.0472e-07	-3.16e-12	5.23668e-08	3.637e-07	-3.1164e-07	-1.0248e-07	2.54e-12	5.17904e-08	3.621e-07	-3.1162e-07	-9.89534e-08	6.25e-12	5.04258e-08	3.6028e-07	-3.116e-07
1.165	-7.9823e-08	1.6e-13	1.2017e-08	3.8014e-07	-3.12e-07	-9.14144e-08	1.32e-12	2.50148e-08	3.7774e-07	-3.1182e-07	-9.82422e-08	-2.65e-12	3.42382e-08	3.7564e-07	-3.117e-07	-1.0384e-07	-3.36e-12	4.16938e-08	3.7384e-07	-3.1168e-07	-1.0664e-07	-2.93e-12	4.6203e-08	3.7166e-07	-3.1168e-07	-1.0796e-07	2.61e-12	4.94922e-08	3.697e-07	-3.1176e-07	-1.0678e-07	2.27e-12	5.13144e-08	3.6786e-07	-3.1176e-07	-1.0562e-07	2.14e-12	5.2207e-08	3.658e-07	-3.1172e-07	-1.0402e-07	5.04e-12	5.22376e-08	3.6378e-07	-3.1172e-07	-1.019e-07	2.68e-12	5.15672e-08	3.6206e-07	-3.1158e-07	-9.90962e-08	1.21e-12	5.0608e-08	3.6012e-07	-3.1164e-07
1.16	-8.01524e-08	2.31e-12	1.21248e-08	3.8002e-07	-3.1198e-07	-9.1254e-08	2.28e-12	2.50264e-08	3.7814e-07	-3.1184e-07	-9.83254e-08	2.84e-12	3.43472e-08	3.7554e-07	-3.118e-07	-1.043e-07	2.52e-12	4.15882e-08	3.738e-07	-3.119e-07	-1.0672e-07	2.45e-12	4.6437e-08	3.7166e-07	-3.1168e-07	-1.078e-07	3.1e-13	4.96828e-08	3.6964e-07	-3.1166e-07	-1.0658e-07	1.45e-12	5.1525e-08	3.6772e-07	-3.1172e-07	-1.0602e-07	2.64e-12	5.21344e-08	3.6582e-07	-3.1172e-07	-1.0438e-07	-4.58e-12	5.2364e-08	3.638e-07	-3.1168e-07	-1.0284e-07	-3.7e-13	5.15986e-08	3.6198e-07	-3.116e-07	-9.9106e-08	3.14e-12	5.0467e-08	3.6036e-07	-3.1158e-07
1.155	-8.03836e-08	-6.4e-13	1.2178e-08	3.8024e-07	-3.1202e-07	-9.14106e-08	3.13e-12	2.5089e-08	3.7812e-07	-3.1186e-07	-9.84944e-08	3.93e-12	3.42406e-08	3.7598e-07	-3.1198e-07	-1.0368e-07	-6.1e-13	4.16304e-08	3.738e-07	-3.117e-07	-1.061e-07	-2.6e-12	4.6385e-08	3.7154e-07	-3.116e-07	-1.073e-07	-1.2e-13	4.95828e-08	3.696e-07	-3.117e-07	-1.0802e-07	1.43e-12	5.16008e-08	3.677e-07	-3.1176e-07	-1.0586e-07	1.88e-12	5.23466e-08	3.6588e-07	-3.1168e-07	-1.0438e-07	2.52e-12	5.20856e-08	3.6374e-07	-3.1158e-07	-1.0208e-07	2.84e-12	5.15636e-08	3.6192e-07	-3.1164e-07	-9.93136e-08	2.18e-12	5.05276e-08	3.6026e-07	-3.1164e-07
