vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	-8.396e-11	-3.24e-12	3.203e-11	3.223e-07	-3.2216e-07	-4.7855e-09	6.053e-11	4.9588e-09	3.2152e-07	-3.214e-07	-4.5476e-07	8.0976e-10	6.2024e-07	3.2136e-07	-3.2132e-07	-1.2452e-05	2.5297e-09	1.5292e-05	3.2148e-07	-3.2136e-07	-2.3168e-05	7.9069e-09	3.1458e-05	3.2146e-07	-3.213e-07	-2.6004e-05	2.70764e-08	4.5056e-05	3.2184e-07	-3.2182e-07	-2.6374e-05	1.0728e-07	5.3294e-05	3.218e-07	-3.2176e-07
0.005	1.4297e-10	-6.43e-12	-1.8246e-10	3.2234e-07	-3.2222e-07	2.75342e-08	5.757e-11	-2.7569e-08	3.2148e-07	-3.2136e-07	5.7082e-07	7.6606e-10	-3.4716e-06	3.2146e-07	-3.2142e-07	6.0832e-05	2.4856e-09	-8.6602e-05	3.2146e-07	-3.2134e-07	6.9784e-05	7.7542e-09	-0.0002844	3.2148e-07	-3.214e-07	4.4358e-05	2.6446e-08	-0.00044158	3.2178e-07	-3.211e-07	4.7518e-05	1.0448e-07	-0.00053744	3.2224e-07	-3.216e-07
0.01	3.3554e-10	-3.15e-12	-3.6278e-10	3.2224e-07	-3.2222e-07	5.47332e-08	5.492e-11	-5.47622e-08	3.2148e-07	-3.2136e-07	7.0048e-06	7.2678e-10	-7.0044e-06	3.214e-07	-3.2142e-07	0.00018508	2.4356e-09	-0.00018432	3.2154e-07	-3.2136e-07	0.00061418	7.5909e-09	-0.00061276	3.2076e-07	-3.2078e-07	0.00095856	2.5838e-08	-0.0009597	3.2172e-07	-3.2164e-07	0.00115006	1.0172e-07	-0.001173	3.2216e-07	-3.2206e-07
0.015	4.9445e-10	-6.72e-12	-5.0691e-10	3.2224e-07	-3.2218e-07	7.68938e-08	5.279e-11	-7.6934e-08	3.2152e-07	-3.2142e-07	9.9346e-06	6.8749e-10	-9.9365e-06	3.214e-07	-3.2144e-07	0.00027296	2.3792e-09	-0.00027292	3.2142e-07	-3.2142e-07	0.00092942	7.4192e-09	-0.0009293	3.2146e-07	-3.2136e-07	0.0014622	2.52402e-08	-0.0014618	3.2176e-07	-3.2158e-07	0.0017944	9.90182e-08	-0.0017938	3.2134e-07	-3.2136e-07
0.02	6.25e-10	-7.29e-12	-6.2834e-10	3.2232e-07	-3.2218e-07	9.55406e-08	5.01e-11	-9.55242e-08	3.2142e-07	-3.214e-07	1.2494e-05	6.4221e-10	-1.2462e-05	3.2146e-07	-3.2136e-07	0.00035592	2.336e-09	-0.00035546	3.2152e-07	-3.2146e-07	0.0012414	7.2673e-09	-0.0012404	3.2146e-07	-3.214e-07	0.0019674	2.46572e-08	-0.0019668	3.217e-07	-3.2172e-07	0.0024194	9.64782e-08	-0.002422	3.2206e-07	-3.2202e-07
0.025	7.3664e-10	-7.2e-12	-7.2893e-10	3.2228e-07	-3.2228e-07	1.106822e-07	4.51e-11	-1.107088e-07	3.2146e-07	-3.2146e-07	1.456e-05	6.0068e-10	-1.4554e-05	3.2146e-07	-3.2134e-07	0.00043038	2.2916e-09	-0.00043016	3.2148e-07	-3.2144e-07	0.0015394	7.1282e-09	-0.0015386	3.2146e-07	-3.2142e-07	0.0024608	2.41162e-08	-0.0024576	3.2168e-07	-3.2154e-07	0.0030326	9.39626e-08	-0.0030336	3.2208e-07	-3.2202e-07
0.03	8.3284e-10	-5.38e-12	-8.1257e-10	3.2218e-07	-3.2228e-07	1.2344e-07	4.745e-11	-1.234e-07	3.2146e-07	-3.2142e-07	1.6344e-05	5.6431e-10	-1.634e-05	3.2148e-07	-3.2142e-07	0.00050044	2.238e-09	-0.00050038	3.2148e-07	-3.215e-07	0.0018314	6.9874e-09	-0.0018316	3.2138e-07	-3.2134e-07	0.0029498	2.35704e-08	-0.0029508	3.2164e-07	-3.217e-07	0.0036506	9.15416e-08	-0.0036524	3.2206e-07	-3.2164e-07
0.035	9.1246e-10	-9.17e-12	-8.7864e-10	3.2226e-07	-3.2216e-07	1.3404e-07	4.584e-11	-1.3386e-07	3.2068e-07	-3.207e-07	1.7834e-05	5.253e-10	-1.7824e-05	3.2154e-07	-3.214e-07	0.00056326	2.1974e-09	-0.00056266	3.2148e-07	-3.2154e-07	0.0021128	6.849e-09	-0.0021114	3.2106e-07	-3.2138e-07	0.0034284	2.30342e-08	-0.0034308	3.2166e-07	-3.2164e-07	0.0042584	8.92346e-08	-0.0042562	3.2196e-07	-3.2204e-07
0.04	9.7675e-10	-9.56e-12	-9.3682e-10	3.2248e-07	-3.2222e-07	1.426e-07	4.1e-11	-1.424e-07	3.2082e-07	-3.2082e-07	1.9082e-05	4.8756e-10	-1.9088e-05	3.2142e-07	-3.2142e-07	0.0006206	2.163e-09	-0.00062028	3.2154e-07	-3.2148e-07	0.002383	6.7052e-09	-0.0023838	3.2146e-07	-3.2142e-07	0.0039028	2.254e-08	-0.0039004	3.211e-07	-3.2112e-07	0.0048578	8.70178e-08	-0.0048564	3.2202e-07	-3.2202e-07
0.045	1.031e-09	-1.253e-11	-9.8355e-10	3.2218e-07	-3.2222e-07	1.4998e-07	4.365e-11	-1.4984e-07	3.2148e-07	-3.2146e-07	2.0146e-05	4.501e-10	-2.0166e-05	3.2144e-07	-3.2148e-07	0.00067398	2.1199e-09	-0.00067394	3.2152e-07	-3.2154e-07	0.0026502	6.584e-09	-0.0026484	3.2092e-07	-3.2076e-07	0.0043726	2.20436e-08	-0.0043734	3.2136e-07	-3.2168e-07	0.0054646	8.47858e-08	-0.0054634	3.2204e-07	-3.22e-07
