Vds	Gm_Vgs=0.15V	Gm_Vgs=0.3V	Gm_Vgs=0.45V	Gm_Vgs=0.6V	Gm_Vgs=0.75V	Gm_Vgs=0.9V
0	3.32399999999999e-08	3.40000000000002e-08	5.20000000000001e-08	9.25999999999998e-08	2.58040000000001e-07	9.00000000000001e-07
0.005	3.29616666666666e-08	3.48566666666668e-08	4.957e-08	9.29333333333332e-08	2.51673333333334e-07	8.86826666666667e-07
0.01	3.1314e-08	3.47020000000001e-08	4.9007e-08	9.03419999999999e-08	2.4256e-07	8.54082e-07
0.015	3.0368e-08	3.4359e-08	4.7579e-08	8.8134e-08	2.34258e-07	8.24842e-07
0.02	2.9073e-08	3.3626e-08	4.5381e-08	8.5092e-08	2.25062e-07	7.90812e-07
0.025	2.7765e-08	3.2536e-08	4.4074e-08	8.1728e-08	2.15836e-07	7.5486e-07
0.03	2.7118e-08	3.1428e-08	4.3249e-08	7.8916e-08	2.06908e-07	7.21794e-07
0.035	2.6437e-08	3.0395e-08	4.1565e-08	7.644e-08	1.98386e-07	6.91816e-07
0.04	2.5406e-08	2.9352e-08	3.9827e-08	7.388e-08	1.89868e-07	6.61906e-07
0.045	2.4748e-08	2.8537e-08	3.9123e-08	7.1304e-08	1.81908e-07	6.32638e-07
0.05	2.4122e-08	2.7873e-08	3.8636e-08	6.8732e-08	1.75192e-07	6.04542e-07
0.055	2.3097e-08	2.7131e-08	3.7356e-08	6.6256e-08	1.69012e-07	5.76362e-07
0.06	2.2337e-08	2.6415e-08	3.5657e-08	6.3579e-08	1.62492e-07	5.48346e-07
0.065	2.1914e-08	2.5923e-08	3.4496e-08	6.1003e-08	1.5631e-07	5.2255e-07
0.07	2.1435e-08	2.5515e-08	3.3953e-08	5.9249e-08	1.5059e-07	5.00074e-07
0.075	2.1156e-08	2.4915e-08	3.3104e-08	5.7701e-08	1.4442e-07	4.78926e-07
0.08	2.1102e-08	2.427e-08	3.193e-08	5.5978e-08	1.38522e-07	4.58448e-07
0.085	2.1015e-08	2.3911e-08	3.156e-08	5.4487e-08	1.3356e-07	4.39738e-07
0.09	2.1022e-08	2.3694e-08	3.1862e-08	5.3136e-08	1.28826e-07	4.21394e-07
