Vds	Gm_Vgs=0.15V	Gm_Vgs=0.3V	Gm_Vgs=0.45V	Gm_Vgs=0.6V	Gm_Vgs=0.75V	Gm_Vgs=0.9V
0	4.89800000000001e-08	5.47599999999999e-08	6.85000000000001e-08	1.0984e-07	2.6448e-07	8.5612e-07
0.005	4.7895e-08	5.38999999999999e-08	6.68566666666667e-08	1.07676666666667e-07	2.56273333333333e-07	8.40133333333334e-07
0.01	4.5813e-08	5.1409e-08	6.4081e-08	1.03188e-07	2.44488e-07	8.09644e-07
0.015	4.3907e-08	4.9146e-08	6.1363e-08	9.8759e-08	2.33974e-07	7.79488e-07
0.02	4.1633e-08	4.6541e-08	5.8398e-08	9.3468e-08	2.22856e-07	7.44556e-07
0.025	3.9283e-08	4.3762e-08	5.5462e-08	8.85e-08	2.12238e-07	7.1e-07
0.03	3.7057e-08	4.1231e-08	5.2649e-08	8.4247e-08	2.02352e-07	6.75906e-07
0.035	3.5034e-08	3.9152e-08	5.0017e-08	8.0402e-08	1.93376e-07	6.43516e-07
0.04	3.3169e-08	3.7264e-08	4.7563e-08	7.7201e-08	1.84858e-07	6.15138e-07
0.045	3.1423e-08	3.5454e-08	4.5331e-08	7.453e-08	1.7647e-07	5.87878e-07
0.05	2.9954e-08	3.3951e-08	4.3365e-08	7.176e-08	1.68888e-07	5.60902e-07
0.055	2.8828e-08	3.2645e-08	4.1562e-08	6.9083e-08	1.62132e-07	5.3653e-07
0.06	2.7824e-08	3.133e-08	4.0001e-08	6.6593e-08	1.55564e-07	5.13112e-07
0.065	2.6815e-08	3.0051e-08	3.8677e-08	6.4001e-08	1.49134e-07	4.89286e-07
0.07	2.5901e-08	2.8873e-08	3.7366e-08	6.1527e-08	1.43062e-07	4.67396e-07
0.075	2.5061e-08	2.7866e-08	3.6081e-08	5.9354e-08	1.37504e-07	4.46758e-07
0.08	2.4213e-08	2.7069e-08	3.4843e-08	5.7331e-08	1.32376e-07	4.25608e-07
0.085	2.3407e-08	2.6362e-08	3.3647e-08	5.5286e-08	1.27288e-07	4.05818e-07
0.09	2.2749e-08	2.5491e-08	3.2534e-08	5.3207e-08	1.22092e-07	3.87834e-07
0.095	2.2255e-08	2.4664e-08	3.1622e-08	5.1384e-08	1.17336e-07	3.70508e-07
0.1	2.1746e-08	2.3963e-08	3.0837e-08	4.98e-08	1.12926e-07	3.54246e-07
0.105	2.1158e-08	2.3114e-08	3.0024e-08	4.8217e-08	1.08454e-07	3.39656e-07
