Vds	Gm_Vgs=0.15V	Gm_Vgs=0.3V	Gm_Vgs=0.45V	Gm_Vgs=0.6V	Gm_Vgs=0.75V	Gm_Vgs=0.9V
0	2.1524e-07	1.8552e-07	2.4136e-07	3.4492e-07	8.4716e-07	3.27600000000001e-06
0.005	1.66061666666667e-07	1.49795e-07	2.02438333333333e-07	3.13476666666666e-07	8.10303333333334e-07	3.18533333333334e-06
0.01	1.22592e-07	1.19083e-07	1.65575e-07	2.81e-07	7.62072e-07	3.0464e-06
0.015	8.893e-08	9.377e-08	1.36601e-07	2.54886e-07	7.20644e-07	2.9164e-06
0.02	6.1621e-08	7.1704e-08	1.11895e-07	2.309e-07	6.78586e-07	2.7718e-06
0.025	4.8503e-08	5.9621e-08	9.7871e-08	2.1472e-07	6.43216e-07	2.6338e-06
0.03	4.318e-08	5.2728e-08	9.0275e-08	2.03774e-07	6.12806e-07	2.5038e-06
0.035	3.9005e-08	4.6264e-08	8.3929e-08	1.93994e-07	5.84182e-07	2.3784e-06
0.04	3.5742e-08	4.1465e-08	7.8299e-08	1.84982e-07	5.57148e-07	2.2596e-06
0.045	3.2793e-08	3.8182e-08	7.3162e-08	1.76672e-07	5.31008e-07	2.1468e-06
0.05	3.0091e-08	3.5476e-08	6.8688e-08	1.68826e-07	5.05844e-07	2.0386e-06
0.055	2.7944e-08	3.2913e-08	6.4709e-08	1.61342e-07	4.82606e-07	1.9362e-06
0.06	2.6135e-08	3.0578e-08	6.091e-08	1.54158e-07	4.61152e-07	1.8412e-06
0.065	2.436e-08	2.8676e-08	5.7435e-08	1.47432e-07	4.41196e-07	1.7536e-06
0.07	2.287e-08	2.6861e-08	5.4548e-08	1.4132e-07	4.22548e-07	1.6696e-06
0.075	2.17518e-08	2.5042e-08	5.1858e-08	1.35632e-07	4.04564e-07	1.588e-06
0.08	2.07108e-08	2.3613e-08	4.8936e-08	1.30188e-07	3.87132e-07	1.5108e-06
0.085	1.97715e-08	2.2506e-08	4.6313e-08	1.25156e-07	3.70212e-07	1.4368e-06
0.09	1.90726e-08	2.136e-08	4.4243e-08	1.20518e-07	3.53834e-07	1.3652e-06
0.095	1.82978e-08	2.03329e-08	4.2075e-08	1.15812e-07	3.38798e-07	1.2976e-06
0.1	1.74249e-08	1.96855e-08	3.9824e-08	1.1103e-07	3.25104e-07	1.2356e-06
0.105	1.66554e-08	1.90746e-08	3.8088e-08	1.0657e-07	3.12008e-07	1.1782e-06
0.11	1.58057e-08	1.82031e-08	3.6571e-08	1.02506e-07	2.99632e-07	1.123e-06
0.115	1.50064e-08	1.75218e-08	3.4684e-08	9.8505e-08	2.87462e-07	1.067886e-06
0.12	1.46662e-08	1.70427e-08	3.2841e-08	9.4767e-08	2.7511e-07	1.016228e-06
0.125	1.44951e-08	1.61758e-08	3.1553e-08	9.1633e-08	2.63602e-07	9.69606e-07
0.13	1.4043e-08	1.52935e-08	3.0379e-08	8.8604e-08	2.53142e-07	9.23914e-07
0.135	1.3491e-08	1.48083e-08	2.8963e-08	8.514e-08	2.42814e-07	8.7986e-07
0.14	1.30858e-08	1.41579e-08	2.7764e-08	8.1594e-08	2.33246e-07	8.40658e-07
0.145	1.26725e-08	1.3519e-08	2.6823e-08	7.8342e-08	2.24668e-07	8.03728e-07
0.15	1.22139e-08	1.34084e-08	2.55262e-08	7.5226e-08	2.15892e-07	7.66268e-07
0.155	1.20637e-08	1.33028e-08	2.41358e-08	7.2205e-08	2.07138e-07	7.30168e-07
0.16	1.21909e-08	1.29286e-08	2.32207e-08	6.93e-08	1.99322e-07	6.9639e-07
0.165	1.20766e-08	1.27464e-08	2.23513e-08	6.6379e-08	1.91736e-07	6.64926e-07
0.17	1.1878e-08	1.25939e-08	2.13731e-08	6.3525e-08	1.83736e-07	6.35178e-07
0.175	1.20734e-08	1.20766e-08	2.07375e-08	6.0902e-08	1.76576e-07	6.06734e-07
0.18	1.21291e-08	1.1668e-08	2.02377e-08	5.8212e-08	1.70288e-07	5.79982e-07
0.185	1.1787e-08	1.16298e-08	1.95694e-08	5.5548e-08	1.6378e-07	5.54328e-07
0.19	1.16016e-08	1.13883e-08	1.90474e-08	5.3362e-08	1.5758e-07	5.29382e-07
0.195	1.13961e-08	1.10425e-08	1.8532e-08	5.1308e-08	1.52012e-07	5.06164e-07
0.2	1.05238e-08	1.13429e-08	1.76053e-08	4.9053e-08	1.46402e-07	4.84302e-07
0.205	9.3757e-09	1.17588e-08	1.66618e-08	4.6948e-08	1.40922e-07	4.6314e-07
0.21	8.6289e-09	1.15102e-08	1.59893e-08	4.5065e-08	1.35844e-07	4.43412e-07
