Vds	Vsg = 150	Vsg = 300	Vsg = 450	Vsg = 600	Vsg = 750	Vsg = 900
0.56	-3.05400000000001e-06	-0.0002508	-0.00479200000000001	-0.0125	-0.02002	-0.04264
0.555	-3.09600000000001e-06	-0.0002464	-0.00479600000000001	-0.0124	-0.02028	-0.0440799999999999
0.55	-3.11200000000001e-06	-0.000243000000000001	-0.00481000000000001	-0.01238	-0.02038	-0.04548
0.545	-3.088e-06	-0.0002412	-0.00481200000000001	-0.01252	-0.02064	-0.0469
0.54	-3.064e-06	-0.0002422	-0.004812	-0.01254	-0.0210400000000001	-0.0484199999999998
0.535	-3.03099999999999e-06	-0.000244000000000001	-0.00480199999999999	-0.0125	-0.02122	-0.0500399999999999
0.53	-2.99199999999999e-06	-0.000243	-0.00481599999999999	-0.01264	-0.02132	-0.0517400000000001
0.525	-2.968e-06	-0.0002412	-0.00485199999999999	-0.01276	-0.0215800000000001	-0.05346
0.52	-2.952e-06	-0.000239799999999999	-0.00484799999999999	-0.0127199999999999	-0.02184	-0.0554599999999999
0.515	-2.964e-06	-0.000236599999999999	-0.00485	-0.0126999999999999	-0.0220199999999999	-0.05778
0.51	-2.979e-06	-0.000234399999999999	-0.004902	-0.0127	-0.0222999999999999	-0.0599
0.505	-2.949e-06	-0.0002358	-0.00490399999999999	-0.0126400000000001	-0.02262	-0.06188
0.5	-2.908e-06	-0.0002388	-0.00485199999999999	-0.0127000000000001	-0.0229	-0.06416
0.495	-2.882e-06	-0.000239600000000001	-0.00484799999999999	-0.0128400000000001	-0.0232000000000001	-0.06654
0.49	-2.836e-06	-0.000237200000000001	-0.00486399999999999	-0.0128800000000001	-0.02352	-0.0688400000000001
0.485	-2.808e-06	-0.000236	-0.00484400000000001	-0.0129800000000001	-0.02382	-0.0713200000000001
0.48	-2.83100000000001e-06	-0.0002352	-0.00482800000000001	-0.01314	-0.02424	-0.0738799999999999
0.475	-2.832e-06	-0.0002298	-0.00483200000000001	-0.01314	-0.0247800000000001	-0.0764
0.47	-2.8e-06	-0.0002244	-0.00483400000000001	-0.0131	-0.0252	-0.0790200000000001
0.465	-2.77e-06	-0.000224	-0.004814	-0.01322	-0.02558	-0.08166
0.46	-2.74599999999999e-06	-0.000224	-0.004768	-0.0133199999999999	-0.0261	-0.0843799999999999
0.455	-2.71799999999999e-06	-0.0002224	-0.00475599999999999	-0.0133199999999999	-0.02664	-0.0873999999999999
0.45	-2.68399999999999e-06	-0.0002224	-0.00477199999999999	-0.0133999999999999	-0.0271799999999999	-0.0904999999999998
0.445	-2.672e-06	-0.0002242	-0.004766	-0.01354	-0.0279399999999999	-0.09338
0.44	-2.69e-06	-0.0002258	-0.00479399999999999	-0.01362	-0.0287600000000001	-0.0963000000000003
0.435	-2.683e-06	-0.0002254	-0.00486399999999999	-0.0136400000000001	-0.0294400000000001	-0.0994400000000002
0.43	-2.655e-06	-0.0002224	-0.00487599999999999	-0.0137000000000001	-0.0302000000000001	-0.10254
0.425	-2.67e-06	-0.0002192	-0.004864	-0.01384	-0.0310400000000001	-0.10554
0.42	-2.68e-06	-0.0002172	-0.00488000000000001	-0.01388	-0.0317800000000001	-0.10866
0.415	-2.643e-06	-0.0002152	-0.00484200000000001	-0.01386	-0.03254	-0.11192
0.41	-2.619e-06	-0.0002134	-0.00480000000000002	-0.014	-0.0335399999999999	-0.11514
0.405	-2.621e-06	-0.000214	-0.00482600000000001	-0.0141399999999999	-0.0347	-0.1183
0.4	-2.605e-06	-0.0002168	-0.004856	-0.0142	-0.03582	-0.12152
0.395	-2.566e-06	-0.000218	-0.00489599999999999	-0.01446	-0.03706	-0.1248
0.39	-2.527e-06	-0.0002164	-0.00490599999999999	-0.01472	-0.0385599999999999	-0.12792
0.385	-2.501e-06	-0.0002146	-0.00487999999999998	-0.0147	-0.0399999999999999	-0.1307
0.38	-2.485e-06	-0.000213	-0.00492199999999999	-0.01472	-0.0413399999999998	-0.1335
0.375	-2.468e-06	-0.000210599999999999	-0.004944	-0.01488	-0.0430199999999998	-0.13652
0.37	-2.471e-06	-0.0002094	-0.00487200000000001	-0.01494	-0.0448999999999998	-0.13948
0.365	-2.492e-06	-0.0002108	-0.00486800000000001	-0.015	-0.04668	-0.14246
0.36	-2.482e-06	-0.0002122	-0.00491200000000002	-0.01528	-0.0486400000000001	-0.14566
0.355	-2.459e-06	-0.0002116	-0.00488000000000001	-0.01558	-0.0508000000000001	-0.14878
0.35	-2.453e-06	-0.000210200000000001	-0.00489800000000001	-0.0157800000000001	-0.0529000000000002	-0.15168
0.345	-2.44600000000001e-06	-0.000208800000000001	-0.00497800000000001	-0.0159600000000001	-0.0549800000000003	-0.154580000000001
0.34	-2.44000000000001e-06	-0.0002054	-0.00498800000000001	-0.0161600000000001	-0.0573000000000001	-0.157380000000001
0.335	-2.44000000000001e-06	-0.000201200000000001	-0.004968	-0.0164000000000001	-0.0599400000000001	-0.16006
0.33	-2.42500000000001e-06	-0.000198400000000001	-0.004968	-0.01658	-0.0627400000000001	-0.162800000000001
0.325	-2.402e-06	-0.0001974	-0.00495199999999999	-0.01674	-0.0654800000000001	-0.16546
0.32	-2.37e-06	-0.0001986	-0.00494199999999999	-0.01704	-0.06822	-0.16792
0.315	-2.33e-06	-0.0002002	-0.004952	-0.01738	-0.0711600000000001	-0.17052
0.31	-2.318e-06	-0.0002016	-0.004974	-0.01764	-0.0741000000000001	-0.17322
0.305	-2.325e-06	-0.000203	-0.005016	-0.01798	-0.0770400000000001	-0.17564
0.3	-2.326e-06	-0.0002028	-0.005048	-0.01836	-0.0802	-0.17804
0.295	-2.31899999999999e-06	-0.0002004	-0.00506399999999999	-0.0187599999999999	-0.0835199999999999	-0.18056
0.29	-2.29699999999999e-06	-0.000198	-0.00508799999999999	-0.0193199999999999	-0.0869399999999999	-0.18286
0.285	-2.282e-06	-0.0001968	-0.00509799999999999	-0.01992	-0.0904399999999999	-0.18502
0.28	-2.278e-06	-0.000197	-0.00508399999999999	-0.02048	-0.0938999999999999	-0.1873
0.275	-2.236e-06	-0.000198199999999999	-0.00512399999999999	-0.02108	-0.0973599999999999	-0.18956
0.27	-2.199e-06	-0.000197599999999999	-0.005188	-0.0217	-0.10098	-0.19172
0.265	-2.213e-06	-0.000196	-0.005192	-0.02232	-0.10462	-0.19378
0.26	-2.209e-06	-0.0001956	-0.005186	-0.02308	-0.10824	-0.1957
0.255	-2.167e-06	-0.0001944	-0.00521000000000001	-0.02398	-0.11196	-0.19762
0.25	-2.151e-06	-0.000193	-0.00520400000000001	-0.02494	-0.11568	-0.19954
0.245	-2.166e-06	-0.0001934	-0.005198	-0.0259799999999999	-0.11932	-0.20134
0.24	-2.175e-06	-0.0001934	-0.005266	-0.0271	-0.12288	-0.203
0.235	-2.177e-06	-0.0001916	-0.00534599999999999	-0.0283	-0.12642	-0.20474
0.23	-2.191e-06	-0.0001908	-0.00538799999999999	-0.0295599999999999	-0.12992	-0.20652
0.225	-2.20300000000001e-06	-0.0001904	-0.00541199999999999	-0.03098	-0.13348	-0.2082
0.22	-2.187e-06	-0.000189200000000001	-0.00545000000000001	-0.0326000000000001	-0.137160000000001	-0.209860000000001
0.215	-2.159e-06	-0.000189800000000001	-0.00549000000000001	-0.0343000000000001	-0.14084	-0.211660000000001
0.21	-2.13800000000001e-06	-0.000191000000000001	-0.00553000000000002	-0.0360400000000001	-0.14438	-0.213420000000001
0.205	-2.10800000000001e-06	-0.000190600000000001	-0.00560800000000002	-0.0379600000000001	-0.14784	-0.214960000000001
0.2	-2.082e-06	-0.0001898	-0.00571000000000001	-0.0401200000000001	-0.1513	-0.21644
0.195	-2.091e-06	-0.0001894	-0.00577799999999999	-0.04244	-0.1546	-0.2179
0.19	-2.102e-06	-0.0001894	-0.005834	-0.0449	-0.15776	-0.2193
0.185	-2.1e-06	-0.0001902	-0.00594200000000001	-0.0475	-0.16094	-0.22066
0.18	-2.108e-06	-0.0001904	-0.006064	-0.05034	-0.1641	-0.22212
0.175	-2.13e-06	-0.0001896	-0.006172	-0.05336	-0.1671	-0.22352
0.17	-2.12799999999999e-06	-0.0001904	-0.00632600000000001	-0.0564199999999999	-0.17008	-0.22478
0.165	-2.09799999999999e-06	-0.0001926	-0.006528	-0.0595999999999999	-0.17296	-0.22588
0.16	-2.10199999999999e-06	-0.0001942	-0.00670799999999999	-0.0630999999999999	-0.17576	-0.22694
0.155	-2.119e-06	-0.0001962	-0.00687599999999999	-0.0668199999999999	-0.17858	-0.22804
0.15	-2.109e-06	-0.000199	-0.00708799999999998	-0.0705599999999999	-0.18134	-0.2292
0.145	-2.125e-06	-0.0002006	-0.00733799999999999	-0.0743799999999999	-0.18406	-0.23038
0.14	-2.183e-06	-0.00019942	-0.007638	-0.0784	-0.18674	-0.23156
0.135	-2.216e-06	-0.00019856	-0.00798800000000001	-0.0826	-0.18926	-0.23282
0.13	-2.229e-06	-0.0002013	-0.008386	-0.0868399999999999	-0.19168	-0.23398
0.125	-2.271e-06	-0.00020594	-0.00886799999999999	-0.09114	-0.1941	-0.23492
0.12	-2.329e-06	-0.00021198	-0.00940399999999999	-0.0956	-0.19642	-0.23588
0.115	-2.4e-06	-0.00022094	-0.00997799999999998	-0.1002	-0.19874	-0.237
0.11	-2.496e-06	-0.00023198	-0.01067	-0.10474	-0.20108	-0.2379
0.105	-2.61899999999999e-06	-0.0002435	-0.011506	-0.10922	-0.20334	-0.2387
0.1	-2.756e-06	-0.00025584	-0.012428	-0.1138	-0.2055	-0.23968
0.095	-2.90100000000001e-06	-0.000269580000000001	-0.0134360000000001	-0.11836	-0.207580000000001	-0.240640000000001
0.09	-3.03840000000001e-06	-0.000286040000000001	-0.0145880000000001	-0.12278	-0.209400000000001	-0.241340000000001
0.0850000000000001	-3.17700000000001e-06	-0.000306580000000001	-0.015904	-0.12722	-0.211100000000001	-0.242060000000001
0.0800000000000001	-3.39920000000001e-06	-0.000331220000000001	-0.017354	-0.13174	-0.212920000000001	-0.242900000000001
0.0750000000000001	-3.73140000000001e-06	-0.0003603	-0.019002	-0.13622	-0.21476	-0.2436
0.0700000000000001	-4.1362e-06	-0.00039498	-0.02093	-0.140524	-0.21654	-0.24432
0.0650000000000001	-4.6348e-06	-0.000438439999999999	-0.023106	-0.144736	-0.21846	-0.24532
0.0600000000000001	-5.25779999999999e-06	-0.000491119999999999	-0.02549	-0.14898	-0.22036	-0.24624
0.055	-5.97259999999999e-06	-0.000551279999999999	-0.028144	-0.153178	-0.221858	-0.24688
0.05	-6.79059999999999e-06	-0.000623119999999999	-0.03108	-0.15729	-0.223182	-0.247544
0.045	-7.78199999999999e-06	-0.00071106	-0.03427	-0.161446	-0.224572	-0.248094
0.04	-8.98199999999999e-06	-0.0008144	-0.037746	-0.16561	-0.22594	-0.24853
0.035	-1.04206e-05	-0.00093586	-0.041524	-0.169516	-0.227308	-0.249112
0.03	-1.21624e-05	-0.00108278	-0.04561	-0.17318	-0.228864	-0.249816
0.025	-1.42536e-05	-0.00125892	-0.0499956	-0.176778	-0.230448	-0.250538
0.02	-1.674e-05	-0.0014664	-0.054673	-0.180358	-0.231862	-0.251274
0.015	-1.9727228e-05	-0.00171035	-0.0598299999999999	-0.1836738	-0.2330138	-0.2517594
0.01	-2.2776484e-05	-0.00195603	-0.0648704	-0.1864114	-0.2338534	-0.2519162
0.005	-2.613214e-05	-0.00222768333333333	-0.0701913333333333	-0.189299	-0.234685666666666	-0.251977
0	-2.904228e-05	-0.0024527	-0.0748719999999999	-0.190438	-0.234538	-0.251494
