vg	id_vd = 0.0V	ig_vd = 0.0V	is_vd = 0.0V	iavdd_vd = 0.0V	ignd_vd = 0.0V	id_vd = 0.15V	ig_vd = 0.15V	is_vd = 0.15V	iavdd_vd = 0.15V	ignd_vd = 0.15V	id_vd = 0.3V	ig_vd = 0.3V	is_vd = 0.3V	iavdd_vd = 0.3V	ignd_vd = 0.3V	id_vd = 0.45V	ig_vd = 0.45V	is_vd = 0.45V	iavdd_vd = 0.45V	ignd_vd = 0.45V	id_vd = 0.6V	ig_vd = 0.6V	is_vd = 0.6V	iavdd_vd = 0.6V	ignd_vd = 0.6V	id_vd = 0.75V	ig_vd = 0.75V	is_vd = 0.75V	iavdd_vd = 0.75V	ignd_vd = 0.75V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
-0.3	2.6192e-10	-5.5655e-10	2.8421e-10	3.1968e-07	-3.196e-07	9.8591e-10	-1.0131e-09	2.9193e-10	3.1944e-07	-3.1972e-07	2.2133e-09	-1.7634e-09	2.8671e-10	3.1952e-07	-3.2014e-07	4.3101e-09	-2.8953e-09	2.9307e-10	3.1966e-07	-3.2136e-07	7.7924e-09	-4.4973e-09	2.7715e-10	3.2004e-07	-3.2352e-07	1.30588e-08	-6.6388e-09	2.7358e-10	3.202e-07	-3.2678e-07	2.0135e-08	-9.3355e-09	2.8384e-10	3.204e-07	-3.314e-07
-0.295	2.5256e-10	-5.4126e-10	2.8131e-10	3.196e-07	-3.1948e-07	9.5841e-10	-9.7937e-10	2.6696e-10	3.1948e-07	-3.1966e-07	2.1636e-09	-1.7191e-09	2.8316e-10	3.1948e-07	-3.202e-07	4.2458e-09	-2.8399e-09	2.7549e-10	3.1964e-07	-3.213e-07	7.7194e-09	-4.4213e-09	2.6949e-10	3.199e-07	-3.235e-07	1.28776e-08	-6.5299e-09	2.8364e-10	3.2008e-07	-3.2676e-07	2.00614e-08	-9.2182e-09	2.6363e-10	3.2038e-07	-3.3152e-07
-0.29	2.4342e-10	-5.152e-10	2.5394e-10	3.197e-07	-3.196e-07	9.4031e-10	-9.4096e-10	2.5694e-10	3.1944e-07	-3.197e-07	2.131e-09	-1.671e-09	2.5078e-10	3.1942e-07	-3.2014e-07	4.201e-09	-2.7781e-09	2.4895e-10	3.1966e-07	-3.2132e-07	7.6126e-09	-4.3364e-09	2.7232e-10	3.199e-07	-3.2344e-07	1.27922e-08	-6.4454e-09	2.5445e-10	3.201e-07	-3.2674e-07	1.9962e-08	-9.1284e-09	2.6395e-10	3.202e-07	-3.3114e-07
-0.285	2.3549e-10	-5.0299e-10	2.532e-10	3.1966e-07	-3.196e-07	9.2129e-10	-9.1427e-10	2.6548e-10	3.1948e-07	-3.1972e-07	2.104e-09	-1.6387e-09	2.3899e-10	3.1948e-07	-3.2012e-07	4.1553e-09	-2.7126e-09	2.5185e-10	3.1962e-07	-3.2128e-07	7.5738e-09	-4.2741e-09	2.4662e-10	3.198e-07	-3.2332e-07	1.2705e-08	-6.3451e-09	2.6456e-10	3.2008e-07	-3.2654e-07	1.97838e-08	-9.0031e-09	2.4737e-10	3.202e-07	-3.3108e-07
-0.28	2.209e-10	-4.6796e-10	2.4489e-10	3.1954e-07	-3.1954e-07	9.0106e-10	-8.8553e-10	2.4178e-10	3.1944e-07	-3.1976e-07	2.0697e-09	-1.5902e-09	2.4561e-10	3.1948e-07	-3.2016e-07	4.1127e-09	-2.6696e-09	2.3779e-10	3.1968e-07	-3.2136e-07	7.5328e-09	-4.1942e-09	2.3229e-10	3.1978e-07	-3.2332e-07	1.2672e-08	-6.247e-09	2.3579e-10	3.2002e-07	-3.2652e-07	1.97524e-08	-8.8836e-09	2.518e-10	3.201e-07	-3.3136e-07
-0.275	2.1568e-10	-4.5818e-10	2.2411e-10	3.195e-07	-3.195e-07	8.8151e-10	-8.5242e-10	2.168e-10	3.1948e-07	-3.1958e-07	2.043e-09	-1.5491e-09	2.3022e-10	3.1952e-07	-3.2016e-07	4.0653e-09	-2.6093e-09	2.1947e-10	3.196e-07	-3.2128e-07	7.4207e-09	-4.1205e-09	2.4061e-10	3.1974e-07	-3.2338e-07	1.25466e-08	-6.1701e-09	2.3978e-10	3.2e-07	-3.267e-07	1.96572e-08	-8.7707e-09	2.3001e-10	3.2008e-07	-3.313e-07
-0.27	2.0638e-10	-4.3929e-10	2.0666e-10	3.1948e-07	-3.1952e-07	8.6462e-10	-8.2985e-10	2.1892e-10	3.1948e-07	-3.1964e-07	2.0162e-09	-1.5168e-09	2.1723e-10	3.195e-07	-3.2024e-07	4.0329e-09	-2.5515e-09	2.2429e-10	3.1956e-07	-3.2126e-07	7.4167e-09	-4.0513e-09	2.2287e-10	3.1972e-07	-3.2326e-07	1.24914e-08	-6.0771e-09	2.2174e-10	3.1994e-07	-3.2638e-07	1.96308e-08	-8.678e-09	2.3268e-10	3.1998e-07	-3.3114e-07
-0.265	1.9099e-10	-4.1228e-10	2.1638e-10	3.196e-07	-3.1952e-07	8.4507e-10	-7.9884e-10	2.2058e-10	3.195e-07	-3.1972e-07	1.9801e-09	-1.4695e-09	2.2544e-10	3.195e-07	-3.2018e-07	3.9857e-09	-2.508e-09	2.1993e-10	3.1952e-07	-3.2112e-07	7.3392e-09	-3.9811e-09	2.01e-10	3.1978e-07	-3.2332e-07	1.2401e-08	-5.9829e-09	2.0687e-10	3.199e-07	-3.2638e-07	1.94052e-08	-8.566e-09	2.0418e-10	3.2004e-07	-3.3116e-07
-0.26	1.8996e-10	-4.0346e-10	2.0646e-10	3.1956e-07	-3.1948e-07	8.3038e-10	-7.6686e-10	1.9888e-10	3.195e-07	-3.1966e-07	1.9559e-09	-1.4324e-09	2.0999e-10	3.1946e-07	-3.202e-07	3.9398e-09	-2.4521e-09	1.9325e-10	3.1954e-07	-3.212e-07	7.2816e-09	-3.9119e-09	2.1119e-10	3.1962e-07	-3.2328e-07	1.22888e-08	-5.8994e-09	2.0688e-10	3.1996e-07	-3.2638e-07	1.92212e-08	-8.4492e-09	2.0987e-10	3.1992e-07	-3.311e-07
-0.255	1.7979e-10	-3.8497e-10	1.9347e-10	3.1952e-07	-3.1948e-07	8.1369e-10	-7.4727e-10	1.8903e-10	3.1942e-07	-3.196e-07	1.9331e-09	-1.4006e-09	1.8535e-10	3.1948e-07	-3.2018e-07	3.8964e-09	-2.3979e-09	2.0306e-10	3.1948e-07	-3.2124e-07	7.2016e-09	-3.844e-09	1.9917e-10	3.1978e-07	-3.2322e-07	1.2202e-08	-5.8091e-09	1.8581e-10	3.199e-07	-3.2648e-07	1.9312e-08	-8.3538e-09	1.7849e-10	3.1992e-07	-3.3088e-07
-0.25	1.672e-10	-3.5835e-10	1.942e-10	3.196e-07	-3.1952e-07	7.934e-10	-7.178e-10	1.9152e-10	3.194e-07	-3.1968e-07	1.9021e-09	-1.3598e-09	1.8825e-10	3.1954e-07	-3.203e-07	3.8616e-09	-2.356e-09	1.9826e-10	3.1956e-07	-3.2126e-07	7.1408e-09	-3.7756e-09	1.7523e-10	3.1972e-07	-3.2328e-07	1.21888e-08	-5.7135e-09	1.9171e-10	3.198e-07	-3.2636e-07	1.89468e-08	-8.2343e-09	1.9624e-10	3.2002e-07	-3.3076e-07
