Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.324853	0.3631	-0.0638
20	0.334112	0.369	0.0195
30	0.342626	0.3746	-0.1
40	0.350724	0.3801	-0.0054
50	0.35815	0.3852	-0.1199
60	0.364924	0.3891	-0.1296
70	0.371362	0.3929	-0.1396
80	0.377114	0.3967	-0.0453
90	0.382574	0.4007	-0.0563
100	0.387412	0.4042	-0.1837
150	0.405279	0.4198	0.3846
300	0.419485	0.4338	0.3796
450	0.417681	0.4303	0.3715
600	0.414985	0.4231	0.3695
750	0.411895	0.4189	0.3632
900	0.408942	0.4135	0.3609
