Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.18047	0.3208	-0.1844
20	0.196932	0.3276	-0.2141
30	0.213164	0.332	-0.127
40	0.227914	0.3366	-0.1449
50	0.242317	0.3404	-0.1865
60	0.25542	0.3447	-0.1793
70	0.267682	0.3483	0.357
80	0.279036	0.3519	0.3576
90	0.292116	0.3546	0.3584
100	0.30201	0.3581	0.3554
150	0.33608	0.3692	0.3459
300	0.369307	0.3663	0.3235
450	0.364627	0.35	0.3112
600	0.355664	0.3418	0.2981
750	0.346047	0.3316	0.2893
900	0.336367	0.3162	0.2779
