Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.122017	0.3327	-0.0359
20	0.147389	0.3369	-0.0903
30	0.170893	0.3417	0.3651
40	0.193641	0.3464	0.3668
50	0.214346	0.3507	0.3687
60	0.235976	0.355	0.3716
70	0.25495	0.3592	0.3719
80	0.2685	0.3631	0.3715
90	0.281737	0.3664	0.3718
100	0.295623	0.3706	0.3691
150	0.346779	0.3795	0.3633
300	0.391959	0.3984	0.355
450	0.391871	0.3922	0.3484
600	0.388429	0.3889	0.3437
750	0.384824	0.3819	0.3397
900	0.381178	0.3757	0.3361
