Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.363643	0.3955	-0.0343
20	0.373519	0.4021	0.0346
30	0.381572	0.4079	-0.1211
40	0.389119	0.4119	0.4159
50	0.39605	0.4173	0.4188
60	0.402453	0.4217	0.4229
70	0.408247	0.4265	0.4244
80	0.413572	0.431	0.4257
90	0.418356	0.4354	0.4263
100	0.422617	0.44	0.4267
150	0.438081	0.4588	0.4236
300	0.449453	0.4792	0.419
450	0.449732	0.478	0.4198
600	0.449479	0.5116	0.4191
750	0.44922	0.5021	0.4194
900	0.448963	0.5114	0.4184
