Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.247283	0.3321	-0.1496
20	0.259344	0.339	-0.1786
30	0.27095	0.3447	-0.1938
40	0.282022	0.3478	-0.1004
50	0.292496	0.3532	-0.2184
60	0.302392	0.3567	-0.23
70	0.311064	0.3601	-0.2415
80	0.319479	0.3638	-0.1403
90	0.327135	0.3664	-0.172
100	0.33403	0.37	-0.187
150	0.359913	0.3806	0.3528
300	0.381185	0.3857	0.3353
450	0.374664	0.3719	0.3203
600	0.36498	0.3602	0.3083
750	0.355177	0.348	0.2968
900	0.345633	0.3366	0.2898
