Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.406235	0.4165	0.006
20	0.411477	0.4213	0.089
30	0.416472	0.4279	0.0704
40	0.420959	0.4331	0.0586
50	0.425143	0.4384	0.044
60	0.429004	0.444	-0.0842
70	0.432614	0.448	-0.0211
80	0.435879	0.4536	0.4196
90	0.438895	0.4576	0.4208
100	0.44159	0.4624	0.424
150	0.451354	0.4846	0.4203
300	0.459049	0.5238	0.4172
450	0.459352	0.5323	0.4155
600	0.459255	0.5287	0.4191
750	0.459087	0.5295	0.4164
900	0.458913	0.5286	0.4188
