Vd	Lin_fit_Id	Vth_TCM	Vth_SDLM
10	0.30447	0.3585	0.0146
20	0.314298	0.3647	-0.0111
30	0.324064	0.3702	-0.1349
40	0.333236	0.3746	-0.0456
50	0.342019	0.379	-0.1689
60	0.350021	0.3836	-0.0853
70	0.357545	0.388	-0.2316
80	0.364522	0.3919	0.3878
90	0.370847	0.3962	0.3877
100	0.376666	0.4002	0.387
150	0.399225	0.4155	0.3839
300	0.417377	0.4275	0.3757
450	0.415745	0.4186	0.3694
600	0.412595	0.4156	0.3652
750	0.409191	0.4122	0.3599
900	0.405987	0.4077	0.3574
