Vds	Gds_Vgs=0.15V	Gds_Vgs=0.30V	Gds_Vgs=0.45V	Gds_Vgs=0.60V	Gds_Vgs=0.75V	Gds_Vgs=0.90V
0	1.827675e-05	0.002296726	0.0327412	0.1216657	0.1742664	0.1940488
0.005	1.726946e-05	0.00218342	0.03664976	0.1229198	0.173926	0.1939896
0.01	1.564715e-05	0.001999772	0.04145444	0.1243038	0.1733688	0.193886
0.015	1.363724e-05	0.001770144	0.04561212	0.1251619	0.1724956	0.1936464
0.02	1.146777e-05	0.001517649	0.04603588	0.124723	0.1712416	0.193181
0.025	9.496982e-06	0.001282149	0.0413952	0.122491	0.1696756	0.1923422
0.03	7.8588e-06	0.0010817	0.0367284	0.119588	0.168084	0.191456
0.035	6.5084e-06	0.00091242	0.033751	0.11673	0.16657	0.190722
0.04	5.4024e-06	0.00076996	0.0309246	0.113796	0.165052	0.189962
0.045	4.4886e-06	0.00064962	0.0282566	0.110846	0.163578	0.189116
0.05	3.739e-06	0.0005482	0.025746	0.107928	0.162224	0.188698
0.055	3.1248e-06	0.00046332	0.023408	0.104928	0.160734	0.188648
0.06	2.6122e-06	0.0003908	0.021238	0.101842	0.159324	0.188204
0.065	2.1894e-06	0.0003288	0.01922	0.09879	0.158278	0.187394
0.07	1.8356e-06	0.00027712	0.017338	0.095698	0.156878	0.186472
0.075	1.5318e-06	0.00023496	0.015606	0.092532	0.155018	0.185226
0.08	1.2844e-06	0.00020086	0.014008	0.08938	0.153196	0.183628
0.085	1.0856e-06	0.00017168	0.012534	0.086242	0.151098	0.18224
0.09	9.182e-07	0.0001459	0.011184	0.083012	0.148496	0.18108
0.095	7.796e-07	0.00012506	0.009952	0.079784	0.1462	0.18
0.1	6.69e-07	0.00010788	0.008864	0.076902	0.14432	0.17896
0.105	5.824e-07	9.172e-05	0.0079	0.074302	0.14234	0.1779
0.11	5.06e-07	7.872e-05	0.007014	0.071446	0.14034	0.17692
0.115	4.43e-07	6.964e-05	0.006238	0.068384	0.13842	0.17606
0.12	4.008e-07	6.15e-05	0.005578	0.065346	0.13638	0.17512
0.125	3.592e-07	5.428e-05	0.004966	0.062072	0.13414	0.17398
0.13	3.148e-07	4.908e-05	0.004406	0.058546	0.13188	0.1728
0.135	2.842e-07	4.454e-05	0.00393	0.05524	0.12962	0.17158
0.14	2.568e-07	4.054e-05	0.003506	0.0523	0.1274	0.17028
0.145	2.256e-07	3.712e-05	0.00311	0.04954	0.1252	0.16894
0.15	2.106e-07	3.294e-05	0.002758	0.04682	0.1229	0.16766
0.155	2.09e-07	2.962e-05	0.002472	0.0441	0.12048	0.16626
0.16	2.008e-07	2.804e-05	0.002234	0.04156	0.118	0.16476
0.165	1.864e-07	2.606e-05	0.002022	0.03914	0.11546	0.16336
0.17	1.776e-07	2.422e-05	0.001838	0.03668	0.1129	0.16202
0.175	1.736e-07	2.416e-05	0.001668	0.03428	0.11044	0.16066
0.18	1.622e-07	2.45e-05	0.001516	0.0321	0.1081	0.15936
0.185	1.556e-07	2.386e-05	0.001388	0.03002	0.10572	0.15806
0.19	1.61e-07	2.326e-05	0.001254	0.02792	0.10318	0.15662
0.195	1.556e-07	2.3e-05	0.001142	0.02594	0.10062	0.15508
0.2	1.394e-07	2.204e-05	0.001092	0.02414	0.09804	0.1535
0.205	1.322e-07	2.054e-05	0.001028	0.02242	0.09532	0.15196
0.21	1.274e-07	1.994e-05	0.000948	0.02078	0.09264	0.15034
0.215	1.248e-07	2.02e-05	0.000914	0.0193	0.09008	0.14864
0.22	1.36e-07	2.026e-05	0.000876	0.01788	0.08734	0.1469
0.225	1.452e-07	2.054e-05	0.000814	0.0165	0.08456	0.1451
0.23	1.468e-07	2.028e-05	0.000776	0.01524	0.08194	0.14328
0.235	1.46e-07	1.862e-05	0.000752	0.01404	0.07922	0.14154
0.24	1.368e-07	1.774e-05	0.00072	0.01292	0.07642	0.13984
0.245	1.268e-07	1.802e-05	0.000704	0.01194	0.07382	0.13812
0.25	1.304e-07	1.744e-05	0.000692	0.01102	0.07132	0.13638
0.255	1.378e-07	1.722e-05	0.000672	0.01018	0.06874	0.13456
0.26	1.376e-07	1.814e-05	0.000648	0.00946	0.06618	0.13264
0.265	1.338e-07	1.802e-05	0.000614	0.00876	0.06366	0.1306
0.27	1.328e-07	1.752e-05	0.00059	0.0081	0.06114	0.12856
0.275	1.29e-07	1.784e-05	0.000582	0.00758	0.05858	0.12646
0.28	1.194e-07	1.75e-05	0.000574	0.0071	0.05604	0.12432
0.285	1.188e-07	1.696e-05	0.000572	0.00658	0.05358	0.12226
0.29	1.22e-07	1.728e-05	0.00058	0.00612	0.0512	0.12022
0.295	1.194e-07	1.744e-05	0.00056	0.00576	0.04892	0.11812
0.3	1.222e-07	1.686e-05	0.000532	0.00536	0.04674	0.1161
0.305	1.318e-07	1.62e-05	0.000536	0.00492	0.04458	0.11412
0.31	1.368e-07	1.574e-05	0.00053	0.00464	0.0424	0.112
0.315	1.402e-07	1.508e-05	0.000514	0.0044	0.04024	0.1098
0.32	1.456e-07	1.53e-05	0.000528	0.00408	0.03808	0.1076
0.325	1.414e-07	1.618e-05	0.00053	0.00388	0.03602	0.1054
0.33	1.33e-07	1.72e-05	0.000494	0.00376	0.03414	0.10302
0.335	1.294e-07	1.836e-05	0.000492	0.00356	0.03232	0.10056
0.34	1.298e-07	1.802e-05	0.000522	0.00338	0.03048	0.09832
0.345	1.294e-07	1.646e-05	0.000508	0.00326	0.02878	0.09618
0.35	1.258e-07	1.576e-05	0.000488	0.00314	0.0272	0.09386
0.355	1.226e-07	1.576e-05	0.000506	0.00304	0.02562	0.0915
0.36	1.222e-07	1.556e-05	0.000506	0.00294	0.02416	0.08916
0.365	1.218e-07	1.614e-05	0.000474	0.00286	0.02284	0.08676
0.37	1.206e-07	1.656e-05	0.00047	0.00282	0.0215	0.08436
0.375	1.266e-07	1.608e-05	0.000492	0.00268	0.02018	0.08202
0.38	1.282e-07	1.522e-05	0.000494	0.00254	0.019	0.07978
0.385	1.248e-07	1.436e-05	0.00048	0.00254	0.01786	0.07752
0.39	1.296e-07	1.49e-05	0.00047	0.00248	0.01678	0.07518
0.395	1.304e-07	1.562e-05	0.000466	0.00238	0.01582	0.0728
0.4	1.232e-07	1.572e-05	0.000452	0.00238	0.01486	0.0704
0.405	1.21e-07	1.636e-05	0.000432	0.00234	0.01386	0.06802
0.41	1.186e-07	1.7e-05	0.000434	0.00226	0.01296	0.06578
0.415	1.138e-07	1.674e-05	0.000456	0.00228	0.01222	0.06362
0.42	1.212e-07	1.622e-05	0.000472	0.00226	0.01152	0.0614
0.425	1.31e-07	1.586e-05	0.000476	0.00216	0.01082	0.05926
0.43	1.318e-07	1.52e-05	0.000484	0.00212	0.01028	0.0572
0.435	1.322e-07	1.372e-05	0.000486	0.00202	0.00986	0.05502
0.44	1.336e-07	1.246e-05	0.00046	0.00188	0.00934	0.05276
0.445	1.29e-07	1.322e-05	0.00043	0.00192	0.00882	0.05066
0.45	1.244e-07	1.402e-05	0.00042	0.00206	0.00842	0.04874
0.455	1.282e-07	1.418e-05	0.000424	0.00208	0.00796	0.0468
0.46	1.252e-07	1.572e-05	0.000434	0.00206	0.0075	0.04478
0.465	1.142e-07	1.686e-05	0.000452	0.00208	0.00716	0.04282
0.47	1.122e-07	1.564e-05	0.000464	0.00198	0.0068	0.04094
0.475	1.178e-07	1.432e-05	0.000456	0.0018	0.00648	0.039
0.48	1.152e-07	1.338e-05	0.000438	0.00172	0.00624	0.0371
0.485	1.118e-07	1.276e-05	0.000412	0.00174	0.0059	0.03544
0.49	1.23e-07	1.382e-05	0.000384	0.00176	0.00552	0.03388
0.495	1.262e-07	1.49e-05	0.000388	0.00178	0.00534	0.03228
0.5	1.11e-07	1.51e-05	0.000408	0.00182	0.00526	0.0307
0.505	1.086e-07	1.59e-05	0.000416	0.00188	0.00516	0.0292
0.51	1.242e-07	1.63e-05	0.000434	0.0019	0.0051	0.02782
0.515	1.326e-07	1.492e-05	0.000454	0.00184	0.00502	0.02648
0.52	1.382e-07	1.39e-05	0.000456	0.00176	0.00484	0.0251
0.525	1.472e-07	1.394e-05	0.000446	0.00174	0.00464	0.02376
0.53	1.498e-07	1.406e-05	0.000434	0.00172	0.00446	0.02258
0.535	1.502e-07	1.39e-05	0.000416	0.00166	0.00428	0.02146
0.54	1.43e-07	1.316e-05	0.000394	0.0017	0.0042	0.02026
0.545	1.304e-07	1.296e-05	0.000388	0.00178	0.00414	0.0192
0.55	1.244e-07	1.402e-05	0.000402	0.00174	0.00404	0.01834
0.555	1.152e-07	1.44e-05	0.0004	0.00166	0.004	0.01738
0.56	1.05e-07	1.416e-05	0.000396	0.00162	0.00394	0.01638
0.565	1.098e-07	1.506e-05	0.000418	0.00156	0.0038	0.01562
0.57	1.23e-07	1.524e-05	0.000402	0.00156	0.00372	0.01492
0.575	1.346e-07	1.348e-05	0.00036	0.0016	0.00366	0.01408
0.58	1.434e-07	1.21e-05	0.000376	0.00168	0.00356	0.01332
0.585	1.418e-07	1.244e-05	0.000402	0.00182	0.0036	0.01272
0.59	1.344e-07	1.248e-05	0.000398	0.00184	0.00368	0.01208
0.595	1.314e-07	1.244e-05	0.00041	0.00174	0.00362	0.01142
0.6	1.302e-07	1.366e-05	0.000418	0.0017	0.00348	0.01094
0.605	1.29e-07	1.438e-05	0.000402	0.00168	0.00336	0.01058
0.61	1.368e-07	1.4e-05	0.000388	0.0016	0.00326	0.01014
0.615	1.456e-07	1.418e-05	0.000376	0.00156	0.0032	0.00972
0.62	1.412e-07	1.478e-05	0.000362	0.00158	0.00322	0.00932
0.625	1.346e-07	1.438e-05	0.000372	0.00162	0.00328	0.00878
0.63	1.346e-07	1.406e-05	0.000388	0.00158	0.00328	0.00828
0.635	1.3e-07	1.458e-05	0.000388	0.00154	0.0032	0.0079
0.64	1.194e-07	1.504e-05	0.000386	0.0016	0.00318	0.00752
0.645	1.228e-07	1.498e-05	0.000392	0.00164	0.00312	0.00718
0.65	1.37e-07	1.474e-05	0.000406	0.00164	0.00298	0.00702
0.655	1.442e-07	1.476e-05	0.000408	0.00164	0.00298	0.00686
0.66	1.44e-07	1.372e-05	0.0004	0.00162	0.00308	0.00658
0.665	1.466e-07	1.276e-05	0.000388	0.00164	0.00304	0.00638
0.67	1.508e-07	1.342e-05	0.00038	0.00164	0.00296	0.00626
0.675	1.442e-07	1.322e-05	0.000376	0.00152	0.00298	0.00604
0.68	1.378e-07	1.218e-05	0.000372	0.00142	0.00298	0.00582
0.685	1.456e-07	1.282e-05	0.00038	0.0014	0.00292	0.00578
0.69	1.47e-07	1.382e-05	0.000388	0.00136	0.0029	0.00572
0.695	1.314e-07	1.328e-05	0.000392	0.00136	0.00294	0.0055
0.7	1.284e-07	1.404e-05	0.000404	0.00148	0.00292	0.0053
0.705	1.402e-07	1.602e-05	0.00039	0.00158	0.00282	0.00516
0.71	1.38e-07	1.6e-05	0.000368	0.0016	0.00274	0.00496
0.715	1.324e-07	1.53e-05	0.00038	0.00156	0.00276	0.00478
0.72	1.434e-07	1.506e-05	0.000388	0.00146	0.0028	0.00476
0.725	1.554e-07	1.45e-05	0.000384	0.00138	0.00276	0.00482
0.73	1.532e-07	1.446e-05	0.00039	0.0014	0.00274	0.00478
0.735	1.518e-07	1.524e-05	0.000392	0.00142	0.00276	0.00468
0.74	1.622e-07	1.51e-05	0.000396	0.00142	0.00268	0.00456
0.745	1.682e-07	1.42e-05	0.000396	0.0015	0.00262	0.00438
0.75	1.604e-07	1.364e-05	0.000368	0.00154	0.00268	0.00424
0.755	1.522e-07	1.274e-05	0.000362	0.0015	0.00272	0.00422
0.76	1.522e-07	1.196e-05	0.000376	0.00148	0.00276	0.0042
0.765	1.522e-07	1.144e-05	0.000366	0.00148	0.0028	0.00414
0.77	1.5e-07	1.176e-05	0.000354	0.00148	0.0027	0.00414
0.775	1.552e-07	1.318e-05	0.000364	0.00146	0.00262	0.0041
0.78	1.678e-07	1.36e-05	0.000376	0.00142	0.00266	0.00398
0.785	1.706e-07	1.32e-05	0.00036	0.00138	0.0026	0.00396
0.79	1.638e-07	1.372e-05	0.00035	0.00136	0.0025	0.00396
0.795	1.568e-07	1.408e-05	0.000378	0.00138	0.00252	0.00388
0.8	1.456e-07	1.308e-05	0.000388	0.00144	0.00258	0.0038
0.805	1.322e-07	1.26e-05	0.000358	0.00146	0.00258	0.0037
0.81	1.296e-07	1.36e-05	0.000354	0.00144	0.00256	0.00364
0.815	1.416e-07	1.38e-05	0.000368	0.00144	0.0026	0.0037
0.82	1.568e-07	1.3e-05	0.000362	0.0014	0.00262	0.00378
0.825	1.666e-07	1.334e-05	0.000364	0.00136	0.00256	0.00368
0.83	1.714e-07	1.456e-05	0.000374	0.0014	0.00254	0.00348
0.835	1.716e-07	1.51e-05	0.00037	0.00148	0.00256	0.0034
0.84	1.608e-07	1.48e-05	0.000364	0.00148	0.00254	0.00336
0.845	1.484e-07	1.394e-05	0.000356	0.0014	0.00254	0.00326
0.85	1.49e-07	1.334e-05	0.000338	0.00134	0.00256	0.00334
0.855	1.6e-07	1.32e-05	0.00034	0.00134	0.00252	0.00358
0.86	1.696e-07	1.27e-05	0.000358	0.00134	0.0024	0.00356
0.865	1.736e-07	1.302e-05	0.000366	0.00136	0.00232	0.00342
0.87	1.732e-07	1.424e-05	0.000378	0.00142	0.00236	0.00344
0.875	1.63e-07	1.454e-05	0.000394	0.00142	0.00234	0.00342
0.88	1.526e-07	1.368e-05	0.000396	0.00136	0.00228	0.0033
0.885	1.598e-07	1.292e-05	0.000384	0.00132	0.00236	0.00326
0.89	1.802e-07	1.282e-05	0.000364	0.0013	0.00242	0.00326
0.895	2.014e-07	1.33e-05	0.000334	0.0013	0.00236	0.0032
0.9	2.188e-07	1.348e-05	0.000312	0.00132	0.0024	0.00314
