vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15V	ig_vg = 0.15V	is_vg = 0.15V	iavdd_vg = 0.15V	ignd_vg = 0.15V	id_vg = 0.3V	ig_vg = 0.3V	is_vg = 0.3V	iavdd_vg = 0.3V	ignd_vg = 0.3V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6V	ig_vg = 0.6V	is_vg = 0.6V	iavdd_vg = 0.6V	ignd_vg = 0.6V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0	-1.5193e-10	-3.4e-12	9.769e-11	3.2212e-07	-3.2194e-07	-1.5161e-08	1.7113e-10	1.48794e-08	3.212e-07	-3.2116e-07	-1.8731e-06	1.0336e-09	1.9197e-06	3.2128e-07	-3.2116e-07	-2.6268e-05	5.7587e-09	3.943e-05	3.2128e-07	-3.2126e-07	-2.8098e-05	2.19114e-08	5.6162e-05	3.2106e-07	-3.2094e-07	-0.00012604	7.98916e-08	0.00012486	3.2184e-07	-3.2172e-07	-0.00014006	3.284e-07	0.00014156	3.2284e-07	-3.2274e-07
0.005	4.9733e-10	-4.94e-12	-5.3302e-10	3.2208e-07	-3.2204e-07	8.08018e-08	1.6853e-10	-8.11022e-08	3.2118e-07	-3.2106e-07	1.01071e-05	1.0024e-09	-1.00976e-05	3.2076e-07	-3.2064e-07	6.84e-05	5.6088e-09	-0.00022426	3.2134e-07	-3.2124e-07	0.0005639	2.13814e-08	-0.0005677	3.2092e-07	-3.2086e-07	0.00074544	7.76752e-08	-0.00074318	3.2176e-07	-3.2178e-07	0.00082718	3.1842e-07	-0.00082834	3.2274e-07	-3.2278e-07
0.01	1.04187e-09	-6.89e-12	-1.06383e-09	3.2202e-07	-3.2208e-07	1.614e-07	1.6123e-10	-1.615e-07	3.2128e-07	-3.2118e-07	2.0446e-05	9.7408e-10	-2.0444e-05	3.2116e-07	-3.2122e-07	0.00047462	5.4619e-09	-0.0004752	3.2124e-07	-3.2122e-07	0.0012266	2.08408e-08	-0.0012262	3.2096e-07	-3.2088e-07	0.0016194	7.55514e-08	-0.0016202	3.2166e-07	-3.215e-07	0.0018108	3.0854e-07	-0.0018124	3.2258e-07	-3.2242e-07
0.015	1.4832e-09	-9.7e-12	-1.4959e-09	3.222e-07	-3.2204e-07	2.2724e-07	1.5795e-10	-2.276e-07	3.2124e-07	-3.2124e-07	2.906e-05	9.3922e-10	-2.9064e-05	3.213e-07	-3.2122e-07	0.00070384	5.3218e-09	-0.00070448	3.2068e-07	-3.2058e-07	0.0018624	2.03322e-08	-0.00186	3.2092e-07	-3.2082e-07	0.002478	7.351e-08	-0.002477	3.2162e-07	-3.2156e-07	0.0027726	2.9916e-07	-0.0027718	3.2254e-07	-3.2246e-07
0.02	1.8623e-09	-1.341e-11	-1.8598e-09	3.219e-07	-3.2198e-07	2.8272e-07	1.5378e-10	-2.8254e-07	3.2068e-07	-3.207e-07	3.6442e-05	9.1486e-10	-3.6432e-05	3.2124e-07	-3.2118e-07	0.00092026	5.1904e-09	-0.00092158	3.2126e-07	-3.2116e-07	0.0024922	1.9828e-08	-0.0024938	3.2086e-07	-3.209e-07	0.0033412	7.15302e-08	-0.0033396	3.2156e-07	-3.2152e-07	0.0037448	2.8998e-07	-0.0037458	3.2178e-07	-3.2236e-07
0.025	2.1708e-09	-1.617e-11	-2.1538e-09	3.2198e-07	-3.22e-07	3.2754e-07	1.5225e-10	-3.275e-07	3.2124e-07	-3.2122e-07	4.262e-05	8.9726e-10	-4.2592e-05	3.213e-07	-3.2058e-07	0.00111734	5.0654e-09	-0.00111636	3.207e-07	-3.2124e-07	0.0031032	1.9342e-08	-0.0031032	3.2102e-07	-3.2084e-07	0.0041864	6.96116e-08	-0.0041812	3.2082e-07	-3.2148e-07	0.0046972	2.8116e-07	-0.0047018	3.2246e-07	-3.22e-07
0.03	2.4338e-09	-1.942e-11	-2.4001e-09	3.2204e-07	-3.2194e-07	3.6528e-07	1.4955e-10	-3.6534e-07	3.2128e-07	-3.2136e-07	4.784e-05	8.7651e-10	-4.7878e-05	3.2124e-07	-3.2118e-07	0.0013012	4.9455e-09	-0.0013008	3.2068e-07	-3.2062e-07	0.0037052	1.8874e-08	-0.003706	3.2094e-07	-3.2096e-07	0.0050314	6.77472e-08	-0.00503	3.2158e-07	-3.2158e-07	0.0056652	2.7276e-07	-0.0056676	3.2242e-07	-3.2234e-07
0.035	2.6443e-09	-2.298e-11	-2.606e-09	3.2196e-07	-3.2202e-07	3.9652e-07	1.4179e-10	-3.9638e-07	3.2128e-07	-3.2136e-07	5.2252e-05	8.5163e-10	-5.222e-05	3.2112e-07	-3.2116e-07	0.001469	4.8304e-09	-0.0014684	3.2118e-07	-3.2124e-07	0.004285	1.8433e-08	-0.0042858	3.2092e-07	-3.2092e-07	0.0058592	6.59556e-08	-0.005857	3.2154e-07	-3.2152e-07	0.0066156	2.646e-07	-0.0066118	3.223e-07	-3.2238e-07
0.04	2.8322e-09	-2.876e-11	-2.7704e-09	3.22e-07	-3.2198e-07	4.2222e-07	1.3821e-10	-4.2244e-07	3.2128e-07	-3.213e-07	5.593e-05	8.3202e-10	-5.5938e-05	3.2116e-07	-3.2122e-07	0.0016218	4.7258e-09	-0.0016194	3.2068e-07	-3.2064e-07	0.0048534	1.79862e-08	-0.004853	3.2092e-07	-3.2028e-07	0.00668	6.42404e-08	-0.0066802	3.2154e-07	-3.2142e-07	0.0075592	2.5678e-07	-0.0075584	3.2242e-07	-3.223e-07
0.045	2.9849e-09	-3.029e-11	-2.9132e-09	3.22e-07	-3.2196e-07	4.4352e-07	1.3792e-10	-4.4394e-07	3.2124e-07	-3.2134e-07	5.9066e-05	8.1288e-10	-5.9096e-05	3.2118e-07	-3.2122e-07	0.0017628	4.6212e-09	-0.0017622	3.2122e-07	-3.2112e-07	0.0054106	1.75654e-08	-0.0054118	3.209e-07	-3.2102e-07	0.0075058	6.25118e-08	-0.007506	3.2156e-07	-3.2146e-07	0.0085124	2.4898e-07	-0.0085124	3.2226e-07	-3.2228e-07
