vd	id_vg = 0.0V	ig_vg = 0.0V	is_vg = 0.0V	iavdd_vg = 0.0V	ignd_vg = 0.0V	id_vg = 0.15000000000000002V	ig_vg = 0.15000000000000002V	is_vg = 0.15000000000000002V	iavdd_vg = 0.15000000000000002V	ignd_vg = 0.15000000000000002V	id_vg = 0.30000000000000004V	ig_vg = 0.30000000000000004V	is_vg = 0.30000000000000004V	iavdd_vg = 0.30000000000000004V	ignd_vg = 0.30000000000000004V	id_vg = 0.45V	ig_vg = 0.45V	is_vg = 0.45V	iavdd_vg = 0.45V	ignd_vg = 0.45V	id_vg = 0.6000000000000001V	ig_vg = 0.6000000000000001V	is_vg = 0.6000000000000001V	iavdd_vg = 0.6000000000000001V	ignd_vg = 0.6000000000000001V	id_vg = 0.75V	ig_vg = 0.75V	is_vg = 0.75V	iavdd_vg = 0.75V	ignd_vg = 0.75V	id_vg = 0.9V	ig_vg = 0.9V	is_vg = 0.9V	iavdd_vg = 0.9V	ignd_vg = 0.9V
0.0	-9.92586e-08	-3.0719e-10	6.335900000000001e-10	4.2474e-07	-3.2598e-07	-9.54796e-08	4.8115e-10	3.9201e-10	4.1896e-07	-3.2444e-07	-9.41496e-08	8.110500000000001e-10	3.2928e-10	4.1726e-07	-3.2436e-07	-9.445139999999999e-08	1.182e-09	2.9518e-10	4.1818e-07	-3.2532e-07	-9.534719999999998e-08	1.6371e-09	2.5863e-10	4.1866e-07	-3.2536e-07	-9.73686e-08	2.1776e-09	2.3859e-10	4.1998e-07	-3.2524e-07	-1.0088e-07	2.961e-09	2.1523e-10	4.2186e-07	-3.2436e-07
0.005	-9.730139999999999e-08	-2.9163e-10	6.1326e-10	4.2286e-07	-3.2598e-07	-9.3837e-08	4.698000000000001e-10	3.821e-10	4.1742e-07	-3.2456e-07	-9.22742e-08	7.901500000000001e-10	3.2836000000000004e-10	4.1566e-07	-3.2436e-07	-9.24952e-08	1.1587e-09	2.9506e-10	4.1644e-07	-3.2538e-07	-9.35834e-08	1.602e-09	2.6234e-10	4.1698e-07	-3.2532e-07	-9.535899999999999e-08	2.1408e-09	2.4387e-10	4.1824e-07	-3.253e-07	-9.87982e-08	2.9124e-09	2.1606000000000003e-10	4.1988e-07	-3.2434e-07
0.01	-9.56508e-08	-2.9695000000000004e-10	6.1689e-10	4.2146e-07	-3.2598e-07	-9.227259999999999e-08	4.5218e-10	3.8449e-10	4.1602e-07	-3.2446e-07	-9.066499999999999e-08	7.6955e-10	3.2845000000000004e-10	4.14e-07	-3.2442e-07	-9.092e-08	1.1347e-09	2.8989e-10	4.1484e-07	-3.2534e-07	-9.169179999999999e-08	1.5718e-09	2.6767e-10	4.1542e-07	-3.2548e-07	-9.36676e-08	2.1079e-09	2.3451e-10	4.1646e-07	-3.252e-07	-9.69138e-08	2.8676e-09	2.1852e-10	4.1806e-07	-3.243e-07
0.015	-9.40714e-08	-3.0085e-10	6.0921e-10	4.1978e-07	-3.2602e-07	-9.086939999999999e-08	4.2963000000000005e-10	3.8666e-10	4.1452e-07	-3.2448e-07	-8.91198e-08	7.4803e-10	3.3014e-10	4.1238e-07	-3.2432e-07	-8.92548e-08	1.1087e-09	2.855e-10	4.1308e-07	-3.254e-07	-9.00636e-08	1.5435e-09	2.6142e-10	4.1354e-07	-3.253e-07	-9.19824e-08	2.0751e-09	2.3085e-10	4.148e-07	-3.252e-07	-9.499159999999999e-08	2.8263e-09	2.1484e-10	4.1638e-07	-3.2434e-07
0.02	-9.26994e-08	-3.0221000000000003e-10	5.998900000000001e-10	4.1832e-07	-3.2596e-07	-8.927799999999999e-08	4.1155e-10	3.8504000000000005e-10	4.1292e-07	-3.2442e-07	-8.762339999999999e-08	7.2733e-10	3.2576e-10	4.1094e-07	-3.2438e-07	-8.77068e-08	1.0818e-09	2.8853000000000004e-10	4.1168e-07	-3.2544e-07	-8.846979999999999e-08	1.5143e-09	2.5457000000000003e-10	4.1186e-07	-3.2524e-07	-9.009839999999999e-08	2.0409e-09	2.3519000000000004e-10	4.1296e-07	-3.2526e-07	-9.31966e-08	2.7885e-09	2.1355000000000003e-10	4.1438e-07	-3.2422e-07
0.025	-9.11464e-08	-3.0663e-10	6.0075e-10	4.169e-07	-3.26e-07	-8.78778e-08	3.9868e-10	3.8275000000000005e-10	4.1152e-07	-3.2442e-07	-8.60848e-08	7.071100000000001e-10	3.2478000000000004e-10	4.0946e-07	-3.2446e-07	-8.594299999999999e-08	1.0622e-09	2.9245e-10	4.099e-07	-3.2528e-07	-8.667939999999999e-08	1.4866e-09	2.5619e-10	4.1032e-07	-3.2532e-07	-8.82592e-08	2.0046e-09	2.3846e-10	4.1132e-07	-3.2522e-07	-9.125119999999999e-08	2.7447e-09	2.1112e-10	4.1278e-07	-3.2418e-07
0.03	-8.95272e-08	-3.1116000000000004e-10	6.015e-10	4.1534e-07	-3.2606e-07	-8.64412e-08	3.8823e-10	3.7923e-10	4.1014e-07	-3.2446e-07	-8.449159999999999e-08	6.8956e-10	3.2427e-10	4.0796e-07	-3.2446e-07	-8.453459999999999e-08	1.0427e-09	2.9075e-10	4.0868e-07	-3.2526e-07	-8.504759999999999e-08	1.4586e-09	2.6392e-10	4.0864e-07	-3.2538e-07	-8.6643e-08	1.9738e-09	2.3930000000000004e-10	4.096e-07	-3.2524e-07	-8.949139999999999e-08	2.7049e-09	2.1554e-10	4.1088e-07	-3.2412e-07
0.035	-8.79844e-08	-3.1454000000000003e-10	5.9764e-10	4.1366e-07	-3.26e-07	-8.499019999999998e-08	3.6725000000000005e-10	3.8279e-10	4.0868e-07	-3.2446e-07	-8.312819999999999e-08	6.710600000000001e-10	3.2212e-10	4.0662e-07	-3.2436e-07	-8.31312e-08	1.0203e-09	2.8211e-10	4.07e-07	-3.2542e-07	-8.35032e-08	1.4338e-09	2.6225e-10	4.0728e-07	-3.2532e-07	-8.507379999999999e-08	1.9458e-09	2.2532000000000003e-10	4.0792e-07	-3.252e-07	-8.7665e-08	2.6643e-09	2.1132000000000003e-10	4.0912e-07	-3.2428e-07
0.04	-8.66574e-08	-3.1735000000000005e-10	5.8783e-10	4.1224e-07	-3.26e-07	-8.35808e-08	3.5046e-10	3.8244e-10	4.0734e-07	-3.2448e-07	-8.16946e-08	6.533700000000001e-10	3.2169e-10	4.0506e-07	-3.2438e-07	-8.151159999999999e-08	9.929e-10	2.8719e-10	4.0556e-07	-3.2526e-07	-8.213899999999999e-08	1.4104e-09	2.5269000000000003e-10	4.0562e-07	-3.2532e-07	-8.336439999999999e-08	1.9152e-09	2.2977e-10	4.0628e-07	-3.2524e-07	-8.60394e-08	2.6286e-09	2.0902e-10	4.074e-07	-3.2424e-07
0.045	-8.51126e-08	-3.2033e-10	5.8608e-10	4.1076e-07	-3.2594e-07	-8.22972e-08	3.4045000000000005e-10	3.7548e-10	4.0606e-07	-3.2448e-07	-8.01888e-08	6.3528e-10	3.1827000000000003e-10	4.036e-07	-3.2438e-07	-8.00274e-08	9.6698e-10	2.8199000000000003e-10	4.0394e-07	-3.2522e-07	-8.043179999999999e-08	1.3844e-09	2.5604000000000003e-10	4.0392e-07	-3.2532e-07	-8.16028e-08	1.8831e-09	2.3294e-10	4.0482e-07	-3.2524e-07	-8.426199999999999e-08	2.5923e-09	2.1058e-10	4.0508e-07	-3.2358e-07
