gds,Vg=0V	gds,Vg=0.15V	gds,Vg=0.3V	gds,Vg=0.45V	gds,Vg=0.6V	gds,Vg=0.75V	gds,Vg=0.9V
5.89799999999999e-05	3.416e-05	3.648e-05	4.196e-05	4.70200000000001e-05	4.54800000000001e-05	4.618e-05
5.57199999999999e-05	4.605e-05	4.823e-05	5.101e-05	5.103e-05	5.052e-05	5.214e-05
5.325e-05	5.469e-05	6.124e-05	5.82400000000001e-05	5.491e-05	5.49399999999999e-05	5.579e-05
5.721e-05	5.239e-05	5.548e-05	5.553e-05	5.39600000000001e-05	5.494e-05	5.45199999999999e-05
5.528e-05	4.999e-05	5.215e-05	5.242e-05	5.375e-05	5.714e-05	5.074e-05
4.837e-05	5.084e-05	4.877e-05	4.811e-05	5.09999999999999e-05	4.988e-05	4.58800000000001e-05
4.918e-05	4.908e-05	4.577e-05	4.283e-05	4.753e-05	4.627e-05	4.94e-05
4.676e-05	4.35e-05	5.028e-05	4.5e-05	4.876e-05	4.835e-05	4.801e-05
4.837e-05	4.41e-05	4.787e-05	4.85e-05	4.752e-05	4.44900000000001e-05	4.34400000000001e-05
4.662e-05	4.523e-05	4.499e-05	4.476e-05	4.571e-05	4.10900000000001e-05	4.257e-05
4.077e-05	4.181e-05	4.214e-05	4.346e-05	4.17e-05	4.116e-05	4.155e-05
4.13e-05	4.024e-05	4.197e-05	4.12700000000001e-05	4.019e-05	4.295e-05	4.182e-05
3.204e-05	4.075e-05	4.039e-05	3.789e-05	4.18e-05	3.952e-05	4.152e-05
2.93699999999999e-05	3.851e-05	3.633e-05	3.651e-05	3.752e-05	3.781e-05	3.759e-05
3.675e-05	3.415e-05	3.601e-05	3.80400000000001e-05	3.554e-05	3.815e-05	3.49000000000001e-05
3.739e-05	3.542e-05	3.584e-05	3.7e-05	3.832e-05	3.25400000000001e-05	3.603e-05
4.076e-05	3.672e-05	3.541e-05	3.17999999999999e-05	3.619e-05	3.255e-05	3.41699999999999e-05
3.96e-05	3.21000000000001e-05	3.349e-05	2.991e-05	3.203e-05	3.551e-05	3.113e-05
3.322e-05	3.12e-05	2.962e-05	3.024e-05	3.248e-05	3.262e-05	3.132e-05
3.277e-05	3.046e-05	2.927e-05	3.16e-05	2.977e-05	3.08499999999999e-05	3.085e-05
3.02e-05	2.98e-05	3.109e-05	3.006e-05	2.806e-05	2.945e-05	2.954e-05
2.769e-05	2.75e-05	2.918e-05	2.596e-05	2.727e-05	2.802e-05	2.852e-05
2.764e-05	2.766e-05	2.72799999999999e-05	2.662e-05	2.86699999999999e-05	2.62e-05	2.815e-05
2.701e-05	2.671e-05	2.576e-05	2.654e-05	2.894e-05	2.581e-05	2.768e-05
2.62e-05	2.397e-05	2.566e-05	2.464e-05	2.435e-05	2.587e-05	2.546e-05
2.499e-05	2.495e-05	2.431e-05	2.529e-05	2.287e-05	2.569e-05	2.361e-05
2.259e-05	2.386e-05	2.14e-05	2.525e-05	2.502e-05	2.367e-05	2.309e-05
2.053e-05	2.138e-05	2.263e-05	2.311e-05	2.503e-05	2.164e-05	2.227e-05
2.02700000000001e-05	2.01e-05	2.308e-05	2.089e-05	2.013e-05	2.112e-05	2.07200000000001e-05
2.113e-05	2.05400000000001e-05	1.933e-05	2.06600000000001e-05	1.93e-05	2.13900000000001e-05	1.997e-05
2.053e-05	2.1e-05	1.941e-05	1.998e-05	2.034e-05	2.073e-05	1.987e-05
1.909e-05	1.949e-05	1.989e-05	1.819e-05	1.923e-05	1.76e-05	1.938e-05
1.736e-05	1.795e-05	1.78e-05	1.78e-05	1.947e-05	1.647e-05	1.771e-05
1.802e-05	1.755e-05	1.801e-05	1.776e-05	1.831e-05	1.764e-05	1.734e-05
1.828e-05	1.658e-05	1.747e-05	1.723e-05	1.654e-05	1.777e-05	1.594e-05
1.684e-05	1.532e-05	1.586e-05	1.561e-05	1.57e-05	1.726e-05	1.472e-05
1.483e-05	1.513e-05	1.442e-05	1.527e-05	1.59e-05	1.53e-05	1.578e-05
1.423e-05	1.576e-05	1.409e-05	1.593e-05	1.582e-05	1.367e-05	1.553e-05
1.478e-05	1.39e-05	1.494e-05	1.479e-05	1.379e-05	1.406e-05	1.414e-05
1.387e-05	1.301e-05	1.379e-05	1.347e-05	1.213e-05	1.42e-05	1.355e-05
1.317e-05	1.381e-05	1.242e-05	1.306e-05	1.274e-05	1.301e-05	1.322e-05
1.238e-05	1.106e-05	1.246e-05	1.233e-05	1.291e-05	1.209e-05	1.183e-05
1.185e-05	1.017e-05	1.145e-05	1.109e-05	1.205e-05	1.187e-05	1.169e-05
1.057e-05	1.207e-05	1.098e-05	1.149e-05	1.133e-05	1.134e-05	1.211e-05
9.78999999999999e-06	1.182e-05	1.106e-05	1.115e-05	1.022e-05	1.121e-05	1.028e-05
1.06e-05	1.2552e-05	1.2456e-05	1.2178e-05	1.046e-05	1.031e-05	1.1276e-05
1.1994e-05	9.846e-06	9.468e-06	9.51200000000001e-06	1.2712e-05	1.15e-05	9.51e-06
9.16800000000003e-06	7.41e-06	7.01400000000001e-06	6.88000000000002e-06	9.29600000000004e-06	9.70200000000004e-06	7.39e-06
6.744e-06	8.94399999999999e-06	8.96999999999999e-06	8.866e-06	6.518e-06	6.82399999999999e-06	8.97399999999999e-06
9.03399999999999e-06	8.094e-06	8.56199999999999e-06	9.09799999999998e-06	8.268e-06	7.98999999999999e-06	8.67199999999999e-06
8.90599999999999e-06	8.08799999999999e-06	7.596e-06	8.14399999999999e-06	7.94e-06	8.242e-06	8.07599999999999e-06
7.55399999999999e-06	8.09799999999999e-06	7.85999999999999e-06	7.31199999999999e-06	8.21799999999998e-06	7.82599999999999e-06	7.63799999999999e-06
7.61399999999999e-06	7.44599999999999e-06	8.04599999999999e-06	7.37599999999999e-06	7.58199999999999e-06	7.54799999999999e-06	7.61799999999999e-06
7.642e-06	7.07799999999999e-06	6.868e-06	7.204e-06	7.15e-06	7.04799999999999e-06	7.16999999999999e-06
7.122e-06	7.00999999999999e-06	6.734e-06	6.978e-06	6.866e-06	6.66e-06	7.17799999999999e-06
6.83399999999999e-06	6.348e-06	6.73199999999999e-06	6.50199999999999e-06	6.20799999999999e-06	6.69999999999999e-06	6.97e-06
6.22200000000002e-06	6.18000000000004e-06	6.02400000000003e-06	6.25200000000004e-06	6.07800000000003e-06	6.08800000000003e-06	5.84600000000002e-06
5.97600000000003e-06	6.19400000000002e-06	5.41000000000003e-06	5.88400000000003e-06	6.08600000000003e-06	5.80600000000003e-06	5.56800000000002e-06
5.758e-06	5.51399999999999e-06	5.616e-06	5.52199999999999e-06	5.51199999999999e-06	5.65e-06	5.728e-06
5.39599999999999e-06	5.028e-06	5.51199999999999e-06	5.326e-06	5.318e-06	5.34599999999999e-06	5.174e-06
5.14999999999999e-06	5.288e-06	4.89199999999999e-06	4.996e-06	5.362e-06	5.164e-06	4.93799999999999e-06
4.956e-06	4.93999999999999e-06	4.784e-06	4.888e-06	4.90999999999999e-06	4.834e-06	4.69e-06
4.656e-06	4.65999999999999e-06	4.87799999999999e-06	4.72e-06	4.636e-06	4.65e-06	4.512e-06
4.332e-06	4.326e-06	4.55799999999999e-06	4.54799999999999e-06	4.394e-06	4.44599999999999e-06	4.394e-06
4.28799999999999e-06	3.84e-06	3.908e-06	4.17e-06	4.174e-06	4.07599999999999e-06	4.10199999999999e-06
4.08599999999999e-06	4.00199999999999e-06	3.71e-06	3.72e-06	3.986e-06	3.874e-06	3.97599999999999e-06
3.918e-06	3.93e-06	3.898e-06	3.76e-06	3.63e-06	3.804e-06	3.814e-06
3.606e-06	3.678e-06	3.544e-06	3.53599999999999e-06	3.402e-06	3.57e-06	3.488e-06
3.41600000000002e-06	3.41200000000001e-06	3.11200000000002e-06	3.27600000000001e-06	3.38400000000002e-06	3.36400000000001e-06	3.33000000000002e-06
3.39000000000002e-06	3.23600000000002e-06	3.21600000000001e-06	3.31200000000002e-06	3.38600000000002e-06	3.29800000000002e-06	3.24000000000002e-06
3.126e-06	3.082e-06	3.278e-06	2.986e-06	3.05599999999999e-06	3.16e-06	2.986e-06
2.986e-06	2.916e-06	2.772e-06	2.83e-06	2.954e-06	2.76599999999999e-06	2.82e-06
2.886e-06	2.768e-06	2.67199999999999e-06	2.90599999999999e-06	2.784e-06	2.728e-06	2.74599999999999e-06
2.692e-06	2.612e-06	2.7e-06	2.726e-06	2.556e-06	2.76e-06	2.612e-06
2.568e-06	2.452e-06	2.32e-06	2.482e-06	2.568e-06	2.402e-06	2.406e-06
2.336e-06	2.376e-06	2.316e-06	2.316e-06	2.352e-06	2.272e-06	2.35e-06
2.156e-06	2.3e-06	2.35e-06	2.226e-06	2.188e-06	2.326e-06	2.276e-06
2.116e-06	2.112e-06	2.148e-06	2.058e-06	2.118e-06	2.128e-06	2.15e-06
2.052e-06	1.922e-06	2e-06	2.03e-06	1.948e-06	1.974e-06	2.03e-06
1.97e-06	1.874e-06	1.846e-06	2.004e-06	1.882e-06	1.956e-06	1.82e-06
1.798e-06	1.806e-06	1.744e-06	1.796e-06	1.866e-06	1.814e-06	1.782e-06
