vg	id_vd = 0.8V	ig_vd = 0.8V	is_vd = 0.8V	iavdd_vd = 0.8V	ignd_vd = 0.8V	id_vd = 0.81V	ig_vd = 0.81V	is_vd = 0.81V	iavdd_vd = 0.81V	ignd_vd = 0.81V	id_vd = 0.82V	ig_vd = 0.82V	is_vd = 0.82V	iavdd_vd = 0.82V	ignd_vd = 0.82V	id_vd = 0.83V	ig_vd = 0.83V	is_vd = 0.83V	iavdd_vd = 0.83V	ignd_vd = 0.83V	id_vd = 0.84V	ig_vd = 0.84V	is_vd = 0.84V	iavdd_vd = 0.84V	ignd_vd = 0.84V	id_vd = 0.85V	ig_vd = 0.85V	is_vd = 0.85V	iavdd_vd = 0.85V	ignd_vd = 0.85V	id_vd = 0.86V	ig_vd = 0.86V	is_vd = 0.86V	iavdd_vd = 0.86V	ignd_vd = 0.86V	id_vd = 0.87V	ig_vd = 0.87V	is_vd = 0.87V	iavdd_vd = 0.87V	ignd_vd = 0.87V	id_vd = 0.88V	ig_vd = 0.88V	is_vd = 0.88V	iavdd_vd = 0.88V	ignd_vd = 0.88V	id_vd = 0.89V	ig_vd = 0.89V	is_vd = 0.89V	iavdd_vd = 0.89V	ignd_vd = 0.89V	id_vd = 0.9V	ig_vd = 0.9V	is_vd = 0.9V	iavdd_vd = 0.9V	ignd_vd = 0.9V
1.2	-7.6283e-06	9.6e-13	7.5398e-06	3.5852e-07	-3.0626e-07	-6.8111e-06	-3.167e-11	6.7503e-06	3.5672e-07	-3.0604e-07	-6.4096e-06	8.7e-13	6.3767e-06	3.549e-07	-3.0594e-07	-6.0065e-06	4.79e-12	5.9764e-06	3.5334e-07	-3.0618e-07	-5.367e-06	-4.89e-12	5.3368e-06	3.5144e-07	-3.0594e-07	-5.0106e-06	2.16e-12	4.9614e-06	3.4978e-07	-3.0588e-07	-4.639e-06	2.474e-11	4.5327e-06	3.4814e-07	-3.0594e-07	-4.2012e-06	-3.28e-12	4.1545e-06	3.4664e-07	-3.0586e-07	-3.8545e-06	7.7e-12	3.803e-06	3.4516e-07	-3.0594e-07	-3.5333e-06	4.11e-12	3.4957e-06	3.436e-07	-3.0582e-07	-3.2642e-06	-1.54e-12	3.2357e-06	3.4224e-07	-3.0588e-07
1.195	-7.552e-06	-1.042e-11	7.5251e-06	3.5856e-07	-3.062e-07	-6.8289e-06	1.896e-11	6.7865e-06	3.5672e-07	-3.06e-07	-6.3892e-06	9.27e-12	6.3611e-06	3.5488e-07	-3.06e-07	-6.009e-06	-3.3e-13	5.9697e-06	3.5304e-07	-3.0594e-07	-5.3937e-06	1.686e-11	5.36e-06	3.5134e-07	-3.0594e-07	-4.9872e-06	-7.86e-12	4.9254e-06	3.497e-07	-3.0588e-07	-4.587e-06	8.25e-12	4.5371e-06	3.4818e-07	-3.06e-07	-4.2133e-06	1.673e-11	4.1569e-06	3.4666e-07	-3.0592e-07	-3.8611e-06	-1.525e-11	3.8058e-06	3.4518e-07	-3.0588e-07	-3.5498e-06	-1.101e-11	3.504e-06	3.436e-07	-3.0584e-07	-3.2848e-06	1.747e-11	3.2465e-06	3.4212e-07	-3.059e-07
1.19	-7.5789e-06	1.448e-11	7.5065e-06	3.5864e-07	-3.0626e-07	-6.8417e-06	1.839e-11	6.7852e-06	3.5668e-07	-3.0598e-07	-6.4112e-06	-3.38e-12	6.3558e-06	3.5484e-07	-3.0602e-07	-6.015e-06	-3.19e-12	5.965e-06	3.5308e-07	-3.0596e-07	-5.4099e-06	-1.13e-12	5.3518e-06	3.5138e-07	-3.06e-07	-5.0639e-06	1.24e-11	5.0296e-06	3.4972e-07	-3.0596e-07	-4.5814e-06	3.13e-12	4.5389e-06	3.4814e-07	-3.0598e-07	-4.1907e-06	-5.28e-12	4.1717e-06	3.4656e-07	-3.0594e-07	-3.8661e-06	6.76e-12	3.814e-06	3.4522e-07	-3.0594e-07	-3.5505e-06	3.87e-12	3.5168e-06	3.436e-07	-3.0592e-07	-3.2682e-06	-9.11e-12	3.2321e-06	3.4218e-07	-3.0592e-07
1.185	-7.5783e-06	-5.17e-12	7.545e-06	3.586e-07	-3.0618e-07	-6.8219e-06	-4.24e-12	6.7821e-06	3.5668e-07	-3.061e-07	-6.4566e-06	-3.94e-12	6.3753e-06	3.5482e-07	-3.0592e-07	-6.0211e-06	1.068e-11	5.9588e-06	3.5302e-07	-3.0598e-07	-5.3849e-06	-7.81e-12	5.331e-06	3.5138e-07	-3.0598e-07	-5.0141e-06	-2.37e-12	4.9699e-06	3.497e-07	-3.0586e-07	-4.5948e-06	1.255e-11	4.5648e-06	3.4822e-07	-3.0604e-07	-4.2066e-06	-6e-12	4.1714e-06	3.466e-07	-3.0594e-07	-3.8427e-06	1.028e-11	3.8355e-06	3.4504e-07	-3.0586e-07	-3.5577e-06	7.66e-12	3.5073e-06	3.4356e-07	-3.0586e-07	-3.2696e-06	-1.326e-11	3.2404e-06	3.4222e-07	-3.0588e-07
1.18	-7.5852e-06	-7.25e-12	7.5118e-06	3.5866e-07	-3.0624e-07	-6.9017e-06	1.181e-11	6.8353e-06	3.5664e-07	-3.0598e-07	-6.4425e-06	1.536e-11	6.3815e-06	3.5484e-07	-3.0594e-07	-6.0068e-06	-4.47e-12	5.9625e-06	3.53e-07	-3.0598e-07	-5.3904e-06	7.02e-12	5.3506e-06	3.5142e-07	-3.06e-07	-4.9906e-06	-1.086e-11	4.9337e-06	3.4964e-07	-3.0592e-07	-4.5964e-06	-2.75e-12	4.56e-06	3.4812e-07	-3.0592e-07	-4.2129e-06	1.477e-11	4.1729e-06	3.4662e-07	-3.0588e-07	-3.8692e-06	-1.461e-11	3.8204e-06	3.45e-07	-3.058e-07	-3.5567e-06	-2.65e-12	3.5207e-06	3.4366e-07	-3.0586e-07	-3.2685e-06	2.272e-11	3.234e-06	3.4222e-07	-3.059e-07
1.175	-7.5823e-06	1.262e-11	7.5545e-06	3.586e-07	-3.0616e-07	-6.883e-06	4.8e-12	6.8191e-06	3.5664e-07	-3.0594e-07	-6.4346e-06	-3.37e-12	6.375e-06	3.549e-07	-3.0598e-07	-6.0008e-06	-9.55e-12	5.9871e-06	3.5312e-07	-3.0596e-07	-5.408e-06	-7.33e-12	5.3659e-06	3.5134e-07	-3.0592e-07	-5.0581e-06	1.005e-11	5.0175e-06	3.4978e-07	-3.0586e-07	-4.6248e-06	-5.92e-12	4.5645e-06	3.4818e-07	-3.0594e-07	-4.2083e-06	-2.75e-12	4.1483e-06	3.4658e-07	-3.0594e-07	-3.8658e-06	5.45e-12	3.8255e-06	3.4506e-07	-3.0582e-07	-3.5557e-06	7.44e-12	3.5295e-06	3.4366e-07	-3.059e-07	-3.2609e-06	3.22e-12	3.2382e-06	3.421e-07	-3.0594e-07
1.17	-7.5773e-06	-2.6e-13	7.5251e-06	3.5858e-07	-3.0614e-07	-6.9579e-06	-1.267e-11	6.8803e-06	3.5672e-07	-3.06e-07	-6.4358e-06	-2.77e-12	6.3736e-06	3.5488e-07	-3.0598e-07	-6.0131e-06	1.534e-11	5.9441e-06	3.5308e-07	-3.06e-07	-5.407e-06	-4e-12	5.3548e-06	3.5138e-07	-3.0588e-07	-4.9844e-06	-5.3e-13	4.9472e-06	3.4964e-07	-3.059e-07	-4.5968e-06	1.66e-12	4.5683e-06	3.4818e-07	-3.0596e-07	-4.2191e-06	-6.92e-12	4.182e-06	3.4656e-07	-3.0596e-07	-3.8655e-06	1.624e-11	3.8284e-06	3.4506e-07	-3.0594e-07	-3.5593e-06	1.28e-12	3.524e-06	3.436e-07	-3.0588e-07	-3.2448e-06	-1.465e-11	3.2092e-06	3.4224e-07	-3.059e-07
1.165	-7.6079e-06	-4.15e-12	7.5554e-06	3.5858e-07	-3.0616e-07	-6.9394e-06	7.57e-12	6.8891e-06	3.5662e-07	-3.0604e-07	-6.4352e-06	2.075e-11	6.412e-06	3.549e-07	-3.0598e-07	-6.0086e-06	-3.82e-12	6.0025e-06	3.5312e-07	-3.0598e-07	-5.376e-06	1.029e-11	5.3568e-06	3.5138e-07	-3.0596e-07	-4.9859e-06	-1.009e-11	4.946e-06	3.497e-07	-3.0592e-07	-4.6651e-06	-1.328e-11	4.6388e-06	3.4822e-07	-3.0594e-07	-4.2007e-06	1.253e-11	4.1689e-06	3.4658e-07	-3.0594e-07	-3.861e-06	-9.03e-12	3.8138e-06	3.4508e-07	-3.059e-07	-3.5684e-06	-7.48e-12	3.5316e-06	3.4366e-07	-3.0592e-07	-3.262e-06	1.207e-11	3.2262e-06	3.4224e-07	-3.0588e-07
1.16	-7.5945e-06	-3.35e-12	7.5102e-06	3.5862e-07	-3.064e-07	-6.9545e-06	6.34e-12	6.9115e-06	3.566e-07	-3.06e-07	-6.4043e-06	-7.18e-12	6.4004e-06	3.5476e-07	-3.0594e-07	-6.0585e-06	-7.26e-12	6.0089e-06	3.5316e-07	-3.06e-07	-5.3935e-06	-8e-12	5.3589e-06	3.5134e-07	-3.0588e-07	-4.9835e-06	1.269e-11	4.957e-06	3.4974e-07	-3.0596e-07	-4.6591e-06	-8.75e-12	4.5844e-06	3.4824e-07	-3.0588e-07	-4.2346e-06	-3.64e-12	4.1923e-06	3.4646e-07	-3.0586e-07	-3.8701e-06	1.6e-12	3.8556e-06	3.4504e-07	-3.0588e-07	-3.5567e-06	1.537e-11	3.526e-06	3.436e-07	-3.0594e-07	-3.264e-06	2.5e-12	3.2234e-06	3.4222e-07	-3.0588e-07
1.155	-7.5756e-06	-5.45e-12	7.5164e-06	3.586e-07	-3.0624e-07	-6.9602e-06	4.46e-12	6.8971e-06	3.5662e-07	-3.0602e-07	-6.4543e-06	-6.46e-12	6.4114e-06	3.5494e-07	-3.0594e-07	-6.0935e-06	1.51e-11	6.048e-06	3.5308e-07	-3.0594e-07	-5.4065e-06	8.45e-12	5.3823e-06	3.5126e-07	-3.0592e-07	-4.981e-06	-7.7e-13	4.9339e-06	3.4976e-07	-3.0588e-07	-4.6277e-06	9.71e-12	4.5819e-06	3.4816e-07	-3.0588e-07	-4.2004e-06	1.7e-13	4.1717e-06	3.4658e-07	-3.0598e-07	-3.9244e-06	5.3e-12	3.8932e-06	3.4506e-07	-3.0588e-07	-3.5638e-06	-2.4e-13	3.5224e-06	3.4364e-07	-3.0592e-07	-3.2652e-06	-8.02e-12	3.2361e-06	3.4218e-07	-3.0588e-07
