|Vds|	Gm_|Vgs|=0.15V	Gm_|Vgs|=0.3V	Gm_|Vgs|=0.45V	Gm_|Vgs|=0.6V	Gm_|Vgs|=0.75V	Gm_|Vgs|=0.9V
0.9	0.0001188	0.0001132	0.0001264	9.83999999999999e-05	9.55999999999998e-05	0.0002568
0.895	9.88333333333332e-05	9.51333333333332e-05	0.000107333333333333	8.92666666666666e-05	7.63666666666665e-05	0.000191
0.89	8.552e-05	8.33399999999999e-05	9.02799999999999e-05	7.88e-05	7.48599999999999e-05	0.00014082
0.885	7.442e-05	7.37199999999999e-05	7.78199999999999e-05	7.32799999999999e-05	6.81799999999999e-05	0.00010284
0.88	6.564e-05	6.69199999999999e-05	6.58599999999999e-05	6.72999999999999e-05	6.488e-05	7.47399999999999e-05
0.875	6.21e-05	6.44399999999999e-05	6.04799999999999e-05	6.20199999999999e-05	6.41e-05	6.65199999999999e-05
0.87	6.004e-05	6.298e-05	5.96799999999999e-05	5.93799999999999e-05	5.97399999999999e-05	6.58599999999999e-05
0.865	5.70399999999999e-05	6.066e-05	5.62999999999999e-05	5.85199999999999e-05	5.49399999999999e-05	6.23799999999999e-05
0.86	5.43399999999999e-05	5.80599999999999e-05	5.33799999999999e-05	5.666e-05	5.23799999999999e-05	5.87599999999999e-05
0.855	5.23200000000001e-05	5.51600000000001e-05	5.35600000000001e-05	5.34200000000001e-05	5.066e-05	5.62200000000001e-05
0.85	5.04600000000001e-05	5.27600000000001e-05	5.14000000000001e-05	5.23000000000001e-05	5.06800000000001e-05	5.33400000000001e-05
0.845	4.92400000000001e-05	5.20400000000001e-05	4.85200000000001e-05	5.24800000000001e-05	5.05800000000001e-05	5.09000000000001e-05
0.84	4.88800000000002e-05	5.14000000000002e-05	4.96400000000002e-05	4.94400000000002e-05	4.98600000000002e-05	5.04000000000002e-05
0.835	4.82180000000002e-05	4.86600000000002e-05	4.95400000000002e-05	4.53400000000002e-05	5.08000000000002e-05	4.99200000000002e-05
0.83	4.69780000000001e-05	4.63630000000001e-05	4.70180000000001e-05	4.47310000000001e-05	5.10340000000001e-05	4.82600000000001e-05
0.825	4.56160000000001e-05	4.55180000000001e-05	4.60290000000001e-05	4.4739e-05	4.98050000000001e-05	4.66800000000001e-05
0.82	4.44130000000001e-05	4.33940000000001e-05	4.45990000000001e-05	4.2237e-05	4.89250000000001e-05	4.55460000000001e-05
0.815	4.3236e-05	4.1452e-05	4.1107e-05	4.03259999999999e-05	4.6914e-05	4.4391e-05
0.81	4.2295e-05	4.08149999999999e-05	3.8621e-05	3.98139999999999e-05	4.34639999999999e-05	4.39499999999999e-05
0.805	4.1245e-05	3.95029999999999e-05	3.8321e-05	3.8375e-05	4.0607e-05	4.29009999999999e-05
0.8	3.97579999999999e-05	3.7904e-05	3.7851e-05	3.6982e-05	3.75249999999999e-05	4.05279999999999e-05
0.795	3.7552e-05	3.7191e-05	3.6808e-05	3.7216e-05	3.4535e-05	3.9573e-05
0.79	3.4809e-05	3.6474e-05	3.5921e-05	3.7231e-05	3.4076e-05	3.9697e-05
0.785	3.3219e-05	3.5724e-05	3.5114e-05	3.6095e-05	3.3691e-05	3.8499e-05
0.78	3.2677e-05	3.6067e-05	3.3754e-05	3.4635e-05	3.211e-05	3.6611e-05
0.775	3.2067e-05	3.596e-05	3.2537e-05	3.357e-05	3.2297e-05	3.5255e-05
0.77	3.1594e-05	3.35919999999999e-05	3.2335e-05	3.2924e-05	3.3215e-05	3.3382e-05
0.765	3.1399e-05	3.1076e-05	3.2039e-05	3.1639e-05	3.165e-05	3.1591e-05
0.76	3.0092e-05	3.0662e-05	3.0925e-05	3.0666e-05	2.9843e-05	3.1139e-05
0.755	2.8306e-05	2.8974e-05	2.9501e-05	3.04289999999999e-05	2.9869e-05	3.1098e-05
0.75	2.7927e-05	2.5408e-05	2.8152e-05	2.9383e-05	2.9393e-05	3.1183e-05
