|Vgs|	Gm_|Vds|=0.15V	Gm_|Vds|=0.3V	Gm_|Vds|=0.45V	Gm_|Vds|=0.6V	Gm_|Vds|=0.75V	Gm_|Vds|=0.9V
-0.3	3.06000000000008e-06	5.58000000000016e-06	1.18200000000003e-05	7.36000000000003e-06	1.25200000000003e-05	-0.000168800000000003
-0.295	3.25666666666669e-06	4.81333333333337e-06	8.46833333333338e-06	5.08166666666664e-06	1.3145e-05	-0.000121033333333334
-0.29	2.83400000000002e-06	3.67800000000003e-06	5.71100000000003e-06	2.86399999999998e-06	7.54500000000003e-06	-7.73000000000002e-05
-0.285	2.269e-06	2.98799999999999e-06	3.54299999999998e-06	1.09199999999997e-06	3.83399999999997e-06	-4.85999999999995e-05
-0.28	1.824e-06	1.952e-06	1.607e-06	1.95000000000004e-07	7.48999999999999e-07	-2.502e-05
-0.275	1.10799999999999e-06	1.458e-06	3.79999999999999e-07	3.54999999999999e-07	-6.94000000000005e-07	-1.4e-05
-0.27	3.57999999999993e-07	1.079e-06	-2.41999999999997e-07	5.12999999999998e-07	-1.67600000000001e-06	-1.304e-05
-0.265	-1.20000000000094e-08	4.62e-07	-3.04999999999995e-07	9.20000000000001e-07	-3.38900000000001e-06	-1.146e-05
-0.26	-1.49000000000009e-07	2.84e-07	-8.99999999999432e-09	1.634e-06	-3.993e-06	-6.40000000000002e-06
-0.255	-2.92000000000005e-07	8.99999999999982e-08	2.87000000000007e-07	1.457e-06	-4.14199999999998e-06	-3.34e-06
-0.25	-4.04e-07	-1.67000000000002e-07	6.99000000000003e-07	6.15000000000001e-07	-5.18699999999998e-06	-3.7e-06
-0.245	-1.35999999999997e-07	7.59999999999971e-08	1.326e-06	3.88999999999997e-07	-4.38999999999999e-06	-4.14000000000001e-06
-0.24	4.99000000000001e-07	-6.90000000000073e-08	1.50599999999999e-06	5.55999999999999e-07	-1.606e-06	-5.12000000000001e-06
-0.235	7.43000000000002e-07	-4.6100000000001e-07	1.33e-06	5.3000000000001e-07	-2.73000000000007e-07	-6.22000000000002e-06
-0.23	7.30000000000003e-07	-2.80000000000053e-08	1.672e-06	8.15000000000008e-07	-4.22000000000012e-07	-5.56000000000001e-06
-0.225	9.20000000000004e-07	5.46999999999993e-07	1.702e-06	1.19200000000001e-06	-6.51000000000014e-07	-4.02000000000001e-06
-0.22	7.01000000000003e-07	5.03999999999992e-07	7.69000000000007e-07	1.31100000000002e-06	-1.02600000000001e-06	-1.86000000000002e-06
-0.215	-2.39999999999984e-08	5.44999999999997e-07	8.00000000001172e-09	9.63000000000019e-07	-8.10000000000007e-07	-2.40000000000025e-07
-0.21	-2.90999999999998e-07	5.48000000000003e-07	-4.68999999999991e-07	1.96000000000006e-07	7.8900000000001e-07	-3.99999999999996e-07
-0.205	2.30000000000039e-08	-1.10999999999998e-07	-1.36699999999999e-06	-2.26000000000004e-07	2.319e-06	-1.00000000000001e-06
-0.2	-4.10000000000009e-08	-5.92999999999995e-07	-1.774e-06	-2.63000000000017e-07	2.144e-06	-1.92000000000002e-06
-0.195	-2.27000000000002e-07	-4.48999999999997e-07	-1.089e-06	-5.64000000000016e-07	1.30600000000001e-06	-4.18000000000001e-06
-0.19	3.16000000000002e-07	-2.9e-07	-2.88000000000004e-07	-4.39000000000005e-07	6.27000000000002e-07	-5.54e-06
-0.185	6.19000000000001e-07	4.80000000000036e-08	2.51999999999993e-07	3.65000000000004e-07	-5.70000000000013e-07	-4.93999999999999e-06
-0.18	2.0000000000001e-09	7.14000000000002e-07	6.59999999999994e-07	1.83000000000012e-07	-1.11400000000001e-06	-4.51999999999998e-06
-0.175	-5.99999999999622e-09	7.54999999999995e-07	7.38999999999998e-07	-4.75999999999985e-07	1.65999999999999e-07	-4.35999999999999e-06
-0.17	5.99000000000004e-07	3.65999999999998e-07	3.02999999999999e-07	-4.19999999999989e-07	1.449e-06	-3.51999999999999e-06
-0.165	2.48000000000002e-07	4.63000000000003e-07	-4.49000000000002e-07	-4.99999999999995e-08	1.59699999999999e-06	-1.6e-06
-0.16	-1.55000000000001e-07	4.21999999999998e-07	-9.01000000000001e-07	4.22999999999996e-07	1.053e-06	-4.00000000000013e-07
-0.155	4.30999999999996e-07	1.29999999999947e-08	-6.30999999999998e-07	1.197e-06	9.30000000000002e-08	-1.42e-06
-0.15	6.92999999999994e-07	1.93e-07	2.24000000000004e-07	2.059e-06	-4.73000000000003e-07	-2.11999999999997e-06
-0.145	4.69999999999997e-07	6.51e-07	8.64000000000001e-07	2.522e-06	-6.01000000000004e-07	-6.99999999999976e-07
-0.14	8.08000000000001e-07	6.30999999999994e-07	8.28999999999996e-07	1.70799999999999e-06	-8.23999999999994e-07	-1.15999999999998e-06
-0.135	9.89000000000004e-07	5.36999999999995e-07	4.73999999999997e-07	1.87999999999988e-07	-3.97999999999991e-07	-3.03999999999999e-06
-0.13	3.25000000000005e-07	5.21000000000003e-07	1.01000000000001e-07	-3.16000000000007e-07	1.117e-06	-2e-06
-0.125	-2.21999999999995e-07	2.25000000000002e-07	-3.92999999999997e-07	-4.9900000000001e-07	1.663e-06	-1.91999999999999e-06
-0.12	-3.36999999999997e-07	-1.56000000000003e-07	-6.11999999999995e-07	-9.39000000000008e-07	5.25000000000007e-07	-4.75999999999998e-06
-0.115	-4.19000000000004e-07	-1.2e-07	-3.18999999999992e-07	-8.28999999999996e-07	-1.33999999999997e-07	-4.63999999999999e-06
-0.11	-1.76000000000007e-07	7.60000000000043e-08	-5.07000000000004e-07	-3.24e-07	-2.55000000000003e-07	-2.97999999999999e-06
-0.105	2.36999999999997e-07	-2.50000000000011e-08	-1.26000000000001e-06	-2.72000000000005e-07	-9.90000000000005e-07	-1.45999999999999e-06
-0.1	2.78000000000002e-07	-1.90000000000003e-07	-1.26900000000001e-06	-3.19999999999991e-07	-1.19500000000001e-06	7.99999999999979e-07
-0.095	9.5000000000003e-08	-1.55999999999996e-07	-6.90000000000007e-07	-6.29999999999869e-08	9.99999999999873e-08	-6.20000000000033e-07
-0.09	4.20000000000054e-08	-3.3699999999999e-07	-5.17000000000009e-07	7.50000000000022e-08	1.144e-06	-3.06000000000001e-06
-0.085	7.00000000000259e-09	-5.59999999999995e-07	-1.50000000000033e-08	-1.57999999999999e-07	1.011e-06	-4.23999999999999e-06
-0.08	-2.90000000000001e-08	-2.73999999999995e-07	1.005e-06	-6.07000000000001e-07	7.10999999999992e-07	-7.49999999999999e-06
-0.075	8.60000000000021e-08	1.21000000000007e-07	1.103e-06	-8.65000000000007e-07	3.34999999999997e-07	-8.63999999999998e-06
-0.07	-9.09999999999962e-08	4.12000000000001e-07	5.70999999999998e-07	-1.16000000000001e-06	-9.68999999999998e-07	-4.35999999999997e-06
-0.0649999999999999	-5.83999999999997e-07	6.23999999999996e-07	7.77000000000005e-07	-1.505e-06	-2.352e-06	-1.73999999999999e-06
-0.0599999999999999	-7.63999999999993e-07	7.46999999999998e-07	1.08800000000001e-06	-1.138e-06	-1.97499999999999e-06	-1.06000000000002e-06
-0.0549999999999999	-4.01999999999992e-07	3.35000000000002e-07	9.08000000000008e-07	9.80000000000029e-08	-1.00899999999999e-06	6.3999999999998e-07
-0.0499999999999999	1.55000000000006e-07	-7.17000000000006e-07	8.56000000000006e-07	1.56300000000002e-06	-1.129e-06	3.24000000000003e-06
-0.0449999999999999	6.57000000000003e-07	-1.221e-06	5.19999999999996e-07	2.49400000000003e-06	-1.08400000000001e-06	5.14000000000006e-06
-0.0399999999999999	9.65000000000005e-07	-1.221e-06	-2.31000000000007e-07	2.43900000000003e-06	-1.63000000000008e-07	2.74000000000005e-06
-0.035	8.79000000000007e-07	-1.55400000000001e-06	-3.74000000000003e-07	1.81000000000002e-06	-8.00000000000723e-09	1.00000000000056e-07
-0.03	4.20000000000005e-07	-8.83000000000013e-07	-2.69000000000002e-07	9.41000000000009e-07	-6.53000000000006e-07	-7.99999999999488e-08
-0.025	-3.44000000000002e-07	7.32999999999994e-07	-4.58000000000002e-07	-1.33000000000004e-07	-6.1500000000001e-07	-1.85999999999998e-06
-0.02	-7.89000000000001e-07	1.05699999999999e-06	-3.40999999999998e-07	-8.30000000000015e-07	-1.48000000000003e-07	-5.4e-06
-0.015	-5.1e-07	6.95999999999993e-07	-1.01999999999999e-07	-4.4900000000001e-07	1.43e-07	-6.57999999999997e-06
-0.01	3.70000000000007e-08	7.77999999999999e-07	-3.19e-07	2.11000000000005e-07	-5.19999999999954e-08	-5.75999999999997e-06
-0.005	3.56000000000001e-07	5.1e-07	-5.43999999999998e-07	1.69000000000015e-07	-9.11999999999992e-07	-5.65999999999999e-06
-0	5.32000000000002e-07	1.53000000000001e-07	-5.69999999999979e-08	-2.80999999999989e-07	-1.49399999999999e-06	-6.52000000000001e-06
0.005	6.81000000000002e-07	5.81000000000003e-07	8.32000000000002e-07	-6.19999999999995e-07	-1.08299999999999e-06	-5.38000000000002e-06
0.01	7.11e-07	9.26999999999999e-07	1.31e-06	-4.89999999999998e-07	-1.17000000000001e-06	-9.20000000000017e-07
0.015	6.03999999999994e-07	7.70999999999996e-07	1.409e-06	-7.30000000000075e-08	-1.80300000000001e-06	2.17999999999998e-06
0.02	4.07999999999992e-07	4.38999999999997e-07	1.148e-06	5.79999999999984e-07	-1.63200000000001e-06	1.12e-06
0.025	2.96999999999999e-07	-1.44000000000006e-07	1.75999999999996e-07	1.10899999999999e-06	-1.02e-06	-8.59999999999988e-07
0.03	1.40000000000002e-07	-6.36000000000005e-07	-7.37000000000002e-07	1.04300000000001e-06	-1.51999999999994e-07	-1.4e-06
0.035	-2.69999999999999e-07	-7.51999999999997e-07	-8.62e-07	3.0200000000001e-07	9.59000000000001e-07	-3.22000000000001e-06
0.04	-8.12999999999995e-07	-6.83999999999996e-07	-5.43e-07	-1.01999999999999e-06	1.77300000000001e-06	-5.71999999999999e-06
0.045	-8.21999999999993e-07	-5.74999999999998e-07	3.59999999999985e-08	-1.81399999999999e-06	2.14500000000001e-06	-4.65999999999998e-06
0.05	-1.53999999999999e-07	-3.75999999999994e-07	6.48999999999999e-07	-1.35999999999999e-06	2.27299999999999e-06	-1.84e-06
0.055	3.09e-07	-3.97999999999996e-07	7.14000000000002e-07	-4.04999999999999e-07	1.49399999999999e-06	-4.59999999999992e-07
0.0600000000000001	4.61000000000002e-07	-3.54000000000005e-07	5.76999999999998e-07	5.22e-07	3.98e-07	-1.19999999999975e-07
0.0650000000000001	6.46999999999999e-07	8.39999999999935e-08	4.97999999999995e-07	1.673e-06	3.84999999999997e-07	-1.59999999999978e-07
0.0700000000000001	4.55999999999996e-07	3.88999999999997e-07	4.34999999999996e-07	2.05199999999999e-06	8.25999999999989e-07	4.60000000000009e-07
0.0750000000000001	7.09999999999993e-08	3.51999999999996e-07	6.61e-07	1.27899999999998e-06	1.69900000000001e-06	1.26000000000002e-06
0.0800000000000001	-3.0000000000002e-09	3.32999999999995e-07	8.58999999999999e-07	8.06999999999982e-07	2.54100000000003e-06	5.40000000000019e-07
0.0850000000000001	-1.14000000000006e-07	3.97e-07	6.48000000000003e-07	5.58999999999989e-07	1.71900000000003e-06	2.19999999999995e-07
0.09	-2.05000000000002e-07	1.19e-07	2.04000000000008e-07	2.67999999999995e-07	6.38000000000035e-07	8.19999999999972e-07
0.095	-2.10999999999994e-07	-3.58000000000003e-07	-2.60999999999991e-07	6.24999999999998e-07	2.00400000000003e-06	-6.80000000000012e-07
0.1	-5.49999999999997e-07	-3.97000000000003e-07	-6.77999999999994e-07	1.176e-06	3.77500000000001e-06	-2.76000000000002e-06
0.105	-8.54e-07	-5.6e-08	-1.62999999999997e-07	6.81000000000002e-07	4.792e-06	-2.94000000000002e-06
0.11	-7.82999999999997e-07	1.21000000000003e-07	7.11999999999998e-07	-1.50000000000007e-07	8.14099999999999e-06	-2.42e-06
0.115	-6.36000000000001e-07	9.10000000000047e-08	6.15999999999995e-07	-7.00000000000094e-08	1.0981e-05	-2.39999999999997e-06
0.12	-3.59000000000003e-07	1.70000000000004e-07	4.12999999999995e-07	-1.71000000000002e-07	8.89499999999998e-06	-2.03999999999998e-06
0.125	5.30000000000018e-08	1.06000000000004e-07	4.73999999999993e-07	-1.043e-06	5.16899999999999e-06	-1.01999999999998e-06
0.13	2.81000000000002e-07	-2.50999999999995e-07	-3.19000000000005e-07	-1.179e-06	4.07199999999998e-06	-9.5999999999997e-07
0.135	4.41000000000001e-07	-2.92e-07	-1.144e-06	-1.31999999999993e-07	2.85599999999999e-06	-1.87999999999997e-06
0.14	5.79000000000007e-07	3.69999999999921e-08	-6.25999999999991e-07	1.10000000000013e-07	2.35000000000006e-07	-1.19999999999999e-06
0.145	3.37000000000006e-07	3.52999999999994e-07	1.8800000000001e-07	-5.40999999999991e-07	-6.53999999999986e-07	1.10000000000001e-06
0.15	-1.54000000000003e-07	5.24999999999999e-07	4.7600000000001e-07	-2.6199999999999e-07	-1.30999999999983e-07	1.56000000000001e-06
0.155	-3.50000000000005e-07	2.77999999999999e-07	4.75000000000004e-07	3.8700000000001e-07	-5.92000000000002e-07	1.9e-06
0.16	-3.62000000000001e-07	-5.9999999999996e-08	4.38999999999997e-07	3.17e-07	-1.02300000000001e-06	3.41999999999997e-06
