gds,Vg=0V	gds,Vg=0.15V	gds,Vg=0.3V	gds,Vg=0.45V	gds,Vg=0.6V	gds,Vg=0.75V	gds,Vg=0.9V
4.86600000000001e-05	2.25999999999987e-06	6.09999999999999e-06	7.50000000000001e-06	4.02000000000001e-06	2.13999999999995e-06	-1.67999999999996e-06
5.22e-05	2.518e-05	2.86e-05	2.835e-05	2.537e-05	2.60899999999999e-05	2.432e-05
5.60999999999999e-05	5.119e-05	5.003e-05	5.085e-05	4.903e-05	4.982e-05	5.045e-05
5.276e-05	5.14e-05	5.09e-05	5.174e-05	5.193e-05	4.966e-05	5.062e-05
4.821e-05	5.085e-05	4.961e-05	4.826e-05	4.944e-05	4.957e-05	4.70599999999999e-05
4.656e-05	4.67e-05	4.566e-05	4.378e-05	4.595e-05	4.622e-05	4.406e-05
4.518e-05	4.316e-05	4.414e-05	4.347e-05	4.349e-05	4.02e-05	4.292e-05
4.24e-05	4.185e-05	3.848e-05	4.343e-05	4.171e-05	3.932e-05	4.251e-05
3.974e-05	3.61e-05	3.672e-05	3.945e-05	3.841e-05	4.161e-05	3.88200000000001e-05
3.928e-05	3.649e-05	3.908e-05	3.634e-05	3.559e-05	3.715e-05	3.502e-05
3.469e-05	3.662e-05	3.605e-05	3.414e-05	3.555e-05	3.217e-05	3.418e-05
3.357e-05	3.33e-05	3.316e-05	3.186e-05	3.286e-05	3.301e-05	3.45700000000001e-05
3.399e-05	2.973e-05	3.105e-05	3.082e-05	3.055e-05	3.254e-05	3.366e-05
2.999e-05	3.03699999999999e-05	2.786e-05	2.98e-05	2.903e-05	3.018e-05	2.76e-05
2.891e-05	2.788e-05	2.76e-05	2.84e-05	2.675e-05	2.342e-05	2.659e-05
2.813e-05	2.551e-05	2.714e-05	2.685e-05	2.637e-05	2.628e-05	2.822e-05
2.787e-05	2.596e-05	2.363e-05	2.54199999999999e-05	2.479e-05	2.923e-05	2.394e-05
2.478e-05	2.287e-05	2.263e-05	2.336e-05	2.459e-05	2.22e-05	2.128e-05
2.172e-05	2.176e-05	2.258e-05	2.176e-05	2.397e-05	2.267e-05	2.263e-05
2.092e-05	2.232e-05	2.109e-05	2.136e-05	1.983e-05	2.212e-05	2.178e-05
2.041e-05	2.163e-05	2.068e-05	2.092e-05	1.868e-05	1.96e-05	1.928e-05
1.972e-05	1.837e-05	1.895e-05	1.893e-05	1.875e-05	1.834e-05	1.81e-05
1.788e-05	1.729e-05	1.76e-05	1.633e-05	1.884e-05	1.704e-05	1.87e-05
1.705e-05	1.687e-05	1.779e-05	1.655e-05	1.717e-05	1.689e-05	1.706e-05
1.602e-05	1.637e-05	1.581e-05	1.739e-05	1.518e-05	1.687e-05	1.576e-05
1.498e-05	1.56e-05	1.476e-05	1.543e-05	1.489e-05	1.499e-05	1.478e-05
1.492e-05	1.367e-05	1.419e-05	1.484e-05	1.442e-05	1.356e-05	1.394e-05
1.375e-05	1.345e-05	1.303e-05	1.441e-05	1.386e-05	1.381e-05	1.337e-05
1.32e-05	1.297e-05	1.341e-05	1.271e-05	1.275e-05	1.276e-05	1.299e-05
1.234e-05	1.195e-05	1.232e-05	1.233e-05	1.209e-05	1.175e-05	1.26e-05
1.077e-05	1.096e-05	1.132e-05	1.091e-05	1.226e-05	1.16e-05	1.092e-05
1.309e-05	1.3154e-05	1.2862e-05	1.3022e-05	1.2844e-05	1.3598e-05	1.317e-05
1.0864e-05	1.0922e-05	9.774e-06	1.088e-05	9.334e-06	1.0344e-05	1.0258e-05
7.706e-06	6.76400000000001e-06	7.202e-06	7.03999999999999e-06	6.902e-06	6.66199999999999e-06	6.42799999999999e-06
8.28600000000002e-06	8.59000000000002e-06	8.35400000000001e-06	8.27400000000002e-06	8.88800000000002e-06	8.70200000000002e-06	8.67000000000001e-06
8.638e-06	8.44800000000002e-06	8.25800000000002e-06	-4.17799999999998e-06	8.28800000000002e-06	8.27000000000002e-06	8.95200000000003e-06
8.77399999999999e-06	8.03799999999999e-06	8.27199999999999e-06	1.1762e-05	7.94999999999999e-06	7.82599999999998e-06	8.11399999999999e-06
7.876e-06	8.37599999999999e-06	7.958e-06	2.082e-05	8.24799999999999e-06	7.82399999999999e-06	7.31799999999999e-06
7.95399999999999e-06	7.462e-06	7.35599999999999e-06	3.72399999999999e-06	7.37e-06	7.426e-06	7.22599999999999e-06
6.78399999999999e-06	6.96399999999999e-06	6.89999999999999e-06	6.59199999999999e-06	6.626e-06	6.96199999999999e-06	6.894e-06
6.44000000000002e-06	6.84400000000001e-06	6.39800000000001e-06	6.61200000000001e-06	6.69600000000001e-06	6.55200000000002e-06	6.73600000000002e-06
7.03600000000002e-06	6.21400000000001e-06	6.32600000000001e-06	6.036e-06	6.24200000000001e-06	6.30000000000001e-06	6.49400000000001e-06
5.95399999999999e-06	6e-06	6.224e-06	6.12999999999999e-06	5.89799999999999e-06	5.79599999999999e-06	6.006e-06
5.64599999999999e-06	5.456e-06	5.398e-06	5.446e-06	6.07799999999999e-06	5.6e-06	5.576e-06
5.624e-06	5.11599999999999e-06	4.99799999999999e-06	5.026e-06	5.336e-06	5.32799999999999e-06	5.294e-06
