<<<<<<< HEAD
4798.6 1.60036894033024e-06
4799.6 1.35467113981134e-06
4953.131 1.54001497945812e-06
5106.663 1.74297347686944e-06
5260.194 1.46580503118585e-06
5413.725 1.17645450388725e-06
5567.257 1.01321895320218e-06
5720.788 1.08113939564383e-06
5874.32 1.55120883719629e-06
6027.851 1.64285838163492e-06
6181.382 1.27849913780245e-06
6334.914 1.12069559003593e-06
6488.445 1.02995295391073e-06
6641.976 1.05674468168503e-06
6795.508 1.18986886532308e-06
6949.039 1.49450031863797e-06
7102.571 1.4593025938964e-06
7256.102 1.30640929470496e-06
7409.633 1.22330914134317e-06
7563.165 1.33205563213336e-06
7716.696 1.25771487513387e-06
7870.227 1.29564770692727e-06
8023.759 1.32841116815629e-06
8177.29 1.20908675099692e-06
8330.822 1.09317090802781e-06
8484.353 1.00528960241978e-06
8637.884 1.18703771144338e-06
8791.416 9.71437583351618e-07
8944.947 9.87840201732311e-07
9098.478 8.92215458292179e-07
9252.01 1.07126062765757e-06
9405.541 1.29624616369615e-06
9559.073 1.19101994808684e-06
9712.604 1.08984388740888e-06
9866.135 1.01311568016977e-06
10019.667 1.38023271485218e-06
10173.198 1.40964507117293e-06
10326.729 1.21731331566554e-06
10480.261 1.18764026770226e-06
10633.792 8.38752491819478e-07
10787.324 9.96071081767576e-07
10940.855 1.11147683967124e-06
11094.386 1.16206344669465e-06
11247.918 9.91946952053869e-07
11401.449 9.20996797054568e-07
11554.98 1.26524181763455e-06
11708.512 1.0330809856721e-06
11862.043 1.04814993229514e-06
12015.575 1.11037903766658e-06
12169.106 1.07694775519291e-06
12322.637 8.49051439753702e-07
12476.169 9.4114132858011e-07
12629.7 9.42815783282391e-07
12630.7 1.05758988962024e-06
13034.822 1.18393013385254e-06
13438.943 9.36110048332681e-07
13843.065 8.0363380875504e-07
14247.186 7.26945183897631e-07
14651.308 8.04036152587326e-07
15055.429 8.0311059183146e-07
15459.551 8.26286345395281e-07
15863.673 9.40127681642898e-07
16267.794 1.13991680710324e-06
16671.916 1.05204658950485e-06
17076.037 7.44284931998952e-07
17480.159 6.08933496376742e-07
17884.28 7.21847427991846e-07
18288.402 7.91856527377397e-07
18692.524 7.5276897801979e-07
19096.645 6.77894508591536e-07
19500.767 7.02410036142423e-07
19904.888 7.60296196425051e-07
20309.01 7.433648663889e-07
20713.131 6.02631538120349e-07
21117.253 6.21254074934541e-07
21521.375 7.05756344821807e-07
21925.496 6.57194840873088e-07
22329.618 5.99764274105644e-07
22733.739 6.53612812033569e-07
23137.861 6.5749802701288e-07
23541.982 6.43120441971861e-07
23946.104 7.02857653155742e-07
24350.225 7.97169227824763e-07
24754.347 8.48937510599274e-07
25158.469 7.1619611498426e-07
25562.59 7.53361883925537e-07
25966.712 7.97244805140138e-07
26370.833 7.46018665858871e-07
26774.955 6.9222663494639e-07
27179.076 6.94311382803536e-07
27583.198 7.02533000312787e-07
27987.32 6.66323449858853e-07
28391.441 8.88749642136923e-07
28795.563 9.72677455466647e-07
29199.684 8.26888343051762e-07
29603.806 6.94985308308715e-07
30007.927 5.97879184963442e-07
30412.049 5.93102155544235e-07
30816.171 6.16041715930722e-07
31220.292 6.27987850720889e-07
31624.414 5.81078003354959e-07
32028.535 4.8615044587469e-07
32432.657 4.78218266296093e-07
32836.778 6.28556353343251e-07
33240.9 6.51345715242466e-07
33241.9 6.23648617959765e-07
34305.559 6.08437189116017e-07
35369.218 5.89774395900263e-07
36432.876 5.16660524437468e-07
37496.535 5.12791434604772e-07
38560.194 5.42790943114513e-07
39623.853 4.501789513908e-07
40687.512 3.83931313395805e-07
41751.171 4.14233419841592e-07
42814.829 6.19189933931572e-07
43878.488 6.10647100474562e-07
44942.147 5.08698058546124e-07
46005.806 4.37199014564306e-07
47069.465 4.44146590758754e-07
48133.124 4.32767771077245e-07
49196.782 4.35522251982074e-07
50260.441 4.3599806754433e-07
51324.1 4.78595283368454e-07
52387.759 4.95298414742072e-07
53451.418 4.93717990240116e-07
54515.076 6.08372084652914e-07
55578.735 6.49627999612086e-07
56642.394 5.84861971323231e-07
57706.053 4.78160961160599e-07
58769.712 4.48619331591114e-07
59833.371 5.64063658265731e-07
60897.029 6.22313839483096e-07
61960.688 6.10887321572851e-07
63024.347 5.43527420305568e-07
64088.006 5.77599134835542e-07
65151.665 5.31480814273713e-07
66215.324 5.03708184158446e-07
67278.982 4.85332701954585e-07
68342.641 3.99538827504945e-07
69406.3 3.82586506408623e-07
70469.959 4.07977514876499e-07
71533.618 4.58859435971437e-07
72597.276 4.85033541154868e-07
73660.935 5.26261824143849e-07
74724.594 5.19782783297203e-07
75788.253 4.95658657157887e-07
76851.912 4.45765571035045e-07
77915.571 4.42990554439217e-07
78979.229 4.29330696248926e-07
80042.888 4.32333852523692e-07
81106.547 3.91588563803574e-07
82170.206 3.14592615782904e-07
83233.865 2.98752822279693e-07
84297.524 3.06418417665318e-07
85361.182 3.33506472550317e-07
86424.841 4.21313702721287e-07
87488.5 4.75787048022573e-07
87489.5 4.82456636509962e-07
90289.039 4.94420187932024e-07
93088.578 4.85890391049655e-07
95888.118 4.93027301031419e-07
98687.657 4.83721602586072e-07
101487.196 4.48331223597298e-07
104286.735 3.89977856429445e-07
107086.275 3.3022681364698e-07
109885.814 3.91507335971326e-07
112685.353 4.30424106535682e-07
115484.892 4.33083592240404e-07
118284.431 4.06367070203295e-07
121083.971 4.09225450581031e-07
123883.51 3.57464456313574e-07
126683.049 3.10686288751387e-07
129482.588 3.17104426291955e-07
132282.127 3.84028850597087e-07
135081.667 4.90147418850849e-07
137881.206 5.36734835947077e-07
140680.745 4.9876666713998e-07
143480.284 4.87261498574142e-07
146279.824 4.3332260785619e-07
149079.363 3.74763991507597e-07
151878.902 3.46190995798568e-07
154678.441 2.80458080029658e-07
157477.98 2.53068615534158e-07
160277.52 3.05581493740663e-07
163077.059 3.73190810559497e-07
165876.598 3.21060544098664e-07
168676.137 2.76040180535634e-07
171475.676 2.97575218370324e-07
174275.216 3.20260283441947e-07
177074.755 2.88222775123098e-07
179874.294 3.13300724352303e-07
182673.833 2.82774654392487e-07
185473.373 2.70076404062508e-07
188272.912 2.46157378520032e-07
191072.451 2.56816403379345e-07
193871.99 3.10139210662369e-07
196671.529 3.04491130180782e-07
199471.069 3.23525475207641e-07
202270.608 3.56107657041022e-07
205070.147 3.11097697146089e-07
207869.686 2.96132541489139e-07
210669.225 3.13599814568476e-07
213468.765 3.31411105586437e-07
216268.304 3.07684610718309e-07
219067.843 2.75598798201276e-07
221867.382 2.85149881528609e-07
224666.922 3.80219521350994e-07
227466.461 4.04476317041369e-07
230266 3.54493177648781e-07
230267 2.8882790946755e-07
237635.294 3.63765696859885e-07
245003.588 2.68757643071723e-07
252371.882 2.96471948078697e-07
259740.176 3.61563989486785e-07
267108.471 3.83450649592369e-07
274476.765 2.72392725660292e-07
281845.059 2.55005936140879e-07
289213.353 3.30263764565664e-07
296581.647 3.14244237436529e-07
303949.941 2.84062959693854e-07
311318.235 2.73675305435268e-07
318686.529 2.77558434609273e-07
326054.824 2.83496530889024e-07
333423.118 2.91255464051776e-07
340791.412 3.09630079937621e-07
348159.706 2.77031331802248e-07
355528 2.42175744132044e-07
362896.294 2.54830312281742e-07
370264.588 2.93018573778386e-07
377632.882 2.28617654837941e-07
385001.176 2.72017642704472e-07
392369.471 3.54160572257462e-07
399737.765 2.7378286402187e-07
407106.059 3.16798442933546e-07
414474.353 2.71808254786548e-07
421842.647 2.68875244374794e-07
429210.941 2.67396211625662e-07
436579.235 2.8972258344902e-07
443947.529 2.76585180119612e-07
451315.824 2.81887117073752e-07
458684.118 2.4636150042906e-07
466052.412 2.52396377680104e-07
473420.706 2.38577063793319e-07
480789 2.49478898802618e-07
488157.294 2.20950726454514e-07
495525.588 2.22835557362914e-07
502893.882 2.7618149001738e-07
510262.176 2.65289802779746e-07
517630.471 2.02072895398517e-07
524998.765 2.76071372227615e-07
532367.059 2.79457597249489e-07
539735.353 3.22375343487134e-07
547103.647 3.12428590247788e-07
554471.941 2.84720211037425e-07
561840.235 3.0354339824383e-07
569208.529 2.24424256498106e-07
576576.824 1.75964850633723e-07
583945.118 2.2054294946378e-07
591313.412 2.53155400604446e-07
598681.706 2.16070883465204e-07
606050 2.07469283356664e-07
606051 1.66630835808958e-07
625444.118 2.06123951382473e-07
644837.235 2.3722975334613e-07
664230.353 2.10773493598439e-07
683623.471 2.00723994792156e-07
703016.588 1.85800105815491e-07
722409.706 1.72137413766366e-07
741802.824 2.50913635575988e-07
761195.941 2.28133376487279e-07
780589.059 1.80907736766038e-07
799982.176 2.29455624170209e-07
819375.294 2.1986663132338e-07
838768.412 2.41432428291002e-07
858161.529 2.02600788254289e-07
877554.647 2.11384258279552e-07
896947.765 2.42491232802081e-07
916340.882 2.53333176949016e-07
935734 1.44251421799141e-07
955127.118 1.61670157438556e-07
974520.235 2.34835229676708e-07
993913.353 1.75379564456072e-07
1013306.471 1.47894540293912e-07
1032699.588 1.81572530012114e-07
1052092.706 2.10488388215716e-07
1071485.824 2.03221575586112e-07
1090878.941 1.55666661785303e-07
1110272.059 1.81298730855167e-07
1129665.176 2.09155828377202e-07
1149058.294 1.88457662179375e-07
1168451.412 2.21713899829657e-07
1187844.529 2.19420620619966e-07
1207237.647 1.78910550259398e-07
1226630.765 2.0506425911482e-07
1246023.882 1.79889261764395e-07
1265417 1.72481511510821e-07
1284810.118 1.64383276670279e-07
1304203.235 2.10585710267246e-07
1323596.353 1.3305477528759e-07
1342989.471 1.92707885395996e-07
1362382.588 1.40510456244531e-07
1381775.706 1.60617439324497e-07
1401168.824 1.32984109116049e-07
1420561.941 1.84257488703906e-07
1439955.059 2.35616538176265e-07
1459348.176 1.58423197187884e-07
1478741.294 2.03485706693613e-07
1498134.412 1.5820881074738e-07
1517527.529 1.55146426381739e-07
1536920.647 2.67785931066502e-07
1556313.765 2.1483279305988e-07
1575706.882 2.03187902824592e-07
1595100 2.1456540294524e-07
1595100 2.53069344890798e-07
1646141.765 1.96907254769411e-07
1697183.529 2.25428068819744e-07
1748225.294 1.83338600774571e-07
1799267.059 1.38827016451771e-07
1850308.824 2.03025809902938e-07
1901350.588 2.16123912475926e-07
1952392.353 1.76487675113033e-07
2003434.118 2.15950201898448e-07
2054475.882 1.4816984580984e-07
2105517.647 2.01188055491635e-07
2156559.412 1.75242754828125e-07
2207601.176 1.64947810716638e-07
2258642.941 1.82931705937516e-07
2309684.706 2.17575119036846e-07
2360726.471 2.22137764237241e-07
2411768.235 2.49659774879911e-07
2462810 2.17388209886257e-07
2513851.765 1.90792755789453e-07
2564893.529 2.1762482284096e-07
2615935.294 1.49902928434095e-07
2666977.059 1.91982239116528e-07
2718018.824 1.82124792685933e-07
2769060.588 1.73977070100301e-07
2820102.353 1.82709900673498e-07
2871144.118 1.89100900341266e-07
2922185.882 2.12984352587148e-07
2973227.647 2.01571647978101e-07
3024269.412 1.5251714567062e-07
3075311.176 1.85217177468435e-07
3126352.941 1.34722222197551e-07
3177394.706 1.7843388585804e-07
3228436.471 2.09318178958423e-07
3279478.235 2.13993330255852e-07
3330520 1.71437384440027e-07
3381561.765 1.72961812125854e-07
3432603.529 1.99472750568496e-07
3483645.294 1.53243734508579e-07
3534687.059 1.34648951456992e-07
3585728.824 1.44192178236976e-07
3636770.588 1.51488963992114e-07
3687812.353 1.93225209143163e-07
3738854.118 2.23048870743996e-07
3789895.882 1.38480836888819e-07
3840937.647 1.7434932470115e-07
3891979.412 1.86186578543856e-07
3943021.176 1.39061223917156e-07
3994062.941 1.98666785052212e-07
4045104.706 1.39008520309506e-07
4096146.471 1.74131545708726e-07
4147188.235 1.8519977407144e-07
4198230 1.83059578425569e-07
4198230 1.24799805707687e-07
4332570.588 1.31238235959519e-07
4466911.176 1.69967463416507e-07
4601251.765 1.55451238704943e-07
4735592.353 1.1399154713577e-07
4869932.941 1.75775155640476e-07
5004273.529 1.68706590969737e-07
5138614.118 1.57551803195314e-07
5272954.706 1.67663114784764e-07
5407295.294 1.38220062260151e-07
5541635.882 1.50526570373972e-07
5675976.471 1.55250169816113e-07
5810317.059 1.09796644178037e-07
5944657.647 2.07697045628737e-07
6078998.235 1.63231409788201e-07
6213338.824 1.39780941051765e-07
6347679.412 1.27205395166697e-07
6482020 1.34145282068014e-07
6616360.588 1.22686192269841e-07
6750701.176 2.03376124552662e-07
6885041.765 1.54185104013545e-07
7019382.353 1.2739570127019e-07
7153722.941 1.59710518790521e-07
7288063.529 1.88237519474442e-07
7422404.118 1.13663627759774e-07
7556744.706 1.76891820811279e-07
7691085.294 1.66940725928783e-07
7825425.882 1.44450829149672e-07
7959766.471 1.95349247901703e-07
8094107.059 1.5783043399726e-07
8228447.647 1.77082882383246e-07
8362788.235 2.18525218844718e-07
8497128.824 1.87678200643442e-07
8631469.412 1.7774983220414e-07
8765810 1.76242966270771e-07
8900150.588 1.23174193440679e-07
9034491.176 1.84063400403022e-07
9168831.765 1.63852356540768e-07
9303172.353 1.35251441718205e-07
9437512.941 1.59012798258974e-07
9571853.529 1.40988719665806e-07
9706194.118 1.22301557730717e-07
9840534.706 1.6121201324479e-07
9974875.294 1.86596380521257e-07
10109215.882 1.16540657734402e-07
10243556.471 1.60688721783828e-07
10377897.059 1.73377828225416e-07
10512237.647 1.90909016888741e-07
10646578.235 1.53868771980781e-07
10780918.824 1.44362960279346e-07
10915259.412 1.06496575975416e-07
11049600 1.19398796072479e-07
11049600 1.23168805070523e-07
11403174.51 1.39543219191367e-07
11756749.02 1.69687538738095e-07
12110323.529 1.08190184639635e-07
12463898.039 9.06983088499918e-08
12817472.549 1.25865177037685e-07
13171047.059 1.4897972701084e-07
13524621.569 1.50937705750531e-07
13878196.078 1.45902221087582e-07
14231770.588 1.31310944109345e-07
14585345.098 1.33301326534241e-07
14938919.608 1.48915397659972e-07
15292494.118 1.68531367458011e-07
15646068.627 1.15366546042102e-07
15999643.137 1.14197595115498e-07
16353217.647 1.10688952453079e-07
16706792.157 1.37616078646129e-07
17060366.667 8.94723472507238e-08
17413941.176 7.36121312538952e-08
17767515.686 9.85231927847646e-08
18121090.196 1.05805321831241e-07
18474664.706 8.28025619804671e-08
18828239.216 1.07759338569198e-07
19181813.725 1.09611039778243e-07
19535388.235 1.00098075779925e-07
19888962.745 7.73885996672378e-08
20242537.255 7.35545637294064e-08
20596111.765 1.49321722257651e-07
20949686.275 1.23266760220758e-07
21303260.784 1.12385713076903e-07
21656835.294 8.85181321291039e-08
22010409.804 1.34128925605972e-07
22363984.314 1.13376172489582e-07
22717558.824 8.71940593433951e-08
23071133.333 1.0949846924762e-07
23424707.843 1.42755669438739e-07
23778282.353 1.23966386532731e-07
24131856.863 1.03717526779701e-07
24485431.373 1.38338149216482e-07
24839005.882 1.02989136934587e-07
25192580.392 1.00492899620692e-07
25546154.902 1.04088301962925e-07
25899729.412 9.5265440212776e-08
26253303.922 6.6020107271885e-08
26606878.431 6.9768832932065e-08
26960452.941 9.64562865124814e-08
27314027.451 8.19506843444739e-08
27667601.961 8.90946663242963e-08
28021176.471 9.79832784547501e-08
28374750.98 7.08817351213696e-08
28728325.49 8.27373169402441e-08
29081900 8.37870419352032e-08
29081900 8.56200587048275e-08
30012498.039 1.01443233050892e-07
30943096.078 8.72840129036332e-08
31873694.118 9.59035975915544e-08
32804292.157 1.06086349430573e-07
33734890.196 7.56048461772868e-08
34665488.235 9.9958418866116e-08
35596086.275 7.15509644566591e-08
36526684.314 7.40503692504825e-08
37457282.353 5.55031267297078e-08
38387880.392 7.27505643338607e-08
39318478.431 7.99697553419791e-08
40249076.471 7.73998814563388e-08
41179674.51 7.94573283722074e-08
42110272.549 1.03526683627256e-07
43040870.588 6.11552838188819e-08
43971468.627 8.82073092623072e-08
44902066.667 7.01832150035548e-08
45832664.706 6.14125889755179e-08
46763262.745 7.34015370702733e-08
47693860.784 6.52788776758279e-08
48624458.824 7.31066930027915e-08
49555056.863 4.09939686456435e-08
50485654.902 6.22840840152795e-08
51416252.941 3.30407846058171e-08
52346850.98 5.69898771506037e-08
53277449.02 5.01429325539751e-08
54208047.059 4.76611805864689e-08
55138645.098 4.09338577279701e-08
56069243.137 3.82498954549787e-08
56999841.176 4.23581462833255e-08
57930439.216 2.39302356407642e-08
58861037.255 4.44342374834935e-08
59791635.294 3.29731134874704e-08
60722233.333 3.11469933116585e-08
61652831.373 2.34051498448333e-08
62583429.412 2.06977098699735e-08
63514027.451 2.95975580309592e-08
64444625.49 2.88775244364125e-08
65375223.529 2.05852195550108e-08
66305821.569 2.79478546654927e-08
67236419.608 2.92213537443819e-08
68167017.647 2.20820858183189e-08
69097615.686 2.92700035347094e-08
70028213.725 1.80089021910026e-08
70958811.765 2.23974781736695e-08
71889409.804 2.48942514911274e-08
72820007.843 1.64919553451008e-08
73750605.882 1.48857062377537e-08
74681203.922 2.38381768919081e-08
75611801.961 1.51152464276935e-08
76542400 1.25193673169214e-08
76542400 -0
78991686.275 1.27728694287736e-08
81440972.549 1.52451316287922e-08
83890258.824 1.5702820978181e-08
86339545.098 8.96415323671455e-09
88788831.373 1.1186858263905e-08
91238117.647 1.00778384854343e-08
93687403.922 -0
96136690.196 1.04183513037332e-07
98585976.471 -0
101035262.745 -0
103484549.02 -0
105933835.294 -0
108383121.569 -0
110832407.843 -0
113281694.118 1.28774764772915e-08
115730980.392 7.04885878402313e-09
118180266.667 2.99686687151766e-09
120629552.941 3.6263565809363e-09
123078839.216 -0
125528125.49 7.57660062510886e-09
127977411.765 -0
130426698.039 -0
132875984.314 -0
135325270.588 -0
137774556.863 -0
140223843.137 3.3348278891421e-09
142673129.412 5.27296866454173e-09
145122415.686 1.8359894717672e-09
147571701.961 1.9827483473956e-09
150020988.235 7.06564674838921e-09
152470274.51 4.91963290195356e-09
154919560.784 3.43328569331188e-09
157368847.059 -0
159818133.333 -0
162267419.608 1.25373339017288e-08
164716705.882 -0
167165992.157 1.51444536180741e-09
169615278.431 8.22354850667302e-09
172064564.706 6.78657376797092e-09
174513850.98 4.04506883269099e-09
176963137.255 -0
179412423.529 -0
181861709.804 7.15768251140766e-09
184310996.078 -0
186760282.353 -0
189209568.627 -0
191658854.902 6.79984567771211e-09
194108141.176 7.50053950714047e-09
196557427.451 -0
199006713.725 -0
201456000 -0
=======
101 5.52305577487061e-06
104.18 7.67132999648581e-06
107.361 8.59057142183964e-06
110.541 8.59386264499073e-06
113.721 9.1162859230481e-06
116.902 7.93906892671527e-06
120.082 6.73245899213134e-06
123.262 6.49100146210675e-06
126.443 6.47529143357687e-06
129.623 7.10117670306556e-06
132.803 6.58405254383156e-06
135.983 7.30782020805992e-06
139.164 7.48008211698114e-06
142.344 7.16239619208656e-06
145.524 5.80412773693696e-06
148.705 3.51703268786629e-06
151.885 4.20973191830465e-06
155.065 4.76682106422141e-06
158.246 5.62771952987176e-06
161.426 6.00588958628753e-06
164.606 5.46468811435399e-06
167.787 5.80552653811717e-06
170.967 6.64209894001533e-06
174.147 6.0305117051877e-06
177.328 5.47696825587884e-06
180.508 6.63782734098671e-06
183.688 7.34992506464514e-06
186.868 8.30958025397569e-06
190.049 8.96751189579851e-06
193.229 8.8275443315732e-06
196.409 7.47432088418905e-06
199.59 7.11385024211645e-06
202.77 6.90782335427807e-06
205.95 5.53815490994824e-06
209.131 5.09448882113253e-06
212.311 7.07534559914433e-06
215.491 7.59814610037269e-06
218.672 8.05015242635465e-06
221.852 8.03101132637747e-06
225.032 7.54527585612164e-06
228.213 7.04164488739805e-06
231.393 6.83025500468861e-06
234.573 7.42146539838772e-06
237.753 7.36854924560177e-06
240.934 7.72763612349735e-06
244.114 7.82525868179711e-06
247.294 7.37049338192227e-06
250.475 7.00260969816246e-06
253.655 6.36402754057342e-06
256.835 6.25992366577381e-06
260.016 6.26646939434487e-06
263.196 6.08463406249256e-06
264.196 2.33612168379907e-05
272.598 2.44198946422624e-05
281.001 2.48276675018136e-05
289.403 2.39961144634198e-05
297.806 2.29012407484355e-05
306.208 2.15754350623047e-05
314.611 2.03906523802647e-05
323.013 2.08631251756716e-05
331.415 2.14732628266434e-05
339.818 2.17748775017137e-05
348.22 2.18592185622911e-05
356.623 2.13163075881932e-05
365.025 2.12237906936043e-05
373.428 2.0956004396293e-05
381.83 2.04659649627105e-05
390.232 2.06359724421527e-05
398.635 2.07542334544505e-05
407.037 2.09780424853853e-05
415.44 2.12886074889639e-05
423.842 2.15946400198517e-05
432.245 2.16486025652044e-05
440.647 2.10908812018215e-05
449.049 2.07202941863389e-05
457.452 2.03891856050766e-05
465.854 1.95674072590311e-05
474.257 1.90369542932281e-05
482.659 1.83119924775273e-05
491.062 1.63751264158206e-05
499.464 1.56791553605866e-05
507.867 1.58061045607798e-05
516.269 1.61377894236491e-05
524.671 1.63124165293681e-05
533.074 1.61693640250272e-05
541.476 1.60095875485248e-05
549.879 1.60170057224934e-05
558.281 1.60783298766855e-05
566.684 1.59734496687868e-05
575.086 1.51006804227882e-05
583.488 1.46806683184661e-05
591.891 1.424309732325e-05
600.293 1.35842752727881e-05
608.696 1.34168125396311e-05
617.098 1.26236502000014e-05
625.501 1.23852105687489e-05
633.903 1.227610808123e-05
642.305 1.21930836068776e-05
650.708 1.24350133357541e-05
659.11 1.26169700812284e-05
667.513 1.20013695165543e-05
675.915 1.15175381898399e-05
684.318 1.09965566867647e-05
692.72 1.0597855785264e-05
693.72 4.40101990302619e-06
