Vd	Id,Vg=0V	Ig,Vg=0V	Is,Vg=0V	Iavdd,Vg=0V	Ignd,Vg=0V	Id,Vg=0.15V	Ig,Vg=0.15V	Is,Vg=0.15V	Iavdd,Vg=0.15V	Ignd,Vg=0.15V	Id,Vg=0.3V	Ig,Vg=0.3V	Is,Vg=0.3V	Iavdd,Vg=0.3V	Ignd,Vg=0.3V	Id,Vg=0.45V	Ig,Vg=0.45V	Is,Vg=0.45V	Iavdd,Vg=0.45V	Ignd,Vg=0.45V	Id,Vg=0.6V	Ig,Vg=0.6V	Is,Vg=0.6V	Iavdd,Vg=0.6V	Ignd,Vg=0.6V	Id,Vg=0.75V	Ig,Vg=0.75V	Is,Vg=0.75V	Iavdd,Vg=0.75V	Ignd,Vg=0.75V	Id,Vg=0.9V	Ig,Vg=0.9V	Is,Vg=0.9V	Iavdd,Vg=0.9V	Ignd,Vg=0.9V
0	-7.7319e-06	-4.48e-12	7.6026e-06	3.586e-07	-3.0632e-07	-7.4977e-06	-1.484e-11	7.4961e-06	3.583e-07	-3.061e-07	-7.5978e-06	-8.6e-13	7.5459e-06	3.5832e-07	-3.0608e-07	-7.5607e-06	1.838e-11	7.4916e-06	3.5818e-07	-3.06e-07	-7.6689e-06	-1.207e-11	7.6077e-06	3.581e-07	-3.0602e-07	-7.6012e-06	-2.28e-12	7.5408e-06	3.5816e-07	-3.0598e-07	-7.5511e-06	-2.5e-12	7.4697e-06	3.5832e-07	-3.06e-07
0.005	-7.437e-06	4.68e-12	7.3263e-06	3.5776e-07	-3.0632e-07	-7.3269e-06	-9.08e-12	7.1789e-06	3.575e-07	-3.0608e-07	-7.4154e-06	7.48e-12	7.2512e-06	3.5746e-07	-3.0608e-07	-7.3509e-06	2.49e-12	7.1758e-06	3.5726e-07	-3.0606e-07	-7.4338e-06	2.89e-12	7.3169e-06	3.5734e-07	-3.0604e-07	-7.3738e-06	1.446e-11	7.2671e-06	3.5726e-07	-3.0598e-07	-7.3202e-06	-2.165e-11	7.2111e-06	3.5746e-07	-3.06e-07
0.01	-7.1747e-06	1.66e-12	7.0153e-06	3.5682e-07	-3.0628e-07	-7.0372e-06	8.29e-12	6.927e-06	3.5662e-07	-3.0606e-07	-7.1155e-06	-8.35e-12	6.9746e-06	3.5662e-07	-3.061e-07	-7.0506e-06	-6.87e-12	6.9222e-06	3.565e-07	-3.0598e-07	-7.1586e-06	3.59e-12	7.0336e-06	3.5644e-07	-3.0608e-07	-7.096e-06	-6.7e-13	6.9792e-06	3.565e-07	-3.0598e-07	-7.0297e-06	5.72e-12	6.9053e-06	3.566e-07	-3.0604e-07
0.015	-6.9045e-06	-8.28e-12	6.7491e-06	3.5596e-07	-3.063e-07	-6.78e-06	3.59e-12	6.6505e-06	3.5566e-07	-3.0624e-07	-6.803e-06	-7e-14	6.662e-06	3.5572e-07	-3.0638e-07	-6.7685e-06	-1.69e-12	6.6447e-06	3.5562e-07	-3.0596e-07	-6.8847e-06	-3.77e-12	6.7653e-06	3.5558e-07	-3.06e-07	-6.8244e-06	-1.451e-11	6.6814e-06	3.5556e-07	-3.0598e-07	-6.7623e-06	1.975e-11	6.6194e-06	3.5572e-07	-3.0604e-07
0.02	-6.6026e-06	3.57e-12	6.499e-06	3.5512e-07	-3.0632e-07	-6.5133e-06	-1.039e-11	6.3978e-06	3.5484e-07	-3.0608e-07	-6.5607e-06	1.031e-11	6.4461e-06	3.5484e-07	-3.0606e-07	-6.4953e-06	6.53e-12	6.3697e-06	3.5476e-07	-3.0606e-07	-6.619e-06	-1.12e-12	6.491e-06	3.547e-07	-3.0604e-07	-6.5466e-06	1.351e-11	6.4305e-06	3.5472e-07	-3.0608e-07	-6.4845e-06	-1.555e-11	6.367e-06	3.5488e-07	-3.0604e-07
0.025	-6.3517e-06	1.8e-13	6.2529e-06	3.543e-07	-3.0636e-07	-6.2801e-06	1.46e-12	6.1515e-06	3.5418e-07	-3.0616e-07	-6.2815e-06	-7.44e-12	6.164e-06	3.5398e-07	-3.0608e-07	-6.2443e-06	3.6e-13	6.137e-06	3.5384e-07	-3.06e-07	-6.3472e-06	2.89e-12	6.2393e-06	3.5386e-07	-3.0604e-07	-6.253e-06	7.09e-12	6.1619e-06	3.5384e-07	-3.0604e-07	-6.2549e-06	-6.67e-12	6.1306e-06	3.541e-07	-3.0604e-07
0.03	-6.1189e-06	-7.78e-12	6.0068e-06	3.5346e-07	-3.0628e-07	-6.0049e-06	1.214e-11	5.9093e-06	3.5324e-07	-3.0612e-07	-6.073e-06	-6.37e-12	5.92e-06	3.5316e-07	-3.0612e-07	-6.0142e-06	-2.99e-12	5.9082e-06	3.5304e-07	-3.0604e-07	-6.109e-06	3.15e-12	5.9942e-06	3.53e-07	-3.0602e-07	-6.0478e-06	-1.68e-11	5.917e-06	3.5302e-07	-3.0602e-07	-6.0257e-06	2.215e-11	5.9135e-06	3.5314e-07	-3.0614e-07
0.035	-5.8599e-06	3.85e-12	5.7651e-06	3.5262e-07	-3.0638e-07	-5.7893e-06	-9.88e-12	5.6588e-06	3.5232e-07	-3.0614e-07	-5.8238e-06	1.354e-11	5.7085e-06	3.5238e-07	-3.061e-07	-5.816e-06	-2.7e-12	5.6882e-06	3.5222e-07	-3.06e-07	-5.8719e-06	-3.45e-12	5.7659e-06	3.5216e-07	-3.0598e-07	-5.7903e-06	5.17e-12	5.6759e-06	3.5216e-07	-3.0594e-07	-5.7609e-06	-3.22e-12	5.658e-06	3.5224e-07	-3.06e-07
0.04	-5.6513e-06	9.76e-12	5.5238e-06	3.5174e-07	-3.0632e-07	-5.5699e-06	-1.94e-12	5.4685e-06	3.5152e-07	-3.0608e-07	-5.5702e-06	-1.74e-12	5.4673e-06	3.515e-07	-3.061e-07	-5.5642e-06	5.06e-12	5.4311e-06	3.5134e-07	-3.0598e-07	-5.6214e-06	1.9e-13	5.5242e-06	3.5138e-07	-3.0596e-07	-5.5643e-06	1.498e-11	5.4674e-06	3.5142e-07	-3.0594e-07	-5.5456e-06	-1.498e-11	5.431e-06	3.515e-07	-3.0602e-07
0.045	-5.3762e-06	-1.025e-11	5.2958e-06	3.5098e-07	-3.0624e-07	-5.3483e-06	1.2e-11	5.2399e-06	3.5068e-07	-3.0604e-07	-5.3451e-06	-1.08e-11	5.2213e-06	3.5066e-07	-3.063e-07	-5.331e-06	1.72e-12	5.2188e-06	3.5056e-07	-3.06e-07	-5.3967e-06	3.32e-12	5.2844e-06	3.5056e-07	-3.0598e-07	-5.3454e-06	-1.172e-11	5.2461e-06	3.506e-07	-3.0594e-07	-5.3265e-06	1.699e-11	5.2208e-06	3.5064e-07	-3.0602e-07
0.05	-5.1851e-06	-9.44e-12	5.0821e-06	3.5032e-07	-3.0632e-07	-5.1176e-06	-5.85e-12	5.0316e-06	3.5004e-07	-3.0616e-07	-5.1203e-06	5.38e-12	5.0222e-06	3.4988e-07	-3.0608e-07	-5.1166e-06	-4.84e-12	5.0052e-06	3.4984e-07	-3.0602e-07	-5.1643e-06	-2.95e-12	5.0682e-06	3.4978e-07	-3.0602e-07	-5.1534e-06	-1.11e-11	5.0391e-06	3.498e-07	-3.06e-07	-5.1199e-06	7.04e-12	5.0042e-06	3.4984e-07	-3.0602e-07
0.055	-4.9685e-06	1.562e-11	4.8822e-06	3.4928e-07	-3.0626e-07	-4.9302e-06	-7.37e-12	4.8017e-06	3.4912e-07	-3.061e-07	-4.9237e-06	6.86e-12	4.8227e-06	3.4908e-07	-3.0608e-07	-4.8964e-06	1.62e-12	4.8061e-06	3.49e-07	-3.0614e-07	-4.9797e-06	1.88e-12	4.8594e-06	3.4896e-07	-3.0602e-07	-4.9338e-06	1.803e-11	4.8273e-06	3.4902e-07	-3.06e-07	-4.911e-06	-2.074e-11	4.795e-06	3.4902e-07	-3.0608e-07
