Vds,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealingMrad
0.15,0,0.031801558276346,-2.05120050882494,-2.62362855779934,-3.10065193194468,-7.53537923358245,-10.6948640483384,-29.6724439497535,-18.8694546032756
0.3,0,-0.0487567040468044,-2.7693807898586,-3.5007313505607,-4.46611409068747,-10.0341296928328,-14.0126767430522,-34.3637250121892,-23.373963920039
0.45,0,-0.144202222410734,-3.29120366443296,-4.15641699889728,-5.47120196793622,-11.5870726948851,-15.9385868182204,-36.7630842310629,-25.9733650012724
0.6,0,-0.163666121112923,-3.38788870703764,-4.26350245499182,-5.62193126022913,-11.8003273322422,-16.1783960720131,-36.9721767594108,-26.3175122749591
0.75,0,-0.184738955823283,-3.38955823293172,-4.24096385542168,-5.6144578313253,-11.7349397590361,-16.0963855421687,-36.8674698795181,-26.281124497992
0.9,0,-0.190068899976239,-3.38164251207728,-4.22111348697235,-5.56743486180406,-11.6496396610438,-15.9895462105013,-36.7228953829096,-26.1503128217312
