Vds,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealingMrad
0.15,0,-0.0436681222707406,-0.847161572052401,-1.3886462882096,-1.31004366812228,-4.42794759825328,-6.33187772925764,-17.938864628821,-9.4061135371179
0.3,0,-0.0847542127829278,-1.09681922424967,-1.75989630072788,-2.07897098414598,-6.05244790108685,-8.57014657493269,-21.5026423372221,-12.144780137601
0.45,0,-0.171218915613536,-1.2922951487974,-2.08724011414594,-2.76396249490419,-7.46432939258051,-10.3954341622503,-23.9258051365675,-14.3293925805137
0.6,0,-0.201720331887027,-1.36636979523483,-2.16563903478724,-2.93445992235669,-7.7491055796605,-10.7368501179874,-24.1721854304636,-14.6722996117835
0.75,0,-0.219973603167624,-1.38949992667547,-2.16673999120106,-2.93298137556827,-7.67341252383048,-10.5953952192404,-23.8634697169673,-14.4485995013932
0.9,0,-0.206641014678634,-1.35385492375659,-2.12697734074391,-2.87516032492518,-7.50320649850363,-10.3854923756591,-23.5143223599829,-14.1370956249109
