Vds,0Mrad,5Mrad,50Mrad,100Mrad,200Mrad,600Mrad,1000Mrad,3000Mrad,annealingMrad
0.15,0,-0.276442307692292,-1.29807692307691,-2.07932692307692,-2.56009615384615,-6.97115384615383,-9.95192307692306,-24.9158653846154,-14.5793269230769
0.3,0,-0.27409117137911,-1.47143681477207,-2.38026543566071,-3.28188113098672,-8.41027120600116,-11.8941142527409,-27.6759953837276,-17.3110213502597
0.45,0,-0.336927223719695,-1.62950257289881,-2.56064690026955,-3.71232541043863,-9.21955403087479,-12.8951237441804,-28.7552070570939,-18.6841460426366
0.6,0,-0.368961143779555,-1.64303009339329,-2.58849302432838,-3.78761674161191,-9.21826357661709,-12.9194050501557,-28.5541335178139,-18.7017179753257
0.75,0,-0.383269455090835,-1.65527967560964,-2.56623896017331,-3.75492973393325,-9.07626506693329,-12.6867744264845,-28.1564183747153,-18.4024884741432
0.9,0,-0.383017748287218,-1.65614716512921,-2.54625883368398,-3.71149592706479,-8.87414360468253,-12.46695797594,-27.7283271295247,-18.0719641797486
