Vsg	Vsd = 150	Vsd = 300	Vsd = 450	Vsd = 600	Vsd = 750	Vsd = 900
-0.3	-8.0400000000002e-09	-1.02000000000002e-08	-1.23200000000001e-08	-3.79600000000007e-08	2.05200000000009e-08	-1.96000000000004e-07
-0.295	-8.11833333333336e-09	-1.1235e-08	-1.95e-08	-4.738e-08	-2.63566666666664e-08	-1.85000000000001e-07
-0.29	-8.74000000000002e-09	-1.4634e-08	-2.9018e-08	-5.7334e-08	-7.27579999999997e-08	-1.884e-07
-0.285	-9.34099999999997e-09	-1.74119999999999e-08	-3.60299999999999e-08	-6.92899999999998e-08	-1.09126e-07	-2.02199999999999e-07
-0.28	-1.029e-08	-2.0932e-08	-4.31099999999999e-08	-8.24299999999998e-08	-1.48332e-07	-2.286e-07
-0.275	-1.1684e-08	-2.462e-08	-4.99239999999999e-08	-9.48759999999998e-08	-1.77954e-07	-2.68999999999999e-07
-0.27	-1.3152e-08	-2.8272e-08	-5.60279999999999e-08	-1.09628e-07	-2.00204e-07	-3.23999999999999e-07
-0.265	-1.4436e-08	-3.2517e-08	-6.26539999999999e-08	-1.26406e-07	-2.29932e-07	-3.90399999999999e-07
-0.26	-1.647e-08	-3.7012e-08	-7.12939999999999e-08	-1.42108e-07	-2.66372e-07	-4.61199999999999e-07
-0.255	-1.9493e-08	-4.1444e-08	-8.12419999999999e-08	-1.58938e-07	-3.00944e-07	-5.31199999999999e-07
-0.25	-2.2622e-08	-4.6861e-08	-9.21859999999999e-08	-1.79722e-07	-3.39012e-07	-6.07999999999999e-07
-0.245	-2.6048e-08	-5.31749999999999e-08	-1.04824e-07	-2.03092e-07	-3.85202e-07	-6.96e-07
-0.24	-3.0195e-08	-5.97509999999999e-08	-1.18892e-07	-2.2925e-07	-4.36018e-07	-7.882e-07
-0.235	-3.42780000000002e-08	-6.75440000000003e-08	-1.34616000000001e-07	-2.59286000000001e-07	-4.92386000000003e-07	-8.91800000000004e-07
